phi0, phi, rho, Z_fit_curve, F_id, F_fr, F_ex, F_total, mu_id, mu_fr, mu_ex, mu_kT, PV_id, PV_fr, PV_ex, PV_NkT, alpha
1.0000000000000005E-4, 0.034380052266560726, 2.387324146378431E-5, 1.0487764155607702, -2.77664138843586E-4, 4.4213872184024807E-4, 1.2780157773733305E-5, 1.772547407648014E-4, -10.512837542094836, -66.69283616745521, -1.6478135656683388, -78.85348727488028, 1.1179307079897705, -85.21309963946727, -2.1831475626507255, -86.27831649355579, 7.005263981481487
1.0581162324649302E-4, 0.036378116053707124, 2.5260664314385E-5, 1.0505050801554188, -2.9222180264213885E-4, 3.542427588159112E-4, 1.0619439208663919E-5, 7.264039537730858E-5, -10.472497750921915, -60.08169422243577, -1.4687789812798508, -72.02297095430448, 1.0957571059279672, -74.10518760357314, -1.889173277981563, -74.89860377509069, 7.005311853233221
1.1162324649298601E-4, 0.03837617984085352, 2.6648087164985692E-5, 1.0522667070343608, -3.0672411149549234E-4, 2.752296470764716E-4, 8.699450196240561E-6, -2.279501422744966E-5, -10.433038643830166, -53.88495946658999, -1.300713179058918, -65.61871128915108, 1.0771350356717946, -64.21326728742714, -1.627170014117279, -64.7633022653694, 7.005359724984954
1.1743486973947899E-4, 0.04037424362799993, 2.8035510015586382E-5, 1.0540772370170468, -3.211722726131473E-4, 2.0453701161662059E-4, 7.0053164632171926E-6, -1.0962994453752663E-4, -10.394439144358037, -48.08458774191169, -1.1431227940888413, -59.62214968003559, 1.0614706084729648, -55.38022857394605, -1.3929957751518782, -55.71175374015158, 7.005407596736688
1.2324649298597198E-4, 0.042372307415146325, 2.9422932866187073E-5, 1.0559513336833983, -3.3556746426540416E-4, 1.4162712183576434E-4, 5.522837444648734E-6, -1.884175049887637E-4, -10.356678611299873, -42.66309569049334, -0.9955299687878916, -54.01530427026303, 1.0482845102059137, -47.476590065098094, -1.1832351669666765, -47.611540721412545, 7.005455468488421
1.2905811623246496E-4, 0.04437037120229272, 3.081035571678776E-5, 1.057902452702307, -3.4991083638233496E-4, 8.598612206211634E-5, 4.238465006528446E-6, -2.5968624931702446E-4, -10.31973683163956, -37.60354840137978, -0.8574720108719125, -48.780757243578094, 1.0371861327933891, -40.39436726931206, -0.9950382579314689, -40.35221939402875, 7.005503340240153
1.3486973947895794E-4, 0.04636843498943912, 3.2197778567388454E-5, 1.059942908335106, -3.6420351114301003E-4, 3.7123279087536423E-5, 3.139282639429136E-6, -3.2394094941894775E-4, -10.283594013567555, -32.88954724207156, -0.7285010564212757, -43.90164231175209, 1.0278543952333519, -34.04252365036132, -0.8260010324789022, -33.84067028720839, 7.005551211991887
1.4068136272545094E-4, 0.048366498776585526, 3.3585201417989144E-5, 1.062083937196304, -3.7844658355509276E-4, -5.4297535418943245E-6, 2.2129851160991613E-6, -3.816633519833677E-4, -10.248230779580561, -28.505217872991686, -0.6081837380055077, -39.361632390274316, 1.020023319749819, -28.343546859788056, -0.6740754112027935, -27.997598950863754, 7.00559908374362
1.4649298597194392E-4, 0.050364562563731924, 3.4972624268589835E-5, 1.0643357593522855, -3.92641122024918E-4, -4.2119654732242544E-5, 1.447858606028413E-6, -4.333129181531944E-4, -10.21362815966331, -24.435198443235247, -0.4961008578190176, -35.144927460418955, 1.0134710425421998, -23.23083772930187, -0.5375006279623404, -22.754867314364425, 7.0056469554953535
1.523046092184369E-4, 0.05236262635087832, 3.6360047119190525E-5, 1.0667076368370936, -4.0678816891816846E-4, -7.337213879540628E-5, 8.327612400636949E-7, -4.793275464751623E-4, -10.179767584551746, -20.664627965928084, -0.39184706578159934, -31.23624261596755, 1.008011341715627, -18.64669497054753, -0.4147502605253754, -18.053433889017988, 7.005694827247087
