This fits B3 to B6 into the virial expansion since maxPower is set to 4.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0017, 0.584018613991284, 4.0584510488433315E-4, 13.111027490101904, 4.232982098791461, 4.051680412242252, -0.0018513988591007044, 1.502056425858838, -0.0035630577486152858, 8.709845566136744E-4, 8.406743329009072E-4, 7.051354218107001, 0.5844301565884519, 4147.331754937854, 990.102524160517, 5874.436253625072, 0.7059965545423301
0.0018, 0.6182653678207862, 4.297183463481176E-4, 17.21431346494197, 5.897483940866606, 4.387201941193901, -0.0012148333722496424, 1.501551989254397, -0.003748087361811589, 0.0010036878512640242, 0.0015295661382979226, 7.059407006172838, 0.618808401093655, 4161.556996440607, 993.4985504132754, 5894.585419242425, 0.7059965545423298
0.0019, 0.6524911202221199, 4.535915878119019E-4, 13.390890268183082, 4.781378002912023, 4.795575896977567, -0.0010236384498312789, 1.5012987759202139, -0.003931790000723226, 0.001150094477662652, 0.0017580570732292952, 7.067281851851851, 0.6531866455988581, 4175.499324654011, 996.8270360933348, 5914.33385586538, 0.7059965545423298
0.002, 0.6867679202160083, 4.7746482927568624E-4, 8.260460460439525, 5.700838188522057, 5.304807006204474, -5.70553510292433E-4, 1.5009295206585442, -0.004114235572503025, 0.001310909837971812, 0.00223277222423878, 7.070820072016464, 0.687564890104061, 4181.773830443932, 998.3249640112217, 5923.221301207076, 0.7059965545423299
0.0021, 0.7209787870117909, 5.013380707394704E-4, 5.7810218628185375, 5.629809251441829, 5.956235230393993, -6.256868658888787E-4, 1.5009587144131598, -0.0042954869843524115, 0.0014902884145886735, 0.0021795117038748593, 7.073049341563792, 0.721943134609264, 4185.730333527789, 999.269509545953, 5928.825440573482, 0.7059965545423298
0.0022, 0.755179616784721, 5.252113122032547E-4, 28.354238417730954, 6.819701338795624, 6.80528989290751, -2.872909706666299E-4, 1.5007321196569008, -0.0044756011451519695, 0.0016967420037612563, 0.0024915681707240833, 7.082532129629632, 0.756321379114467, 4202.588253287231, 1003.2940414358957, 5952.703630418715, 0.7059965545423298
0.0023, 0.7892545232852768, 5.490845536670391E-4, 47.73908459086797, 7.701707557753717, 7.902709006439309, 7.397370301419283E-4, 1.4998109604954342, -0.004654629784629776, 0.001933345049741058, 0.003461021765030646, 7.092155257201644, 0.79069962361967, 4219.741871300013, 1007.3891660838624, 5977.000658360872, 0.7059965545423299
0.0024, 0.8231637468927239, 5.729577951308231E-4, 91.35477945831938, 8.860731414593094, 9.32221353362263, 0.002009410221103458, 1.498642413854473, -0.004832620129818146, 0.0022117818982516826, 0.0046302484526699215, 7.108825956790122, 0.8250778681248729, 4249.568431904082, 1014.5097329172136, 6019.2481175193725, 0.7059965545423299
0.0025, 0.8566501751173388, 5.968310365946075E-4, 170.81703080560726, 10.461132764175014, 11.146282543837998, 0.0051318427375176496, 1.4957141803586929, -0.005009615468588517, 0.0025452667466834902, 0.0075961914594226765, 7.136482397119339, 0.8594561126300759, 4299.359676395148, 1026.396516942389, 6089.774303760246, 0.7059965545423297
0.0026, 0.8895243126293205, 6.207042780583919E-4, 354.7723107484823, 13.163692592909145, 13.468126312483811, 0.010214852887661763, 1.490955668645219, -0.005185655622889315, 0.002949395504216053, 0.012451113006335026, 7.177701738683134, 0.8938343571352789, 4374.288324226682, 1044.2844139647596, 6195.906050933015, 0.7059965545423298
0.0027, 0.9207662211781936, 6.445775195221761E-4, 703.693922884441, 16.766989009529745, 16.399897638061958, 0.022150725163753604, 1.4796011552647084, -0.005360777349080229, 0.0034472166290013245, 0.02406428588383251, 7.240115452674895, 0.9282126016404819, 4489.393330861097, 1071.7637101354985, 6358.945099627852, 0.70599655454233
0.0028, 0.948456096242662, 6.684507609859605E-4, 1092.831918348065, 21.127733041250966, 20.064897203441916, 0.04393841030159531, 1.4586640868663812, -0.005535014678884134, 0.0040646942929739235, 0.04540873068750552, 7.328095473251032, 0.9625908461456849, 4655.052022165517, 1111.3118095163477, 6593.590283430216, 0.7059965545423299
0.0029, 0.9675780342222478, 6.923240024497446E-4, 1604.0415765073828, 26.274918410580725, 24.567985635496868, 0.07449164417484472, 1.429599877344565, -0.005708399211575585, 0.004809882357539576, 0.07539016102888073, 7.42080822016461, 0.9969690906508879, 4833.979522247572, 1154.0276036560497, 6847.029905664698, 0.7059965545423301
