This fits B3 to B9 into the virial expansion since maxPower is set to 7.
Number of particles: 108
dryVolFracMax: 0.0033
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 51.051810587630925
Number of monomers: 2916666.666666667
Number of chains: 116.66666666666669
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 4.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0012, 0.3474330101695226, 2.864788975654117E-4, -5.033820413081304, 1.7724879521183903, 1.9741751454274998, -0.002224323008475678, 1.502254816032282, -0.00261488210504646, 1.8530355841114043E-4, 2.052555381596415E-4, 6.625892325102874, 0.34747370285777696, 3577.76456205251, 854.1283729045006, 4873.95733020589, 0.7340574239088332
0.0013, 0.3763679552096201, 3.10352139029196E-4, -4.804349984532733, 2.2678896067762992, 2.156714083374161, -0.002326745233796186, 1.5023765529045967, -0.002807947521593494, 2.2734323620389162E-4, 2.538590515934164E-4, 6.627695000000006, 0.3764298447625917, 3580.685512576794, 854.8256984762005, 4877.936515524568, 0.7340574239088331
0.0014, 0.405279173953814, 3.342253804929803E-4, -4.755117793226771, 2.5335964738638284, 2.3963683294662594, -0.0024525687664054257, 1.5025198479003685, -0.002999174719602353, 2.766999869897659E-4, 2.699059662071609E-4, 6.630049866255144, 0.4053859866674065, 3584.503596450448, 855.7371988586478, 4883.137857748346, 0.734057423908833
0.0015, 0.4342112845606494, 3.580986219567647E-4, -2.9896657997181486, 2.837885576040119, 2.69635065736206, -0.0025523214734894223, 1.5026385295557647, -0.003188695233083918, 3.350467329750643E-4, 3.013270266194317E-4, 6.63274969135802, 0.4343421285722212, 3588.884321021016, 856.7830198132428, 4889.105680466138, 0.7340574239088331
0.0016, 0.4631452206258881, 3.8197186342054886E-4, -0.8121416864354107, 3.300383104216277, 3.0515267155791643, -0.0025937568599306176, 1.5027070937260247, -0.0033766230161081877, 4.0395997591751527E-4, 3.7890618026005464E-4, 6.635066769547331, 0.463298270477036, 3592.6468469643496, 857.6812567168324, 4894.231336607994, 0.7340574239088332
0.0017, 0.49203550117329076, 4.0584510488433315E-4, 0.07578250810835296, 3.6732455680563922, 3.4497215669502768, -0.0025895199009443332, 1.502734160787494, -0.0035630577486152858, 4.8510412881943026E-4, 4.884337188515225E-4, 6.637539742798353, 0.49225441238185075, 3596.6654190356226, 858.6406201308037, 4899.70580214759, 0.7340574239088331
0.0018, 0.5209344547851449, 4.297183463481176E-4, 4.578460219610117, 2.717564164756705, 3.8728846747078567, -0.0025882020496051654, 1.5026856742178096, -0.003748087361811589, 5.799595278688043E-4, 5.799257843376194E-4, 6.641069855967076, 0.5212105542866655, 3602.407029738605, 860.0113287178372, 4907.5275481254575, 0.7340574239088331
0.0019, 0.5498763225078714, 4.535915878119019E-4, 7.049790036415525, 4.882997169624701, 4.298296697729344, -0.0023688821861094717, 1.5026138677486753, -0.003931790000723226, 6.88771235922819E-4, 8.741365786909355E-4, 6.643981378600823, 0.5501666961914803, 3607.1471192628937, 861.14294173557, 4913.984930572525, 0.7340574239088331
0.002, 0.5787032585236223, 4.7746482927568624E-4, 1.9330047702029791, 5.777982411176027, 4.707490041803318, -0.00224888236977034, 1.5025824974133877, -0.004114235572503025, 8.126821964195693E-4, 0.0010526710063131156, 6.649115555555558, 0.579122838096295, 3615.5159174927535, 863.1408451446014, 4925.3856711103645, 0.7340574239088331
0.0021, 0.6076012061107522, 5.013380707394704E-4, 3.7194341974778773, 3.8398054506051045, 5.084711276513391, -0.0022729857677990274, 1.5024696274290719, -0.0042954869843524115, 9.506819016810025E-4, 0.0010718193148723815, 6.654182818930041, 0.6080789800011096, 3623.7883276950147, 865.115737607062, 4936.655103082336, 0.7340574239088332
0.0022, 0.6364622692330355, 5.252113122032547E-4, 10.679299174631625, 5.4405426238064605, 5.426347873301053, -0.002068057089458386, 1.502391378633239, -0.0044756011451519695, 0.0011015081722406863, 0.0013060358834528975, 6.65770224279835, 0.6370351219059244, 3629.541277738118, 866.4891532621428, 4944.492296543945, 0.7340574239088331
0.0023, 0.6652892429860997, 5.490845536670391E-4, 3.0568346025749085, 5.9983420654264075, 5.74831889599494, -0.0017602926684008435, 1.502147763018827, -0.004654629784629776, 0.0012649729818304568, 0.001629364134398475, 6.660703518518513, 0.665991263810739, 3634.452055558169, 867.6615151088736, 4951.182206161508, 0.734057423908833
0.0024, 0.6941461533430832, 5.729577951308231E-4, 5.399378449337528, 5.771916938066401, 6.089874108976033, -0.0019181314906999447, 1.502273193017177, -0.004832620129818146, 0.0014422085480698885, 0.0014722800910483128, 6.665272160493826, 0.6949474057155537, 3641.935905562639, 869.4481526912282, 4961.377389481934, 0.734057423908833
0.0025, 0.7230830547933856, 5.968310365946075E-4, 18.545129503327548, 6.1530807160524095, 6.507333621299824, -0.0015003303867846037, 1.5018904890880487, -0.005009615468588517, 0.0016303574705851948, 0.001878927611218719, 6.663950833333332, 0.7239035476203683, 3639.770396875941, 868.9311755735336, 4958.427335962732, 0.734057423908833
0.0026, 0.7518509461070264, 6.207042780583919E-4, 22.421887834110088, 7.572077502689539, 7.102702384010084, -0.00102814046406541, 1.5015594711146, -0.005185655622889315, 0.001840124751716389, 0.0023173904071075156, 6.6699826131687185, 0.7528596895251831, 3649.6628038784033, 871.2928137838117, 4971.90367538831, 0.7340574239088333
0.0027, 0.780517026242983, 6.445775195221761E-4, 34.78498413827827, 8.380293984730981, 7.985642241627542, -4.1832366050473767E-4, 1.5010279458782596, -0.005360777349080229, 0.002074735829763044, 0.002867717858812447, 6.678067160493824, 0.7818158314299978, 3662.949937267746, 874.4648832214646, 4990.004620841039, 0.7340574239088331
0.0028, 0.8091060735897947, 6.684507609859605E-4, 59.83169841395596, 9.291714070965728, 9.288491502152995, 6.499293377538636E-4, 1.500036290975249, -0.005535014678884134, 0.0023445559201005495, 0.0038403880965374483, 6.689684053497943, 0.8107719733348124, 3682.098964054861, 879.0363766243172, 5016.091172333355, 0.7340574239088331
0.0029, 0.8374195152248257, 6.923240024497446E-4, 116.41406567851674, 11.028264058898541, 11.14959924738029, 0.002464070954153243, 1.4984294082021157, -0.005708399211575585, 0.0026635998944139205, 0.005508870271314907, 6.70600528806585, 0.8397281152396272, 3709.1151013851327, 885.4860043233606, 5052.895019621503, 0.734057423908833
0.003, 0.8654512900162334, 7.161972439135289E-4, 218.20882088243565, 13.741553133569143, 13.69359501109801, 0.006247930849176326, 1.4949806387930167, -0.005880960365824366, 0.0030524858475832195, 0.009076405367417472, 6.731436810699583, 0.8686842571444419, 3751.474130040234, 895.5984775159064, 5110.600353394356, 0.7340574239088333
0.0031, 0.8927510133391152, 7.400704853773128E-4, 379.29592057414305, 16.845629714692166, 16.999263102291405, 0.012942315605206992, 1.4887439714401156, -0.0060527255979264645, 0.0035327042439847745, 0.015462336959148682, 6.766883343621395, 0.8976403990492565, 3811.0505098160334, 909.8212905151643, 5191.760733816037, 0.7340574239088332
0.0032, 0.9188304210897045, 7.639437268410973E-4, 702.3966984982114, 20.838287921990442, 21.067508508058193, 0.024445518657203708, 1.4779581020223918, -0.006223720591850007, 0.004131840559604472, 0.026537398689449244, 6.817486635802466, 0.9265965409540712, 3897.1894815587098, 930.3854552337143, 5309.1071006492875, 0.7340574239088331
