This fits B3 to B12 into the virial expansion since maxPower is set to 10.
Number of particles: 108
dryVolFracMax: 0.0033
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 51.051810587630925
Number of monomers: 2916666.666666667
Number of chains: 116.66666666666669
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 4.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.05791795856775237, 4.774648292756861E-5, -9.242750828814456, 1.0008950606317444, 1.0449688457024764, -4.967528062707392E-4, 1.5004967578015216, -5.213638970822166E-4, 2.064109258412464E-6, 2.2546981553064868E-5, 6.616099115226338, 0.05791228380962948, 3561.923961377472, 850.3467080560349, 4852.37781863214, 0.7340574239088332
3.0E-4, 0.08687389531919378, 7.161972439135293E-5, -8.72002572770116, 1.3327363419257943, 1.1455762590900134, -7.070710329856171E-4, 1.5007106385871025, -7.530065463303081E-4, 5.694529207180532E-6, 4.02409841375104E-5, 6.616587047325102, 0.08686842571444423, 3562.7120867583476, 850.5348591312487, 4853.451474936411, 0.734057423908833
4.0E-4, 0.1158305683916496, 9.549296585513724E-5, -8.299460770240598, 1.1516143344712604, 1.2451218221539364, -9.138656803061002E-4, 1.5009152950080942, -9.765371141186377E-4, 1.2964302766040457E-5, 4.970713104649695E-5, 6.6175331995884745, 0.11582456761925897, 3564.240677009305, 850.8997831728516, 4855.533860048487, 0.734057423908833
5.0E-4, 0.1447880461682671, 1.1936620731892148E-4, -7.742312718874528, 1.1389571683288218, 1.3150453606829358, -0.001104026948577248, 1.5011063157990407, -0.0011940355932402447, 2.370210534851549E-5, 6.630653931448122E-5, 6.618100298353909, 0.1447807095240737, 3565.1570833110513, 851.1185590620569, 4856.782272327825, 0.734057423908833
6.0E-4, 0.17374561428786178, 1.4323944878270585E-4, -7.498807032883862, 1.3273559385890312, 1.3749444868771596, -0.001283907084676821, 1.5012894674963977, -0.001406727072591923, 3.743667244204893E-5, 8.538331547305285E-5, 6.618994526748974, 0.17373685142888845, 3566.6024356051716, 851.4636115052346, 4858.751263100268, 0.7340574239088331
7.0E-4, 0.20268971915871817, 1.6711269024649017E-4, -6.691993872686964, 1.7386567027026958, 1.4631152782321701, -0.0014620039015704118, 1.5014784387205995, -0.0016154210498813184, 5.43708205265947E-5, 9.90463277843119E-5, 6.6196602572016445, 0.20269299333370322, 3567.6787175085124, 851.7205548828501, 4860.217472511528, 0.7340574239088331
8.0E-4, 0.23163910459845902, 1.9098593171027449E-4, -6.8816661892274205, 1.5757403543042194, 1.6058366837200864, -0.0016030034585354377, 1.501618592958395, -0.0018206928681456847, 7.56680388960421E-5, 1.42021370714205E-4, 6.620852582304522, 0.23164913523851796, 3569.606882536514, 852.1808703758053, 4862.844194843051, 0.7340574239088332
9.0E-4, 0.26058561712534073, 2.148591731740588E-4, -6.679787095850268, 1.8698019519911475, 1.8009596445937557, -0.0017900401845516866, 1.5018141115379915, -0.0020229727110088343, 1.0287769108765275E-4, 1.300548353694951E-4, 6.622097037037044, 0.2606052771433327, 3571.6200896575256, 852.6614881729704, 4865.586769273117, 0.734057423908833
0.001, 0.2895488804656366, 2.38732414637843E-4, -5.2210350791745235, 1.8764281861994, 2.019849046471781, -0.0019215877925366023, 1.501949162311069, -0.0022225944863660013, 1.3722298678090863E-4, 1.6378370704849018E-4, 6.622924053497945, 0.2895614190481475, 3572.9584077896993, 852.9809880922179, 4867.409948344103, 0.7340574239088332
0.0011, 0.3184998955132973, 2.626056561016274E-4, -4.648194377396313, 2.307316157384525, 2.2228254393877913, -0.002039212268386676, 1.5020868645489285, -0.0024198249427019227, 1.7921047531126773E-4, 2.0140219900397893E-4, 6.624476450617287, 0.31851756095296224, 3575.47147476031, 853.5809386382583, 4870.833477469698, 0.7340574239088331
