This fits B3 to B3 into the virial expansion since maxPower is set to 1.
Number of particles: 108
dryVolFracMax: 0.0033
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 51.051810587630925
Number of monomers: 2916666.666666667
Number of chains: 116.66666666666669
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 4.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0012, 0.3474235092782893, 2.864788975654117E-4, -3.2426404215599103, 2.394495336438198, 3.2603306407925072, -0.0019164629410615786, 1.5019674931055456, -0.00261488210504646, 4.706384149645202E-4, 2.2778074902036122E-4, 6.62675943415638, 0.34747370285777696, 3579.169377237272, 854.4637478256788, 4875.871097629264, 0.7340574239088331
0.0013, 0.3763661545906328, 3.10352139029196E-4, -1.5293577199509372, 1.9076303732291953, 3.561102938597352, -0.002002238982912976, 1.5020373822030737, -0.002807947521593494, 5.699358827030576E-4, 2.3577265597746007E-4, 6.628609876543211, 0.3764298447625917, 3582.16853377928, 855.1797437088292, 4879.956822320988, 0.7340574239088332
0.0014, 0.405306047391333, 3.342253804929803E-4, 2.2661665384095926, 2.7053913392458178, 3.8790536484678224, -0.001988790905590488, 1.5020648727317514, -0.002999174719602353, 6.813450317212956E-4, 3.290387822905696E-4, 6.63020956790124, 0.4053859866674065, 3584.762628399857, 855.7990381813986, 4883.490734704523, 0.7340574239088332
0.0015, 0.43423946183786627, 3.580986219567647E-4, -0.7483673511342877, 3.137985516293991, 4.214757818301816, -0.0018931137336048657, 1.5019988713115893, -0.003188695233083918, 8.056993748826948E-4, 4.898821245963574E-4, 6.632659794238684, 0.4343421285722212, 3588.738396930249, 856.7481830027002, 4888.906889355233, 0.7340574239088331
0.0016, 0.4631484012549875, 3.8197186342054886E-4, -0.29702255664694355, 2.931759657567209, 4.5676755195938235, -0.0020233810378070764, 1.5021206949471082, -0.0033766230161081877, 9.434419046950367E-4, 4.0980007360607494E-4, 6.634889886831278, 0.463298270477036, 3592.359527990799, 857.6126643645055, 4893.839924486555, 0.7340574239088331
0.0017, 0.4920447115638368, 4.0584510488433315E-4, 2.1774319090238907, 4.099172442706732, 4.938410247441898, -0.0019058632175196146, 1.5020796951618758, -0.0035630577486152858, 0.0010954367276039697, 5.617578034917016E-4, 6.637857561728395, 0.49225441238185075, 3597.182090784689, 858.7639664250335, 4900.409659546532, 0.7340574239088331
0.0018, 0.5209536082927658, 4.297183463481176E-4, 4.705336078644135, 3.8735138366667594, 5.3265565755898825, -0.0019176304852957776, 1.5020880676589217, -0.003748087361811589, 0.0012621750028088833, 5.682818737069282E-4, 6.6408708847736655, 0.5212105542866655, 3602.083247381311, 859.9340313738631, 4907.086462255676, 0.7340574239088331
0.0019, 0.5498311918616094, 4.535915878119019E-4, 4.588997671815313, 3.8368435959424434, 5.733167707320841, -0.0016787135071290697, 1.5018573900105239, -0.003931790000723226, 0.001444766887920374, 8.083096056737824E-4, 6.6453453292181095, 0.5501666961914803, 3609.369121563217, 861.6734057100571, 4917.011944846819, 0.7340574239088331
0.002, 0.5787225704120651, 4.7746482927568624E-4, 15.43135263031192, 4.589042529691342, 6.157048785424543, -0.001695442670749466, 1.501923604400748, -0.004114235572503025, 0.0016433489938056278, 7.754439079479313E-4, 6.649518724279834, 0.579122838096295, 3616.173637146577, 863.2978641457136, 4926.281676834715, 0.7340574239088331
0.0021, 0.6075994230842501, 5.013380707394704E-4, 18.23787704310401, 6.146041362399501, 6.597860888643415, -9.38904170179621E-4, 1.501305062257596, -0.0042954869843524115, 0.0018583691439418052, 0.0014982136702309855, 6.653008364197528, 0.6080789800011096, 3621.869884362356, 864.6577429979105, 4934.041624531239, 0.7340574239088332
0.0022, 0.636463601204814, 5.252113122032547E-4, 0.21300898597970264, 7.226495421458413, 7.056313515790945, -8.214648199020734E-4, 1.5012849474330734, -0.0044756011451519695, 0.002090815860456019, 0.001563320464793877, 6.656775504115231, 0.6370351219059244, 3628.0258142981365, 866.1273630158207, 4942.427793971502, 0.7340574239088329
0.0023, 0.6653385948978401, 5.490845536670391E-4, 10.500520990384864, 5.2407663248462875, 7.530718253476363, -9.259806717013342E-4, 1.5012380554357967, -0.004654629784629776, 0.002340381193959234, 0.0013882679189692077, 6.65883905349794, 0.665991263810739, 3631.400840896184, 866.9330912650396, 4947.025563148843, 0.7340574239088331
0.0024, 0.6942450128167272, 5.729577951308231E-4, 12.75124429919769, 6.15760211401923, 8.02147242080596, -3.1845264675292714E-4, 1.5007179127713, -0.004832620129818146, 0.0026078104495619765, 0.0019063570335032423, 6.659823014403295, 0.6949474057155537, 3633.010889338544, 867.317462017368, 4949.21891804169, 0.7340574239088329
0.0025, 0.72310081325015, 5.968310365946075E-4, 13.462956563735368, 6.304314709349837, 8.532994242070865, -3.137285630963509E-4, 1.500729694362603, -0.005009615468588517, 0.002896385409309426, 0.0017995014961827403, 6.664534876543209, 0.7239035476203683, 3640.7274730396334, 869.1596606770842, 4959.731152438827, 0.7340574239088331
0.0026, 0.7518558414654244, 6.207042780583919E-4, 31.538447697551767, 7.443212472166798, 9.062627243558468, 3.303789793710301E-4, 1.5001855223611336, -0.005185655622889315, 0.0032052301944572375, 0.0023108044078031073, 6.669753405349794, 0.7528596895251831, 3649.2865648895013, 871.2029933415101, 4971.391128308685, 0.7340574239088332
0.0027, 0.7805321542861803, 6.445775195221761E-4, 33.67937096535298, 8.27233647614145, 9.613469867918681, 0.0012012735503977557, 1.4993950020181435, -0.005360777349080229, 0.0035370659667018794, 0.003024984932776105, 6.678408713991763, 0.7818158314299978, 3663.5119969128846, 874.5990650777189, 4990.770309773309, 0.7340574239088331
0.0028, 0.8091029496754435, 6.684507609859605E-4, 72.48818487364306, 9.033912222602915, 10.184961005342807, 0.001952402210282824, 1.4987358415467276, -0.005535014678884134, 0.003892458115110799, 0.003594958774056159, 6.68964619341564, 0.8107719733348124, 3682.0364481962247, 879.0214520624319, 5016.006007526624, 0.7340574239088332
0.0029, 0.8375061443410546, 6.923240024497446E-4, 129.6889147632222, 11.585297122791724, 10.781381491056406, 0.004683754071490546, 1.4962795018166561, -0.005708399211575585, 0.004275082416161813, 0.006117070866904318, 6.70670225308642, 0.8397281152396272, 3710.271702993787, 885.7621226181686, 5054.470647863903, 0.7340574239088331
0.003, 0.865465096428574, 7.161972439135289E-4, 209.443409353397, 13.879097543118348, 11.405655246309088, 0.00817867688181493, 1.493073664665915, -0.005880960365824366, 0.0046884056322775355, 0.009371231615361759, 6.731599207818937, 0.8686842571444419, 3751.7456515476247, 895.663298500992, 5110.970244765995, 0.7340574239088332
0.0031, 0.89275454835412, 7.400704853773128E-4, 376.9391215825365, 17.09296713651454, 12.062613027668066, 0.014736731571646611, 1.4869928653141113, -0.0060527255979264645, 0.005137269401507719, 0.015652187768065356, 6.767137201646091, 0.8976403990492565, 3811.479437876416, 909.9236895467253, 5192.345058756311, 0.734057423908833
0.0032, 0.9189042078823667, 7.639437268410973E-4, 675.9392113610809, 20.71078413085308, 12.759467144706676, 0.02625700966973441, 1.4761298801967384, -0.006223720591850007, 0.005628858043531958, 0.026851872218052464, 6.817444670781895, 0.9265965409540712, 3897.1175145837246, 930.3682743840019, 5309.009060669523, 0.7340574239088332
