This fits B3 to B10 into the virial expansion since maxPower is set to 8.
Number of particles: 108
dryVolFracMax: 0.0033
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 51.051810587630925
Number of monomers: 2916666.666666667
Number of chains: 116.66666666666669
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 4.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.05791659629906853, 4.774648292756861E-5, -9.0647056511978, 1.1272844597080027, 1.1565481303777168, -4.895796576446978E-4, 1.5004905221706, -5.213638970822166E-4, 8.340246668987629E-6, 2.3443992768531224E-5, 6.616079053497945, 0.05791228380962948, 3561.891559444031, 850.3389726642256, 4852.333677761976, 0.7340574239088333
3.0E-4, 0.08687561092088779, 7.161972439135293E-5, -8.539480748960962, 1.0892534816894184, 1.1929802879303304, -6.988989501565229E-4, 1.5006996325355995, -7.530065463303081E-4, 1.7608046661561626E-5, 3.6499549512223516E-5, 6.61681445473251, 0.08686842571444423, 3563.0794430520405, 850.6225589862745, 4853.951921198144, 0.734057423908833
4.0E-4, 0.1158277819170641, 9.549296585513724E-5, -8.097106987309688, 1.311203468011945, 1.2202231796052911, -8.983837156801144E-4, 1.5009021317607782, -9.765371141186377E-4, 2.913466489786647E-5, 4.9018733540656796E-5, 6.61741269547325, 0.11582456761925897, 3564.045967968141, 850.8532998133028, 4855.268609626896, 0.7340574239088331
5.0E-4, 0.1447959641746676, 1.1936620731892148E-4, -7.334970099382076, 1.395130656953802, 1.2623331058544363, -0.001085913725506312, 1.5010919373454241, -0.0011940355932402447, 4.2790547928010075E-5, 6.53313198059226E-5, 6.618434423868315, 0.1447807095240737, 3565.6970887651282, 851.2474758680263, 4857.517917028754, 0.7340574239088332
6.0E-4, 0.17374585331068582, 1.4323944878270585E-4, -7.563556971055977, 1.2902777548774425, 1.334659248777611, -0.0012486449712427086, 1.5012542420104962, -0.001406727072591923, 5.905568996008726E-5, 9.902641138912709E-5, 6.618938580246912, 0.17373685142888845, 3566.511997136098, 851.4420209111365, 4858.628059565873, 0.7340574239088333
7.0E-4, 0.20270633955977418, 1.6711269024649017E-4, -7.763709170522562, 1.3290333868266526, 1.441671470698922, -0.00144688637133125, 1.5014527766465058, -0.0016154210498813184, 7.883797491219473E-5, 8.96967036378737E-5, 6.620070709876541, 0.20269299333370322, 3568.342401451072, 851.8789977530138, 4861.12160333419, 0.7340574239088331
8.0E-4, 0.23164962522496113, 1.9098593171027449E-4, -6.089392879525647, 1.270155269709408, 1.5780038217671049, -0.001619114387471188, 1.501624920038425, -0.0018206928681456847, 1.0305223968184526E-4, 9.852624099265133E-5, 6.6208185390946515, 0.23164913523851796, 3569.551820027611, 852.1677251700988, 4862.769183669388, 0.7340574239088332
9.0E-4, 0.2605961599620712, 2.148591731740588E-4, -5.510534521285399, 2.370312406240304, 1.7339505289918895, -0.001737416121714182, 1.5017760881839255, -0.0020229727110088343, 1.3254066455799652E-4, 1.5301592473665587E-4, 6.621881224279835, 0.2606052771433327, 3571.270905982794, 852.5781267111496, 4865.111079411045, 0.7340574239088331
0.001, 0.2895462438258506, 2.38732414637843E-4, -5.777285338684091, 1.7731196351110707, 1.8996733602590294, -0.001881959568601433, 1.5019095715201112, -0.0022225944863660013, 1.6791105468586342E-4, 1.727238630787051E-4, 6.623555483539101, 0.2895614190481475, 3573.980443535816, 853.2249811537345, 4868.802258690445, 0.734057423908833
0.0011, 0.31848421549847145, 2.626056561016274E-4, -4.95801012557648, 1.8322802358636359, 2.0686639690359723, -0.002012994492519729, 1.5020418227258714, -0.0024198249427019227, 2.0942567685324178E-4, 1.974047733289517E-4, 6.624764650205762, 0.31851756095296224, 3575.9381505403203, 853.6923492740732, 4871.469225797841, 0.734057423908833
0.0012, 0.34743411922785805, 2.864788975654117E-4, -4.6065010250772325, 2.3085665704274803, 2.241102109654951, -0.002118374210037159, 1.502169306188537, -0.00261488210504646, 2.5739219820140484E-4, 2.3911569680789635E-4, 6.6261979115226435, 0.34747370285777696, 3578.259604818471, 854.2465556593675, 4874.631722630567, 0.734057423908833
0.0013, 0.37636239541434174, 3.10352139029196E-4, -4.626439766679325, 2.3226129480374227, 2.4231622771056274, -0.0022324966479564928, 1.5022854187187322, -0.002807947521593494, 3.1207987658244643E-4, 2.6337099705455493E-4, 6.62757519547325, 0.3764298447625917, 3580.491338925663, 854.7793429316071, 4877.67199446013, 0.7340574239088331
0.0014, 0.40530636207484033, 3.342253804929803E-4, -2.090612515982946, 2.3609719850941873, 2.626700865964549, -0.002338451116055585, 1.5023968785349238, -0.002999174719602353, 3.742215430635235E-4, 2.865020604832446E-4, 6.630168323045268, 0.4053859866674065, 3584.6957291124227, 855.7830671529719, 4883.399598391129, 0.7340574239088332
0.0015, 0.43420086375411004, 3.580986219567647E-4, 0.7857762436895062, 3.1687192628124135, 2.864230299107695, -0.00233113825580594, 1.5024365972083271, -0.003188695233083918, 4.4442720194155956E-4, 4.131297753364183E-4, 6.632501728395055, 0.4343421285722212, 3588.481828617643, 856.6869318299122, 4888.557368589896, 0.734057423908833
0.0016, 0.46314624526057385, 3.8197186342054886E-4, -3.4648645275900654, 3.8809686905795027, 3.147828423711892, -0.0022994452339560687, 1.5024535007409412, -0.0033766230161081877, 5.240110298983568E-4, 5.53166752253762E-4, 6.635309207818936, 0.463298270477036, 3593.040675820005, 857.7752764304971, 4894.767846209055, 0.7340574239088329
0.0017, 0.49204532309836535, 4.0584510488433315E-4, -2.0751892727968015, 2.9146522298243984, 3.483515880384153, -0.0024949413813272125, 1.5025950046344514, -0.0035630577486152858, 6.141425888502034E-4, 4.539737784378697E-4, 6.637455174897118, 0.49225441238185075, 3596.5279470584533, 858.6078011137489, 4899.518525277019, 0.7340574239088331
0.0018, 0.5209685746060906, 4.297183463481176E-4, 6.4468201272294, 3.6800561768106985, 3.871316156265931, -0.0023965222945069287, 1.5025570160744142, -0.003748087361811589, 7.168738381492035E-4, 6.346912291554568E-4, 6.640834825102885, 0.5212105542866655, 3602.024570183854, 859.9200232248301, 4907.006526823453, 0.734057423908833
0.0019, 0.5498536598487237, 4.535915878119019E-4, 5.259727938235564, 4.059813368801905, 4.3011296062602975, -0.002184434639703709, 1.5023759918418071, -0.003931790000723226, 8.336083428998791E-4, 9.13747018119638E-4, 6.644934413580247, 0.5501666961914803, 3608.6996057896404, 861.513570592793, 4916.099869371837, 0.7340574239088329
0.002, 0.5787512185808499, 4.7746482927568624E-4, 2.787976868342625, 5.320161751897178, 4.754674280382304, -0.002142382625117287, 1.5024405045215716, -0.004114235572503025, 9.652671575793746E-4, 0.0010065857898063635, 6.64895885802469, 0.579122838096295, 3615.2603064745945, 863.0798225090283, 4925.0374544588685, 0.7340574239088332
