This fits B3 to B10 into the virial expansion since maxPower is set to 8.
Number of particles: 108
dryVolFracMax: 0.0033
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 51.051810587630925
Number of monomers: 2916666.666666667
Number of chains: 116.66666666666669
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 4.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0021, 0.6075881893965946, 5.013380707394704E-4, 4.754375229649497, 4.622974432850807, 5.210351591965544, -0.002048150456475095, 1.5023111974317078, -0.0042954869843524115, 0.0011125954399124338, 0.0011347410879648829, 6.653149701646089, 0.6080789800011096, 3622.100719811011, 864.7128509019519, 4934.356089641376, 0.734057423908833
0.0022, 0.6364557369658953, 5.252113122032547E-4, 10.162452331913535, 5.876739830551894, 5.647583341230132, -0.0019124900279758141, 1.502252955211981, -0.0044756011451519695, 0.0012751645602990073, 0.001287946556877148, 6.656252644032919, 0.6370351219059244, 3627.1709856134435, 865.9232876998223, 4941.263268340603, 0.734057423908833
0.0023, 0.6653665138879, 5.490845536670391E-4, 18.177447784150672, 6.164389110900209, 6.059288329075801, -0.0015598558744872246, 1.5019491656536905, -0.004654629784629776, 0.001453515046089756, 0.001641258864052795, 6.660218580246915, 0.665991263810739, 3633.6582850906757, 867.4720163685007, 4950.100859605177, 0.7340574239088329
0.0024, 0.6942468707578309, 5.729577951308231E-4, 5.354255403953584, 7.035325646855266, 6.455173170447318, -0.0010418576753446866, 1.5015391008460686, -0.004832620129818146, 0.0016458590307365864, 0.002144903423736873, 6.66209470164608, 0.6949474057155537, 3636.729853013489, 868.2052991954381, 4954.2852296868205, 0.7340574239088331
0.0025, 0.7230599311682041, 5.968310365946075E-4, 4.420970945586248, 6.585306867828022, 6.8807486934624675, -0.0013018314938272125, 1.5017473010419835, -0.005009615468588517, 0.0018535259671387874, 0.001854258007622517, 6.6641249279835355, 0.7239035476203683, 3640.0556695877804, 868.9992794168612, 4958.815960479761, 0.7340574239088333
0.0026, 0.7518363988768474, 6.207042780583919E-4, 26.703844924793785, 6.962341164596892, 7.423201117025847, -8.24649877058433E-4, 1.5012963448429621, -0.005185655622889315, 0.002081056378403459, 0.0022799493674274226, 6.670592458847732, 0.7528596895251831, 3650.663976472584, 871.5318261346897, 4973.267564045482, 0.7340574239088331
0.0027, 0.7805476712341384, 6.445775195221761E-4, 44.4626190280337, 8.138803499170468, 8.205541937542097, -1.5969491329264826E-5, 1.500609486865985, -0.005360777349080229, 0.002331148177393355, 0.003013659680357609, 6.678026244855962, 0.7818158314299978, 3662.8826104448976, 874.4488101264761, 4989.912902099894, 0.7340574239088331
0.0028, 0.8091077687190582, 6.684507609859605E-4, 58.70086906809309, 9.412375098404638, 9.394674254836362, 0.0013151244415754342, 1.4994064712634934, -0.005535014678884134, 0.002614611618288465, 0.0042355275021711035, 6.689907067901234, 0.8107719733348124, 3682.4672274013046, 879.1242930222363, 5016.592854265107, 0.7340574239088331
0.0029, 0.8375127179397077, 6.923240024497446E-4, 107.94686067074055, 11.466560854163912, 11.175829784538573, 0.002813029276528818, 1.4981256558809266, -0.005708399211575585, 0.002944968965768402, 0.005576459522336001, 6.706451183127571, 0.8397281152396272, 3709.8550289610102, 885.6626490202069, 5053.903016478122, 0.734057423908833
0.003, 0.8654081563023381, 7.161972439135289E-4, 215.09591459951992, 13.858337213803983, 13.718358045706323, 0.006508693127797653, 1.4947534371851567, -0.005880960365824366, 0.0033430443632635476, 0.009046609130358471, 6.7307686008230405, 0.8686842571444419, 3750.357047623444, 895.3317937331967, 5109.07856180094, 0.7340574239088331
0.0031, 0.8927666952663815, 7.400704853773128E-4, 393.1625694939131, 17.07706037647293, 17.11594083888964, 0.013143225906892285, 1.4885801293762886, -0.0060527255979264645, 0.0038352057044428456, 0.015360745800375905, 6.766990092592594, 0.8976403990492565, 3811.230872969161, 909.8643490462221, 5192.006440959992, 0.7340574239088331
0.0032, 0.9188642994811776, 7.639437268410973E-4, 703.2331779369956, 21.008179141681467, 21.285718139758313, 0.025368976326328237, 1.47705773755472, -0.006223720591850007, 0.004448098094680941, 0.027144598823497304, 6.817377211934154, 0.9265965409540712, 3897.0018293959197, 930.3406565797794, 5308.851463751303, 0.7340574239088332
