This fits B3 to B4 into the virial expansion since maxPower is set to 2.
Number of particles: 108
dryVolFracMax: 0.0033
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 51.051810587630925
Number of monomers: 2916666.666666667
Number of chains: 116.66666666666669
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 4.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.05791550446982281, 4.774648292756861E-5, -9.03147016288423, 1.0303266403244509, 1.1311492793023254, -4.898681827123416E-4, 1.5004900302393558, -5.213638970822166E-4, 7.141162194036707E-6, 2.4354552175838183E-5, 6.61602574074074, 0.05791228380962948, 3561.8054543378853, 850.3184165843228, 4852.2163775299505, 0.7340574239088331
3.0E-4, 0.0868752678721236, 7.161972439135293E-5, -8.609346769743611, 1.4743004079537738, 1.1746940861988702, -6.968071266669712E-4, 1.5007015558284038, -7.530065463303081E-4, 1.514135226089165E-5, 4.105806740244525E-5, 6.616800853909475, 0.08686842571444423, 3563.057471430945, 850.6173136481168, 4853.921989451143, 0.7340574239088332
4.0E-4, 0.115842818468108, 9.549296585513724E-5, -8.255419791930192, 1.245493054952499, 1.2097969527969077, -9.019572710213903E-4, 1.5009047156053226, -9.765371141186377E-4, 2.546883394547429E-5, 4.911100915177309E-5, 6.617435092592593, 0.11582456761925897, 3564.0821564167377, 850.8619391690182, 4855.3179088334955, 0.734057423908833
5.0E-4, 0.14479308001351213, 1.1936620731892148E-4, -7.774716551600935, 1.1732993930224458, 1.2412109202296395, -0.0010915270248209085, 1.5010940722232748, -0.0011940355932402447, 3.784721830584263E-5, 6.466135011349346E-5, 6.6182642798354, 0.1447807095240737, 3565.4220993426543, 851.1818269791992, 4857.143301346769, 0.7340574239088332
6.0E-4, 0.17374496070758433, 1.4323944878270585E-4, -7.47401205111972, 1.151723438927088, 1.2735895855967554, -0.0012734791723524024, 1.5012761058739643, -0.001406727072591923, 5.214036137403347E-5, 8.110753886548694E-5, 6.618974670781897, 0.17373685142888845, 3566.570337922749, 851.4559487480055, 4858.707536708602, 0.7340574239088332
7.0E-4, 0.2026970634830025, 1.6711269024649017E-4, -7.336498387330854, 1.262697394924046, 1.311723396933596, -0.001448518769827842, 1.5014538973679974, -0.0016154210498813184, 6.83792166835076E-5, 9.852306336996876E-5, 6.619922469135806, 0.20269299333370322, 3568.1026931916217, 851.8217716214266, 4860.795050871613, 0.7340574239088331
8.0E-4, 0.23164206018777325, 1.9098593171027449E-4, -6.978586559198448, 1.2188223664461588, 1.360178875697684, -0.0016237840549983803, 1.501629324520595, -0.0018206928681456847, 8.671130183905752E-5, 1.1019751130824692E-4, 6.620589825102877, 0.23164913523851796, 3569.181905837113, 852.0794146621923, 4862.265252807241, 0.7340574239088328
9.0E-4, 0.2605951505303356, 2.148591731740588E-4, -5.972205770394944, 1.5149210146384942, 1.4239834328662404, -0.0017815819628043176, 1.501796406832721, -0.0020229727110088343, 1.0751872587691069E-4, 1.3387202232760596E-4, 6.621994999999995, 0.2606052771433327, 3571.4549915410494, 852.6220739009718, 4865.361857554905, 0.7340574239088332
0.001, 0.28952967068561514, 2.38732414637843E-4, -6.242024777558447, 2.143722889597938, 1.5077235708330226, -0.0019086215068001644, 1.5019451144460407, -0.0022225944863660013, 1.3126063874885604E-4, 1.8271234081698086E-4, 6.6236270267489665, 0.2895614190481475, 3574.096256015418, 853.2526293466351, 4868.960029017165, 0.7340574239088332
0.0011, 0.3184804020616599, 2.626056561016274E-4, -5.901446194874101, 2.19020825787931, 1.61562679096989, -0.002079271444365051, 1.5021199516504993, -0.0024198249427019227, 1.5843764928941774E-4, 1.821158490474538E-4, 6.6242870679012364, 0.31851756095296224, 3575.1648332560962, 853.5077333715292, 4870.4157424339555, 0.7340574239088331
0.0012, 0.3474099439392802, 2.864788975654117E-4, -4.847524653110087, 2.3534689128057, 1.7532269797961586, -0.002189895867579652, 1.502240773826113, -0.00261488210504646, 1.9002612148139798E-4, 2.349601159854098E-4, 6.6259769958847725, 0.34747370285777696, 3577.9017221416752, 854.161117463779, 4874.144182194164, 0.7340574239088333
0.0013, 0.3763700287329125, 3.10352139029196E-4, -4.582748507906588, 1.9444720494455532, 1.9249884451939239, -0.002309934402217326, 1.5023484035580728, -0.002807947521593494, 2.2691630779668521E-4, 2.7109681157948316E-4, 6.628069979423867, 0.3764298447625917, 3581.293307303847, 854.9707987789941, 4878.764508958401, 0.7340574239088331
0.0014, 0.40529401605754223, 3.342253804929803E-4, -3.52011993953798, 1.9842619271699142, 2.1352800941420167, -0.002407791822350624, 1.5024502810729952, -0.002999174719602353, 2.700622610876439E-4, 3.2132063616408505E-4, 6.629747458847738, 0.4053859866674065, 3584.0131336244035, 855.6201094838962, 4882.469704535709, 0.734057423908833
0.0015, 0.43420799477028715, 3.580986219567647E-4, -2.303022058025709, 2.4027031450036245, 2.3896949675272583, -0.0024767351655072614, 1.5025471195479116, -0.003188695233083918, 3.210142073883583E-4, 3.9094586018829827E-4, 6.632737890946507, 0.4343421285722212, 3588.8651659623365, 856.7784468798318, 4889.079585697453, 0.734057423908833
0.0016, 0.4631038012366702, 3.8197186342054886E-4, -2.8150777254119155, 3.660454823705579, 2.691731128955768, -0.0025162853661988547, 1.502653967533397, -0.0033766230161081877, 3.8071962599177167E-4, 4.796180239175615E-4, 6.634772777777782, 0.463298270477036, 3592.169310637156, 857.5672533163641, 4893.580793051537, 0.7340574239088332
0.0017, 0.4920475299784133, 4.0584510488433315E-4, -2.1144099783625454, 3.7122746094993895, 3.0474667468938046, -0.002609331304143911, 1.5027575464370777, -0.0035630577486152858, 4.512227657060533E-4, 5.025036787653214E-4, 6.6381069547325104, 0.49225441238185075, 3597.5875585485237, 858.8607647233515, 4900.962024730273, 0.7340574239088333
0.0018, 0.5209640237108683, 4.297183463481176E-4, 1.7554364303793157, 4.012484575776657, 3.4605862509374927, -0.002614995496082514, 1.502784490848073, -0.003748087361811589, 5.338358175179181E-4, 5.992560482111568E-4, 6.64111570987654, 0.5212105542866655, 3602.4816497576276, 860.0291429351587, 4907.629202323879, 0.734057423908833
0.0019, 0.549851507536008, 4.535915878119019E-4, 1.4272865288848067, 3.57373578245826, 3.9367057466263695, -0.002522803991217441, 1.5026819852954725, -0.003931790000723226, 6.307574968770952E-4, 7.7822851262869E-4, 6.644999578189296, 0.5501666961914803, 3608.8057746953773, 861.538916552019, 4916.244502342333, 0.7340574239088333
0.002, 0.578754542816265, 4.7746482927568624E-4, 11.994438050316564, 4.095960925868768, 4.480751148746142, -0.0025431564120990246, 1.5027458059431265, -0.004114235572503025, 7.441599800602987E-4, 8.269191803437013E-4, 6.650021841563787, 0.579122838096295, 3616.9945223238205, 863.4938360462172, 4927.399961522679, 0.7340574239088329
0.0021, 0.6075836456667267, 5.013380707394704E-4, 13.523226995842483, 6.8407613612536124, 5.0958460205549, -0.0019460876703666502, 1.5023809169092872, -0.0042954869843524115, 8.754101980660674E-4, 0.0014739891159196938, 6.65399557613169, 0.6080789800011096, 3623.4824257416562, 865.0427088950943, 4936.238375530247, 0.7340574239088331
0.0022, 0.6364310524928267, 5.252113122032547E-4, 5.463319835021677, 6.4041184113334415, 5.788194877801973, -0.0018930515135446298, 1.5022910480541813, -0.0044756011451519695, 0.0010275299946085358, 0.001555019636998804, 6.658827201646088, 0.6370351219059244, 3631.381450692653, 866.9284621949303, 4946.999148044383, 0.7340574239088332
0.0023, 0.6653222792250186, 5.490845536670391E-4, 5.3538568143801735, 4.647457252199988, 6.5615001293454736, -0.0016801886056672655, 1.5019599097918277, -0.004654629784629776, 0.0012025008853841588, 0.0017719402935783511, 6.663380565843626, 0.665991263810739, 3638.836056950027, 868.7081183469276, 4957.154492864247, 0.734057423908833
