This fits B3 to B11 into the virial expansion since maxPower is set to 9.
Number of particles: 108
dryVolFracMax: 0.0033
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 51.051810587630925
Number of monomers: 2916666.666666667
Number of chains: 116.66666666666669
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 4.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.05791730584608503, 4.774648292756861E-5, -9.139204323827087, 1.015700917373423, 1.0904314134239728, -4.904453477131686E-4, 1.5004905032558897, -5.213638970822166E-4, 5.928225913641553E-6, 2.4990323455406437E-5, 6.61606013374486, 0.05791228380962948, 3561.861002108381, 850.331677637701, 4852.29204977123, 0.7340574239088331
3.0E-4, 0.08687553766182528, 7.161972439135293E-5, -8.781903772618145, 1.1167852769015163, 1.118219669355561, -7.029743719168511E-4, 1.5007039587905944, -7.530065463303081E-4, 1.1874941332617593E-5, 3.815723308083935E-5, 6.616624619341561, 0.08686842571444423, 3562.772779243604, 850.5493483948044, 4853.534155777554, 0.7340574239088331
4.0E-4, 0.11583288835395068, 9.549296585513724E-5, -8.240877609536598, 1.1228652234491152, 1.1635267127720732, -9.10523937932809E-4, 1.5009119788049352, -9.765371141186377E-4, 1.9630895571810603E-5, 4.6382280614018104E-5, 6.617457777777778, 0.11582456761925897, 3564.118810561329, 850.8706897014631, 4855.367842453669, 0.734057423908833
5.0E-4, 0.14479832631536935, 1.1936620731892148E-4, -7.754922260123331, 1.454152640202749, 1.2334779310423345, -0.0010966965322213665, 1.5011029792436814, -0.0011940355932402447, 2.975551466097503E-5, 6.758354635790321E-5, 6.618374660493827, 0.1447807095240737, 3565.6004966622772, 851.2244162020777, 4857.386330452957, 0.7340574239088331
6.0E-4, 0.17374702387588079, 1.4323944878270585E-4, -7.638577756214672, 1.3145368001669713, 1.324985404099307, -0.001280854217887817, 1.5012865945560048, -0.001406727072591923, 4.294257195510056E-5, 8.293028274900529E-5, 6.619005802469138, 0.17373685142888845, 3566.6206631830973, 851.4679630189258, 4858.776094370046, 0.7340574239088331
7.0E-4, 0.20269959458475967, 1.6711269024649017E-4, -7.133062570668246, 1.1148350307070884, 1.4299759171984454, -0.0014614160440595977, 1.5014635314349802, -0.0016154210498813184, 5.9805196377758836E-5, 9.419980944396189E-5, 6.619848775720162, 0.20269299333370322, 3567.9835334511845, 851.7933243288644, 4860.632720600772, 0.7340574239088329
8.0E-4, 0.23165821517929147, 1.9098593171027449E-4, -6.669122392600122, 1.780138286064937, 1.5402657424567618, -0.0016214023385568163, 1.5016409574163547, -0.0018206928681456847, 8.075334736211843E-5, 1.1853718222674992E-4, 6.621086008230451, 0.23164913523851796, 3569.9844478841283, 852.2710074629248, 4863.358548809536, 0.734057423908833
9.0E-4, 0.26060297376717395, 2.148591731740588E-4, -6.4782459254130655, 1.5563556910920866, 1.6512480656184632, -0.0017798091154034093, 1.5017954541280074, -0.0020229727110088343, 1.0594837393258319E-4, 1.3721522167284178E-4, 6.621832572016463, 0.2606052771433327, 3571.1921900725133, 852.5593346718179, 4865.003845415832, 0.7340574239088332
0.001, 0.28955174486569624, 2.38732414637843E-4, -6.032175797823944, 1.7399049373192068, 1.7647168762162262, -0.0019306277169272538, 1.5019543668065456, -0.0022225944863660013, 1.3557884319504175E-4, 1.5638792624370597E-4, 6.6228210082304555, 0.2895614190481475, 3572.7916367123757, 852.9411744302366, 4867.182757565984, 0.734057423908833
0.0011, 0.3184942939034299, 2.626056561016274E-4, -5.220383000653741, 1.9922289769174948, 1.8885480323615857, -0.0020675053038989285, 1.5021018040278626, -0.0024198249427019227, 1.699750254929435E-4, 1.8234461331005067E-4, 6.624748930041154, 0.31851756095296224, 3575.912694147862, 853.6862720080337, 4871.434546777331, 0.7340574239088332
