This fits B3 to B7 into the virial expansion since maxPower is set to 5.
Number of particles: 108
dryVolFracMax: 0.0033
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 51.051810587630925
Number of monomers: 2916666.666666667
Number of chains: 116.66666666666669
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 4.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0012, 0.3474333935397316, 2.864788975654117E-4, -4.2027125887858094, 2.5199932783241703, 2.1440831985704776, -0.0021905504977796204, 1.502250272256969, -0.00261488210504646, 1.8207246532458445E-4, 2.422591419422552E-4, 6.626198467078188, 0.34747370285777696, 3578.260504846885, 854.246770525324, 4874.6329487313915, 0.7340574239088332
0.0013, 0.3763904907102299, 3.10352139029196E-4, -4.257933786408167, 2.792838143983603, 2.4037012028584512, -0.0022870818325626506, 1.5023615164925497, -0.002807947521593494, 2.2910506793105792E-4, 2.917606210997855E-4, 6.628201491769546, 0.3764298447625917, 3581.5064886507876, 855.021692076705, 4879.054924040378, 0.7340574239088332
0.0014, 0.40527525618267557, 3.342253804929803E-4, -4.804959384365406, 2.8650438021665394, 2.680620888697246, -0.002393167208454384, 1.5024756231680279, -0.002999174719602353, 2.85072954726717E-4, 3.209345564212519E-4, 6.629459434156375, 0.4053859866674065, 3583.5460391671036, 855.508598896241, 4881.833385847162, 0.7340574239088329
0.0015, 0.4342136642326861, 3.580986219567647E-4, -3.4592274005955543, 2.420733339423749, 2.9700539453537695, -0.002515562761255439, 1.5025830820884278, -0.003188695233083918, 3.5105238225987477E-4, 3.220800895686039E-4, 6.632339794238687, 0.4343421285722212, 3588.2189940430785, 856.6241846972762, 4888.19931135077, 0.7340574239088332
0.0016, 0.46314805454367525, 3.8197186342054886E-4, -0.4418764819222538, 3.14167271850119, 3.265492681702698, -0.0025570941085447376, 1.5026712408928828, -0.0033766230161081877, 4.272175162408502E-4, 3.923113913226E-4, 6.634959372427985, 0.463298270477036, 3592.472394909694, 857.6396093565859, 4893.993682101721, 0.7340574239088331
0.0017, 0.49204450042502085, 4.0584510488433315E-4, 0.20644976062447773, 3.7285880754219023, 3.5628507961345464, -0.0025352803805795943, 1.5026885143559505, -0.0035630577486152858, 5.14035369476426E-4, 5.137419985592656E-4, 6.637866203703696, 0.49225441238185075, 3597.196140558565, 858.7673205614759, 4900.428799430442, 0.7340574239088328
0.0018, 0.5209668930596708, 4.297183463481176E-4, -0.1728157159329733, 2.5696326411171295, 3.8594985509891555, -0.002545677573647269, 1.5026360546770714, -0.003748087361811589, 6.11646307688344E-4, 5.907634804759761E-4, 6.640655030864194, 0.5212105542866655, 3601.7320140148895, 859.850180584196, 4906.607980116565, 0.7340574239088332
0.0019, 0.5498520135256704, 4.535915878119019E-4, 5.158324658076241, 4.207767830340135, 4.1571137237376705, -0.002541315300279915, 1.502738725976587, -0.003931790000723226, 7.207678049016147E-4, 6.697068955416967E-4, 6.6449469855967065, 0.5501666961914803, 3608.720088482406, 861.5184604754952, 4916.127772764811, 0.734057423908833
0.002, 0.5787249007563103, 4.7746482927568624E-4, 9.058603883846363, 4.440504127684631, 4.459186994804409, -0.002296414394020708, 1.5025310325282497, -0.004114235572503025, 8.412509484304684E-4, 9.765702300518488E-4, 6.649299320987663, 0.579122838096295, 3615.8156980584863, 863.2124124829203, 4925.7940595497, 0.7340574239088331
0.0021, 0.60758171197587, 5.013380707394704E-4, 5.317438236084113, 5.337086291125808, 4.775315140730674, -0.002105279453072189, 1.5024036733612753, -0.0042954869843524115, 9.735957673417385E-4, 0.0012166117639384837, 6.653982993827156, 0.6080789800011096, 3623.46187041999, 865.0378016735193, 4936.210373195557, 0.7340574239088331
0.0022, 0.6364364881702357, 5.252113122032547E-4, 10.11941849901577, 5.771295470941918, 5.120722507336485, -0.002038450527104484, 1.5023882017186518, -0.0044756011451519695, 0.001118325047405234, 0.0013188255706422518, 6.658565267489713, 0.6370351219059244, 3630.952931348768, 866.8261607372456, 4946.4153798950165, 0.7340574239088331
0.0023, 0.6652820612472017, 5.490845536670391E-4, 11.023125572694582, 6.112305068405436, 5.518680200381223, -0.0016172841635523412, 1.5020163361341166, -0.004654629784629776, 0.0012768552258154368, 0.0017604903952619978, 6.663605884773665, 0.665991263810739, 3639.2052057763394, 868.7962461375938, 4957.65738107747, 0.7340574239088331
0.0024, 0.6942407858272074, 5.729577951308231E-4, 3.5926015588064635, 6.387607772812982, 5.993233729217864, -0.0015106833820836612, 1.5019319356591, -0.004832620129818146, 0.0014465745447435623, 0.0018753622029909225, 6.660719207818935, 0.6949474057155537, 3634.4777384958606, 867.6676464586037, 4951.217193802603, 0.7340574239088331
0.0025, 0.7231022217417773, 5.968310365946075E-4, 6.526121590189729, 6.374200101556723, 6.598616617238758, -0.0014441008094528106, 1.5018644500487668, -0.005009615468588517, 0.0016374687223932333, 0.001928045936742473, 6.664126800411522, 0.7239035476203683, 3640.058737842396, 869.0000119086944, 4958.8201403361545, 0.7340574239088331
0.0026, 0.7517994619966193, 6.207042780583919E-4, 24.19479230780992, 7.412521939563543, 7.385108981927295, -0.001192045875855851, 1.5017140053446385, -0.005185655622889315, 0.0018519325683524442, 0.0021416771786810195, 6.669913425925935, 0.7528596895251831, 3649.5492319988894, 871.2657004947804, 4971.74895741147, 0.7340574239088329
0.0027, 0.7804982470022922, 6.445775195221761E-4, 42.491268237541185, 7.8497752379408725, 8.419878295656078, -2.7757185817990854E-4, 1.5008387735539888, -0.005360777349080229, 0.0020961118019183125, 0.002987093688982008, 6.678408878600818, 0.7818158314299978, 3663.5122678070256, 874.5991297489314, 4990.770678810026, 0.7340574239088331
0.0028, 0.8090948718446312, 6.684507609859605E-4, 58.900543298673874, 9.514107692051793, 9.78413848465793, 8.532660855790127E-4, 1.499886111139163, -0.005535014678884134, 0.002377977406736863, 0.004010303357726284, 6.689647890946507, 0.8107719733348124, 3682.0392512019116, 879.0221212307478, 5016.009826036725, 0.734057423908833
0.0029, 0.8374968102159318, 6.923240024497446E-4, 122.2334411541188, 11.20153304100266, 11.57988605531325, 0.0025592885938877444, 1.4983495563619242, -0.005708399211575585, 0.0027099540574371415, 0.0055577337480261875, 6.706233755144035, 0.8397281152396272, 3709.4942121332992, 885.5765103476856, 5053.411478873623, 0.7340574239088332
0.003, 0.8654165463722957, 7.161972439135289E-4, 221.1920803260951, 14.044742383298571, 13.926493481619287, 0.00672761471377698, 1.494559777894055, -0.005880960365824366, 0.0031081451979677347, 0.009500429881633611, 6.730959794238687, 0.8686842571444419, 3750.6766532961997, 895.4080939671857, 5109.5139578099515, 0.7340574239088332
0.0031, 0.8927422634338971, 7.400704853773128E-4, 377.77502627568947, 16.960528660098408, 16.96619480041169, 0.013179397334873675, 1.4885227400817194, -0.0060527255979264645, 0.003593313480557825, 0.015638809452242313, 6.7671038888888875, 0.8976403990492565, 3811.423149555251, 909.9102516998977, 5192.268377669338, 0.7340574239088331
0.0032, 0.9188917445339178, 7.639437268410973E-4, 712.8316276648695, 20.969085373694107, 20.863472217251722, 0.02485349272808388, 1.4775897584793838, -0.006223720591850007, 0.004190738264665542, 0.026886475055268342, 6.81735141975308, 0.9265965409540712, 3896.957598985848, 930.3300973471826, 5308.791209051015, 0.7340574239088331
