This fits B3 to B7 into the virial expansion since maxPower is set to 5.
Number of particles: 108
dryVolFracMax: 0.0033
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 51.051810587630925
Number of monomers: 2916666.666666667
Number of chains: 116.66666666666669
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 4.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.05791553870355445, 4.774648292756861E-5, -9.175198403225975, 1.0165358014306536, 1.0959514956497134, -4.930277201028789E-4, 1.5004931064580525, -5.213638970822166E-4, 6.167489723458654E-6, 2.2168687255879093E-5, 6.615975545267492, 0.05791228380962948, 3561.7243852062197, 850.2990627547678, 4852.105937761856, 0.7340574239088329
3.0E-4, 0.08688012051887384, 7.161972439135293E-5, -8.724687822003887, 1.0916188684081833, 1.1131112128109086, -7.03498740980278E-4, 1.500704276410343, -7.530065463303081E-4, 1.2294249775867517E-5, 3.72135555741625E-5, 6.616731666666664, 0.08686842571444423, 3562.9457034254337, 850.5906310022818, 4853.769728876056, 0.7340574239088332
4.0E-4, 0.11583005435453148, 9.549296585513724E-5, -8.149553402889687, 1.0546739688478417, 1.1291287359292843, -9.105759259306042E-4, 1.5009111125609256, -9.765371141186377E-4, 1.9704628302819975E-5, 4.6256559885213535E-5, 6.617303209876544, 0.11582456761925897, 3563.869068659575, 850.8110682142211, 4855.027621248052, 0.7340574239088331
5.0E-4, 0.1447800838302729, 1.1936620731892148E-4, -7.952405341087149, 1.3463153637474545, 1.1559527000874286, -0.001093037200039107, 1.5010980536916616, -0.0011940355932402447, 2.839284166448512E-5, 7.260555153665233E-5, 6.617989969135805, 0.1447807095240737, 3564.9787839116457, 851.0759932159083, 4856.539376617492, 0.734057423908833
6.0E-4, 0.173738458051002, 1.4323944878270585E-4, -7.7062085098092385, 1.309047898661068, 1.203159392868608, -0.0012903863315776364, 1.5012964081747204, -0.001406727072591923, 3.8718627818086565E-5, 7.762211319619982E-5, 6.618969228395063, 0.17373685142888845, 3566.5615401978184, 851.4538484458895, 4858.695551644976, 0.7340574239088332
7.0E-4, 0.20270425733849776, 1.6711269024649017E-4, -7.176663923283396, 1.6109732223304567, 1.2778879372025862, -0.001460873456469942, 1.5014747857451125, -0.0016154210498813184, 5.1330121992449845E-5, 1.032174714189266E-4, 6.6202104218106985, 0.20269299333370322, 3568.5683282856494, 851.9329338117639, 4861.429381482355, 0.7340574239088331
8.0E-4, 0.23165683022943367, 1.9098593171027449E-4, -7.294863980219385, 1.3516434697515995, 1.3844283445367591, -0.0016328279904556594, 1.5016426778170482, -0.0018206928681456847, 6.703413139314542E-5, 1.2083074629687985E-4, 6.6207072016460895, 0.23164913523851796, 3569.371743452498, 852.1247350545023, 4862.523866928153, 0.7340574239088331
9.0E-4, 0.26059482082755236, 2.148591731740588E-4, -7.319862971030813, 1.6738451222278896, 1.5254264938297106, -0.0018088412156269473, 1.5018279447774068, -0.0020229727110088343, 8.690448542143342E-5, 1.2722700996045373E-4, 6.6219358641975345, 0.2606052771433327, 3571.3593108719388, 852.5992318238009, 4865.231512617313, 0.7340574239088329
0.001, 0.28955111914891946, 2.38732414637843E-4, -5.839734714636137, 1.202005054853529, 1.7005977417342413, -0.001981889147161223, 1.501988176112306, -0.0022225944863660013, 1.1196806134274063E-4, 1.2873727786203752E-4, 6.623051532921807, 0.2895614190481475, 3573.164730907481, 853.0302441083215, 4867.691020520559, 0.7340574239088333
0.0011, 0.3184874866553413, 2.626056561016274E-4, -4.383042182773204, 1.5485356278577393, 1.9081124807568355, -0.002087133384447869, 1.5021054336760726, -0.0024198249427019227, 1.4336277222085463E-4, 1.8932878603319887E-4, 6.624656491769543, 0.31851756095296224, 3575.763007006484, 853.6505368353322, 4871.2306292955345, 0.7340574239088331
