This fits B3 to B8 into the virial expansion since maxPower is set to 6.
Number of particles: 108
dryVolFracMax: 0.0033
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 51.051810587630925
Number of monomers: 2916666.666666667
Number of chains: 116.66666666666669
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 4.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.05791739060679162, 4.774648292756861E-5, -9.115538568986803, 1.0001492118904913, 1.0912888617653462, -4.941037374721228E-4, 1.5004941039144872, -5.213638970822166E-4, 5.851022728002286E-6, 2.1409136882091485E-5, 6.616042942386833, 0.05791228380962948, 3561.833236459014, 850.3250490771837, 4852.254224870259, 0.7340574239088331
3.0E-4, 0.08687538415877388, 7.161972439135293E-5, -8.555984170673987, 1.2458958353526315, 1.121495039048585, -7.004860189957082E-4, 1.5007025705658916, -7.530065463303081E-4, 1.1825088310593145E-5, 4.0695439024006774E-5, 6.61673104938271, 0.08686842571444423, 3562.944706249283, 850.5903929440116, 4853.768370431719, 0.7340574239088333
4.0E-4, 0.11583768538647961, 9.549296585513724E-5, -8.298416501328978, 1.2206959915573936, 1.1637496386859574, -9.034439126413874E-4, 1.500906240197436, -9.765371141186377E-4, 1.9628497567650783E-5, 5.346470390959963E-5, 6.617410267489715, 0.11582456761925897, 3564.0420449356125, 850.8523632582745, 4855.263265314039, 0.734057423908833
5.0E-4, 0.14479182167943438, 1.1936620731892148E-4, -7.834813055032534, 1.2082473081186988, 1.2244354666281871, -0.0010970225260497437, 1.5011001278373879, -0.0011940355932402447, 2.964814789423003E-5, 6.736491929627092E-5, 6.618234084362136, 0.1447807095240737, 3565.3732984281246, 851.170176619037, 4857.076820288285, 0.7340574239088331
6.0E-4, 0.17374990368179594, 1.4323944878270585E-4, -7.321541459980919, 1.3162255159149927, 1.305308468179504, -0.0012776077200935805, 1.5012835153404183, -0.001406727072591923, 4.244644571634604E-5, 8.667290678199645E-5, 6.6191359773662635, 0.17373685142888845, 3566.831099745402, 851.5182010475728, 4859.062770255952, 0.734057423908833
7.0E-4, 0.20268678886165645, 1.6711269024649017E-4, -7.382052092851044, 1.8083766734111784, 1.4057211816407438, -0.0014465687398817276, 1.5014641803390323, -0.0016154210498813184, 5.862887321287432E-5, 1.1022343678671666E-4, 6.619703302469131, 0.20269299333370322, 3567.7483159519484, 851.7371702873066, 4860.312285861504, 0.7340574239088332
8.0E-4, 0.23165070713001293, 1.9098593171027449E-4, -7.056802505741188, 1.2181999931485847, 1.5245354787296508, -0.0016299516862734933, 1.5016351302591502, -0.0018206928681456847, 7.885522974499063E-5, 1.118859521272009E-4, 6.620792623456784, 0.23164913523851796, 3569.5099036770825, 852.1577183785244, 4862.712081392152, 0.734057423908833
9.0E-4, 0.26059431247744375, 2.148591731740588E-4, -6.415122381451607, 1.822437324182264, 1.6606988548281425, -0.0017832825100174271, 1.5018060949479346, -0.0020229727110088343, 1.0373580557326414E-4, 1.3595439541814314E-4, 6.622156306584361, 0.2606052771433327, 3571.715991393514, 852.6843830259709, 4865.717415368182, 0.7340574239088332
0.001, 0.28955133748704415, 2.38732414637843E-4, -5.237099742463079, 1.8362822028823609, 1.8137460518212178, -0.001935989534005369, 1.5019618172744547, -0.0022225944863660013, 1.3381375209376605E-4, 1.5279120026686618E-4, 6.62305232510288, 0.2895614190481475, 3573.1660130629007, 853.0305502003807, 4867.69276718966, 0.734057423908833
0.0011, 0.3184789409271758, 2.626056561016274E-4, -4.848476095404914, 1.7846537159443772, 1.9847912485756924, -0.0020329930839553855, 1.5020617956564044, -0.0024198249427019227, 1.697738900510626E-4, 2.1705796869547477E-4, 6.624402170781892, 0.31851756095296224, 3575.3512015025194, 853.5522255130096, 4870.669630263917, 0.7340574239088331
