This fits B3 to B6 into the virial expansion since maxPower is set to 4.
Number of particles: 108
dryVolFracMax: 0.0033
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 51.051810587630925
Number of monomers: 2916666.666666667
Number of chains: 116.66666666666669
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 4.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.05791913100334344, 4.774648292756861E-5, -9.09409916353704, 1.001687385984453, 1.1022372328213994, -4.923953063049475E-4, 1.500492399501047, -5.213638970822166E-4, 6.237990529912524E-6, 2.2730600247356594E-5, 6.616192119341562, 0.05791228380962948, 3562.0741759847047, 850.3825691519335, 4852.582454676054, 0.7340574239088328
3.0E-4, 0.0868785736660606, 7.161972439135293E-5, -8.555738000303396, 1.321477677020707, 1.1355051950042967, -6.999909401787997E-4, 1.5007031288762718, -7.530065463303081E-4, 1.2774144823083622E-5, 4.024146132842477E-5, 6.617054341563783, 0.08686842571444423, 3563.4669861051625, 850.7150780751224, 4854.47986770546, 0.7340574239088331
4.0E-4, 0.11583619241222616, 9.549296585513724E-5, -8.362745273374802, 1.297389611627564, 1.1789591681552813, -9.017491448055572E-4, 1.5009053408153423, -9.765371141186377E-4, 2.129173914878209E-5, 5.349623016429843E-5, 6.617523415637857, 0.11582456761925897, 3564.224867959847, 850.8960090403015, 4855.51232351886, 0.7340574239088331
5.0E-4, 0.1447823530102466, 1.1936620731892148E-4, -8.074799545769912, 1.1324880582797017, 1.2432748587823055, -0.0010995962831432111, 1.5011019345045122, -0.0011940355932402447, 3.215764623931962E-5, 6.228166385771389E-5, 6.617855606995888, 0.1447807095240737, 3564.7616537306194, 851.0241572035012, 4856.243582073422, 0.734057423908833
6.0E-4, 0.17373851182709818, 1.4323944878270585E-4, -7.264266783419686, 1.2347940044952543, 1.3352450110376757, -0.0012873051847918466, 1.5012908606957964, -0.001406727072591923, 4.607899714585824E-5, 7.33428906542181E-5, 6.619067304526754, 0.17373685142888845, 3566.72008440477, 851.491698087242, 4858.911535029638, 0.7340574239088332
7.0E-4, 0.20269446587994397, 1.6711269024649017E-4, -6.826370776561359, 1.603701908085457, 1.4578319510408042, -0.0014462792300113888, 1.5014595968972309, -0.0016154210498813184, 6.390715389786596E-5, 1.0523466597206355E-4, 6.620045082304532, 0.20269299333370322, 3568.3009603841224, 851.8691044270357, 4861.065148531609, 0.7340574239088331
8.0E-4, 0.23164299089885393, 1.9098593171027449E-4, -6.595360137735208, 1.6304736945254634, 1.6111604940127333, -0.0016130000316210372, 1.501628355802274, -0.0018206928681456847, 8.66011036856377E-5, 1.2109173283900988E-4, 6.620788055555554, 0.23164913523851796, 3569.502515517528, 852.1559545853542, 4862.702016567093, 0.7340574239088331
9.0E-4, 0.2605895102142754, 2.148591731740588E-4, -6.264309123482958, 1.6194588955070088, 1.793281891949647, -0.0017608785486728385, 1.5017797826957402, -0.0020229727110088343, 1.1516864172027104E-4, 1.4692552061572472E-4, 6.62183616255144, 0.2606052771433327, 3571.1979992638267, 852.5607215140873, 4865.011759226284, 0.7340574239088332
0.001, 0.28954620150353483, 2.38732414637843E-4, -5.194399450647599, 2.19286470911471, 2.00047972575324, -0.0019116792456030846, 1.5019488140496566, -0.0022225944863660013, 1.5058807243669174E-4, 1.6032716832622482E-4, 6.62362563786008, 0.2895614190481475, 3574.094007690666, 853.2520925986381, 4868.9569661440455, 0.7340574239088332
0.0011, 0.3184826167680356, 2.626056561016274E-4, -4.0998034509637655, 2.0631319662444807, 2.2271514343779852, -0.0020084704069522324, 1.5020456922156806, -0.0024198249427019227, 1.9355766382232894E-4, 2.1779687192736096E-4, 6.624691316872434, 0.31851756095296224, 3575.819399501436, 853.6639995518195, 4871.307452297544, 0.7340574239088331
