This fits B3 to B6 into the virial expansion since maxPower is set to 4.
Number of particles: 108
dryVolFracMax: 0.0033
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 51.051810587630925
Number of monomers: 2916666.666666667
Number of chains: 116.66666666666669
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 4.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0012, 0.3474225365934315, 2.864788975654117E-4, -4.190250567792104, 2.783493038821788, 2.467994868365751, -0.0021070193721165124, 1.5021753894492933, -0.00261488210504646, 2.4484943629840783E-4, 2.6301329663153984E-4, 6.626038364197522, 0.34747370285777696, 3578.0011362321347, 854.1848508296434, 4874.279613138968, 0.7340574239088332
0.0013, 0.3763285051252837, 3.10352139029196E-4, -3.0135091294100245, 2.5067356958045117, 2.7174723366025026, -0.0022079896715762304, 1.5022730071550083, -0.002807947521593494, 3.0506290903798745E-4, 2.948949409792761E-4, 6.628015442386828, 0.3764298447625917, 3581.2049053168653, 854.9496943591831, 4878.644079705727, 0.734057423908833
0.0014, 0.405320927131166, 3.342253804929803E-4, -5.276117380906711, 3.495745110221235, 2.9700378344088323, -0.0022502781654599267, 1.5023583356970664, -0.002999174719602353, 3.7445830434887156E-4, 3.744382497935547E-4, 6.62974490740741, 0.4053859866674065, 3584.0089957327964, 855.6191216350412, 4882.464067522209, 0.7340574239088332
0.0015, 0.4342323532194426, 3.580986219567647E-4, -3.0128287956542783, 2.1159445514189708, 3.2222074949230857, -0.002459089517495758, 1.5025117612585486, -0.003188695233083918, 4.534759371310947E-4, 2.7612977845706586E-4, 6.632302283950623, 0.4343421285722212, 3588.1581131001285, 856.6096504427602, 4888.11637377536, 0.7340574239088332
0.0016, 0.46310700077630435, 3.8197186342054886E-4, 0.7115073705962525, 3.29015203318876, 3.4712182098323425, -0.0023930751723822566, 1.5025108025819185, -0.0033766230161081877, 5.421148210540112E-4, 4.4143302267191954E-4, 6.634836944444443, 0.463298270477036, 3592.273534143074, 857.592134845594, 4893.722775820899, 0.7340574239088332
0.0017, 0.4920668596325548, 4.0584510488433315E-4, -1.6338009483088467, 2.8447736623610957, 3.717084046078365, -0.0024238923919771135, 1.5025209178518686, -0.0035630577486152858, 6.404885496237065E-4, 4.986768070144655E-4, 6.637494063786005, 0.49225441238185075, 3596.5911636639894, 858.6228929666338, 4899.604644705113, 0.7340574239088332
0.0018, 0.5209601575368883, 4.297183463481176E-4, 3.669380142667439, 3.704114100959047, 3.963143044267089, -0.002469365859889293, 1.5026234337507236, -0.003748087361811589, 7.489422872119325E-4, 5.297792147103637E-4, 6.641097263374482, 0.5212105542866655, 3602.4516308556135, 860.0219764501961, 4907.58830783656, 0.7340574239088329
0.0019, 0.5498491084161917, 4.535915878119019E-4, 2.727575386392253, 4.369092739779606, 4.215415199500994, -0.0022462894644501583, 1.5024560054748028, -0.003931790000723226, 8.676113900112274E-4, 8.178891462618405E-4, 6.6452265740740755, 0.5501666961914803, 3609.175622142693, 861.6272111261644, 4916.748342280832, 0.7340574239088331
0.002, 0.5787175358460803, 4.7746482927568624E-4, 6.024433673186164, 4.289741984981337, 4.483058887108989, -0.0023365695682846447, 1.502541564331885, -0.004114235572503025, 9.963809207781242E-4, 7.81285083440256E-4, 6.648413240740741, 0.579122838096295, 3614.3703686569756, 862.8673655049506, 4923.825099963658, 0.7340574239088331
0.0021, 0.6076102002254572, 5.013380707394704E-4, 11.49634558103077, 5.92546917758196, 4.782595103120076, -0.0019554251062485527, 1.5022958971396405, -0.0042954869843524115, 0.0011367907533994647, 0.001203271124704394, 6.6530131790123495, 0.6080789800011096, 3621.877747863106, 864.659620270432, 4934.052336909446, 0.7340574239088331
0.0022, 0.6364646731910019, 5.252113122032547E-4, 11.65883160379833, 6.385468405014051, 5.132983028042146, -0.0017834362564522702, 1.5021932822152744, -0.0044756011451519695, 0.0012894930811617944, 0.001402671807537905, 6.657621059670783, 0.6370351219059244, 3629.4085049395694, 866.4574560913471, 4944.311421323254, 0.7340574239088332
0.0023, 0.665332785061863, 5.490845536670391E-4, 5.115843546000831, 6.888227762288458, 5.5575925994475845, -0.0013952009380227537, 1.5018476644958558, -0.004654629784629776, 0.0014549250433093276, 0.0018045038032976943, 6.659659650205758, 0.665991263810739, 3632.7435446889, 867.253638183618, 4948.85471676678, 0.734057423908833
0.0024, 0.6942297372688196, 5.729577951308231E-4, -0.57722432408263, 6.488315897455687, 6.090476332299335, -0.0015362591685795417, 1.5019496342715157, -0.004832620129818146, 0.001636545311098512, 0.0016598156501400924, 6.661623127572024, 0.6949474057155537, 3635.9576336750274, 868.0209454081371, 4953.233242044833, 0.7340574239088331
0.0025, 0.7230720441118389, 5.968310365946075E-4, 15.70595499776448, 6.469386640227356, 6.770736715106595, -0.0014192306652934502, 1.5018407345871911, -0.005009615468588517, 0.0018378972993772589, 0.0017524875039178081, 6.663815895061735, 0.7239035476203683, 3639.5492963335428, 868.878391707169, 4958.126132630136, 0.734057423908833
0.0026, 0.7518493025163293, 6.207042780583919E-4, 29.015815411289232, 7.2716496623600095, 7.648271845195179, -7.797137065801603E-4, 1.5012805672624987, -0.005185655622889315, 0.002065757884760772, 0.0023401840315483823, 6.6697787757201645, 0.7528596895251831, 3649.32820845484, 871.2129350104176, 4971.447858973048, 0.7340574239088332
0.0027, 0.7805580518405126, 6.445775195221761E-4, 35.18636569545974, 8.184515029934632, 8.776531506932615, -2.2565207499227434E-5, 1.5006099790183551, -0.005360777349080229, 0.0023255033381869763, 0.003012708803394025, 6.677976759259258, 0.7818158314299978, 3662.801182827597, 874.4293707147797, 4989.801973969957, 0.7340574239088332
0.0028, 0.8091533619870914, 6.684507609859605E-4, 73.05652799832784, 9.289252615815485, 10.219400079198902, 9.16645948335492E-4, 1.4997902493948136, -0.005535014678884134, 0.0026256547146487254, 0.0038260059125709007, 6.689377037037036, 0.8107719733348124, 3681.592028404614, 878.9153546524678, 5015.400578336571, 0.734057423908833
0.0029, 0.8374604172897159, 6.923240024497446E-4, 127.28521606740456, 11.450152242862432, 12.0534775049798, 0.003490642009128019, 1.4974705530090244, -0.005708399211575585, 0.0029782673771893767, 0.006220773843514227, 6.706780771604938, 0.8397281152396272, 3710.402018208531, 885.7932330840486, 5054.648175139698, 0.7340574239088331
0.003, 0.8655251950389755, 7.161972439135289E-4, 201.3848044543994, 14.038052566945211, 14.36192173925849, 0.007031913598207227, 1.4942535396805612, -0.005880960365824366, 0.003396656399697842, 0.00951621756433375, 6.731162767489708, 0.8686842571444419, 3751.0159704281223, 895.4890999654175, 5109.97620656716, 0.7340574239088333
0.0031, 0.8927543576939363, 7.400704853773128E-4, 388.06196092907123, 16.821988562840737, 17.24375489357472, 0.01316330901732608, 1.488523461469211, -0.0060527255979264645, 0.0038999391746867285, 0.015316095440565817, 6.766801234567898, 0.8976403990492565, 3810.911782160772, 909.7881717270467, 5191.571746346197, 0.7340574239088332
0.0032, 0.9187936620636655, 7.639437268410973E-4, 721.1294553797957, 21.005527323657024, 20.808281386369345, 0.025646747980593444, 1.4767859039851408, -0.006223720591850007, 0.004510078185540951, 0.027360390386902498, 6.816733600823046, 0.9265965409540712, 3895.8982157252053, 930.0771882233424, 5307.348020512712, 0.734057423908833
