This fits B3 to B5 into the virial expansion since maxPower is set to 3.
Number of particles: 108
dryVolFracMax: 0.0033
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 51.051810587630925
Number of monomers: 2916666.666666667
Number of chains: 116.66666666666669
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 4.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.057917601462498386, 4.774648292756861E-5, -9.070376803986145, 1.142040649575243, 1.1866484631754575, -4.888484666673231E-4, 1.5004897179433327, -5.213638970822166E-4, 8.564729550523937E-6, 2.3950700864369568E-5, 6.616063117283951, 0.05791228380962948, 3561.865820817453, 850.3328280197532, 4852.2986142564, 0.734057423908833
3.0E-4, 0.08687890654769385, 7.161972439135293E-5, -8.27655464466342, 1.0156591030048334, 1.2862438156677505, -6.980592470024397E-4, 1.500698138460404, -7.530065463303081E-4, 1.961786444659335E-5, 3.532943488127509E-5, 6.6167737860082285, 0.08686842571444423, 3563.013744517273, 850.6068746164312, 4853.862420659593, 0.734057423908833
4.0E-4, 0.11584093752389432, 9.549296585513724E-5, -7.815788241776063, 1.5464582246598324, 1.3856362517471572, -8.849186187456135E-4, 1.5008913753355055, -9.765371141186377E-4, 3.533200897343919E-5, 5.6286486399585054E-5, 6.617403004115231, 0.11582456761925897, 3564.030309101235, 850.8495615341958, 4855.247277689644, 0.7340574239088332
5.0E-4, 0.14479122953229281, 1.1936620731892148E-4, -7.565443187816359, 1.1286873560149415, 1.4826561928560138, -0.0010717377305430914, 1.501074112839414, -0.0011940355932402447, 5.57015710816001E-5, 6.659629161555298E-5, 6.618062222222221, 0.1447807095240737, 3565.0955490624883, 851.1038688423146, 4856.6984447599, 0.7340574239088331
6.0E-4, 0.17373194340539871, 1.4323944878270585E-4, -7.111457810714725, 1.311975202013978, 1.5760241530740466, -0.001246461492523754, 1.501251675637553, -0.001406727072591923, 8.06604812437564E-5, 7.960509882441257E-5, 6.618811172839506, 0.17373685142888845, 3566.3060466072284, 851.3928538440836, 4858.347494964031, 0.7340574239088329
7.0E-4, 0.2026975723759817, 1.6711269024649017E-4, -6.499691277075967, 1.472338501228974, 1.6654008218033158, -0.001411479800455309, 1.5014210407726363, -0.0016154210498813184, 1.1011947450395193E-4, 9.382177492205751E-5, 6.619924444444441, 0.20269299333370322, 3568.105887234845, 851.8225341430776, 4860.799402088724, 0.7340574239088331
8.0E-4, 0.231647564239738, 1.9098593171027449E-4, -6.184738151247772, 1.7594792163722754, 1.751167325901104, -0.0015569016211219137, 1.5015757471036038, -0.0018206928681456847, 1.4395451502377334E-4, 1.1983673199999756E-4, 6.620978930041154, 0.23164913523851796, 3569.811246106697, 852.2296585843791, 4863.122597544974, 0.7340574239088332
9.0E-4, 0.26058930033879124, 2.148591731740588E-4, -6.182599935710943, 1.5376771114079286, 1.834671212973353, -0.0017068076002136588, 1.5017217522995316, -0.0020229727110088343, 1.8207035475954083E-4, 1.3409475603563473E-4, 6.62201770576132, 0.2606052771433327, 3571.4917295101995, 852.630844445056, 4865.411905368543, 0.7340574239088331
0.001, 0.28953750245680004, 2.38732414637843E-4, -5.3817260666979205, 2.033406138809144, 1.918162375884047, -0.0018520463160826728, 1.5018847580351664, -0.0022225944863660013, 2.2441851927937408E-4, 1.4612965100395435E-4, 6.623101584362151, 0.2895614190481475, 3573.245740420399, 853.0495837049491, 4867.801379070559, 0.734057423908833
0.0011, 0.3184871678302246, 2.626056561016274E-4, -4.229797565081611, 2.128821246966024, 2.0049310605566517, -0.0019635716403210886, 1.502001196043261, -0.0024198249427019227, 2.71067153168532E-4, 1.851861492123022E-4, 6.6246766358024685, 0.31851756095296224, 3575.7956262857756, 853.6583241146412, 4871.2750662540475, 0.7340574239088329
0.0012, 0.347442414831043, 2.864788975654117E-4, -4.682889732373726, 2.3824691094049593, 2.0989979019374356, -0.0020536057822326125, 1.5021053435971667, -0.00261488210504646, 3.2214972907960895E-4, 2.3912659373423865E-4, 6.626673703703706, 0.34747370285777696, 3579.0304677849235, 854.4305856367035, 4875.681862498844, 0.7340574239088333
0.0013, 0.3763740280823975, 3.10352139029196E-4, -3.3215343581068058, 1.85620584367162, 2.2047619534749097, -0.002186680724883627, 1.5022231193426696, -0.002807947521593494, 3.777697927536167E-4, 2.4349700395625044E-4, 6.628058713991767, 0.3764298447625917, 3581.27504644595, 854.966439320295, 4878.739632351608, 0.7340574239088333
0.0014, 0.4052889902880782, 3.342253804929803E-4, -2.7858440568403933, 2.7011611747641417, 2.328725651262386, -0.0022114883964114655, 1.502290993730771, -0.002999174719602353, 4.385470971470351E-4, 3.491392260438522E-4, 6.63037582304526, 0.4053859866674065, 3585.0323032113333, 855.8634183003094, 4883.858110338489, 0.7340574239088332
0.0015, 0.43421091380845206, 3.580986219567647E-4, -2.922712402882163, 2.8939743143445984, 2.4769111507706874, -0.002318745702412281, 1.5024127219908832, -0.003188695233083918, 5.048509253947083E-4, 3.6509860527692884E-4, 6.632362572016453, 0.4343421285722212, 3588.255963772338, 856.6330105700107, 4888.2496748891745, 0.734057423908833
0.0016, 0.46315674033908155, 3.8197186342054886E-4, -0.5552139278412698, 3.6247162493693033, 2.6574829227512886, -0.0023497546587968638, 1.5024878905536592, -0.0033766230161081877, 5.776952585196289E-4, 4.4917309879169496E-4, 6.635200833333334, 0.463298270477036, 3592.8646233274144, 857.733246993838, 4894.528011440196, 0.7340574239088332
0.0017, 0.4920674203238294, 4.0584510488433315E-4, -1.8951414386541252, 3.130114367238432, 2.8784599381025964, -0.002343561212661021, 1.5024614087422363, -0.0035630577486152858, 6.579265965378869E-4, 5.61569939416378E-4, 6.6380710185185166, 0.49225441238185075, 3597.529130907621, 858.8468161515572, 4900.882429266759, 0.7340574239088331
0.0018, 0.5209558961630276, 4.297183463481176E-4, 7.534834501178651, 3.4843206671474993, 3.14963970367128, -0.002437995410253654, 1.5025800110809877, -0.003748087361811589, 7.470597132258683E-4, 5.630322383320667E-4, 6.641859351851849, 0.5212105542866655, 3603.691953873236, 860.318081759124, 4909.277989021195, 0.7340574239088332
0.0019, 0.549835949713585, 4.535915878119019E-4, 5.003302008096739, 3.9921578096651493, 3.480168815971373, -0.001981238870125366, 1.5021779452953954, -0.003931790000723226, 8.461556830142709E-4, 0.001104395447583589, 6.644897510288062, 0.5501666961914803, 3608.639482326527, 861.4992171732675, 4916.017963704573, 0.7340574239088332
0.002, 0.5787715823521662, 4.7746482927568624E-4, 3.2532179781124055, 4.198048390023731, 3.882317004697385, -0.0021960178754299544, 1.5023967168966017, -0.004114235572503025, 9.576555683082243E-4, 9.605621287648463E-4, 6.649034773662545, 0.579122838096295, 3615.384141468172, 863.1093859360617, 4925.206153786119, 0.7340574239088333
0.0021, 0.6076436647309245, 5.013380707394704E-4, 7.824034314886267, 4.957139387682236, 4.366551905861121, -0.0018224485988440186, 1.5021140172514609, -0.0042954869843524115, 0.001083021003852754, 0.0013900173816556386, 6.652251399176962, 0.6080789800011096, 3620.6337592577606, 864.362639866896, 4932.357662126757, 0.7340574239088329
0.0022, 0.6365056136185787, 5.252113122032547E-4, 1.7257662393016604, 6.048582251829773, 4.947796295472143, -0.0018181428868117929, 1.5022025112783786, -0.0044756011451519695, 0.0012258628668446571, 0.0014315953914955195, 6.657196646090537, 0.6370351219059244, 3628.7144407762476, 866.2917604777238, 4943.365903791907, 0.7340574239088331
0.0023, 0.6653105486618971, 5.490845536670391E-4, 0.752602370016449, 6.427158827307666, 5.6363012466060125, -0.0017357079832563598, 1.5021533505739326, -0.004654629784629776, 0.0013873131166121475, 0.0015316086847612684, 6.659826625514401, 0.665991263810739, 3633.0167990510354, 867.3188728573009, 4949.22696879126, 0.7340574239088331
0.0024, 0.694227026655616, 5.729577951308231E-4, 15.491818221895969, 5.726008572881523, 6.446044638339757, -0.001779957640957857, 1.5021319479069812, -0.004832620129818146, 0.0015701317892681606, 0.0014825306995921285, 6.659656152263369, 0.6949474057155537, 3632.7378204680117, 867.2522716265435, 4948.846918710795, 0.734057423908833
0.0025, 0.7230840857868301, 5.968310365946075E-4, 22.990243811495752, 6.735703914383488, 7.39908647988633, -9.921959936579896E-4, 1.5014555354266153, -0.005009615468588517, 0.0017820268046313966, 0.002235392670299131, 6.664129002057613, 0.7239035476203683, 3640.0623455725504, 869.0008731908255, 4958.825055115348, 0.7340574239088332
0.0026, 0.7517855479479538, 6.207042780583919E-4, 19.89283557570674, 7.4490313396641605, 8.508562231990814, -6.750974205822946E-4, 1.5012094736335886, -0.005185655622889315, 0.0020253942065139863, 0.002485163995793034, 6.669328734567899, 0.7528596895251831, 3648.589546598388, 871.036592481826, 4970.441586394919, 0.7340574239088331
0.0027, 0.7805357483772101, 6.445775195221761E-4, 38.34551228862214, 8.345214125488312, 9.794455198064991, -3.1934355477174995E-5, 1.5006355777724611, -0.005360777349080229, 0.0023067907040987996, 0.0030220522895042542, 6.677787942386837, 0.7818158314299978, 3662.4904993073756, 874.355200487809, 4989.378732531204, 0.7340574239088333
0.0028, 0.8091473289601672, 6.684507609859605E-4, 57.90781203334505, 9.387773621538066, 11.275256941864113, 0.0011717581656524585, 1.499531882339785, -0.005535014678884134, 0.002632167617996299, 0.004074605226540294, 6.6897682098765445, 0.8107719733348124, 3682.237928470911, 879.0695519349096, 5016.280482340342, 0.7340574239088332
0.0029, 0.8374538043000043, 6.923240024497446E-4, 121.82377578323286, 11.08805653609808, 12.97180388270944, 0.0027560300364295265, 1.498150954004899, -0.005708399211575585, 0.003008489183170578, 0.005455940064834533, 6.705985205761316, 0.8397281152396272, 3709.0817787051965, 885.4780491195172, 5052.849624426454, 0.7340574239088328
0.003, 0.8653997879281013, 7.161972439135289E-4, 217.83138442235656, 13.833658366633037, 14.909507674266429, 0.007024105507755807, 1.49421874444671, -0.005880960365824366, 0.0034469484449788134, 0.00945811742860136, 6.731154567901237, 0.8686842571444419, 3751.002262506815, 895.4858274402642, 5109.957532386015, 0.7340574239088329
0.0031, 0.892729708865223, 7.400704853773128E-4, 385.97039358928237, 16.585861634900912, 17.113278779609004, 0.013212474690305995, 1.4884310327837396, -0.0060527255979264645, 0.003958175711552245, 0.015307024576680215, 6.767298148148152, 0.8976403990492565, 3811.7513958055583, 909.9886147198293, 5192.715544661481, 0.7340574239088329
