#Number of particles: 32
#Initial configuration: FCC
#Dry microgel radius [nm]: 50.0
#Box length [units of dry radius]: 20.267689261862138
#Number of monomers: 2916666.666666667
#Number of chains: 2916.666666666667
#Flory interaction parameter (chi): 0.0
#Young's calibration factor: 0.8
#x-link fraction: 0.001
#Reservoir swelling ratio: 3.505574917793274
#Mean swelling ratio: 3.505
#Dry volume fraction: 0.016099999999999965
#Reservoir volume fraction: 0.693591296299635
#Actual volume fraction: 0.6926878810998861
#MC steps: 100000
#Equilibration steps: 50000.0
#Snapshot interval: 100
#Displacement tolerance: 0.1
#Particle radius change tolerance: 0.0
#Particle radius bin width: 0.001
#g(r) bin width: 0.005
#Mean pair energy <E_pair>/N [kT]: 0.728051173661181
#The coupling constant increment - dlambda: 0.0
#phi0,         Freference/V,           <F_FR>/V,     		<alpha>,      		zeta, 	 		SpringConstant, 		lindemannParameter
0.0101, -0.021432128768281506, 0.0, 3.505, 0.43511006786498935, 0.008820116492347544, 1.5579292258496171
0.0102, -0.022850143453779666, 0.0, 3.505, 0.4394180883389001, 0.006271711794099648, 1.8536088940634645
0.0103, -0.022285549673654526, 0.0, 3.505, 0.4437261088128108, 0.00781890961276102, 1.6655221227961625
0.0104, -0.02172416946202324, 0.0, 3.505, 0.4480341292867216, 0.009697885374975528, 1.5003192570450896
0.0105, -0.022772363997495895, 0.0, 3.505, 0.45234214976063236, 0.007700484872277153, 1.6890732764924874
0.0106, -0.022235971603862852, 0.0, 3.505, 0.45665017023454313, 0.00944917469527632, 1.5296172633961445
0.0107, -0.02328177738687268, 0.0, 3.505, 0.4609581907084539, 0.007542065740747925, 1.7174885993127302
0.0108, -0.022628240383661555, 0.0, 3.505, 0.46526621118236466, 0.009514396807185018, 1.533892941318278
0.0109, -0.02327121742425234, 0.0, 3.505, 0.46957423165627543, 0.008482254465511437, 1.6295371951430426
0.011, -0.02246753678613499, 0.0, 3.505, 0.47388225213018614, 0.011071085202657708, 1.430694449655782
0.0111, -0.02362526974787085, 0.0, 3.505, 0.4781902726040969, 0.008641083787450453, 1.6243064864890429
0.0112, -0.022938829733305487, 0.0, 3.505, 0.4824982930780077, 0.01088938072444381, 1.451272091073787
0.0113, -0.024634854119537992, 0.0, 3.505, 0.48680631355191845, 0.007442384022740229, 1.7606831331721187
0.0114, -0.022652003934227356, 0.0, 3.505, 0.4911143340258292, 0.012981320980427034, 1.3370672970453261
0.0115, -0.02313106636698915, 0.0, 3.505, 0.49542235449974, 0.012098095094775904, 1.3890521264841582
0.0116, -0.02421561070064461, 0.0, 3.505, 0.49973037497365075, 0.009711736790317982, 1.5548266352522506
0.0117, -0.0230486302691918, 0.0, 3.505, 0.5040383954475615, 0.01362763702890076, 1.3163239067201669
0.0118, -0.023201289614770866, 0.0, 3.505, 0.5083464159214722, 0.013773521190786099, 1.3130540558013835
0.0119, -0.020867539243702167, 0.0, 3.505, 0.512654436395383, 0.025419422786423597, 0.9692680679008704
0.012, -0.017105565506620728, 0.0, 3.505, 0.5169624568692938, 0.06544099535807733, 0.6057776242612664
0.0121, -0.023300160888715372, 0.0, 3.505, 0.5212704773432045, 0.015474262173357768, 1.2492074778057352
0.0122, -0.021201351148822295, 0.0, 3.505, 0.5255784978171153, 0.02658654657648713, 0.9556526598967908
0.0123, -0.021357593676097457, 0.0, 3.505, 0.5298865182910261, 0.02669136717122292, 0.9563731785646511
0.0124, -0.006120561452716345, 0.0, 3.505, 0.5341945387649368, 0.9597379886363628, 0.15992215968053677
0.0125, -0.005852618896523883, 0.0, 3.505, 0.5385025592388476, 1.0324192945027406, 0.15460363782678965
0.0126, -0.006858472825835986, 0.0, 3.505, 0.5428105797127584, 0.828886083946283, 0.17300308650135285
0.0127, -0.0053228695229182495, 0.0, 3.505, 0.547118600186669, 1.1889362707417408, 0.14483261742631487
0.0128, -0.00523088208938403, 0.0, 3.505, 0.5514266206605798, 1.2251277022548233, 0.14305083713245936
0.0129, -0.004826987576098983, 0.0, 3.505, 0.5557346411344906, 1.3529171129410924, 0.13648096006016647
0.013, -0.004581315404475875, 0.0, 3.505, 0.5600426616084013, 1.4403257351844625, 0.1326157739847006
0.0131, -0.004365852092300626, 0.0, 3.505, 0.5643506820823121, 1.5217653352806269, 0.12934838646571684
0.0132, -0.004101237386237956, 0.0, 3.505, 0.5686587025562229, 1.623804556298082, 0.1255361657064207
0.0133, -0.0038522688613988904, 0.0, 3.505, 0.5729667230301336, 1.725133464433294, 0.12210036370219657
0.0134, -0.0035742285413055456, 0.0, 3.505, 0.5772747435040444, 1.8426158081902548, 0.11843915408049573
0.0135, -0.003409230823950109, 0.0, 3.505, 0.5815827639779552, 1.9192858515207811, 0.11633735503120479
0.0136, -0.003061576064301849, 0.0, 3.505, 0.5858907844518659, 2.0768135931607925, 0.11211368768243288
0.0137, -0.002842865959981484, 0.0, 3.505, 0.5901988049257767, 2.184599566458769, 0.10958018466392457
0.0138, -0.0026080543870722625, 0.0, 3.505, 0.5945068253996875, 2.3040287307755998, 0.10696134222313472
0.0139, -0.0023259234081332066, 0.0, 3.505, 0.5988148458735982, 2.4520688431570674, 0.10393209884835329
0.014, -0.002132977659887625, 0.0, 3.505, 0.603122866347509, 2.55985589436408, 0.10196380026182401
0.0141, -0.0017472354310651892, 0.0, 3.505, 0.6074308868214197, 2.7781185625886478, 0.09810897608343742
0.0142, -0.0014777905828210368, 0.0, 3.505, 0.6117389072953304, 2.941250799803472, 0.0955743117964189
