phi0,phi,<alpha>,zeta,lindemannParameter,x-link,kT/E_Before_Conversion,kT/E
0.00197,0.649130335821949,6.926,0.654718722632523,0.14912089449634,0.00003175,0.0053993250843644,5.3993250843644
0.00204,0.651097356653602,6.853,0.656621606353698,0.146793208677918,0.0000335,0.0051172707889125,5.1172707889125
0.00208,0.64427530749082,6.784,0.649460958861706,0.14995288220853,0.00003525,0.0048632218844984,4.8632218844984
0.00214,0.644065348732698,6.719,0.649156932317525,0.149662412162012,0.000037,0.0046332046332046,4.6332046332046
0.00219,0.641445276186075,6.657,0.646262002902836,0.147620594797286,0.00003875,0.0044239631336405,4.4239631336405
0.00225,0.642027023435531,6.599,0.646704073891883,0.145995235073455,0.0000405,0.0042328042328042,4.2328042328042
0.00233,0.64830847951205,6.544,0.653014102037483,0.139229936671124,0.00004225,0.0040574809805579,4.0574809805579
0.00236,0.641111240618645,6.491,0.64560787299768,0.145229508756322,0.000044,0.0038961038961038,3.8961038961038
0.00241,0.639754747087479,6.441,0.644131721703342,0.145823760477194,0.00004575,0.0037470725995316,3.7470725995316
0.00244,0.633537880208959,6.393,0.637717059169702,0.149442714790461,0.0000475,0.0036090225563909,3.6090225563909
0.00248,0.630285848523224,6.347,0.634342713789318,0.149458187904369,0.00004925,0.0034807831762146,3.4807831762146
0.00256,0.637275569538169,6.303,0.641318485554865,0.143118241572033,0.000051,0.0033613445378151,3.3613445378151
0.00261,0.636835512084869,6.261,0.64082822850131,0.143036869994122,0.00005275,0.0032498307379823,3.2498307379823
0.00265,0.63423461800274,6.221,0.638118122390074,0.145149731220137,0.0000545,0.0031454783748361,3.1454783748361
0.00269,0.631862947594065,6.182,0.635665227291739,0.149353641997765,0.00005625,0.003047619047619,3.047619047619
0.00274,0.632062794024881,6.144,0.635769401380908,0.144306433331927,0.000058,0.0029556650246305,2.9556650246305
0.00277,0.627888585228627,6.108,0.631447660581243,0.149008345031491,0.00005975,0.0028690974297668,2.8690974297668
0.00281,0.62617693903396,6.073,0.629644631640431,0.149634639154527,0.0000615,0.002787456445993,2.787456445993
0.00287,0.628908476315974,6.04,0.632431389658645,0.149831714094751,0.00006325,0.0027103331451157,2.7103331451157
0.00291,0.627519276356505,6.007,0.630906253852125,0.146022151543606,0.000065,0.0026373626373626,2.6373626373626
0.00295,0.626204881650125,5.975,0.629540014658382,0.148804921527949,0.00006675,0.0025682182985553,2.5682182985553
0.00298,0.623005990261005,5.945,0.626217081094711,0.148573728974707,0.0000685,0.0025026068821689,2.5026068821689
0.00305,0.628125703106457,5.915,0.631371405068473,0.146487662932425,0.00007025,0.0024402643619725,2.4402643619725
0.00309,0.627119572423884,5.886,0.630349670666477,0.146268741164883,0.000072,0.0023809523809523,2.3809523809523
0.00312,0.624337714789819,5.858,0.62743489137913,0.147291499327989,0.00007375,0.0023244552058111,2.3244552058111
0.00315,0.621660814078971,5.831,0.624686538047158,0.147612500636327,0.0000755000000000001,0.0022705771050141,2.2705771050141
0.0032,0.623000029826529,5.805,0.626005451528417,0.14771910337264,0.0000772500000000001,0.0022191400832177,2.2191400832177
0.00322,0.618728592550288,5.779,0.621574785687577,0.148538422454816,0.0000790000000000001,0.0021699819168173,2.1699819168173
0.00328,0.622086408980035,5.754,0.624954964913938,0.146831128560212,0.0000807500000000001,0.0021229544449358,2.1229544449358
0.00332,0.621685863465542,5.729,0.624556602547665,0.148661564397557,0.0000825000000000001,0.002077922077922,2.077922077922
0.00334,0.617769611872301,5.706,0.620520473064489,0.146295358852784,0.0000842500000000001,0.0020347604917337,2.0347604917337
0.00339,0.619366908189432,5.682,0.62215284120967,0.149969812801942,0.0000860000000000001,0.0019933554817275,1.9933554817275
0.00343,0.61926296286951,5.66,0.621994335926727,0.148187246348944,0.0000877500000000001,0.0019536019536019,1.9536019536019
0.00348,0.621032495897442,5.638,0.623692369416983,0.140875274939994,0.0000895000000000001,0.0019154030327214,1.9154030327214
0.00349,0.615728485429769,5.616,0.618320771492387,0.149095533055437,0.0000912500000000001,0.0018786692759295,1.8786692759295
0.00352,0.614135884571774,5.595,0.616629071295577,0.146169162611396,0.0000930000000000001,0.0018433179723502,1.8433179723502
0.00357,0.615942952398424,5.574,0.618492849102787,0.148935556018172,0.0000947500000000001,0.0018092725216735,1.8092725216735
0.00361,0.616130017108797,5.554,0.618652349257422,0.149028694270695,0.0000965000000000001,0.0017764618800888,1.7764618800888
