This fits B3 to B7 into the virial expansion since maxPower is set to 5.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0012, 0.41245126685614764, 2.864788975654117E-4, -3.7522847249988347, 2.7508914671147027, 2.764729943221823, -0.002034574193966009, 1.5021096638697113, -0.00261488210504646, 2.6553715112232813E-4, 3.147707599581229E-4, 7.026116985596711, 0.41253893406243664, 4102.9602728658565, 979.5096131044091, 5811.5868221561595, 0.7059965545423299
0.0013, 0.4467830034243059, 3.10352139029196E-4, -1.144526246637842, 2.409886990270526, 3.012497049705826, -0.0021479506336251784, 1.502209841105225, -0.002807947521593494, 3.3516750001557293E-4, 3.2482938795274274E-4, 7.029857427983535, 0.4469171785676397, 4109.51655058234, 981.0748091147015, 5820.873379823192, 0.7059965545423298
0.0014, 0.48108994715997266, 3.342253804929803E-4, 1.026191522806477, 3.1047891121840676, 3.251662047276549, -0.0020879476279487014, 1.502194481038227, -0.002999174719602353, 4.1451192814774584E-4, 4.967151635059054E-4, 7.033958868312754, 0.48129542307284273, 4116.713612272697, 982.792981030338, 5831.067567945004, 0.70599655454233
0.0015, 0.5154296837540292, 3.580986219567647E-4, 4.307616847264231, 3.552070289862885, 3.488125928033108, -0.00209713469059901, 1.5022339805026006, -0.003188695233083918, 5.037517122741306E-4, 5.878088302107776E-4, 7.039087520576132, 0.5156736675780458, 4125.72500582639, 984.944292772663, 5843.831643769051, 0.7059965545423298
0.0016, 0.5496855087520222, 3.8197186342054886E-4, 9.910090100951543, 3.0257898874562335, 3.7335384736640926, -0.0018796281219840678, 1.5020054090238684, -0.0033766230161081877, 6.031592316024978E-4, 8.938356625216222E-4, 7.045229588477365, 0.5500519120832489, 4136.534333339377, 987.5248296304495, 5859.142380688998, 0.7059965545423299
0.0017, 0.5840316938825202, 4.0584510488433315E-4, 9.18505352475913, 4.763531242907291, 4.0052615847870054, -0.0016206006473909525, 1.501859800933371, -0.0035630577486152858, 7.130564980540432E-4, 0.0012294006031702898, 7.051301913580243, 0.5844301565884519, 4147.239465169545, 990.080491601282, 5874.305530935683, 0.70599655454233
0.0018, 0.6182426501420433, 4.297183463481176E-4, 9.982644595907413, 4.519999847238562, 4.329473849282723, -0.0014364227213764106, 1.5016764060498056, -0.003748087361811589, 8.352160985606176E-4, 0.001476448541874561, 7.059472253086423, 0.618808401093655, 4161.672387687684, 993.5260980443184, 5894.748863732818, 0.70599655454233
0.0019, 0.6525166255053146, 4.535915878119019E-4, 12.9737896092481, 5.363506477697871, 4.73714742840757, -0.0011373110349077282, 1.501461728569248, -0.003931790000723226, 9.715044639248564E-4, 0.0018229745018906419, 7.069293220164611, 0.6531866455988581, 4179.065415972478, 997.6783776846115, 5919.385001363927, 0.7059965545423301
0.002, 0.6867630863210047, 4.7746482927568624E-4, 3.8697494753821404, 5.836325282295695, 5.2567509864124995, -8.126132867585197E-4, 1.501174473438286, -0.004114235572503025, 0.0011202963854394404, 0.002181325900305065, 7.069574393004115, 0.687564890104061, 4179.564088069953, 997.7974268785542, 5920.091339226722, 0.7059965545423298
0.0021, 0.7210539105265377, 5.013380707394704E-4, 11.196563955503757, 6.01046291952436, 5.941978196470086, -9.491733700728419E-4, 1.501316071166367, -0.0042954869843524115, 0.00129016822144634, 0.0020561453928332296, 7.073714927983541, 0.721943134609264, 4186.912098550759, 999.5516351634211, 5930.499336877036, 0.7059965545423298
0.0022, 0.7552367856168269, 5.252113122032547E-4, 43.77272975506301, 6.760250348178454, 6.8411359860911105, -2.70877896121739E-4, 1.50072621255924, -0.0044756011451519695, 0.0014862855562846715, 0.002718437692745559, 7.081059639917699, 0.756321379114467, 4199.967588230948, 1002.6684037390522, 5948.991622138474, 0.7059965545423299
0.0023, 0.7893312427896236, 5.490845536670391E-4, 41.34480344145905, 8.282367707204092, 8.00914224443892, 0.0011533482864434733, 1.499455519441873, -0.004654629784629776, 0.0017167149772488871, 0.004091263093824362, 7.093897541152272, 0.79069962361967, 4222.8525455033605, 1008.1317848475791, 5981.4067339760195, 0.7059965545423299
0.0024, 0.8231645429789399, 5.729577951308231E-4, 70.26961308925378, 8.697709046703496, 9.499034471415772, 0.001721243646497045, 1.4989118317829144, -0.004832620129818146, 0.0019882867576876987, 0.004565577018627492, 7.109004269547324, 0.8250778681248729, 4249.888219422736, 1014.5860765637129, 6019.701076555216, 0.7059965545423299
0.0025, 0.8566508828244942, 5.968310365946075E-4, 174.13631707351232, 10.427432499282975, 11.377590866064317, 0.004537003200165656, 1.4962859377308164, -0.005009615468588517, 0.0023167349093686706, 0.007229883759385503, 7.13547383744856, 0.8594561126300759, 4297.537119666892, 1025.961413573838, 6087.192766050846, 0.7059965545423299
0.0026, 0.8894483119686528, 6.207042780583919E-4, 342.16114191197187, 13.018266129806417, 13.708620095771982, 0.01008441167996282, 1.4910766110852047, -0.005185655622889315, 0.0027179004178094473, 0.012552166885042688, 7.177144557613161, 0.8938343571352789, 4373.269719019073, 1044.0412398839844, 6194.4632603116515, 0.7059965545423298
0.0027, 0.92085103840235, 6.445775195221761E-4, 675.3314542895904, 16.621913437704933, 16.55693328119728, 0.02095378196159578, 1.4807563851062489, -0.005360777349080229, 0.0032123801978935686, 0.023102179112782437, 7.240210658436198, 0.9282126016404819, 4489.570436488661, 1071.8059909896126, 6359.195958681519, 0.7059965545423298
0.0028, 0.9485119322318444, 6.684507609859605E-4, 1070.9932308319605, 21.111643420904677, 19.981929895351055, 0.04245296070773362, 1.460159037397959, -0.005535014678884134, 0.0038224716087353096, 0.04416550377788244, 7.328206553497939, 0.9625908461456849, 4655.263711069385, 1111.36234651952, 6593.89012753357, 0.7059965545423299
0.0029, 0.967357284067566, 6.923240024497446E-4, 948.3367707963083, 25.169660791991756, 24.004077532651085, 0.07224748094155745, 1.4314555303749685, -0.005708399211575585, 0.004549270034642214, 0.07340661011849081, 7.418208323045266, 0.9969690906508879, 4828.900514785754, 1152.8150799407263, 6839.835808995049, 0.7059965545423299
