This fits B3 to B7 into the virial expansion since maxPower is set to 5.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.0687611176312359, 4.774648292756861E-5, -9.202327706758346, 1.0456451262406312, 1.0728157954826476, -4.904674462989757E-4, 1.50049080197041, -5.213638970822166E-4, 5.7748308015224664E-6, 2.512161998171839E-5, 7.0061670781893, 0.06875648901040608, 4068.1096649467395, 971.1896433242816, 5762.223113941309, 0.7059965545423299
3.0E-4, 0.10314299766852937, 7.161972439135293E-5, -8.815363372235982, 1.0288443740848057, 1.089404495186034, -7.052637833013913E-4, 1.5007054760917107, -7.530065463303081E-4, 1.0967059163381773E-5, 3.677570386553502E-5, 7.007083888888894, 0.10313473351560913, 4069.7069039958587, 971.5709560592317, 5764.485503238882, 0.7059965545423298
4.0E-4, 0.1375236084309903, 9.549296585513724E-5, -8.149261231528255, 1.078587573356772, 1.1342211098381165, -9.120411142121055E-4, 1.5009128618037808, -9.765371141186377E-4, 1.7598604968109367E-5, 4.6897394938422896E-5, 7.008480390946503, 0.13751297802081217, 4072.1406497231396, 972.1519700533199, 5767.932751970653, 0.7059965545423298
5.0E-4, 0.17190063660081575, 1.1936620731892148E-4, -7.67800712171905, 1.340281462358493, 1.2216095237430884, -0.0010944217414353107, 1.5011004968158388, -0.0011940355932402447, 2.662170260435562E-5, 7.29921492005783E-5, 7.009864794238683, 0.1718912225260152, 4074.554267911745, 972.7281789514996, 5771.351491301712, 0.7059965545423297
6.0E-4, 0.20627710502486665, 1.4323944878270585E-4, -6.942793293931514, 1.6150866546604126, 1.3561983062711305, -0.0012783901554761859, 1.501291230474408, -0.001406727072591923, 3.9398766939011306E-5, 8.893815017672562E-5, 7.0117907510288076, 0.20626946703121826, 4077.9136358711685, 973.5301689761097, 5776.109826080839, 0.7059965545423298
7.0E-4, 0.24065267006560567, 1.6711269024649017E-4, -7.02089782055756, 1.8480528211017953, 1.5349537524171912, -0.0014255398530691392, 1.5014471096503748, -0.0016154210498813184, 5.7360498460892665E-5, 1.3252069835128672E-4, 7.013214825102886, 0.24064771153642134, 4080.398777316574, 974.1234527940879, 5779.6298736354875, 0.7059965545423296
8.0E-4, 0.2749926171441404, 1.9098593171027449E-4, -5.731058626336491, 1.413064944570893, 1.7502809167058002, -0.0016131894897453748, 1.5016239918775316, -0.0018206928681456847, 8.191630977206285E-5, 1.255870686282472E-4, 7.01491565843621, 0.2750259560416244, 4083.3682121589095, 974.8323531441084, 5783.835892522165, 0.7059965545423299
9.0E-4, 0.30936924675545, 2.148591731740588E-4, -4.654016635426089, 2.465399795639536, 1.9918784052131386, -0.001698671641528978, 1.5017442892397266, -0.0020229727110088343, 1.1429316258307656E-4, 2.100079068967799E-4, 7.017492253086422, 0.30940420054682743, 4087.869356633586, 975.9069222331817, 5790.211482382648, 0.7059965545423299
0.001, 0.34376007346499526, 2.38732414637843E-4, -5.689751588389208, 1.9723238166787893, 2.2482860287778657, -0.0018347914454618433, 1.5018727586429461, -0.0022225944863660013, 1.5538268843139175E-4, 2.324203524727663E-4, 7.0205829115226335, 0.3437824450520305, 4093.272899377147, 977.1969230399509, 5797.865262997859, 0.7059965545423298
0.0011, 0.3780640749439552, 2.626056561016274E-4, -4.199319491330733, 2.2915186533782843, 2.5079863948464944, -0.001969865887179315, 1.5020223304961209, -0.0024198249427019227, 2.05522365087758E-4, 2.4443669043484954E-4, 7.021955812757198, 0.3781606895572336, 4095.674733457668, 977.7703186895532, 5801.267310876233, 0.7059965545423299
