This fits B3 to B3 into the virial expansion since maxPower is set to 1.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0012, 0.41242564421171524, 2.864788975654117E-4, 0.9734904427280782, 2.198438635151882, 4.024484458617942, -0.00168477267089252, 1.501735329336854, -0.00261488210504646, 6.015739632738463E-4, 3.285354708800938E-4, 7.025921131687246, 0.41253893406243664, 4102.617170803184, 979.4277035205201, 5811.1008395257, 0.7059965545423298
0.0013, 0.44677145366670307, 3.10352139029196E-4, 3.7642235348212294, 3.4913009112846343, 4.445996910880792, -0.0015922385604917372, 1.5017143293451054, -0.002807947521593494, 7.327094764776455E-4, 4.8299948462411115E-4, 7.030605473251035, 0.4469171785676397, 4110.828567887861, 981.3880301740952, 5822.731770345184, 0.70599655454233
0.0014, 0.48111440753387447, 3.342253804929803E-4, 2.2071933596111237, 3.4501019977840843, 4.893308020917234, -0.0015032895799044345, 1.5016311741759478, -0.002999174719602353, 8.806342202572087E-4, 6.152509194407097E-4, 7.034794701646098, 0.48129542307284273, 4118.181332833589, 983.1433735038534, 5833.146502397941, 0.70599655454233
0.0015, 0.5154369669827973, 3.580986219567647E-4, 5.819139614747549, 3.8533721620006407, 5.366363927523051, -0.0014850432306974224, 1.5016401303630302, -0.003188695233083918, 0.0010462561214624954, 6.573958809240004E-4, 7.038502685185192, 0.5156736675780458, 4124.696746329251, 984.6988139000367, 5842.37517844989, 0.7059965545423298
0.0016, 0.5497317569589077, 3.8197186342054886E-4, 13.838166623873487, 3.7382238577942792, 5.867685681211316, -0.0012226213266915242, 1.501384865875943, -0.0033766230161081877, 0.001231473029148637, 9.225286602680267E-4, 7.045613641975306, 0.5500519120832489, 4137.2108494399945, 987.6863359526915, 5860.100623468323, 0.7059965545423298
0.0017, 0.5839897375883208, 4.0584510488433315E-4, 11.974334358927123, 4.957746142597362, 6.395691810120302, -8.202142133312883E-4, 1.5010852569808404, -0.0035630577486152858, 0.001436741181705385, 0.0013061023535786125, 7.05327377572018, 0.5844301565884519, 4150.719704000984, 990.911337421028, 5879.235071751496, 0.7059965545423299
0.0018, 0.6182010770806817, 4.297183463481176E-4, 4.754344554173329, 4.394886855021694, 6.9490145579849, -6.465932940293243E-4, 1.5008800796532402, -0.003748087361811589, 0.0016624500946828178, 0.001439043973099447, 7.059543312757204, 0.618808401093655, 4161.798061407724, 993.5561004349601, 5894.926872703587, 0.7059965545423299
0.0019, 0.6524985453516217, 4.535915878119019E-4, 10.923466232738061, 4.895497373300943, 7.529224097708157, -5.884776340393143E-4, 1.500853912693119, -0.003931790000723226, 0.0019102592882971933, 0.0014330530783867187, 7.06675443415638, 0.6531866455988581, 4174.564565888282, 996.6038788760885, 5913.009828489162, 0.70599655454233
0.002, 0.6868215370553931, 4.7746482927568624E-4, 14.513818740188615, 5.148485766376526, 8.130996625311539, -1.217997159606429E-4, 1.5004209134584792, -0.004114235572503025, 0.002178538188808091, 0.0018138976677342911, 7.068225730452676, 0.687564890104061, 4177.172538316457, 997.2264864311754, 5916.703858454884, 0.7059965545423298
0.0021, 0.7210533539318796, 5.013380707394704E-4, 15.29957700712493, 5.786380888051202, 8.760617769467903, 1.0702591062258489E-4, 1.5002485043993985, -0.0042954869843524115, 0.00247113228539712, 0.0019313806095778764, 7.072030853909461, 0.721943134609264, 4183.92241421755, 998.8379006035492, 5926.264635851975, 0.7059965545423299
0.0022, 0.7552066758358932, 5.252113122032547E-4, 37.81641624809083, 5.749625557682568, 9.420006083855514, 6.143650120110341E-4, 1.499738961739024, -0.0044756011451519695, 0.0027901066840905564, 0.002299859473072447, 7.0798582818930065, 0.756321379114467, 4197.830277277474, 1002.1581583342975, 5945.964254738841, 0.7059965545423299
0.0023, 0.789292093807078, 5.490845536670391E-4, 64.38941233354703, 7.521951799954782, 10.109198299280461, 0.001922477550412432, 1.4985887790566208, -0.004654629784629776, 0.0031366687305385095, 0.003440438604503698, 7.091149537037038, 0.79069962361967, 4217.946953866423, 1006.9606611108659, 5974.458269985121, 0.7059965545423298
0.0024, 0.8231373024479781, 5.729577951308231E-4, 82.00976403127238, 8.539963416364902, 10.833118165871008, 0.003705876000170428, 1.4969251961359484, -0.004832620129818146, 0.00351494484602237, 0.005023551283966204, 7.110391121399172, 0.8250778681248729, 4252.37595821817, 1015.1799804533351, 6023.224803093864, 0.7059965545423298
0.0025, 0.8566446599707026, 5.968310365946075E-4, 152.9109860225025, 10.418145551251254, 11.591321603819814, 0.0058652426514755615, 1.49495446038566, -0.005009615468588517, 0.003926175010976672, 0.006948683109087406, 7.135982952674904, 0.8594561126300759, 4298.45707161949, 1026.1810359248325, 6088.495820501579, 0.7059965545423298
0.0026, 0.889504216401151, 6.207042780583919E-4, 362.43902288631506, 13.02791967433071, 12.39619704182227, 0.011051547142491291, 1.4901094831540984, -0.005185655622889315, 0.004379457607647217, 0.01185774515773339, 7.1778042386831284, 0.8938343571352789, 4374.475725837542, 1044.3291528038274, 6196.171493603598, 0.7059965545423299
0.0027, 0.9208371699659416, 6.445775195221761E-4, 697.83505489917, 16.63750498101198, 13.255423216651531, 0.023245480367375317, 1.4784596622457107, -0.005360777349080229, 0.004882236034127442, 0.0237240216823281, 7.2400247839506156, 0.9282126016404819, 4489.224669544319, 1071.723445212088, 6358.706201412711, 0.7059965545423297
0.0028, 0.9484815733769031, 6.684507609859605E-4, 1098.1794109996342, 20.995339220423904, 14.179365578589463, 0.04448930540507626, 1.4580966398678836, -0.005535014678884134, 0.005444836828633571, 0.04457948325532682, 7.328080534979426, 0.9625908461456849, 4655.0235543501285, 1111.3050133260406, 6593.549960548744, 0.7059965545423299
0.0029, 0.9676082690003877, 6.923240024497446E-4, 1341.159723691369, 25.52065287932774, 15.146318376831172, 0.0758350075391646, 1.428019243441486, -0.005708399211575585, 0.006055749073913274, 0.0754876576768269, 7.421197098765429, 0.9969690906508879, 4834.739518860847, 1154.2090394826532, 6848.106393373293, 0.70599655454233
