This fits B3 to B11 into the virial expansion since maxPower is set to 9.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.06876291093445348, 4.774648292756861E-5, -8.97843336703698, 1.165183615001851, 1.147846011533857, -4.886079163825816E-4, 1.5004899301438104, -5.213638970822166E-4, 6.86386102953405E-6, 2.589211967010083E-5, 7.006361872427976, 0.06875648901040608, 4068.448994432717, 971.2706522718269, 5762.703752952638, 0.70599655454233
3.0E-4, 0.10314424621659432, 7.161972439135293E-5, -8.341311666797084, 1.3096443441534273, 1.2564737235953174, -6.943000492778802E-4, 1.5006977996488098, -7.530065463303081E-4, 1.6045452278271058E-5, 4.266104477415683E-5, 7.007462006172836, 0.10313473351560913, 4070.3657699029573, 971.7282487081559, 5765.418745622091, 0.7059965545423298
4.0E-4, 0.13752254495839472, 9.549296585513724E-5, -8.067032991662224, 1.452291604111704, 1.3581508570305347, -8.87767719612562E-4, 1.5008941546651142, -9.765371141186377E-4, 2.9830551160705286E-5, 5.8938843345370464E-5, 7.008596090534984, 0.13751297802081217, 4072.342328011045, 972.2001171979716, 5768.218416662085, 0.7059965545423299
5.0E-4, 0.17189478602774755, 1.1936620731892148E-4, -7.149260847763288, 1.267727342794003, 1.438272703478141, -0.0010801134868492826, 1.501084668623842, -0.0011940355932402447, 4.7927599019277185E-5, 6.599450737168485E-5, 7.00991411522633, 0.1718912225260152, 4074.6402734741496, 972.7487112670847, 5771.473312806151, 0.70599655454233
6.0E-4, 0.20628252366121763, 1.4323944878270585E-4, -7.014639044638858, 1.5424630010587248, 1.5105814542672555, -0.001229439066799891, 1.501241495105408, -0.001406727072591923, 6.993053820024338E-5, 1.0735746759178832E-4, 7.0119794855967035, 0.20626946703121826, 4078.2429371916683, 973.6087838754961, 5776.576260822454, 0.70599655454233
7.0E-4, 0.24065085225420194, 1.6711269024649017E-4, -7.085056713191785, 1.5291231533485123, 1.6038973922246276, -0.0014149902600580162, 1.5014274059886974, -0.0016154210498813184, 9.588669292810007E-5, 1.0454409689520225E-4, 7.013212469135801, 0.24064771153642134, 4080.3946651017527, 974.1224710751142, 5779.624048940173, 0.7059965545423299
8.0E-4, 0.2750238190219798, 1.9098593171027449E-4, -5.488996882279501, 1.6270837071074178, 1.7460454518964728, -0.00156729988310141, 1.5015826630482874, -0.0018206928681456847, 1.2674899726436596E-4, 1.2664398777990872E-4, 7.015154763374485, 0.2750259560416244, 4083.7857738937055, 974.9320386653167, 5784.427342625014, 0.70599655454233
9.0E-4, 0.309382411768176, 2.148591731740588E-4, -3.798026544326782, 1.8393916800992116, 1.9501334515498423, -0.001676362811770186, 1.5017018964277862, -0.0020229727110088343, 1.6402637199960747E-4, 1.8258352723904083E-4, 7.0171872222222245, 0.30940420054682743, 4087.3363148810718, 975.7796678885013, 5789.456462051337, 0.70599655454233
0.001, 0.3437311594716249, 2.38732414637843E-4, -2.627501070259527, 2.6537937958292, 2.211217460563269, -0.001747804067439321, 1.5018093944503328, -0.0022225944863660013, 2.0950051928999428E-4, 2.6528989963668604E-4, 7.019592942386833, 0.3437824450520305, 4091.541572002231, 976.7835990752086, 5795.412945966315, 0.7059965545423297
0.0011, 0.37809066995472723, 2.626056561016274E-4, -5.651080973059872, 2.9104612203896787, 2.510127651905653, -0.0018007995704885746, 1.5018808192906359, -0.0024198249427019227, 2.648542624286009E-4, 3.5417110978474723E-4, 7.0235708436214015, 0.3781606895572336, 4098.5013658433945, 978.4451274642911, 5805.27105900721, 0.7059965545423301
0.0012, 0.4124445757071597, 2.864788975654117E-4, -4.222436238749805, 2.355062338508125, 2.8199067610730677, -0.0020166649183720724, 1.5020731544690407, -0.00261488210504646, 3.3078347712885907E-4, 2.6743370954552815E-4, 7.026483775720164, 0.41253893406243664, 4103.602876969505, 979.6630235337293, 5812.497030711024, 0.7059965545423297
0.0013, 0.44675607305036236, 3.10352139029196E-4, 2.4312360250144316, 2.9898901555909903, 3.119273761745341, -0.002001538123696135, 1.5020954174218848, -0.002807947521593494, 4.078023719939681E-4, 3.986070259033906E-4, 7.0297968827160435, 0.4469171785676397, 4109.410370774946, 981.0494605528967, 5820.722982761461, 0.7059965545423301
0.0014, 0.4811014278504632, 3.342253804929803E-4, 0.17986347138594994, 4.2020970597970315, 3.398835610059258, -0.0018992880000305934, 1.502068119933051, -0.002999174719602353, 4.96051138760298E-4, 6.038355808114615E-4, 7.034690308641981, 0.48129542307284273, 4117.998000003229, 983.0996060145791, 5832.886822900668, 0.7059965545423299
0.0015, 0.5154007846668107, 3.580986219567647E-4, -4.114502902114916, 2.461511921302029, 3.6626063580746626, -0.001991293086237601, 1.502063650557127, -0.003188695233083918, 5.94901167404862E-4, 6.025009794414554E-4, 7.03888536008231, 0.5156736675780458, 4125.369547260876, 984.8594332910142, 5843.328158924504, 0.7059965545423299
0.0016, 0.5497285509025519, 3.8197186342054886E-4, 7.7158680426106026, 3.3265168524321576, 3.930641978607627, -0.002093421061330788, 1.5022199380715047, -0.0033766230161081877, 7.048565166057779E-4, 5.783454381716219E-4, 7.044599629629631, 0.5500519120832489, 4135.424810915242, 987.2599506630411, 5857.570811512072, 0.7059965545423299
0.0017, 0.5839704545978632, 4.0584510488433315E-4, 20.864960511889798, 4.827225673941298, 4.229452980783887, -0.0016191038088434607, 1.5018633882384105, -0.0035630577486152858, 8.267503399330984E-4, 0.0011172035998387266, 7.052346604938269, 0.5844301565884519, 4149.083051167457, 990.5206153381561, 5876.916855291377, 0.7059965545423299
0.0018, 0.6182688915508278, 4.297183463481176E-4, 9.509291171766883, 5.680222150668373, 4.582118701571893, -0.0010924689337023234, 1.5014234896913345, -0.003748087361811589, 9.610668788676731E-4, 0.0016945515492415926, 7.059300751028806, 0.618808401093655, 4161.3690853956305, 993.4536899557712, 5894.3192549902515, 0.7059965545423299
0.0019, 0.6524989714146684, 4.535915878119019E-4, 0.2626261316657754, 4.7707393175641855, 5.007694111462966, -0.001159199829632574, 1.5014248622086617, -0.003931790000723226, 0.001110460018651567, 0.0016621301524390854, 7.068145123456784, 0.6531866455988581, 4177.029628835656, 997.1923693057493, 5916.501436106104, 0.7059965545423298
0.002, 0.6867708784266374, 4.7746482927568624E-4, 9.950189768923703, 5.253102398914527, 5.5070266560749115, -0.0010757605460728235, 1.5013956021227726, -0.004114235572503025, 0.0012735037127682841, 0.0017649713136619176, 7.069543446502058, 0.687564890104061, 4179.509201177785, 997.784323598255, 5920.013595373987, 0.7059965545423298
0.0021, 0.7211111032021525, 5.013380707394704E-4, 26.971114658477294, 6.1289796435282415, 6.09241755161536, -6.822930234702601E-4, 1.501065211967227, -0.0042954869843524115, 0.0014548448054525764, 0.002158349155429575, 7.070718045267494, 0.721943134609264, 4181.592813265621, 998.2817493431526, 5922.964901686221, 0.7059965545423297
0.0022, 0.7553043542421584, 5.252113122032547E-4, 20.41152418069813, 6.852248647047981, 6.794302633090746, 2.1754464691556416E-4, 1.5002460844009864, -0.0044756011451519695, 0.0016607496552277085, 0.003032396136839825, 7.079007829218101, 0.756321379114467, 4196.317693119194, 1001.7970554658482, 5943.821773803844, 0.7059965545423299
