This fits B3 to B10 into the virial expansion since maxPower is set to 8.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.06876206138182465, 4.774648292756861E-5, -9.24081304209162, 1.151660582046011, 1.0438574039896533, -4.937383696931634E-4, 1.5004946020525822, -5.213638970822166E-4, 4.407230664340143E-6, 2.3218296724713055E-5, 7.006314176954732, 0.06875648901040608, 4068.3659076826743, 971.2508167713647, 5762.586065763506, 0.7059965545423298
3.0E-4, 0.10314690361888337, 7.161972439135293E-5, -8.626161270854507, 1.0389473446666302, 1.0883086975837044, -7.074628009166795E-4, 1.5007077192011653, -7.530065463303081E-4, 8.353761503717286E-6, 3.718998390991128E-5, 7.007773559670779, 0.10313473351560913, 4070.9087024546766, 971.8578643072133, 5766.187775652374, 0.7059965545423298
4.0E-4, 0.1375177970042985, 9.549296585513724E-5, -8.144802714548902, 1.2538489958972523, 1.1950095190186283, -9.058810826981E-4, 1.5009094110024346, -9.765371141186377E-4, 1.4833091930820937E-5, 5.5822939489716825E-5, 7.008623189300413, 0.13751297802081217, 4072.3895653784552, 972.2113942887546, 5768.285325441037, 0.7059965545423301
5.0E-4, 0.17189742549422882, 1.1936620731892148E-4, -8.097167772385403, 1.2616197268460705, 1.3503031601846105, -0.0010962596696975847, 1.5011006978447947, -0.0011940355932402447, 2.5676127544180122E-5, 7.209979599847975E-5, 7.009801491769545, 0.1718912225260152, 4074.4438833219633, 972.7018265718422, 5771.195138428498, 0.7059965545423298
6.0E-4, 0.20627300145951327, 1.4323944878270585E-4, -6.828057854751372, 1.270099491944427, 1.5233381108057076, -0.0012924432427698232, 1.501297957917897, -0.001406727072591923, 4.220037303452719E-5, 7.208345678757256E-5, 7.011382839506173, 0.20626946703121826, 4077.2019783568808, 973.3602732593287, 5775.101807685128, 0.7059965545423298
7.0E-4, 0.24064727502947808, 1.6711269024649017E-4, -6.182517906881828, 1.708633499685826, 1.6831032178207674, -0.0014223772091071845, 1.5014402495001864, -0.0016154210498813184, 6.48516339780828E-5, 1.2819220679605105E-4, 7.0130704218106965, 0.24064771153642134, 4080.146734181094, 974.063281927762, 5779.272870284892, 0.7059965545423297
8.0E-4, 0.27503086714079245, 1.9098593171027449E-4, -6.796134198173621, 2.175974090889847, 1.8113273182229293, -0.0015877811501538673, 1.5016205001031249, -0.0018206928681456847, 9.336453676864738E-5, 1.3954718122317008E-4, 7.01564154320988, 0.2750259560416244, 4084.635951506567, 975.1350036197061, 5785.631566083885, 0.7059965545423298
9.0E-4, 0.3093806477180307, 2.148591731740588E-4, -5.514376380581328, 1.7319078705771391, 1.9078711601642244, -0.0017469715123586264, 1.5017715559119131, -0.0020229727110088343, 1.2695376289243143E-4, 1.4904743575777643E-4, 7.017427716049385, 0.30940420054682743, 4087.7565742291335, 975.8799974174382, 5790.051733154799, 0.7059965545423299
0.001, 0.343752913195472, 2.38732414637843E-4, -4.9404690552652, 2.748261672588572, 1.992731561327628, -0.0018509416944826982, 1.5019090488122862, -0.0022225944863660013, 1.6515440466583164E-4, 2.0649838721747168E-4, 7.019720864197538, 0.3437824450520305, 4091.7652631545425, 976.837001404133, 5795.729790504537, 0.7059965545423299
0.0011, 0.37808779242615786, 2.626056561016274E-4, -4.319596081260443, 1.64915802978407, 2.099831506347882, -0.001982262009879528, 1.5020067964760482, -0.0024198249427019227, 2.080631640600549E-4, 2.294997687623397E-4, 7.022450195473255, 0.3781606895572336, 4096.539865657979, 977.9768537887144, 5802.492716573676, 0.7059965545423299
