This fits B3 to B12 into the virial expansion since maxPower is set to 10.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.06876052915573498, 4.774648292756861E-5, -9.110769215091644, 1.1577508581748437, 1.0994489397928626, -4.927785868081291E-4, 1.5004938226641351, -5.213638970822166E-4, 4.172726663237198E-6, 2.441258361085035E-5, 7.006087705761312, 0.06875648901040608, 4067.9714044343486, 971.1566360583095, 5762.0272765657555, 0.70599655454233
3.0E-4, 0.10313955471215659, 7.161972439135293E-5, -8.376770662252222, 1.2391768593213146, 1.2231950440260304, -7.002631224999757E-4, 1.500702950856299, -7.530065463303081E-4, 1.0776598228435127E-5, 4.19668256018973E-5, 7.007424619341567, 0.10313473351560913, 4070.3006205238266, 971.7126954395638, 5765.3264655979, 0.70599655454233
4.0E-4, 0.13752028817497075, 9.549296585513724E-5, -8.020497433690716, 1.3386381159769682, 1.34903679941816, -8.934839989647276E-4, 1.5008988978228262, -9.765371141186377E-4, 2.218516484186977E-5, 6.086795031204038E-5, 7.00849817901235, 0.13751297802081217, 4072.1716560265704, 972.159372263007, 5767.9766704618, 0.7059965545423299
5.0E-4, 0.17190770867682462, 1.1936620731892148E-4, -7.6401369007436655, 1.4503481458753338, 1.471693757647009, -0.0010836482247122642, 1.5010919745713474, -0.0011940355932402447, 3.8606874588101616E-5, 7.178049393987886E-5, 7.009671841563788, 0.1718912225260152, 4074.2178101365093, 972.6478555743939, 5770.8749198891865, 0.7059965545423298
6.0E-4, 0.20627300510090177, 1.4323944878270585E-4, -7.141588352444409, 1.4281006357634936, 1.6222633104210729, -0.0012582472496084562, 1.5012666680179587, -0.001406727072591923, 6.049825218031498E-5, 8.798157080315176E-5, 7.01100611111112, 0.20626946703121826, 4076.544797627943, 973.2033829170558, 5774.170952251472, 0.7059965545423298
7.0E-4, 0.2406366961856845, 1.6711269024649017E-4, -5.555284281351824, 1.8410368625175975, 1.8280018230814588, -0.0014241541666946804, 1.501443342055033, -0.0016154210498813184, 8.918654291030484E-5, 1.0208034027633312E-4, 7.013685308641974, 0.24064771153642134, 4081.2200365947024, 974.3195140045993, 5780.793136080386, 0.7059965545423299
8.0E-4, 0.27501871036043246, 1.9098593171027449E-4, -4.800044047908742, 2.404742217561708, 2.083858100961748, -0.0015229349350347763, 1.5015645735047922, -0.0018206928681456847, 1.2623530425071443E-4, 1.7152262886019402E-4, 7.015025771604939, 0.2750259560416244, 4083.5605051355087, 974.8782597107299, 5784.108263506643, 0.7059965545423299
9.0E-4, 0.3093742209261069, 2.148591731740588E-4, -5.840949854651574, 2.4550969810585532, 2.3536833096536967, -0.001652959933631868, 1.5017026805673874, -0.0020229727110088343, 1.7300016255298144E-4, 1.9701261482398485E-4, 7.017457654320989, 0.30940420054682743, 4087.808892924943, 975.8924875860195, 5790.125839317885, 0.7059965545423299
0.001, 0.3437354048943202, 2.38732414637843E-4, -2.6313964562675145, 2.176682425724122, 2.5867211179656904, -0.0018016970836483314, 1.501841748721088, -0.0022225944863660013, 2.2953467556668982E-4, 1.9136272715098007E-4, 7.020175318930036, 0.3437824450520305, 4092.5600137628426, 977.0267341358874, 5796.85550507522, 0.7059965545423298
0.0011, 0.37809164950515817, 2.626056561016274E-4, -3.357931888515112, 3.1363379808492735, 2.7451754625765523, -0.0017786934715921352, 1.5018621102787981, -0.0024198249427019227, 2.94653655798101E-4, 3.464778153116865E-4, 7.022995555555548, 0.3781606895572336, 4097.494345686536, 978.2047191106553, 5803.844677886256, 0.70599655454233
0.0012, 0.4124549024521281, 2.864788975654117E-4, -4.444944282393021, 2.5369066096856825, 2.825452849121671, -0.001962011099246109, 1.5020261225897176, -0.00261488210504646, 3.6651541015630246E-4, 2.8635559564404805E-4, 7.026248199588482, 0.41253893406243664, 4103.190147710265, 979.5644916810792, 5811.912425507804, 0.7059965545423298
0.0013, 0.4467719062441951, 3.10352139029196E-4, 1.0233578119353366, 2.7121738342022113, 2.86513795413871, -0.0019902884837199072, 1.5020691136799866, -0.002807947521593494, 4.435893325966606E-4, 3.74069705276926E-4, 7.030408137860086, 0.4469171785676397, 4110.482428769374, 981.3053955465381, 5822.241485914956, 0.7059965545423299
0.0014, 0.4810833361218619, 3.342253804929803E-4, 3.4836128500304255, 3.214141905906481, 2.931982403443456, -0.0019117467595958888, 1.5020246655197076, -0.002999174719602353, 5.252634747865135E-4, 5.621644852199504E-4, 7.033978106995883, 0.48129542307284273, 4116.747391414779, 982.8010452064915, 5831.1154139888195, 0.70599655454233
0.0015, 0.5153946024285333, 3.580986219567647E-4, 0.4810315784482748, 3.2666040337503124, 3.1037733787536723, -0.0018213902081944916, 1.5019440420448915, -0.003188695233083918, 6.134810137956386E-4, 7.538240110937879E-4, 7.039272417695479, 0.5156736675780458, 4126.050128097254, 985.0219099974389, 5844.292159148017, 0.7059965545423299
0.0016, 0.5497013674049174, 3.8197186342054886E-4, -1.7216904092268241, 2.4684318994219634, 3.4361398827076357, -0.0018846489377403672, 1.5019705578155937, -0.0033766230161081877, 7.116743938345048E-4, 7.802996845333158E-4, 7.046260679012345, 0.5500519120832489, 4138.350781870347, 987.9584747743136, 5861.715266518659, 0.7059965545423298
0.0017, 0.584018613991284, 4.0584510488433315E-4, 12.8790940166514, 4.232982098791461, 3.937222722925526, -0.0018990758310328702, 1.5021041028307702, -0.0035630577486152858, 8.233075846815086E-4, 8.406743329009072E-4, 7.051354218107001, 0.5844301565884519, 4147.331754937854, 990.102524160517, 5874.436253625072, 0.7059965545423301
0.0018, 0.6182653678207862, 4.297183463481176E-4, 17.27823281271647, 5.897483940866606, 4.566953895445863, -0.001264608768355185, 1.5016017646505024, -0.003748087361811589, 9.539124551584816E-4, 0.0015295661382979226, 7.059407006172838, 0.618808401093655, 4161.556996440607, 993.4985504132754, 5894.585419242425, 0.7059965545423298
0.0019, 0.6524911202221199, 4.535915878119019E-4, 13.734840612092235, 4.781378002912023, 5.238172511907578, -0.001068383568520387, 1.501343521038903, -0.003931790000723226, 0.0011053493589735439, 0.0017580570732292952, 7.067281851851851, 0.6531866455988581, 4175.499324654011, 996.8270360933348, 5914.33385586538, 0.7059965545423298
