This fits B3 to B6 into the virial expansion since maxPower is set to 4.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.06876286805997005, 4.774648292756861E-5, -9.12619814160975, 1.008613574920776, 1.1188614774705283, -4.888362726274198E-4, 1.5004888641581684, -5.213638970822166E-4, 7.142006580905808E-6, 2.538561787389105E-5, 7.00649922839506, 0.06875648901040608, 4068.6882784057207, 971.3277771124862, 5763.042683746938, 0.70599655454233
3.0E-4, 0.10314618467988333, 7.161972439135293E-5, -8.423868606960502, 1.0795749520902953, 1.162709789382296, -7.015895983834335E-4, 1.5007022489185904, -7.530065463303081E-4, 1.4746511751904625E-5, 3.6670436194970077E-5, 7.007481100823048, 0.10313473351560913, 4070.399044042294, 971.7361923237847, 5765.465876361076, 0.7059965545423299
4.0E-4, 0.1375286107392355, 9.549296585513724E-5, -8.082284853500179, 1.3492071385988713, 1.2221261039869238, -8.918314029078314E-4, 1.5008967638072237, -9.765371141186377E-4, 2.487182253249212E-5, 5.983388867831423E-5, 7.008463827160491, 0.13751297802081217, 4072.111777598302, 972.1450773412417, 5767.891856410112, 0.7059965545423299
5.0E-4, 0.17190132173972017, 1.1936620731892148E-4, -7.869853720526446, 1.4670361128468592, 1.3082958902165744, -0.0010877026885555395, 1.5010955458617123, -0.0011940355932402447, 3.8082128251213996E-5, 6.825077643349122E-5, 7.010179742798349, 0.1718912225260152, 4075.103493621449, 972.8592969313585, 5772.129435197003, 0.70599655454233
6.0E-4, 0.20627327381420818, 1.4323944878270585E-4, -7.121267042296132, 1.4409002669035686, 1.4265699479570637, -0.0012675156775808097, 1.5012764804848269, -0.001406727072591923, 5.5220137126375186E-5, 8.399125788473787E-5, 7.011565174897115, 0.20626946703121826, 4077.520077182852, 973.4362137601463, 5775.552374793317, 0.7059965545423298
7.0E-4, 0.24065747283997976, 1.6711269024649017E-4, -6.400647316512338, 1.7182188128641056, 1.5779996967728627, -0.0014274944546670708, 1.5014456595107044, -0.0016154210498813184, 7.730257160049233E-5, 1.1062402361375526E-4, 7.012887808641975, 0.24064771153642134, 4079.8280139581434, 973.987193079343, 5778.821423006713, 0.7059965545423299
8.0E-4, 0.2749960129837628, 1.9098593171027449E-4, -6.1409303330530935, 1.7358581047933437, 1.7604417069142713, -0.0015727433169632295, 1.501594589065724, -0.0018206928681456847, 1.0544757768494774E-4, 1.425019734975076E-4, 7.015361769547328, 0.2750259560416244, 4084.1473028284286, 975.0183473408646, 5784.939425768195, 0.7059965545423296
9.0E-4, 0.3093773483130403, 2.148591731740588E-4, -4.687165525432147, 1.7677128642588698, 1.9683471538386366, -0.0017202673969458637, 1.50174380884187, -0.0020229727110088343, 1.4053235849673435E-4, 1.6217295556623636E-4, 7.017047973251038, 0.30940420054682743, 4087.0929925649743, 975.721578964444, 5789.111811196413, 0.7059965545423298
0.001, 0.343741783612631, 2.38732414637843E-4, -3.807419112706729, 2.441963900970597, 2.1961838863177383, -0.001795932156194385, 1.5018497569522467, -0.0022225944863660013, 1.8361682161938396E-4, 2.430455085522324E-4, 7.0205486522633755, 0.3437824450520305, 4093.2129762276318, 977.1826174417744, 5797.780385601319, 0.7059965545423299
0.0011, 0.3780896930027927, 2.626056561016274E-4, -5.504844030877069, 2.5096720395707353, 2.4360045058071504, -0.0019013617771685893, 1.501958293050702, -0.0024198249427019227, 2.3514561769711337E-4, 2.833175478362198E-4, 7.023091790123455, 0.3781606895572336, 4097.662789193889, 978.2449320358958, 5804.083267587963, 0.7059965545423298
0.0012, 0.41243841979772444, 2.864788975654117E-4, -4.198245022386285, 2.2083375710549786, 2.681707703135764, -0.0020581050949095205, 1.5021118123942243, -0.00261488210504646, 2.956646471262553E-4, 2.611123630106841E-4, 7.025529444444449, 0.41253893406243664, 4101.931060102182, 979.2639066561609, 5810.129006594521, 0.7059965545423298
0.0013, 0.446766082336767, 3.10352139029196E-4, 0.2663960067493685, 2.77268682675021, 2.929492367320778, -0.0021007663837235226, 1.5021826213523428, -0.002807947521593494, 3.6582034972420597E-4, 3.4136078814576553E-4, 7.02986360082305, 0.4469171785676397, 4109.527376153991, 981.0773935295616, 5820.888713568918, 0.7059965545423299
0.0014, 0.48112349765612605, 3.342253804929803E-4, 2.3074192130159323, 2.9094122414044508, 3.176249885684293, -0.002043911774424695, 1.502138566073063, -0.002999174719602353, 4.455922197362255E-4, 5.096707254414322E-4, 7.0342023559670785, 0.48129542307284273, 4117.141139782381, 982.895045705049, 5831.673133945199, 0.7059965545423298
0.0015, 0.5154189722880146, 3.580986219567647E-4, 3.761420102345192, 4.067486075966326, 3.423247328301599, -0.0019888905718515974, 1.5021577489339992, -0.003188695233083918, 5.351300059977676E-4, 6.646746552345535E-4, 7.038479310699592, 0.5156736675780458, 4124.655652783295, 984.6890035385846, 5842.316972010081, 0.7059965545423299
0.0016, 0.5496904756151484, 3.8197186342054886E-4, -0.9813196560290831, 3.576429289987763, 3.6787804554475008, -0.0018614045770455065, 1.5020163146223273, -0.0033766230161081877, 6.355918333644713E-4, 8.796266056982099E-4, 7.046341481481488, 0.5500519120832489, 4138.493152190373, 987.992463184586, 5861.916925179893, 0.7059965545423298
0.0017, 0.5840299895395367, 4.0584510488433315E-4, -6.200615971124181, 3.9254715510438234, 3.949943480986437, -0.002032523211048234, 1.5022163740001677, -0.0035630577486152858, 7.457348325633159E-4, 7.84799705003736E-4, 7.0508107201646055, 0.5844301565884519, 4146.372835924671, 989.8735991090574, 5873.078004768171, 0.70599655454233
0.0018, 0.618284512765403, 4.297183463481176E-4, 20.37865854503293, 3.7316372004389518, 4.260142244168469, -0.002153117869927655, 1.5023269421195233, -0.003748087361811589, 8.685441622146117E-4, 7.264253296693224E-4, 7.059673919753093, 0.618808401093655, 4162.029055102878, 993.6112461175703, 5895.254060837395, 0.7059965545423297
0.0019, 0.6525027340511975, 4.535915878119019E-4, 22.029817422744564, 5.045084004783123, 4.630914213009183, -0.0010538500600329622, 1.501340355649019, -0.003931790000723226, 0.0010035882649203356, 0.0018743516757699287, 7.066699444444442, 0.6531866455988581, 4174.467113945332, 996.5806139384368, 5912.871793901993, 0.7059965545423298
0.002, 0.6866616571911335, 4.7746482927568624E-4, 5.502977079655238, 5.166990995899984, 5.1007554983219965, -0.0010938521565429056, 1.501403569074467, -0.004114235572503025, 0.0011549867570226002, 0.001865396658937519, 7.077316574074072, 0.687564890104061, 4193.310768154633, 1001.0792050084237, 5939.562652501884, 0.70599655454233
0.0021, 0.7209903291005497, 5.013380707394704E-4, 14.870767849801558, 6.536462538896162, 5.698335086746169, -7.878033607429846E-4, 1.5012163393901512, -0.0042954869843524115, 0.0013182038949037748, 0.002189479728705652, 7.0732995370370375, 0.721943134609264, 4186.1745356431775, 999.3755549895469, 5929.454625110616, 0.7059965545423299
0.0022, 0.7552365767048148, 5.252113122032547E-4, 11.261960990966143, 6.7199467692563655, 6.500770478962621, -3.799525971262671E-4, 1.5008225950816836, -0.0044756011451519695, 0.0015087443926598103, 0.002586904155365892, 7.081044938271613, 0.756321379114467, 4199.941428456002, 1002.6621585528128, 5948.95456845205, 0.7059965545423301
0.0023, 0.7893013836892332, 5.490845536670391E-4, 49.43802980338693, 6.59919338057191, 7.567314244622967, -2.3873285230135988E-4, 1.5006582188758235, -0.004654629784629776, 0.0017293665346013367, 0.002686530397727079, 7.091459557613165, 0.79069962361967, 4218.50019597831, 1007.092737936116, 5975.241902863109, 0.7059965545423299
0.0024, 0.8230904309441652, 5.729577951308231E-4, 97.25785237089165, 8.859965785826684, 8.981508356863714, 0.0019987939581374067, 1.498658587060546, -0.004832620129818146, 0.0019909484411522902, 0.004840465646803262, 7.108705267489704, 0.8250778681248729, 4249.351995855301, 1014.4580626166734, 6018.941549381908, 0.70599655454233
0.0025, 0.8566509019615918, 5.968310365946075E-4, 184.8621442067844, 10.47297659400671, 10.84052089125777, 0.004435643525052467, 1.496411018258282, -0.005009615468588517, 0.002307026036405384, 0.0071382329572356, 7.136010442386834, 0.8594561126300759, 4298.506748224362, 1026.1928953406646, 6088.566184307964, 0.7059965545423298
0.0026, 0.8894845046512363, 6.207042780583919E-4, 340.4729605255398, 13.363862170103927, 13.258989963028615, 0.010875457257451747, 1.4903423204827215, -0.005185655622889315, 0.002695516731873208, 0.013365596148467853, 7.1776921296296265, 0.8938343571352789, 4374.270756187847, 1044.2802199044281, 6195.881166903878, 0.7059965545423297
0.0027, 0.9208301596407619, 6.445775195221761E-4, 665.6340667971429, 16.489864881396535, 16.369667249082426, 0.02077264761583813, 1.4809188310928034, -0.005360777349080229, 0.00318030965910719, 0.022953115305811164, 7.239932222222217, 0.9282126016404819, 4489.052491232272, 1071.6823406679048, 6358.462321593552, 0.7059965545423299
0.0028, 0.9484174098570336, 6.684507609859605E-4, 1083.670183065921, 21.109132616993083, 20.322293627711115, 0.0427824768802919, 1.4598165853698848, -0.005535014678884134, 0.0037902522618113166, 0.04452723929736472, 7.327768302469135, 0.9625908461456849, 4654.4285604404695, 1111.162968993293, 6592.707188858387, 0.7059965545423298
0.0029, 0.9674348797118629, 6.923240024497446E-4, 1224.0615944849894, 24.72884307211586, 25.251010419925674, 0.07267587617118888, 1.4309678261083156, -0.005708399211575585, 0.004535390414704091, 0.07384888496806037, 7.419054341563786, 0.9969690906508879, 4830.552856571061, 1153.2095474849395, 6842.17624787492, 0.7059965545423301
