This fits B3 to B8 into the virial expansion since maxPower is set to 6.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.06876445852250113, 4.774648292756861E-5, -9.0245041535552, 1.176920690890979, 1.1740697775062954, -4.8821770219158536E-4, 1.5004893905948062, -5.213638970822166E-4, 8.993645107781781E-6, 2.4152549782849497E-5, 7.006217201646089, 0.06875648901040608, 4068.1969776708834, 971.210487701745, 5762.346786958666, 0.7059965545423299
3.0E-4, 0.10314652091092902, 7.161972439135293E-5, -8.353616518976942, 1.120962325344763, 1.2326469510403149, -6.957347373981847E-4, 1.5006968723232421, -7.530065463303081E-4, 1.9390818732881546E-5, 3.7880990199241914E-5, 7.007524382716053, 0.10313473351560913, 4070.4744672913316, 971.7541982981473, 5765.572708679945, 0.7059965545423302
4.0E-4, 0.13751664251735982, 9.549296585513724E-5, -7.920328778240595, 1.6090840025630633, 1.2798795207556672, -8.881290271366232E-4, 1.5008958295400503, -9.765371141186377E-4, 3.288899646575444E-5, 5.5519090516259996E-5, 7.008651635802462, 0.13751297802081217, 4072.4391524536236, 972.2232323309444, 5768.3555624341925, 0.7059965545423299
5.0E-4, 0.17189852107677547, 1.1936620731892148E-4, -7.634254591946943, 1.2772776900610203, 1.3312086811780572, -0.0010743834225956407, 1.50107904454044, -0.0011940355932402447, 4.922462136945504E-5, 7.04275492751489E-5, 7.0099133333333326, 0.1718912225260152, 4074.6389100056567, 972.7483857629591, 5771.471381538239, 0.7059965545423298
6.0E-4, 0.2062566328615949, 1.4323944878270585E-4, -6.487907509845722, 1.438325428066118, 1.4033345396541936, -0.0012527412925575437, 1.5012613982508152, -0.001406727072591923, 6.861140077047652E-5, 8.537437926390258E-5, 7.011172273662558, 0.20626946703121826, 4076.834649809425, 973.2725800282292, 5774.581509752945, 0.70599655454233
7.0E-4, 0.24065104355301115, 1.6711269024649017E-4, -5.831773066772955, 1.7630830102722248, 1.5109651590306477, -0.001383935537644319, 1.5014041756803742, -0.0016154210498813184, 9.179834142687612E-5, 1.3968717081012328E-4, 7.01336867283951, 0.24064771153642134, 4080.667316311846, 974.1875617568537, 5780.010242340608, 0.7059965545423299
8.0E-4, 0.27503499908558804, 1.9098593171027449E-4, -7.43167525658376, 1.8875246130639243, 1.6636501080889616, -0.0015307191413033937, 1.5015590782994905, -0.0018206928681456847, 1.1986784346145332E-4, 1.7010588338083765E-4, 7.015440267489713, 0.2750259560416244, 4084.284402278544, 975.0510774236361, 5785.13361857159, 0.7059965545423299
9.0E-4, 0.30936536999803715, 2.148591731740588E-4, -5.918655351668322, 1.5608764565746038, 1.8652409767061235, -0.0017381979973987798, 1.5017546003285265, -0.0020229727110088343, 1.5415024501568358E-4, 1.3062446859437104E-4, 7.016853755144041, 0.30940420054682743, 4086.7536338359682, 975.64056303564, 5788.631130764161, 0.7059965545423298
0.001, 0.3437577563684089, 2.38732414637843E-4, -3.219788978596321, 1.9208157528168939, 2.1148426423398314, -0.0018125015134739441, 1.5018449697035405, -0.0022225944863660013, 1.963455622208907E-4, 2.137474106711664E-4, 7.020174711934157, 0.3437824450520305, 4092.55895217959, 977.0264807015542, 5796.854001408885, 0.7059965545423297
0.0011, 0.3781199992914391, 2.626056561016274E-4, -3.8564314925833485, 2.1633556149488964, 2.404601475767512, -0.001890954155006337, 1.5019339906395572, -0.0024198249427019227, 2.4770610577351055E-4, 2.811646819220752E-4, 7.023022932098762, 0.3781606895572336, 4097.542263558934, 978.2161586600372, 5803.9125505580005, 0.7059965545423298
0.0012, 0.41243068749233003, 2.864788975654117E-4, -1.9266319172379416, 1.9666630954093087, 2.7238893362949863, -0.001995625172476385, 1.5020374689323124, -0.00261488210504646, 3.0952096488583934E-4, 3.0973596768423537E-4, 7.026003261316864, 0.41253893406243664, 4102.761045333434, 979.4620510345314, 5811.3046288067135, 0.70599655454233
0.0013, 0.44678936880099446, 3.10352139029196E-4, -1.83036061913664, 3.442195984797664, 3.0604104819966946, -0.0019817093165690547, 1.5020955679746233, -0.002807947521593494, 3.8289214548453687E-4, 4.433460595399025E-4, 7.030015144032911, 0.4469171785676397, 4109.793149900183, 981.1408423377375, 5821.2651654715255, 0.70599655454233
0.0014, 0.4811094139554319, 3.342253804929803E-4, 4.071317210580851, 3.120574584241456, 3.4010065022306164, -0.0020816814271633257, 1.5021834891474457, -0.002999174719602353, 4.681891505671612E-4, 4.4930414187186623E-4, 7.033410411522638, 0.48129542307284273, 4115.750713485282, 982.5631058777666, 5829.7036819866125, 0.7059965545423298
0.0015, 0.5154107537004797, 3.580986219567647E-4, 10.036783540288532, 4.523367184223858, 3.737807175731906, -0.0017854837137795895, 1.5019817469157073, -0.003188695233083918, 5.662904554796543E-4, 8.369210638246741E-4, 7.038966234567896, 0.5156736675780458, 4125.511746326346, 984.893380817273, 5843.529575014361, 0.7059965545423301
0.0016, 0.5497211739221449, 3.8197186342054886E-4, -2.8004304496566075, 4.252069329430846, 4.0659310896840415, -0.0015998829593709962, 1.5018031011359025, -0.0033766230161081877, 6.770279887699401E-4, 0.0010997120679672513, 7.044892613168722, 0.5500519120832489, 4135.940806934249, 987.3831356386021, 5858.301687627101, 0.7059965545423297
0.0017, 0.5839487852977222, 4.0584510488433315E-4, 7.380183224582988, 4.038693964533215, 4.3898683317581515, -0.0019158369651142136, 1.5021039500165998, -0.0035630577486152858, 8.00694810980877E-4, 8.465259725201954E-4, 7.051894218106994, 0.5844301565884519, 4148.284648775189, 990.3300108071975, 5875.785968196915, 0.7059965545423298
0.0018, 0.618288928519766, 4.297183463481176E-4, 16.72561619664076, 5.455745387837204, 4.723841158317335, -0.0012429935080897024, 1.5015533637949308, -0.003748087361811589, 9.376203138980216E-4, 0.001567473539823865, 7.059911008230443, 0.618808401093655, 4162.448395549235, 993.7113562748843, 5895.8480303740125, 0.7059965545423299
0.0019, 0.6524800255606105, 4.535915878119019E-4, 4.930416136956462, 4.476418714810887, 5.093911931516581, -0.0011113814529997905, 1.5013702843892551, -0.003931790000723226, 0.0010885647803394675, 0.001731843767383968, 7.068761574074073, 0.6531866455988581, 4178.12262722276, 997.4533034498978, 5918.049600017203, 0.70599655454233
0.002, 0.6867507476948161, 4.7746482927568624E-4, 10.878599316090273, 6.16092136971248, 5.534635154522126, -0.0010025636867434244, 1.5013821427957672, -0.004114235572503025, 0.0012527189577061604, 0.0018589529280534404, 7.072434948559678, 0.687564890104061, 4184.639661062605, 999.0091306747607, 5927.280571185427, 0.70599655454233
0.0021, 0.7209805033099416, 5.013380707394704E-4, 20.734026074232535, 6.267700501049108, 6.102256839574077, -5.883043336110485E-4, 1.5009951996032496, -0.0042954869843524115, 0.0014340312184026116, 0.0022731514323387513, 7.075179403292183, 0.721943134609264, 4189.513093490173, 1000.1725769657683, 5934.183483665965, 0.7059965545423301
0.0022, 0.7551588913595134, 5.252113122032547E-4, 29.167617168203734, 6.838668802856598, 6.86665450155961, -7.205282889252967E-6, 1.5004580981939304, -0.0044756011451519695, 0.001638305205746162, 0.0028300906565165546, 7.080465339506176, 0.756321379114467, 4198.910190139184, 1002.4159685393719, 5947.493883820969, 0.7059965545423299
0.0023, 0.7892565027830772, 5.490845536670391E-4, 51.66359073298733, 7.4515881493029035, 7.910565791447746, 8.153516166103415E-4, 1.4997059118623213, -0.004654629784629776, 0.0018740927243757512, 0.003595888676864366, 7.092129825102883, 0.79069962361967, 4219.696476140168, 1007.3783287877395, 5976.936358953808, 0.7059965545423301
0.0024, 0.823148135599927, 5.729577951308231E-4, 77.63336580393518, 9.374186411966004, 9.323474769078155, 0.0024792085760544785, 1.4982401328500299, -0.004832620129818146, 0.0021508874744081852, 0.005160941231464439, 7.110438117283948, 0.8250778681248729, 4252.4602765719765, 1015.2001099775376, 6023.3442347727605, 0.70599655454233
0.0025, 0.8566927303623797, 5.968310365946075E-4, 165.85645229324135, 10.334128990414285, 11.200803395493615, 0.004552261597169096, 1.4962687096385543, -0.005009615468588517, 0.002480943188787315, 0.007080933876970298, 7.135827448559671, 0.8594561126300759, 4298.176067641938, 1026.1139511667486, 6088.097795928024, 0.7059965545423299
0.0026, 0.8894906726273728, 6.207042780583919E-4, 358.26651132739335, 13.308965542960744, 13.649661780520603, 0.01044782499606611, 1.4907447656083148, -0.005185655622889315, 0.0028859791391409456, 0.01274750147981448, 7.17815275720164, 0.8938343571352789, 4375.11296521161, 1044.4812824983007, 6197.0741033542645, 0.70599655454233
0.0027, 0.9207828212744142, 6.445775195221761E-4, 660.5330010464045, 16.62896359852076, 16.76324441985517, 0.02173873856056364, 1.4799876657079485, -0.005360777349080229, 0.0033874251346033106, 0.023712090775040558, 7.239963179012349, 0.9282126016404819, 4489.110074886013, 1071.696087752606, 6358.543885240528, 0.7059965545423299
0.0028, 0.9484117660722615, 6.684507609859605E-4, 1137.513039650191, 21.269433551605513, 20.62513260042133, 0.04211044006121991, 1.4605328497470669, -0.005535014678884134, 0.0040140030744177865, 0.04363145166568626, 7.328044207818936, 0.9625908461456849, 4654.954326283386, 1111.2884863425063, 6593.45190331844, 0.7059965545423299
0.0029, 0.9674334262928652, 6.923240024497446E-4, 1130.606518122112, 27.025186896420184, 25.25611975020451, 0.07621124608796725, 1.4281080337373635, -0.005708399211575585, 0.004771423717535743, 0.07714822158200708, 7.419281255144042, 0.9969690906508879, 4830.996101027111, 1153.3153643042072, 6842.804075947449, 0.70599655454233
