phi0, phi, rho, Z_fit_curve, F_ex_fit_per_V, mu_kT, PV_NkT, alpha
1.0000000000000005E-4, 0.03438540875238882, 2.387324146378431E-5, 1.0951961390173601, 2.313914552876435E-6, 207.57226748065253, 293.9706610394148, 7.005740216049381
1.0581162324649302E-4, 0.036383389600752054, 2.5260664314385E-5, 1.1003493887867986, 2.587913051732742E-6, 191.00807648849405, 261.7189461387678, 7.005767936655202
1.1162324649298601E-4, 0.0383813704491153, 2.6648087164985692E-5, 1.105439203030918, 2.8766694228435865E-6, 175.24003671895457, 232.7384819804345, 7.0057956572610225
1.1743486973947899E-4, 0.040379351297478536, 2.8035510015586382E-5, 1.1104634786595222, 3.1800639857204167E-6, 160.24224762349402, 206.59714775311036, 7.005823377866843
1.2324649298597198E-4, 0.04237733214584178, 2.9422932866187073E-5, 1.1154203429085396, 3.4979728181075974E-6, 145.98938846810785, 182.94123048940642, 7.005851098472664
1.2905811623246496E-4, 0.04437531299420502, 3.081035571678776E-5, 1.1203081472892813, 3.830268158780326E-6, 132.45670967933876, 161.47786710563574, 7.005878819078485
1.3486973947895794E-4, 0.04637329384256826, 3.2197778567388454E-5, 1.1251254616112947, 4.1768188002602144E-6, 119.62002426847347, 141.96202415591287, 7.005906539684306
1.4068136272545094E-4, 0.0483712746909315, 3.3585201417989144E-5, 1.129871068078464, 4.537490471567647E-6, 107.45569933359714, 124.1867031315821, 7.005934260290126
1.4649298597194392E-4, 0.050369255539294736, 3.4972624268589835E-5, 1.1345439554580108, 4.912146211129405E-6, 95.94064763918311, 107.9754755845202, 7.005961980895947
1.523046092184369E-4, 0.05236723638765798, 3.6360047119190525E-5, 1.1391433133220386, 5.300646729959569E-6, 85.05231927289117, 93.1767257835209, 7.005989701501767
1.5811623246492988E-4, 0.05436521723602122, 3.7747469969791216E-5, 1.1436685263612791, 5.7028507652311105E-6, 74.76869337925054, 79.65916159320507, 7.006017422107588
1.639278557114229E-4, 0.05636319808438447, 3.913489282039191E-5, 1.1481191687706829, 6.118615424355015E-6, 65.06826996990121, 67.3082788614476, 7.0060451427134085
1.6973947895791589E-4, 0.05836117893274771, 4.0522315670992603E-5, 1.1524949987065112, 6.5477965196832794E-6, 55.93006181007239, 56.023550803899624, 7.006072863319229
1.7555110220440886E-4, 0.06035915978111095, 4.1909738521593294E-5, 1.156795952814572, 6.99024889395153E-6, 47.33358638096686, 45.71617439310455, 7.00610058392505
1.8136272545090187E-4, 0.062357140629474186, 4.3297161372193984E-5, 1.1610221408292618, 7.4458267365764715E-6, 39.25885791773358, 36.30724882512925, 7.00612830453087
1.8717434869739485E-4, 0.06435512147783742, 4.4684584222794675E-5, 1.1651738402430463, 7.914383890922766E-6, 31.686379522697738, 27.72629216768219, 7.006156025136692
1.9298597194388782E-4, 0.06635310232620067, 4.6072007073395365E-5, 1.1692514910460483, 8.3957741526535E-6, 24.59713535352663, 19.910024914486222, 7.006183745742512
1.987975951903808E-4, 0.06835108317456391, 4.7459429923996056E-5, 1.1732556905353793, 8.889851559277771E-6, 17.97258288600617, 12.80136583980639, 7.006211466348333
2.046092184368738E-4, 0.07034920288108598, 4.8846852774596746E-5, 1.1771904442281407, 9.396629718034758E-6, 11.794645251101032, 6.348597955015568, 7.006277452476969
2.1042084168336678E-4, 0.07234735881147558, 5.023427562519744E-5, 1.181054451310358, 9.915867150290019E-6, 6.045703645976138, 0.504671692794656, 7.006353420915905
2.1623246492985976E-4, 0.07434551474186518, 5.162169847579813E-5, 1.1848479252966424, 1.0447382075337299E-5, 0.7085898186537859, -4.77338048704159, 7.006429389354841
2.2204408817635274E-4, 0.07634367067225477, 5.300912132639882E-5, 1.188572042198491, 1.0991033193253685E-5, -4.233421374020085, -9.524938472746028, 7.006505357793776
2.2785571142284574E-4, 0.07834182660264437, 5.439654417699951E-5, 1.1922281104150472, 1.154668076564902E-5, -8.796619335422761, -13.786214096492731, 7.006581326232712
