This fits B3 to B5 into the virial expansion since maxPower is set to 3.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.06876556327243911, 4.774648292756861E-5, -8.911573572898073, 1.0665431915238146, 1.2031183693860314, -4.878384964756438E-4, 1.5004881842302287, -5.213638970822166E-4, 9.541257948154963E-6, 2.398414265841783E-5, 7.006301903292185, 0.06875648901040608, 4068.3445268275473, 971.2457124681932, 5762.555781118362, 0.7059965545423298
3.0E-4, 0.10314451208342434, 7.161972439135293E-5, -8.248144335850093, 1.4451744364168528, 1.304755550875534, -6.907785480383238E-4, 1.5006953819928293, -7.530065463303081E-4, 2.1602044279583585E-5, 4.06259540124007E-5, 7.007426460905352, 0.10313473351560913, 4070.303829571626, 971.7134615432936, 5765.331011013567, 0.7059965545423299
4.0E-4, 0.13752625482066436, 9.549296585513724E-5, -7.78802285469568, 1.0041644776627887, 1.4023116875567563, -8.825903581941785E-4, 1.5008826456376416, -9.765371141186377E-4, 3.847706995267109E-5, 5.5469685971788155E-5, 7.008496275720167, 0.13751297802081217, 4072.16833839838, 972.1585802376183, 5767.971971248794, 0.70599655454233
5.0E-4, 0.17189309484941345, 1.1936620731892148E-4, -7.072521355751622, 1.286500800907187, 1.4944373969640092, -0.0010631541874895573, 1.5010677551104594, -0.0011940355932402447, 6.003167883525637E-5, 7.084972691543106E-5, 7.009636286008226, 0.1718912225260152, 4074.155812793607, 972.6330547990216, 5770.787104527334, 0.70599655454233
6.0E-4, 0.20626979424404274, 1.4323944878270585E-4, -7.154377958470993, 1.5681123308861635, 1.5813607782208385, -0.0012205682688770567, 1.5012329799600623, -0.001406727072591923, 8.612968900034446E-5, 1.0002911471452176E-4, 7.011705380658434, 0.20626946703121826, 4077.764688717203, 973.4946104623901, 5775.898851745331, 0.7059965545423299
7.0E-4, 0.24062720379721345, 1.6711269024649017E-4, -6.861443762894577, 1.487439158571939, 1.6640195211329951, -0.0014049225812161957, 1.5014161587952592, -0.0016154210498813184, 1.1655044967160637E-4, 9.394801899351638E-5, 7.012723621399182, 0.24064771153642134, 4079.5414672252114, 973.9187850858835, 5778.415547466544, 0.70599655454233
8.0E-4, 0.27502560419226213, 1.9098593171027449E-4, -6.358092134346347, 1.517502600287982, 1.745746060119344, -0.0015481996357466694, 1.5015618611891444, -0.0018206928681456847, 1.512761245189625E-4, 1.2121710788005294E-4, 7.014797777777777, 0.2750259560416244, 4083.162361339794, 974.7832098810059, 5783.544317701025, 0.70599655454233
9.0E-4, 0.3093723246957552, 2.148591731740588E-4, -4.9882906523204325, 1.7170838662372099, 1.8304809019174957, -0.0017083362395257614, 1.501728173550476, -0.0020229727110088343, 1.9026395620301947E-4, 1.2437251528005336E-4, 7.0169826748971245, 0.30940420054682743, 4086.9788941739303, 975.6943399800438, 5788.950197955795, 0.7059965545423299
0.001, 0.343749569729451, 2.38732414637843E-4, -3.3525106895020036, 2.0806459050400417, 1.924052054105009, -0.0017859706191114934, 1.5018229277976243, -0.0022225944863660013, 2.3371015899697033E-4, 2.029137082575374E-4, 7.019997304526751, 0.3437824450520305, 4092.248689847712, 976.9524110258938, 5796.414534204857, 0.7059965545423297
0.0011, 0.3781139938946195, 2.626056561016274E-4, -3.337149168463112, 1.924325544368223, 2.0329386663139415, -0.0018677993048961923, 1.5019013863360706, -0.0024198249427019227, 2.8181347589365793E-4, 2.7021216191207243E-4, 7.022633271604934, 0.3781606895572336, 4096.8602658900345, 978.0533437097635, 5802.946543479763, 0.7059965545423298
