This fits B3 to B5 into the virial expansion since maxPower is set to 3.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0012, 0.4124567078282206, 2.864788975654117E-4, -1.1741272838154035, 3.036953397831666, 2.16593642859062, -0.0019444262437258136, 1.502032526608185, -0.00261488210504646, 3.3521542140932544E-4, 3.3524043991132096E-4, 7.025974886831274, 0.41253893406243664, 4102.711338582797, 979.4501844219282, 5811.234222300738, 0.7059965545423299
0.0013, 0.44679359978630334, 3.10352139029196E-4, -3.017632436011821, 2.8514210430910367, 2.333215196911796, -0.0019223939260062657, 1.502009726910058, -0.002807947521593494, 3.948723177765764E-4, 4.906812778106518E-4, 7.030838395061726, 0.4469171785676397, 4111.237152906264, 981.4855726621233, 5823.310505490241, 0.70599655454233
0.0014, 0.4810923095614277, 3.342253804929803E-4, -3.430810825763528, 2.506049167262823, 2.5448709534499323, -0.0020865968212575173, 1.502166939037621, -0.002999174719602353, 4.6157856610682947E-4, 4.5099933223800604E-4, 7.035203312757199, 0.48129542307284273, 4118.898979529979, 983.3146990325395, 5834.163004095823, 0.7059965545423298
0.0015, 0.5154093605325037, 3.580986219567647E-4, 0.6443439025452165, 2.95788516639219, 2.8137451190188565, -0.0020839318293698656, 1.5021946949333895, -0.003188695233083918, 5.368850911457086E-4, 5.678783125683438E-4, 7.0398711316872395, 0.5156736675780458, 4127.103021313138, 985.2732697372227, 5845.783516590359, 0.7059965545423298
0.0016, 0.5496687997558068, 3.8197186342054886E-4, 9.691268736264949, 3.9608085435070706, 3.1535798813647573, -0.002053075755625917, 1.5022275739161035, -0.0033766230161081877, 6.225539798809156E-4, 7.009932806013551E-4, 7.044621162551435, 0.5500519120832489, 4135.46273275152, 987.2690038345831, 5857.62452542333, 0.7059965545423297
0.0017, 0.5840114588003873, 4.0584510488433315E-4, 7.719602426838294, 4.384077195375429, 3.580612368742939, -0.001617547148716068, 1.5018280514994151, -0.0035630577486152858, 7.212211013887817E-4, 0.001224289498510436, 7.0508816255144025, 0.5844301565884519, 4146.497929187514, 989.903462925751, 5873.255191557596, 0.7059965545423299
0.0018, 0.6182410021072474, 4.297183463481176E-4, 12.016496169667676, 3.9171151772851553, 4.112022393159362, -0.0016792039606681622, 1.5018816631505543, -0.003748087361811589, 8.359314895221785E-4, 0.0012329519116212487, 7.0592897942386905, 0.618808401093655, 4161.349708755437, 993.4490641236702, 5894.291809190312, 0.70599655454233
0.0019, 0.6524539049859633, 4.535915878119019E-4, 35.02443316543405, 5.644905088459627, 4.764194228581417, -0.0010372698159241717, 1.5013821575164652, -0.003931790000723226, 9.692446873802356E-4, 0.001925275497418819, 7.067450833333339, 0.6531866455988581, 4175.798845296107, 996.8985413794563, 5914.758108137108, 0.7059965545423298
0.002, 0.6866869597024179, 4.7746482927568624E-4, 2.44777869063355, 6.858344737136317, 5.558232947638958, 1.1867357927095555E-6, 1.5004653892920738, -0.004114235572503025, 0.0011258003783448365, 0.002989621929950898, 7.0776454320987625, 0.687564890104061, 4193.895340553005, 1001.2187613886177, 5940.390662772772, 0.7059965545423299
0.0021, 0.7210341269832924, 5.013380707394704E-4, 0.06622433325123767, 6.23880119771535, 6.5022733505203405, -9.162913474737703E-4, 1.50131469859906, -0.0042954869843524115, 0.001303590962347043, 0.002075604674531598, 7.075126059670785, 0.721943134609264, 4189.418333158623, 1000.1499546030054, 5934.049261578139, 0.7059965545423299
0.0022, 0.7552009759808331, 5.252113122032547E-4, 36.42950131636048, 6.9768170641101825, 7.635947814668605, 7.786034527885836E-6, 1.5004631436217715, -0.0044756011451519695, 0.0015161173442415914, 0.002967269835438264, 7.08069868312757, 0.756321379114467, 4199.325341327534, 1002.5150785850066, 5948.08191953542, 0.7059965545423299
0.0023, 0.7892581362686144, 5.490845536670391E-4, 46.025687571866875, 7.4594425767610595, 8.980750938748042, 8.331718856751883E-4, 1.4996826978667341, -0.004654629784629776, 0.0017683554573430663, 0.0037194462129618976, 7.0911908230452605, 0.79069962361967, 4218.02062734021, 1006.9782493571577, 5974.562623856697, 0.7059965545423298
0.0024, 0.8230979629554107, 5.729577951308231E-4, 87.96031865395246, 8.827222615185619, 10.56447627007938, 0.0022230943896074606, 1.4984287809666652, -0.004832620129818146, 0.0020686894149807736, 0.004987025104444833, 7.108875946502056, 0.8250778681248729, 4249.658082233222, 1014.5311353567622, 6019.375101608125, 0.7059965545423297
0.0025, 0.8567136560453061, 5.968310365946075E-4, 177.02074995720463, 10.799036929538415, 12.417733268684252, 0.005062952023296798, 1.495796196400985, -0.005009615468588517, 0.002427405227855307, 0.007645162264030008, 7.136921944444445, 0.8594561126300759, 4300.154138569955, 1026.586180815719, 6090.899609782907, 0.70599655454233
0.0026, 0.8895107153496622, 6.207042780583919E-4, 321.06659295093607, 13.080805284480178, 14.572385834999796, 0.010722699237712359, 1.4904467438218558, -0.005185655622889315, 0.002855535826366883, 0.013052819034234789, 7.177158549382715, 0.8938343571352789, 4373.295296002052, 1044.0473459388902, 6194.49948850967, 0.7059965545423299
0.0027, 0.9208091281347308, 6.445775195221761E-4, 677.0791886620945, 16.569035776410644, 17.071836429246783, 0.020470112481866917, 1.4812340785088123, -0.005360777349080229, 0.0033724532339907787, 0.022458436596956368, 7.240185792181069, 0.9282126016404819, 4489.524178820586, 1071.7949477848176, 6359.130437585451, 0.7059965545423298
0.0028, 0.9484832967361885, 6.684507609859605E-4, 1063.4533922155751, 21.22162149078471, 19.953358163467364, 0.04317309311723961, 1.459450529021095, -0.005535014678884134, 0.0039949493534681205, 0.04471315844265562, 7.328315380658439, 0.9625908461456849, 4655.471112423693, 1111.4118599456333, 6594.183898590913, 0.7059965545423299
0.0029, 0.9673939481936593, 6.923240024497446E-4, 803.3115367972318, 24.943694455089013, 23.224484572100437, 0.07140268655041848, 1.432223697215383, -0.005708399211575585, 0.004719178217133893, 0.07239190754486016, 7.41897020576132, 0.9969690906508879, 4830.388515748141, 1153.1703140034601, 6841.943469369327, 0.70599655454233
