phi0, phi, rho, Z_fit_curve, F_ex_fit_per_V, mu_kT, PV_NkT, alpha
1.0000000000000005E-4, 0.03438139978022855, 2.387324146378431E-5, 1.0572996557108432, 1.8003269244699648E-6, 232.80542669257235, 327.25614043743855, 7.005319958847741
1.0581162324649302E-4, 0.03637941945493639, 2.5260664314385E-5, 1.0588489218479213, 1.987884322459556E-6, 214.14133203260428, 291.1345125597923, 7.0053691902323205
1.1162324649298601E-4, 0.03837743912964423, 2.6648087164985692E-5, 1.060272379908469, 2.181996698304259E-6, 196.3813029378001, 258.68286455210335, 7.0054184216169
1.1743486973947899E-4, 0.040375458804352074, 2.8035510015586382E-5, 1.0615798155696174, 2.3823661469914826E-6, 179.49569643402216, 229.41691010604745, 7.00546765300148
1.2324649298597198E-4, 0.042373478479059916, 2.9422932866187073E-5, 1.0627808027334014, 2.588713159108757E-6, 163.4555385286848, 202.94016774579038, 7.00551688438606
1.2905811623246496E-4, 0.04437149815376776, 3.081035571678776E-5, 1.0638847057336582, 2.800776252426676E-6, 148.23251413704864, 178.92430175962448, 7.005566115770638
1.3486973947895794E-4, 0.04636951782847559, 3.2197778567388454E-5, 1.06490068153443, 3.0183116071569876E-6, 133.7989571004641, 157.09454378205947, 7.005615347155218
1.4068136272545094E-4, 0.04836753750318344, 3.3585201417989144E-5, 1.0658376819198743, 3.241092704872057E-6, 120.12784029618024, 137.21872585783788, 7.005664578539798
1.4649298597194392E-4, 0.050365557177891276, 3.4972624268589835E-5, 1.0667044556756775, 3.468909971072033E-6, 107.19276583832999, 119.09892209433833, 7.005713809924377
1.523046092184369E-4, 0.052363576852599125, 3.6360047119190525E-5, 1.0675095507619734, 3.701570421385862E-6, 94.96795536970465, 102.56500215517143, 7.005763041308957
1.5811623246492988E-4, 0.05436159652730697, 3.7747469969791216E-5, 1.068261316477769, 3.938897311392465E-6, 83.42824044393251, 87.46960472137856, 7.005812272693537
1.639278557114229E-4, 0.05635961620201481, 3.913489282039191E-5, 1.068967905616873, 4.180729790048337E-6, 72.54905299767186, 73.68417855103395, 7.0058615040781165
1.6973947895791589E-4, 0.05835763587672266, 4.0522315670992603E-5, 1.0696372766153317, 4.426922556707742E-6, 62.30641591243498, 61.0958352846702, 7.005910735462696
1.7555110220440886E-4, 0.06035565555143049, 4.1909738521593294E-5, 1.0702771956903678, 4.677345521721863E-6, 52.67693366565215, 49.604825903901514, 7.005959966847276
