#Number of particles: 32
#Initial configuration: FCC
#Dry microgel radius [nm]: 50.0
#Box length [units of drsoftnessy radius]: 35.484534386439165
#Number of monomers: 2916666.666666667
#Number of chains: 87.50000000000001
#Flory interaction parameter (chi): 0.0
#Young's calibration factor: 1.0
#Minimum x-link fraction: 3.0E-5
#Maximum x-link fraction: 3.0E-5
#x-link fraction increment: 0.0
#Dry volume fraction: 0.003000000000000001
#Actual volume fraction: 0.9334036219643188
#MC steps: 100000
#Equilibration steps: 10000.0
#Snapshot interval: 100
#Displacement tolerance: 0.1
#Particle radius change tolerance: 0.05
#Particle radius bin width: 0.001
#g(r) bin width: 0.005
#Mean pair energy <E_pair>/N [kT]: 3.71200636453263
#phi0,		   phi,       	   <alpha>,      		zeta, 	 	 	  lindemannParameter
0.00105, 0.3607250344284713, 7.003723541666666, 0.3609715378199513, 0.6710329432384092
0.0011, 0.3779004217256883, 7.003711215277778, 0.37816065866852033, 0.6222178859556228
0.00115, 0.3950506493044968, 7.003551284722222, 0.39534977951708944, 0.6198999941442759
0.0012, 0.4121988251700928, 7.003393055555563, 0.41253890036565855, 0.4733443403637609
0.00125, 0.4293235427941702, 7.003119930555557, 0.4297280212142276, 0.4776585419317677
0.0013, 0.4464694548266764, 7.002978611111107, 0.4469171420627967, 0.3742543576277406
0.00135, 0.4636385362765464, 7.002964409722221, 0.46410626291136575, 0.22525604563263174
0.0014, 0.4808207471389948, 7.00301496527778, 0.48129538375993486, 0.16683706202330062
0.00145, 0.49792505299489953, 7.002696840277779, 0.4984845046085039, 0.15552815431497735
0.0015, 0.5150907142099015, 7.002677951388889, 0.515673625457073, 0.1352838082517447
0.00155, 0.5322538727622446, 7.0026493055555585, 0.5328627463056421, 0.11485398463190642
0.0016, 0.5493683020529333, 7.002415416666668, 0.5500518671542112, 0.10647674535129385
0.00165, 0.5664089056206882, 7.001891493055553, 0.5672409880027802, 0.09436522129659208
0.0017, 0.5835412281301795, 7.0017651736111155, 0.5844301088513493, 0.08328431714131991
0.00175, 0.6006051196703689, 7.00138017361111, 0.6016192296999184, 0.07319366560694504
0.0018, 0.6176406886451005, 7.00090951388889, 0.6188083505484875, 0.06379885166253352
0.00185, 0.634667276218965, 7.000431215277776, 0.6359974713970565, 0.05439838925014087
0.0019, 0.6515827107349733, 6.999580034722228, 0.6531865922456256, 0.045895118487684426
0.00195, 0.6684486210194965, 6.998599479166663, 0.6703757130941947, 0.03822163591085535
0.002, 0.685217685905433, 6.997338055555554, 0.6875648339427638, 0.03022079682481999
0.00205, 0.7016988377468338, 6.995181145833339, 0.704753954791333, 0.022981625623977268
0.0021, 0.7177928191534239, 6.991868819444447, 0.7219430756399021, 0.016075804173808578
0.00215, 0.7327021479317463, 6.984945173611115, 0.7391321964884713, 0.010235101389031638
0.0022, 0.7442562783087477, 6.967868437499997, 0.7563213173370404, 0.006518457252065955
0.00225, 0.7734049315312496, 7.005, 0.7735104381856096, 2.491182149566294E-16
0.0023, 0.7905917077874997, 7.005, 0.7906995590341788, 0.0
0.00235, 0.8077784840437496, 7.005, 0.8078886798827479, 2.2607138321188853E-16
0.0024, 0.8249652602999997, 7.005, 0.8250778007313171, 0.0
0.00245, 0.8421520365562498, 7.005, 0.8422669215798861, 0.0
0.0025, 0.8593388128124998, 7.005, 0.8594560424284553, 2.580227384461465E-16
0.00255, 0.8765255890687499, 7.005, 0.8766451632770245, 2.5973154810278035E-16
0.0026, 0.8937123653249999, 7.005, 0.8938342841255936, 2.614181638561474E-16
0.00265, 0.91089914158125, 7.005, 0.9110234049741628, 2.6308329259618485E-16
0.0027, 0.9280859178375, 7.005, 0.928212525822732, 2.3677956889229937E-16
0.00275, 0.94527269409375, 7.005, 0.9454016466713011, 2.3823224062389335E-16
0.0028, 0.9624594703500001, 7.005, 0.9625907675198703, 2.6795630950501724E-16
0.00285, 0.9796462466062501, 7.005, 0.9797798883684394, 0.0
0.0029, 0.9968330228625002, 7.005, 0.9969690092170086, 2.4248728449548417E-16
