phi0,phi,<alpha>,zeta,lindemannParameter,x-link,kT/E_Before_Conversion,kT/E
0.0094,0.578531752811711,3.9498112037037,0.578698869236685,0.149369980044917,0.0003288,0.000521380858558432,0.521380858558432
0.00975,0.574988671193028,3.89381864814815,0.575128149167175,0.14980459218705,0.0003537,0.000484673983406226,0.484673983406226
0.01013,0.574070072153106,3.84228953703704,0.574224381928101,0.149334440899214,0.0003786,0.000452797138701328,0.452797138701328
0.0105,0.573283330784813,3.79476306481481,0.573440268221561,0.147560923300813,0.0004035,0.000424857757648819,0.424857757648819
0.01091,0.575200979354501,3.75070589814815,0.575350340875178,0.14647458195577,0.0004284,0.000400160077463316,0.400160077463316
0.01115,0.568777483281849,3.70953786111111,0.568930187341165,0.147422897463515,0.0004533,0.000378183929041181,0.378183929041181
0.01153,0.570107401159286,3.67115501851852,0.570252696251051,0.148774948956584,0.0004782,0.000358488590437182,0.358488590437182
0.01186,0.56933312240737,3.63505037037037,0.569473213514996,0.148300265842373,0.0005031,0.000340744526854848,0.340744526854848
0.01215,0.5670999831096,3.60109801851852,0.567210618563182,0.149766304229068,0.000528,0.000324675374858611,0.324675374858611
0.01245,0.56572155060795,3.56896630555556,0.565833414487189,0.14847908054503,0.0005529,0.000310056003135505,0.310056003135505
0.01274,0.56424150408049,3.53852672222222,0.564366076450307,0.14756476185535,0.0005778,0.000296691925980405,0.296691925980405
0.01304,0.563542850252255,3.50966640740741,0.56366057130158,0.146049694108919,0.0006027,0.000284435604342756,0.284435604342756
0.01329,0.561012439935608,3.48224574074074,0.561113172272181,0.149081788761746,0.0006276,0.000273149648218834,0.273149648218834
0.0136,0.561256413826871,3.45605244444445,0.561377738438675,0.148417187389442,0.0006525,0.000262726427488285,0.262726427488285
0.01384,0.55890577409899,3.43109965740741,0.559003229369228,0.146933566010181,0.0006774,0.000253068520324343,0.253068520324343
0.01415,0.559589782627337,3.40720951851852,0.559686383047779,0.143510816178966,0.0007023,0.00024409593005377,0.24409593005377
0.0144,0.558098604690605,3.38435841666667,0.558188750870165,0.149836711092823,0.0007272,0.000235737925437407,0.235737925437407
0.01461,0.555301280925773,3.36236636111111,0.555393193555421,0.148294356822844,0.0007521,0.000227936516649353,0.227936516649353
0.01489,0.555362052490173,3.34127562037037,0.555464251874181,0.149976499514352,0.000777,0.000220628824974799,0.220628824974799
0.01524,0.558144294033661,3.3209954537037,0.558240876373383,0.145366874903329,0.0008019,0.000213780417189913,0.213780417189913
0.01538,0.553413356710884,3.30147122222222,0.553495852238499,0.148057984127463,0.0008268,0.000207339845524928,0.207339845524928
0.01558,0.5510775078789,3.28262667592593,0.551161104907583,0.149679527628961,0.0008517,0.000201278124588614,0.201278124588614
0.01583,0.550657654338807,3.26440017592593,0.550761444170946,0.149313002687995,0.0008766,0.000195561051133463,0.195561051133463
0.01607,0.550068217050074,3.2468827037037,0.550143136912733,0.148535654604363,0.0009015,0.000190159945145342,0.190159945145342
0.01639,0.552255730107974,3.22987233333333,0.552346843166698,0.147516787638729,0.0009264,0.000185049593927894,0.185049593927894
0.01667,0.553172855677142,3.21345776851852,0.553255010918181,0.143959083682133,0.0009513,0.000180206725373796,0.180206725373796
0.0025,0.795898397946596,6.95293535185185,0.797866599744747,0.146941368259404,0.000020417,0.0083984939058531,8.3984939058531
0.00253,0.795778107035481,6.92479764814815,0.797767546159017,0.149518658354183,0.000020834,0.0082288500106554,8.2288500106554
0.00253,0.786585643382677,6.88908012037038,0.788398247978133,0.147831408139193,0.000021251,0.008066851139623,8.066851139623
0.00255,0.783650388158094,6.86011987037037,0.7854788788217,0.1492261134278,0.000021668,0.0079116106268308,7.9116106268308
0.00258,0.784015719807375,6.83234882407407,0.785740720023909,0.146852013697868,0.000022085,0.0077628983840882,7.7628983840882
0.00259,0.778316604603091,6.80239810185186,0.780041784543714,0.14712659953219,0.000022502,0.0076188994428946,7.6188994428946
0.00262,0.778755559625489,6.77761543518518,0.780489760031731,0.146580303468155,0.000022919,0.0074802083105636,7.4802083105636
0.00263,0.773430398206222,6.74900152777778,0.775094407558299,0.146844694445409,0.000023336,0.0073461934854561,7.3461934854561
0.00266,0.774072255739877,6.72510694444444,0.775705597329402,0.148903558889288,0.000023753,0.0072197643357622,7.2197643357622
0.00268,0.7718189917845,6.70001287962964,0.773474599021874,0.149522593421534,0.00002417,0.0070929265517069,7.0929265517069
0.00268,0.764102063029467,6.67283625000001,0.765630409186921,0.149642150755701,0.000024587,0.0069724369650703,6.9724369650703
0.00271,0.764950259518008,6.64969980555556,0.766482906525351,0.149427254486549,0.000025004,0.0068560591673032,6.8560591673032
0.00274,0.765802798150397,6.62661278703703,0.767368140995168,0.147313542451092,0.000025421,0.0067436316153946,6.7436316153946
0.00277,0.76677979826755,6.60308593518518,0.76828726173891,0.141123722894866,0.000025838,0.0066351183551339,6.6351183551339
0.00279,0.765056670061139,6.58195219444444,0.766488167228027,0.144484268395583,0.000026255,0.0065294433451231,6.5294433451231
0.00281,0.763245472661383,6.56117371296296,0.764770336594839,0.149063252750682,0.000026672,0.0064283871715283,6.4283871715283
0.00282,0.759014160857936,6.53840427777778,0.760432522501358,0.148825441482826,0.000027089,0.0063287619189148,6.3287619189148
0.00284,0.757518273390414,6.51600882407407,0.758889924031638,0.146811773601622,0.000027506,0.0062327320651891,6.2327320651891
0.00286,0.755989379981963,6.49498755555556,0.757415055265906,0.145353515489803,0.000027923,0.0061413301969863,6.1413301969863
0.00286,0.749463190734398,6.47380661111111,0.750757806162396,0.149343797556863,0.00002834,0.0060489981674774,6.0489981674774
0.00289,0.750742047969851,6.45452399999999,0.752062450357373,0.147931791614026,0.000028757,0.0059637870212897,5.9637870212897
0.00291,0.749450905322574,6.43393976851852,0.750803167247481,0.146605586513386,0.000029174,0.0058763280773269,5.8763280773269
0.00294,0.738983801908043,6.37650198148148,0.740176880639121,0.148576460767941,0.0000304,0.0056391398028556,5.6391398028556
0.00297,0.740695929216787,6.36000921296296,0.741932366648678,0.147851726856713,0.0000308,0.0055664368913423,5.5664368913423
0.003,0.742484934626357,6.34331791666666,0.743691707121169,0.143789720531924,0.0000312,0.0054945633245071,5.4945633245071
0.00588,0.625804101533315,4.74668876851852,0.626146436053898,0.14532189286473,0.0001296,0.001412754233206,1.412754233206
