phi0, phi, rho, Z_fit_curve, F_id, F_fr, F_ex, F_total, mu_id, mu_fr, mu_ex, mu_kT, PV_id, PV_fr, PV_ex, PV_NkT, alpha
1.0000000000000005E-4, 0.03437450707383053, 2.387324146378431E-5, 1.0620788284713805, -2.797158664675683E-4, 0.0, -6.6013583094393165E-6, -2.8631722477700453E-4, -10.310369041760069, 0.0, 0.8230799941979646, -9.487289047562088, 1.4063417740668083, 0.0, 1.099597044446611, 2.5059388185133042, 7.005
1.0581162324649302E-4, 0.036371403772426945, 2.5260664314385E-5, 1.0640255494741242, -2.9400194730259315E-4, 0.0, -5.480072650179406E-6, -2.994820199527694E-4, -10.28337552588205, 0.0, 0.7934257569709607, -9.48994976891108, 1.355350346230903, 0.0, 1.0103667123621738, 2.365717058592963, 7.005
1.1162324649298601E-4, 0.03836830047102335, 2.6648087164985692E-5, 1.0658419924260587, -3.082507863734935E-4, 0.0, -4.399315649647229E-6, -3.126501020231376E-4, -10.256683722820252, 0.0, 0.7646550502572803, -9.49202867256296, 1.3107801804996144, 0.0, 0.9297444100454648, 2.2405245905449744, 7.005
1.1743486973947899E-4, 0.04036519716961977, 2.8035510015586382E-5, 1.067535559845627, -3.2246280015844973E-4, 0.0, -3.3578698123345258E-6, -3.2582066997078105E-4, -10.23029057275846, 0.0, 0.7367558731629515, -9.493534699595495, 1.2716510712200535, 0.0, 0.8565278983719709, 2.128178969591924, 7.005
1.2324649298597198E-4, 0.04236209386821618, 2.9422932866187073E-5, 1.0691135101332472, -3.3663840090504115E-4, 0.0, -2.354534234539561E-6, -3.3899293513957746E-4, -10.204193036997996, 0.0, 0.7097163091062744, -9.494476727891714, 1.23716810929028, 0.0, 0.7897400866558401, 2.026908195946018, 7.005
1.2905811623246496E-4, 0.0443589905668126, 3.081035571678776E-5, 1.0705829585637177, -3.507779966594948E-4, 0.0, -1.3881244875080642E-6, -3.5216612114699977E-4, -10.178388097886128, 0.0, 0.6835245256481575, -9.494863572237959, 1.2066799579287868, 0.0, 0.7285783543110869, 1.935258312239784, 7.005
1.3486973947895794E-4, 0.04635588726540901, 3.2197778567388454E-5, 1.0719508782839398, -3.648819912958362E-4, 0.0, -4.574725008095069E-7, -3.653394637966425E-4, -10.15287275874446, 0.0, 0.6581687743224558, -9.494703984421996, 1.1796479160019422, 0.0, 0.6723769750482307, 1.8520248910500792, 7.005
1.4068136272545094E-4, 0.04835278396400543, 3.3585201417989144E-5, 1.073224101315871, -3.789507845449394E-4, 0.0, 4.385735540511581E-7, -3.7851221099088504E-4, -10.127644043797362, 0.0, 0.6336373904663084, -9.494006653331047, 1.155622649430298, 0.0, 0.6205788546965557, 1.7762015041267658, 7.005
1.4649298597194392E-4, 0.050349680662601835, 3.4972624268589835E-5, 1.0744093195646383, -3.9298477202347827E-4, 0.0, 1.3011493797863792E-6, -3.9168362264368865E-4, -10.102698998100378, 0.0, 0.6099187930504765, -9.492780205049895, 1.134226461234738, 0.0, 0.5727139962415911, 1.7069404574762428, 7.005
1.523046092184369E-4, 0.05234657736119825, 3.6360047119190525E-5, 1.0755130858317288, -4.0698434526277897E-4, 0.0, 2.1313746692435414E-6, -4.04852970593532E-4, -10.078034687468609, 0.0, 0.5870014845096795, -9.491033202958924, 1.1151396208225375, 0.0, 0.5283828952032146, 1.6435225160256646, 7.005
1.5811623246492988E-4, 0.054343474059794665, 3.7747469969791216E-5, 1.0765418148331791, -4.209498917375718E-4, 0.0, 2.930353221087047E-6, -4.180195385164816E-4, -10.053648198405158, 0.0, 0.564874050572935, -9.488774147832217, 1.0980897081208227, 0.0, 0.48724359683836244, 1.585333304959107, 7.005
1.639278557114229E-4, 0.05634037075839109, 3.913489282039191E-5, 1.0775017842226888, -4.348817948946458E-4, 0.0, 3.6991730552450495E-6, -4.3118262183939747E-4, -10.029536638029516, 0.0, 0.5435251600938952, -9.486011477935614, 1.0828432243740689, 0.0, 0.44900150642701886, 1.5318447308010106, 7.005
1.6973947895791589E-4, 0.0583372674569875, 4.0522315670992603E-5, 1.0783991356195781, -4.487804341814008E-4, 0.0, 4.438906528120743E-6, -4.443415276532768E-4, -10.005697134005972, 0.0, 0.5229435648811833, -9.482753569124787, 1.0691989263555197, 0.0, 0.41340129281161664, 1.4826002191670578, 7.005
1.7555110220440886E-4, 0.060334164155583916, 4.1909738521593294E-5, 1.0792398756415116, -4.626461850743041E-4, 0.0, 5.15061044756832E-6, -4.5749557462673246E-4, -9.98212683447204, 0.0, 0.5031180995287344, -9.479008734943303, 1.0569824846169662, 0.0, 0.38022040010943225, 1.4372028847263223, 7.005
1.8136272545090187E-4, 0.06233106085418033, 4.3297161372193984E-5, 1.0800298769419083, -4.764794191072446E-4, 0.0, 5.8353261876335096E-6, -4.706440929196079E-4, -9.958822907966837, 0.0, 0.4840376812461301, -9.474785226720705, 1.0460421687826498, 0.0, 0.34926380686966735, 1.3953059756522483, 7.005
1.8717434869739485E-4, 0.06432795755277673, 4.4684584222794675E-5, 1.0807748792519642, -4.902805038997894E-4, 0.0, 6.494079803058689E-6, -4.8378642409672746E-4, -9.935782543359522, 0.0, 0.4656913096889379, -9.470091233670587, 1.0362453366646014, 0.0, 0.3203597615496603, 1.3566050982141877, 7.005
1.9298597194388782E-4, 0.06632485425137316, 4.6072007073395365E-5, 1.0814804904272057, -5.040498031853396E-4, 0.0, 7.127882143552645E-6, -4.969219210417837E-4, -9.913002949777697, 0.0, 0.4480680667890471, -9.464934882988649, 1.0274755577542016, 0.0, 0.29335628850255924, 1.3208318462566913, 7.005
1.987975951903808E-4, 0.06832175094996956, 4.7459429923996056E-5, 1.0821521874984954, -5.177876768391888E-4, 0.0, 7.737728967824948E-6, -5.100499478713606E-4, -9.890481356535794, 0.0, 0.43115711658500905, -9.459324239950787, 1.019630241273119, 0.0, 0.2681183068012307, 1.2877485480742792, 7.005
2.046092184368738E-4, 0.07031797588569144, 4.8846852774596746E-5, 1.0827953177274157, -5.314944809064806E-4, 0.0, 8.324601057384865E-6, -5.231698798490926E-4, -9.86821501306352, 0.0, 0.41494770505237244, -9.453267308011148, 1.0126186684646603, 0.0, 0.24452524005143078, 1.2571439085160272, 7.005
2.1042084168336678E-4, 0.0723140255789243, 5.023427562519744E-5, 1.0834150996659502, -5.451705676300673E-4, 0.0, 8.889464330104969E-6, -5.362811032999591E-4, -9.84620118883424, 0.0, 0.3994291599340227, -9.446772028900218, 1.0063603509724675, 0.0, 0.2224690222696503, 1.2288293732420514, 7.005
2.1623246492985976E-4, 0.07431007527215716, 5.162169847579813E-5, 1.084016624220382, -5.588162854782688E-4, 0.0, 9.433269953549312E-6, -5.493830155247162E-4, -9.824437173293393, 0.0, 0.38459089057051765, -9.439846282722876, 1.0007836539573682, 0.0, 0.2018524253111476, 1.2026360792684516, 7.005
2.2204408817635274E-4, 0.07630612496539002, 5.300912132639882E-5, 1.0846048557193357, -5.724319791725336E-4, 0.0, 9.956954458066164E-6, -5.624750247144643E-4, -9.802920275786901, 0.0, 0.37042238773042735, -9.432497888056478, 0.9958246354489592, 0.0, 0.18258764893600127, 1.1784122843848985, 7.005
2.2785571142284574E-4, 0.07830217465862288, 5.439654417699951E-5, 1.0851846329858825, -5.860179897149994E-4, 0.0, 1.0461439849645469E-5, -5.755565498653505E-4, -9.781647825489587, 0.0, 0.3569132234406706, -9.424734602048922, 0.9914260633253076, 0.0, 0.16459512662177606, 1.1560211899470147, 7.005
2.3366733466933872E-4, 0.08029822435185575, 5.57839670276002E-5, 1.0857606704136291, -5.995746544159531E-4, 0.0, 1.0947633722540741E-5, -5.88627020693409E-4, -9.760617171333568, 0.0, 0.3440530508168523, -9.416564120516721, 0.9875365789958411, 0.0, 0.14780250956143764, 1.1353390885572108, 7.005
2.394789579158317E-4, 0.08229427404508861, 5.717138987820089E-5, 1.0863375590467172, -6.131023069211949E-4, 0.0, 1.1416429371655745E-5, -6.016858775495358E-4, -9.739825681936669, 0.0, 0.3318316038936017, -9.407994078043073, 0.9841099828663147, 0.0, 0.13214379857738423, 1.1162537814436346, 7.005
2.4529058116232465E-4, 0.08429032373832146, 5.855881272880157E-5, 1.0869197676636477, -6.266012772392996E-4, 0.0, 1.186870590469572E-5, -6.147325713346006E-4, -9.719270745530842, 0.0, 0.32023869745491024, -9.399032048075936, 0.9811046213883013, 0.0, 0.11755859941975635, 1.0986632208079978, 7.005
2.511022044088177E-4, 0.08628637343155433, 5.994623557940227E-5, 1.0875116438648575, -6.400718917687808E-4, 0.0, 1.2305328354083093E-5, -6.277665634146944E-4, -9.698949769890564, 0.0, 0.3092642268644687, -9.389685543026102, 0.9784828592353844, 0.0, 0.103991481459397, 1.0824743406947215, 7.005
2.5691382765531066E-4, 0.0882824231247872, 6.133365843000296E-5, 1.088117415163974, -6.535144733251541E-4, 0.0, 1.2727147788637971E-5, -6.407873255365129E-4, -9.678860182261257, 0.0, 0.2988981678960047, -9.379962014365258, 0.9762106231265785, 0.0, 0.09139142340329148, 1.0676020465298097, 7.005
2.6272545090180364E-4, 0.09027847281802007, 6.272108128060365E-5, 1.0887411900826536, -6.669293411679029E-4, 0.0, 1.3135001425023154E-5, -6.537943397428767E-4, -9.658999429287677, 0.0, 0.2891305765636213, -9.369868852724059, 0.9742570062028437, 0.0, 0.07971133255761718, 1.0539683387604102, 7.005
