phi0,    phi,    <alpha>,    <alpha_tilde>,    zeta,    lindemannParameter
0.0101,0.4351212681951183,3.5050972222222216,3.5055984217209097,0.4351099480158393,0.0
0.0102,0.4394320594108156,3.5051052256944435,3.5056053923138863,0.4394179673031249,0.0
0.0103,0.4437332919317874,3.5050901909722225,3.505587145059965,0.4437259865904104,0.0
0.0104,0.4480387047287376,3.505078836805556,3.505580241886691,0.4480340058776959,0.0
0.0105,0.4523513158351242,3.5050919965277774,3.5055919532513613,0.4523420251649814,0.0
0.0106,0.4566673692285379,3.5051113194444445,3.5056123635409917,0.4566500444522669,0.0
0.0107,0.4609644874234688,3.505084756944443,3.5055842671974804,0.4609580637395524,0.0
0.0108,0.4652690173732342,3.505074114583333,3.5055753478722664,0.465266083026838,0.0
0.0109,0.4695660102164636,3.505047743055556,3.5055478007309526,0.4695741023141234,0.0
0.011,0.4738767492484331,3.5050546527777784,3.505554725211085,0.4738821216014089,0.0
0.0111,0.4782047778073268,3.505104045138889,3.505603737261504,0.4781901408886945,0.0
0.0112,0.4825124335436801,3.505105486111111,3.5056024998786803,0.48249816017598,0.0
0.0113,0.4868118783035999,3.50508421875,3.505581642846144,0.4868061794632655,0.0
0.0114,0.4911103089422146,3.5050571354166675,3.5055587616162622,0.491114198750551,0.0
0.0115,0.4954514090680462,3.505136319444444,3.505636801725793,0.4954222180378365,0.0
0.0116,0.4997412991357272,3.505090694444443,3.505593784421044,0.499730237325122,0.0
0.0117,0.5040568689884464,3.5051119097222223,3.505611194977153,0.5040382566124075,0.0
0.0118,0.5083556135318807,3.505089809027777,3.5055893713029085,0.5083462758996931,0.0
0.0119,0.5126670647905538,3.505097673611112,3.5055970761305364,0.5126542951869786,0.0
0.012,0.5169744824589061,3.5050966666666667,3.5055954773413496,0.5169623144742641,0.0
0.0121,0.5212819054466526,3.5050936805555546,3.505593921180954,0.5212703337615496,0.0
0.0122,0.5255946186460732,3.5051044270833343,3.505604167587871,0.5255783530488352,0.0
0.0123,0.5298946232277948,3.5050879513888886,3.505586131822291,0.5298863723361207,0.0
0.0124,0.5342052811046063,3.505091510416666,3.5055918543357665,0.5341943916234062,0.0
0.0125,0.538498171363903,3.505060416666666,3.505558815379737,0.5385024109106916,0.0
0.0126,0.5428396050099665,3.5051309375000006,3.5056307230010124,0.5428104301979771,0.0
0.0127,0.5471198370787329,3.5050709548611105,3.5055709186340933,0.5471184494852627,0.0
0.0128,0.5514430794680355,3.505103628472222,3.5056031758810144,0.5514264687725482,0.0
0.0129,0.5557405041495651,3.5050807812499998,3.5055805855048714,0.5557344880598337,0.0
0.013,0.5600643041810195,3.5051131076388886,3.505613439591848,0.5600425073471192,0.0
0.0131,0.5643699320617417,3.505109149305556,3.505608149947911,0.5643505266344048,0.0
0.0132,0.568669518737356,3.5050902777777773,3.5055904574890286,0.5686585459216903,0.0
0.0133,0.5729776532583513,3.5050906597222222,3.505590607386561,0.5729665652089758,0.0
0.0134,0.5772753571852443,3.505070243055556,3.50556958472575,0.5772745844962612,0.0
0.0135,0.5815968451584997,3.505094670138889,3.505596601788781,0.5815826037835468,0.0
0.0136,0.5858933553075241,3.505073732638889,3.505573403382556,0.5858906230708323,0.0
0.0137,0.5902122977228477,3.5050944965277773,3.505595059351582,0.5901986423581178,0.0
0.0138,0.5945144881424739,3.505084079861111,3.505583399939385,0.5945066616454033,0.0
0.0139,0.5988317124955839,3.505104010416666,3.5056011649055536,0.5988146809326889,0.0
0.014,0.6031115470220839,3.505046180555555,3.5055464128902813,0.6031227002199744,0.0
0.0141,0.607442944611728,3.505092864583333,3.5055915321339213,0.6074307195072599,0.0
0.0142,0.6117428057775924,3.5050749131944445,3.505575741003352,0.6117387387945453,0.0
0.0143,0.6160390762917363,3.505053333333334,3.505553385724268,0.6160467580818308,0.0
