phi0,phi,alpha,zeta,lindemannParameter
0.00101,0.3471995448817922,7.02103878472222,0.34722026950255075,0.6528910811730381
0.00102,0.35061576993545707,7.020034236111109,0.35065809395307107,0.729491783544287
0.00103,0.3540163702565599,7.0209728472222235,0.3540959184035914,0.6962868585606148
0.00104,0.35747791337743995,7.021854305555559,0.35753374285411166,0.7688846763834501
0.00105,0.36092373395261074,7.022903229166665,0.360971567304632,0.6585893083332192
0.00106,0.36438114280668815,7.020531701388894,0.3644093917551523,0.7140027739532241
0.00107,0.3678177779615179,7.023773784722221,0.3678472162056726,0.6968539692230177
0.00108,0.37122928679774037,7.022250104166666,0.37128504065619294,0.7835309132721693
0.00109,0.3746804916679378,7.023171666666672,0.37472286510671327,0.7496942524086988
0.0011,0.3780797421256123,7.023482986111112,0.3781606895572336,0.6930173466340207
0.00111,0.3815304027530591,7.024584930555557,0.38159851400775385,0.6804047673385075
0.00112,0.38498780994368254,7.0243122916666705,0.3850363384582742,0.678881757463835
0.00113,0.38839331708217417,7.023410451388881,0.3884741629087945,0.6818083857315758
0.00114,0.39179632521031466,7.025986840277781,0.3919119873593148,0.6370940455888798
0.00115,0.39529094974919915,7.02467913194444,0.39534981180983514,0.6779761626435845
0.00116,0.39872328666776874,7.02562732638889,0.39878763626035546,0.771228560701123
0.00117,0.402159962350042,7.027172256944442,0.4022254607108758,0.7327685402878653
0.00118,0.4055492972907528,7.027108229166666,0.40566328516139605,0.7190403465995044
0.00119,0.4089652717347254,7.027400694444448,0.40910110961191637,0.6578609120153889
0.0012,0.4124038784629984,7.025935972222217,0.4125389340624367,0.7801117341691891
0.00121,0.41592446494491003,7.028236215277784,0.415976758512957,0.7530316377279788
0.00122,0.41927489345074764,7.027566736111112,0.41941458296347733,0.6960200270137924
0.00123,0.42277143647615056,7.029850034722218,0.42285240741399766,0.7308744865997361
0.00124,0.4262276131610927,7.02810482638889,0.426290231864518,0.6952282176250597
0.00125,0.42961354389126444,7.0297122222222175,0.42972805631503824,0.7437291168992096
0.00126,0.43308267165470404,7.028372187500004,0.43316588076555856,0.7368575936590573
0.00127,0.4363957635103722,7.02934583333333,0.4366037052160789,0.6427467251536776
0.00128,0.4398970438577893,7.028326423611113,0.4400415296665992,0.7088782906733619
0.00129,0.4433518447943815,7.028040972222222,0.44347935411711953,0.6955485721382294
0.0013,0.4468165848199155,7.030325763888886,0.44691717856763985,0.6744517779164922
0.00131,0.4501979881196969,7.031776076388893,0.45035500301816017,0.6890993571008741
0.00132,0.45355373628998663,7.0308876388888875,0.45379282746868044,0.7133807862822591
0.00133,0.4570448623874652,7.031287256944446,0.45723065191920076,0.6956292131888089
0.00134,0.46048391615409173,7.033176840277775,0.4606684763697211,0.8089328456501005
0.00135,0.4640049729102383,7.0321097569444415,0.4641063008202414,0.6311452037131015
0.00136,0.4673308924659497,7.032320173611107,0.4675441252707617,0.6479300231852131
0.00137,0.47076079397092907,7.033232708333334,0.47098194972128204,0.6760892559064586
0.00138,0.4741930153428343,7.034208541666666,0.4744197741718023,0.7589806552271336
0.00139,0.47768147589451443,7.034682187500001,0.47785759862232263,0.5949237266528115
0.0014,0.4811277291915319,7.034544895833332,0.48129542307284295,0.6615595252968772
0.00141,0.48455358589630093,7.0347926736111095,0.4847332475233633,0.7051749981726674
0.00142,0.48797924395222736,7.035068958333334,0.4881710719738836,0.7996101258413667
0.00143,0.49140170659441973,7.03729371527778,0.4916088964244039,0.7871805497404931
0.00144,0.4948416466947602,7.035403784722228,0.49504672087492424,0.6790268693245001
0.00145,0.4982953103843823,7.036368923611108,0.4984845453254445,0.7319178524177522
0.00146,0.5016386508667203,7.03879010416667,0.5019223697759648,0.8015169168235948
0.00147,0.5050789392787789,7.038677152777776,0.5053601942264851,0.6815618431747961
0.00148,0.5085824017559936,7.037876770833331,0.5087980186770055,0.6272756658748877
0.00149,0.512013428092086,7.038953090277779,0.5122358431275258,0.5589640901183796
0.0015,0.5154198946808953,7.0388912152777765,0.5156736675780461,0.6242047194220895
0.00151,0.5188383379911695,7.041724930555557,0.5191114920285664,0.6605769720914778
0.00152,0.5222694020106182,7.042358750000002,0.5225493164790868,0.6797368756272839
0.00153,0.5256761823415419,7.041972534722223,0.5259871409296071,0.7495986664943793
0.00154,0.5291603402082655,7.0408635416666705,0.5294249653801274,0.5605293905363562
0.00155,0.5326355687065918,7.040840937500002,0.5328627898306476,0.5237444882708028
0.00156,0.5360003798427407,7.044016111111108,0.5363006142811679,0.5884097300046142
0.00157,0.53941058216896,7.0434982291666675,0.5397384387316883,0.6183795941197221
0.00158,0.5428776483292063,7.042934027777775,0.5431762631822086,0.501385973285026
0.00159,0.5462677808221964,7.044752847222225,0.5466140876327289,0.6122794748266351
0.0016,0.5497693412362664,7.04685395833333,0.5500519120832492,0.5411912894324301
0.00161,0.5531885168630171,7.045888229166664,0.5534897365337695,0.6243511793636538
