#Number of particles: 32
#Initial configuration: FCC
#Dry microgel radius [nm]: 50.0
#Box length [units of drsoftnessy radius]: 34.72931385785361
#Number of monomers: 2916666.666666667
#Number of chains: 145.83333333333334
#Flory interaction parameter (chi): 0.0
#Young's calibration factor: 1.0
#Minimum x-link fraction: 5.0E-5
#Maximum x-link fraction: 5.0E-5
#x-link fraction increment: 0.0
#Dry volume fraction: 0.003200000000000006
#Actual volume fraction: 0.0
#MC steps: 100000
#Equilibration steps: 10000.0
#Snapshot interval: 100
#Displacement tolerance: 0.1
#Particle radius change tolerance: 0.05
#Particle radius bin width: 0.001
#g(r) bin width: 0.005
#Mean pair energy <E_pair>/N [kT]: 1.8897988064773095
#phi0,		  phi,			 <alpha>,      		zeta, 	 	 	  lindemannParameter
0.00101, 0.25602818009921835, 6.333392118055554, 0.2560244221340278, 0.7833684664025531
0.00102, 0.2585698966411442, 6.334405069444443, 0.25855931740268157, 0.7073944935208778
0.00103, 0.26108290258994843, 6.3328206597222225, 0.2610942126713353, 0.7729979413125717
0.00104, 0.2635791300563203, 6.3332384375, 0.26362910793998906, 0.756210086792299
0.00105, 0.26615269013158144, 6.333713194444445, 0.2661640032086428, 0.7791032472551697
0.00106, 0.26870050956603286, 6.333680937500002, 0.26869889847729655, 0.6858128340078578
0.00107, 0.27121841579930445, 6.333785763888891, 0.2712337937459503, 0.7803204378719409
0.00108, 0.27374673533732863, 6.333691597222224, 0.27376868901460405, 0.7155691438275291
0.00109, 0.27630532562124777, 6.334125381944446, 0.2763035842832578, 0.7021118780265646
0.0011, 0.2788405776236158, 6.3338204166666685, 0.27883847955191154, 0.6696642637805399
0.00111, 0.28137006947516785, 6.333923645833333, 0.2813733748205653, 0.7162361346061228
0.00112, 0.2839333758025336, 6.334428020833333, 0.28390827008921904, 0.6103422525952521
0.00113, 0.2864320017464222, 6.3343605208333305, 0.2864431653578728, 0.768320866745139
0.00114, 0.2889430624584417, 6.334069965277775, 0.28897806062652653, 0.6544327108044484
0.00115, 0.29148313086537364, 6.334596076388891, 0.2915129558951803, 0.7574574642059778
0.00116, 0.2940470847873535, 6.334828923611113, 0.29404785116383403, 0.5698328634858953
0.00117, 0.2965497176653077, 6.334853645833334, 0.2965827464324878, 0.7607060125962533
0.00118, 0.2990981154909615, 6.33456576388889, 0.2991176417011415, 0.7065504538183869
0.00119, 0.30160977784367377, 6.33449465277777, 0.30165253696979527, 0.6464249841145991
0.0012, 0.30416193232595795, 6.335004548611107, 0.304187432238449, 0.681257083235601
0.00121, 0.3067116939331287, 6.334666527777776, 0.30672232750710277, 0.760975489758065
0.00122, 0.3091857212865883, 6.335127673611111, 0.3092572227757565, 0.6605005339788332
0.00123, 0.3117804780315417, 6.335946111111109, 0.31179211804441026, 0.7021604269299666
0.00124, 0.31430273820419047, 6.336108923611111, 0.314327013313064, 0.7638718932329772
0.00125, 0.31685421455710594, 6.335951562499996, 0.31686190858171775, 0.6866769087116282
0.00126, 0.31942266987662915, 6.335705972222222, 0.3193968038503715, 0.7121324617165776
0.00127, 0.3219008997225753, 6.335654131944444, 0.32193169911902525, 0.7175800912610685
0.00128, 0.32444165137053416, 6.335480833333334, 0.324466594387679, 0.7495406465934946
0.00129, 0.32697788762043617, 6.335636284722224, 0.32700148965633274, 0.6377967222305085
0.0013, 0.32949479032457685, 6.335849166666674, 0.3295363849249865, 0.6680278634797372
0.00131, 0.332022453437525, 6.336102777777776, 0.33207128019364024, 0.6407541422594474
0.00132, 0.3345728984163794, 6.3364957291666695, 0.334606175462294, 0.7709722905434646
0.00133, 0.3371138569460354, 6.336283715277784, 0.33714107073094773, 0.8331103510436255
0.00134, 0.3396424188910101, 6.336139236111114, 0.3396759659996015, 0.6896390088515325
0.00135, 0.3421854299826663, 6.33694715277778, 0.34221086126825523, 0.5924250049177685
0.00136, 0.34468403591301083, 6.336294270833332, 0.344745756536909, 0.6758718320775638
0.00137, 0.34729306741735727, 6.33731361111112, 0.3472806518055627, 0.7061923428666677
0.00138, 0.3497899936430003, 6.337693645833333, 0.34981554707421647, 0.7135221808174238
0.00139, 0.35230939740466044, 6.337538506944442, 0.3523504423428702, 0.6463260906650027
0.0014, 0.35482532524003846, 6.3376880555555575, 0.35488533761152397, 0.7037393158270118
0.00141, 0.3573679879472352, 6.337594236111104, 0.3574202328801777, 0.7963819142149722
0.00142, 0.35986774414554723, 6.337415208333335, 0.35995512814883146, 0.6444118789158462
0.00143, 0.3624460300831851, 6.337388784722223, 0.3624900234174852, 0.8104528710076041
0.00144, 0.364939932403725, 6.338232638888891, 0.36502491868613895, 0.683257969777316
0.00145, 0.3675288275075852, 6.338443923611119, 0.3675598139547927, 0.7226773800350382
0.00146, 0.37003719731272744, 6.338536284722229, 0.37009470922344645, 0.6694427314173484
0.00147, 0.3726040819226891, 6.338858611111107, 0.3726296044921002, 0.7279937539357725
0.00148, 0.3751037066415611, 6.338375381944445, 0.37516449976075394, 0.681163890495885
0.00149, 0.3776776575463544, 6.338773680555558, 0.3776993950294077, 0.6689920571656716
0.0015, 0.38023430327400387, 6.339451180555554, 0.38023429029806144, 0.7727134895009726
0.00151, 0.3826712499259668, 6.337960868055556, 0.3827691855667152, 0.6309889108526829
0.00152, 0.38521081809247343, 6.33943072916667, 0.38530408083536893, 0.8090874381184369
0.00153, 0.38773943777689845, 6.33947138888889, 0.3878389761040227, 0.6119626911390917
0.00154, 0.3902874066413747, 6.339080694444442, 0.39037387137267643, 0.6780584048267785
