#Number of particles: 108
#Initial configuration: FCC
#Dry microgel radius [nm]: 50.0
#Box length [units of dry radius]: 47.92441801997441
#Number of monomers: 2916666.666666667
#Number of chains: 291.6666666666669
#Flory interaction parameter (chi): 0.2
#Young's calibration factor: 1.0
#Minimum x-link fraction: 3.0E-5
#Maximum x-link fraction: 1.0E-4
#x-link fraction increment: 1.75E-6
#Reservoir swelling ratio: 4.988451838493347
#Mean swelling ratio: 4.986918685185189
#Max Dry volume fraction: 10.0
#Minimum Dry volume fraction: 0.0019
#Reservoir volume fraction: 0.5101984945320215
#Actual volume fraction: 0.0
#MC steps: 150000
#Equilibration steps: 50000.0
#Snapshot interval: 100
#Displacement tolerance: 0.1
#Particle radius change tolerance: 0.05
#Particle radius bin width: 0.001
#g(r) bin width: 0.005
#phi0,		   phi,       	   <alpha>,      		zeta, 	 	 	  lindemannParameter, 			x-link, 		kT/E
0.00211, 0.517007735451059, 6.256956851851849, 0.5176501711201321, 0.1466835055119026, 3.175E-5, 0.0053993774072829065
0.00219, 0.5197487679561146, 6.190722379629632, 0.5203881552140417, 0.14606520601138984, 3.35E-5, 0.005117272730062705
0.00226, 0.5203715119201776, 6.1285789907407455, 0.5209928643200803, 0.14749640335797817, 3.525E-5, 0.004863251353784746
0.0023, 0.5146209684032147, 6.070312694444447, 0.515145499644817, 0.14843026721126792, 3.7000000000000005E-5, 0.004633208488275364
0.00236, 0.5137082418946175, 6.014863851851856, 0.5142504744660611, 0.14878539560264567, 3.875000000000001E-5, 0.0044240468681318035
0.00243, 0.5152393694648363, 5.962454268518519, 0.5157729966170632, 0.14993660987914498, 4.050000000000001E-5, 0.004233016922221901
0.00249, 0.5148443910541943, 5.912659194444442, 0.5153793928187737, 0.14918119094969376, 4.225000000000001E-5, 0.0040574820828556376
0.00255, 0.5147163240649025, 5.865428657407409, 0.515213993056228, 0.14928086302168342, 4.400000000000001E-5, 0.0038961374818207353
0.00261, 0.5147812417382047, 5.820377444444448, 0.5152503009850444, 0.14584541364809564, 4.5750000000000014E-5, 0.0037470732863855174
0.00269, 0.5188251819277955, 5.777143740740741, 0.5193253812125291, 0.14720936577100233, 4.7500000000000016E-5, 0.003609028124145949
0.00275, 0.519118075400905, 5.7358963425925875, 0.5196159293848643, 0.1421231910385856, 4.925000000000002E-5, 0.003481084008785727
0.0028, 0.517721380633888, 5.69642844444444, 0.5182006553174384, 0.14923473257761707, 5.100000000000002E-5, 0.0033613532838992484
0.00284, 0.5147236068770339, 5.6585909166666655, 0.515172867298176, 0.14748296684580303, 5.275000000000002E-5, 0.0032502186489031222
0.00291, 0.5172875524039328, 5.622153101851851, 0.5177359284184764, 0.14955829116598668, 5.4500000000000024E-5, 0.0031454948636592153
0.00297, 0.5181421364400496, 5.587106175925928, 0.5185852242388094, 0.14565191386157744, 5.6250000000000026E-5, 0.003047619209314532
0.00302, 0.517366602004636, 5.553325537037036, 0.5178094344392886, 0.14813149989721877, 5.800000000000003E-5, 0.00295567109612254
0.00305, 0.513393693842112, 5.520851824074074, 0.5138032838737843, 0.1474185445165421, 5.975000000000003E-5, 0.002869126173315511
0.00312, 0.5162341079923428, 5.489335287037039, 0.5166650810842522, 0.14735198261582316, 6.150000000000003E-5, 0.0027874660975713544
0.00317, 0.5158468584476926, 5.458952314814817, 0.5162759952114306, 0.14901560466985386, 6.325000000000003E-5, 0.0027105015871231705
0.00321, 0.5139584621505723, 5.429540398148149, 0.514390934924718, 0.14730732105387556, 6.500000000000003E-5, 0.002637387102680667
0.00326, 0.5138091255340046, 5.40111426851852, 0.5142315263643293, 0.14904184314496918, 6.675000000000004E-5, 0.002568228155579755
0.00334, 0.5184051763569376, 5.373568703703704, 0.5188231366531962, 0.14567120545937826, 6.850000000000004E-5, 0.0025026131857866047
0.00337, 0.5153353858310171, 5.34697537962963, 0.5157078941353948, 0.14898344893254434, 7.025000000000004E-5, 0.0024403167865449382
0.00341, 0.5138899514986762, 5.321002518518516, 0.5142681973934669, 0.1463042020201879, 7.200000000000004E-5, 0.0023809875912975237
0.00346, 0.5140485953299846, 5.29578784259259, 0.5144287822311383, 0.14829592550890763, 7.375000000000004E-5, 0.0023245047777392005
0.0035, 0.51281190580606, 5.27130376851852, 0.5131894264834697, 0.14748135645000354, 7.550000000000005E-5, 0.002270796579472501
0.00355, 0.5131114530960845, 5.24745620370371, 0.5134970316063654, 0.14954334056075416, 7.725000000000005E-5, 0.002219155121151284
0.0036, 0.5135183390552154, 5.224427907407407, 0.5138605043287666, 0.14943677778691225, 7.900000000000005E-5, 0.002169984051946446
0.00365, 0.5139131264819617, 5.20179237037037, 0.5142738238523774, 0.14655809725997862, 8.075000000000005E-5, 0.0021230083415877494
0.0037, 0.5144068399201607, 5.179911666666662, 0.5147362581326816, 0.14285454457939026, 8.250000000000005E-5, 0.0020779978967350628
0.00375, 0.5148953885524022, 5.158418175925922, 0.5152426154682335, 0.14917320785579433, 8.425000000000006E-5, 0.0020347615049968156
0.00379, 0.5140798077238322, 5.137490064814815, 0.5144329058306549, 0.1483744814952767, 8.600000000000006E-5, 0.0019933629637193567
0.00384, 0.5147037528318782, 5.117160314814817, 0.515036463031117, 0.14695025825874328, 8.775000000000006E-5, 0.0019536300580150125
0.00386, 0.5113685789782818, 5.097248194444447, 0.511697886008884, 0.14888750274224719, 8.950000000000006E-5, 0.0019155262683076407
0.00393, 0.5146984220084717, 5.077776166666668, 0.5150355609227458, 0.14946493120467266, 9.125000000000006E-5, 0.001878673832818079
