Number of particles: 108
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 47.20789507944623
Number of monomers: 2916666.666666667
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
DryVolFrac increment: 1.0E-4
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0,	phi, 	mu/KT,		(PV/NkT)_total,		1+(PV/NkT)_virial,		 1+(PV/NkT)_pair/calculated,		(PV/NkT)_FR,      <F_total>/V,      EntropySolid,		Freference/V,           <F_FR>/V,     <alpha>,      zeta, 		newHertzianPotential, 		SpringConstant, 		lindemannParameter, 		kT/E
0.0012, 0.3650355936034333, -133.11170360142344, -110.99974051418907, 1.7788040892169765, -111.39646688544224, 0.3967263712531647, -0.006326506063871128, 1.5063595581114126, -0.002824518643436771, 1.8761856199462701E-4, 7.0115121296296286, 0.4125389340624365, 0.0, 0.00453891628920261, 1.0676496349848217, 0.00571428645218489
0.0013, 0.39280753225230425, -154.1478536440683, -122.23454254516591, 1.8854555062301737, -122.62357612870174, 0.389033583535835, -0.009873905028757403, 1.5099149863601429, -0.0030673911404808163, 2.133405327957166E-4, 7.01328625514404, 0.44691717856763963, 0.0, 0.004463517215133781, 1.1057414863080077, 0.005714291684637414
0.0014, 0.41158081037984573, -167.7948801431716, -126.03517519177693, 1.9585634451284326, -126.2472248847918, 0.21204969301487944, -0.01368652392620898, 1.5137342783640793, -0.0033011110241709203, 2.3901516777928184E-4, 7.012446172839507, 0.4812954230728427, 0.0, 0.00448156183437682, 1.1311123456102332, 0.005714533714190389
0.0015, 0.43674311440714675, -184.17078276729035, -133.81848011531642, 1.9516487138729066, -133.75598823415336, -0.06249188116305917, -0.017885520408846767, 1.5179361549682369, -0.0035776397654260182, 2.5761018381151654E-4, 7.014083816872426, 0.5156736675780457, 0.0, 0.0041495384078846075, 1.2028411738407625, 0.005714356465185134
0.0016, 0.45297523895076014, -200.38179737553915, -142.55695816841592, 1.93769917044688, -143.61270457355258, 1.0557464051366696, -0.022480031061364356, 1.5225335521665204, -0.003797538963984391, 2.703794247504204E-4, 7.014136563786012, 0.5500519120832488, 0.0, 0.004286109032413317, 1.209259424230894, 0.005714289248652928
0.0017, 0.48218552580827206, -221.48941097484376, -154.53529843195525, 2.2621785882864325, -156.89693217840247, 2.3616337464472252, -0.02745304647623346, 1.5275308164422512, -0.004003260951245835, 3.41815789614019E-4, 7.016506759259259, 0.5844301565884519, 0.0, 0.004515134613646987, 1.2022424253795132, 0.0057143525024432006
0.0018, 0.4913437499720438, -245.8334015290042, -171.03221275011097, 2.5241493669128374, -174.27720104068104, 3.2449882905700598, -0.03305537144111196, 1.533156091706927, -0.004235564058386556, 4.2335275241386434E-4, 7.016445154320992, 0.6188084010936549, 0.0, 0.004536078528204272, 1.2225359718332416, 0.0057143179419928405
0.0019, 0.5263938260195982, -267.5817412627055, -181.66752180712652, 3.023995008048668, -185.06499154241374, 3.3974697352872147, -0.03919072678536418, 1.5393317458534541, -0.004372553813936277, 5.43791762342534E-4, 7.021861882716058, 0.653186645598858, 0.0, 0.005246606547592961, 1.1574166146655385, 0.005714623752951228
0.002, 0.5381340164179556, -303.8499822234155, -220.17803213438023, 3.18174899405441, -234.63855889376424, 14.460526759384, -0.04583145848204081, 1.545993218971394, -0.004672595031760069, 6.428112212680057E-4, 7.021732726337443, 0.687564890104061, 0.0, 0.004752835410889094, 1.2370237508570219, 0.005714292388418925
0.0021, 0.6957010688668023, -1810.8963862776786, -1775.1901855930196, 5.716342691874771, -1813.1083624730188, 37.91817687999924, -0.05369849477413651, 1.5540594714193585, -0.0042517088053506975, 0.0012985121785099119, 7.066960720164612, 0.721943134609264, 0.0, 0.011437876425216497, 0.8104847084108054, 0.005714330359395513
