This fits B3 to B7 into the virial expansion since maxPower is set to 5.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0012, 0.4084225144615972, 2.864788975654117E-4, -3.23773947786807, 3.667105445413669, 3.7203218406812564, -0.00200465367466009, 1.5021222210937193, -0.00261488210504646, 4.683882934180734E-4, 1.4184013696829685E-4, 7.004189598765431, 0.41253893406243664, 4064.665984812937, 970.3675252506986, 5757.345356236055, 0.7059965545423298
0.0013, 0.4418687046706522, 3.10352139029196E-4, -2.412936803802028, 4.012212900280822, 4.212359128507574, -0.0020713696586741504, 1.502214349726473, -0.002807947521593494, 5.808949719918059E-4, 1.5568289092753761E-4, 7.003974722222224, 0.4469171785676397, 4064.291905312543, 970.278220348303, 5756.815496000919, 0.7059965545423299
0.0014, 0.47461645972933636, 3.342253804929803E-4, -1.5805626730047975, 4.629828964137241, 4.751671511179227, -0.0021198629205681253, 1.5023115125369897, -0.002999174719602353, 7.115975084003043E-4, 1.6771429063392314E-4, 7.00372693415638, 0.48129542307284273, 4063.860558495139, 970.1752438810378, 5756.204520190018, 0.70599655454233
0.0015, 0.5072263553148808, 3.580986219567647E-4, -0.6277786346796618, 5.238127482141355, 5.338827487411127, -0.002146835967356726, 1.5023897121926402, -0.003188695233083918, 8.621162156755123E-4, 1.7974305005167974E-4, 7.003404506172839, 0.5156736675780458, 4063.2993250019117, 970.041259254024, 5755.409568019763, 0.7059965545423298
0.0016, 0.5398795844517693, 3.8197186342054886E-4, 0.34710030926005, 5.809276358173058, 5.975638529418741, -0.00214983714243115, 1.5024449200688108, -0.0033766230161081877, 0.001034240038825443, 1.9254583485159453E-4, 7.003518189300415, 0.5500519120832489, 4063.497201366238, 970.0884987562794, 5755.689847524037, 0.7059965545423299
0.0017, 0.5712442895023522, 4.0584510488433315E-4, 1.449093033939259, 6.759480258592499, 6.664410111818329, -0.0021302631483664874, 1.5025183677559755, -0.0035630577486152858, 0.001229501811979057, 2.0329278826974157E-4, 7.003243024691355, 0.5844301565884519, 4063.0182620709825, 969.9741604218581, 5755.011459942434, 0.7059965545423299
0.0018, 0.602962429881933, 4.297183463481176E-4, 2.5759764773820057, 7.50434973920551, 7.410004316362873, -0.0020806480466257107, 1.5025463874389784, -0.003748087361811589, 0.0014497811619957686, 2.1765815319010968E-4, 7.002857829218109, 0.618808401093655, 4062.347871157911, 969.8141163804293, 5754.061893108492, 0.7059965545423298
0.0019, 0.6339855564793109, 4.535915878119019E-4, 3.8015167354666493, 8.414791009808427, 8.219741579950917, -0.002007269331467349, 1.502575430804727, -0.003931790000723226, 0.001697143135727441, 2.2737753352843643E-4, 7.002620041152263, 0.6531866455988581, 4061.934063652578, 969.7153271154858, 5753.475760637063, 0.70599655454233
0.002, 0.6639413100058136, 4.7746482927568624E-4, 5.1717356436703374, 9.539371505137188, 9.1035212427779, -0.001899138992716886, 1.5026060086487616, -0.004114235572503025, 0.0019736813275805024, 2.414152522056366E-4, 7.0021865329218125, 0.687564890104061, 4061.179729062149, 969.5352429972678, 5752.407292829997, 0.7059965545423299
0.0021, 0.6943693520602504, 5.013380707394704E-4, 6.578486361955514, 10.459591167877097, 10.075530646814077, -0.0017603371438509453, 1.50258916000996, -0.0042954869843524115, 0.0022820824603409094, 2.5306738016055684E-4, 7.001968775720166, 0.721943134609264, 4060.800851566945, 969.4447926579859, 5751.870636535054, 0.7059965545423298
0.0022, 0.7241063909203079, 5.252113122032547E-4, 8.24729726640768, 11.534205663973312, 11.153778647536068, -0.001585039405946534, 1.5025548591780946, -0.0044756011451519695, 0.0026251945995767753, 2.653671396286599E-4, 7.001688302469142, 0.756321379114467, 4060.31288863894, 969.3283000899295, 5751.179467541571, 0.7059965545423298
0.0023, 0.7573495619274286, 5.490845536670391E-4, 9.935560885899655, 11.748798020294485, 12.361692091346805, -0.0013665577057218278, 1.5023390929907234, -0.004654629784629776, 0.0030065564379040646, 2.815156410038836E-4, 7.00142068930041, 0.79069962361967, 4059.847335923297, 969.2171575659829, 5750.520041213428, 0.7059965545423299
0.0024, 0.7856055647852688, 5.729577951308231E-4, 11.809023675101422, 13.178289618611066, 13.72840035564321, -0.0011106513177321078, 1.5022621311125857, -0.004832620129818146, 0.003430292400624005, 2.916764114620329E-4, 7.001017037037035, 0.8250778681248729, 4059.1451903898487, 969.0495326673556, 5749.525495944149, 0.7059965545423297
0.0025, 0.8120873645404982, 5.968310365946075E-4, 14.050576177328688, 14.9302295814055, 15.289857029432435, -8.027183584273442E-4, 1.5021912984782975, -0.005009615468588517, 0.003901430648510707, 3.0546646165046596E-4, 7.000426779835394, 0.8594561126300759, 4058.1185948229627, 968.8044510288163, 5748.071387478206, 0.7059965545423298
0.0026, 0.8362716838914787, 6.207042780583919E-4, 16.549600757351833, 17.05056629659278, 17.089674008263653, -4.397857221587814E-4, 1.5021443233328857, -0.005185655622889315, 0.004426079432941319, 3.197904677892143E-4, 6.999637685185189, 0.8938343571352789, 4056.74644474074, 968.4768743264418, 5746.1278226358645, 0.7059965545423298
0.0027, 0.8587076100695269, 6.445775195221761E-4, 19.35791385834834, 19.385492536216592, 19.180329075640756, -1.2533128408368475E-5, 1.5020976346730215, -0.005360777349080229, 0.0050118335371753826, 3.3641068349647793E-4, 6.998922006172842, 0.9282126016404819, 4055.502224006027, 968.1798385061013, 5744.365461719643, 0.7059965545423298
0.0028, 0.8788702894673571, 6.684507609859605E-4, 22.606976160824352, 21.953402270818188, 21.623349522253164, 4.8448658139219145E-4, 1.5020692286203314, -0.005535014678884134, 0.005667532773259548, 3.519684870167778E-4, 6.998109763374491, 0.9625908461456849, 4054.090433645819, 967.8427983844464, 5742.365748900757, 0.7059965545423296
0.0029, 0.8968795046344307, 6.923240024497446E-4, -10.14706323243028, 24.703381119271192, 24.49095946045267, 0.001066870472898382, 1.5020391491503577, -0.005708399211575585, 0.0064039173631974785, 3.7135232127648825E-4, 6.997190534979421, 0.9969690906508879, 4052.493082782875, 967.4614589559119, 5740.1032012258875, 0.7059965545423299
