This fits B3 to B9 into the virial expansion since maxPower is set to 7.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0012, 0.40845818512031185, 2.864788975654117E-4, -3.330981922860081, 3.6293814210305673, 3.572325911635247, -0.001991845886708578, 1.5021076720100905, -0.00261488210504646, 4.7854208178638337E-4, 1.4449413655149852E-4, 7.004053652263377, 0.41253893406243664, 4064.4293122943877, 970.3110238488669, 5757.010124403792, 0.7059965545423299
0.0013, 0.4415687152299004, 3.10352139029196E-4, -2.587381866429835, 4.170615678977173, 4.05142153238778, -0.0020629720925820546, 1.5022164221324836, -0.002807947521593494, 5.880022839425808E-4, 1.5697314506885878E-4, 7.004027088477368, 0.4469171785676397, 4064.3830678366567, 970.2999837978091, 5756.944622019349, 0.70599655454233
0.0014, 0.4745533525154281, 3.342253804929803E-4, -1.7149020643172381, 4.642644166948111, 4.621107903953345, -0.0021153842708211707, 1.5023098470307155, -0.002999174719602353, 7.155360461573925E-4, 1.682544026237893E-4, 7.003715812757205, 0.48129542307284273, 4063.8411991979588, 970.1706221892763, 5756.177098955375, 0.7059965545423299
0.0015, 0.5074417448326748, 3.580986219567647E-4, -0.7171610431551482, 5.151498091134567, 5.277777351683968, -0.0021448526347184298, 1.5023815432995336, -0.003188695233083918, 8.639147798779917E-4, 1.79927818487497E-4, 7.0035095884773675, 0.5156736675780458, 4063.482230585902, 970.0849247457408, 5755.668642349254, 0.7059965545423298
0.0016, 0.5398462200453781, 3.8197186342054886E-4, 0.40612621473407123, 5.809356538640928, 6.009140290240225, -0.0021496261883244953, 1.5024446131140372, -0.0033766230161081877, 0.0010357178664383991, 1.912789613452933E-4, 7.003395483539099, 0.5500519120832489, 4063.2836205194744, 970.0375100850111, 5755.3873236018035, 0.7059965545423298
0.0017, 0.5713674737771073, 4.0584510488433315E-4, 1.5859376274144432, 6.713328618456706, 6.796980298505275, -0.0021254615363401914, 1.5025074142151376, -0.0035630577486152858, 0.001233116616269932, 2.044795960051622E-4, 7.0031150308641985, 0.5844301565884519, 4062.795494525606, 969.9209785878475, 5754.695923635714, 0.70599655454233
0.0018, 0.6028584358981918, 4.297183463481176E-4, 2.792824192106338, 7.5358211989952615, 7.622022255175487, -0.002073903244472963, 1.502544250305059, -0.003748087361811589, 0.0014579501305895404, 2.1623398674908576E-4, 7.002902654320986, 0.618808401093655, 4062.4258805926047, 969.8327397611382, 5754.172388597728, 0.7059965545423299
0.0019, 0.6339639246514561, 4.535915878119019E-4, 4.108253798839917, 8.41086369197865, 8.468785851401194, -0.0019921140037320855, 1.5025590873854844, -0.003931790000723226, 0.0017114459231423922, 2.2823007384874843E-4, 7.002450133744853, 0.6531866455988581, 4061.638401770403, 969.6447430404379, 5753.056974057621, 0.70599655454233
0.002, 0.6639137356626188, 4.7746482927568624E-4, 5.444865446081805, 9.551227641410886, 9.332713962610484, -0.001877748574604534, 1.5025865037082284, -0.004114235572503025, 0.0019948121439364256, 2.416748539620654E-4, 7.002254465020576, 0.687564890104061, 4061.2979294861175, 969.5634612698931, 5752.574716343905, 0.7059965545423299
0.0021, 0.69319375555952, 5.013380707394704E-4, 6.815428802997403, 10.797052082639631, 10.224533899186838, -0.0017321408286678323, 1.5025991235795098, -0.0042954869843524115, 0.002308901088313574, 2.5444506737100505E-4, 7.00176254115227, 0.721943134609264, 4060.442044121877, 969.3591336902348, 5751.3624082118995, 0.7059965545423297
0.0022, 0.7259186932613265, 5.252113122032547E-4, 8.208654787846593, 11.079659331521919, 11.176698769065297, -0.001552335819618159, 1.50245601393123, -0.0044756011451519695, 0.002655625600956578, 2.6763972457723216E-4, 7.001809537037037, 0.756321379114467, 4060.523805826637, 969.378652859437, 5751.478218557193, 0.7059965545423301
0.0023, 0.755925368265857, 5.490845536670391E-4, 9.84680095240653, 12.099269248144578, 12.242374687791312, -0.0013402064329816107, 1.502364528502031, -0.004654629784629776, 0.0030371298495090217, 2.772935021391429E-4, 7.001409444444442, 0.79069962361967, 4059.8277746111357, 969.2124876466971, 5750.492333837188, 0.7059965545423298
0.0024, 0.7857864762446152, 5.729577951308231E-4, 11.74553605754879, 13.160053985623264, 13.496086344427681, -0.0010821857060529143, 1.5022277106122912, -0.004832620129818146, 0.003457909438890308, 2.9252498487492327E-4, 7.0011875000000074, 0.8250778681248729, 4059.441697637378, 969.1203185585159, 5749.945479930786, 0.7059965545423299
0.0025, 0.8121446543833046, 5.968310365946075E-4, 13.806231667520906, 14.93852139775202, 15.022708132969683, -7.793983961347159E-4, 1.502163245415362, -0.005009615468588517, 0.003923802500044607, 3.0641457240919445E-4, 7.000418888888886, 0.8594561126300759, 4058.1048717907843, 968.8011748962082, 5748.051949660709, 0.7059965545423301
0.0026, 0.8371087622769616, 6.207042780583919E-4, 16.391191143888026, 16.93725920065723, 16.9040954095683, -4.229867014455702E-4, 1.5020925140849613, -0.005185655622889315, 0.004443673549502508, 3.189953719412359E-4, 6.99978103909465, 0.8938343571352789, 4056.995698658891, 968.5363793161799, 5746.480875234416, 0.70599655454233
0.0027, 0.8587636458304284, 6.445775195221761E-4, 19.464886684276667, 19.384794292656935, 19.190748995260492, 3.223331979447519E-6, 1.502080645052783, -0.005360777349080229, 0.005027719932286873, 3.3628074877280336E-4, 6.99899599794239, 0.9282126016404819, 4055.63084822475, 968.210545276418, 5744.547649887411, 0.7059965545423298
0.0028, 0.8793430615408929, 6.684507609859605E-4, 22.820740021238493, 21.907480214376264, 21.864778512734347, 5.063931783123032E-4, 1.5020223257349348, -0.005535014678884134, 0.005687028125234611, 3.5437973196182664E-4, 6.998044948559667, 0.9625908461456849, 4053.977790648228, 967.8159068496395, 5742.206197134014, 0.7059965545423299
0.0029, 0.8963566947932652, 6.923240024497446E-4, -10.605873925426119, 24.7498510037491, 24.786930288390522, 0.001092833405797993, 1.5020400904119184, -0.005708399211575585, 0.00643138725015302, 3.698453672205572E-4, 6.9972077983539105, 0.9969690906508879, 4052.523077626359, 967.4686196973236, 5740.14568704723, 0.7059965545423298
