This fits B3 to B3 into the virial expansion since maxPower is set to 1.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0012, 0.40839044168383315, 2.864788975654117E-4, -1.3037096403169428, 3.682661289808138, 4.8290397094356745, -0.0017555822151580098, 1.501874908270592, -0.00261488210504646, 7.152671756378168E-4, 1.4403271425063362E-4, 7.0042420473251035, 0.41253893406243664, 4064.757296221553, 970.3893242437615, 5757.47469314008, 0.7059965545423297
0.0013, 0.4417076480020572, 3.10352139029196E-4, -0.34030320857364543, 4.089167594935634, 5.388590916253396, -0.001776589874591275, 1.5019264893895081, -0.002807947521593494, 8.767463315253932E-4, 1.5461131547682568E-4, 7.004080802469138, 0.4469171785676397, 4064.476578003089, 970.3223077056347, 5757.077073326415, 0.7059965545423298
0.0014, 0.4748134399947722, 3.342253804929803E-4, 0.6970375840152491, 4.544111725344598, 5.985042107055051, -0.0017718304964963682, 1.501956809081124, -0.002999174719602353, 0.0010600467553001309, 1.6729746780585363E-4, 7.003757016460907, 0.48129542307284273, 4063.9129238216756, 970.1877451818851, 5756.278692402618, 0.7059965545423298
0.0015, 0.5075329720990097, 3.580986219567647E-4, 1.783574018258792, 5.1432596895376035, 6.618625895929423, -0.0017433087814862172, 1.5019771782711966, -0.003188695233083918, 0.0012665692627801461, 1.7881718881755475E-4, 7.003676347736626, 0.5156736675780458, 4063.7725019476143, 970.1542219288225, 5756.079793593329, 0.7059965545423297
0.0016, 0.5396631426968249, 3.8197186342054886E-4, 2.9135137793539196, 5.885996304593368, 7.28915670322791, -0.0016866711100835198, 1.5019893866185583, -0.0033766230161081877, 0.0014975771445516544, 1.9237476147301364E-4, 7.003514115226335, 0.5500519120832489, 4063.4901099393824, 970.0868058028229, 5755.679802961057, 0.7059965545423299
0.0017, 0.5713151879279775, 4.0584510488433315E-4, 4.033657043021301, 6.743618427148725, 7.996579538027386, -0.0016041987455610593, 1.501988619415185, -0.0035630577486152858, 0.0017543689684448105, 2.044900346094158E-4, 7.003206851851847, 0.5844301565884519, 4062.9553040323135, 969.9591302972658, 5754.922283815066, 0.7059965545423299
0.0018, 0.603154119216605, 4.297183463481176E-4, 5.260192959787362, 7.426005118938617, 8.740940377735626, -0.0014940781729432364, 1.5019535968465059, -0.003748087361811589, 0.0020382814389876143, 2.157277498807386E-4, 7.002840174897117, 0.618808401093655, 4062.317147495837, 969.8067816463958, 5754.018374961165, 0.7059965545423297
0.0019, 0.6334968056665273, 4.535915878119019E-4, 6.556692784654247, 8.559660239665611, 9.522463116244293, -0.0013530430322108555, 1.5019409431704744, -0.003931790000723226, 0.002350736352647521, 2.280106158648497E-4, 7.002707098765433, 0.6531866455988581, 4062.08556124005, 969.7514945003549, 5753.690347502251, 0.7059965545423299
0.002, 0.6641266277168076, 4.7746482927568624E-4, 7.879022230131656, 9.491927341264837, 10.340655444208132, -0.00118101915283943, 1.501880565096078, -0.004114235572503025, 0.0026928349243274946, 2.4038149533610022E-4, 7.002180061728397, 0.687564890104061, 4061.168469441266, 969.5325549607866, 5752.391344280659, 0.7059965545423298
0.0021, 0.6939597190161938, 5.013380707394704E-4, 9.26990259498601, 10.562707573192096, 11.196085353129346, -9.768474318139408E-4, 1.5018210744525013, -0.0042954869843524115, 0.0030661629260322716, 2.524766265061987E-4, 7.001966419753083, 0.721943134609264, 4060.7967525298495, 969.4438140849624, 5751.8648305051665, 0.7059965545423298
0.0022, 0.724680205419369, 5.252113122032547E-4, 10.795068463810878, 11.392098278356006, 12.088469153897233, -7.384139068477066E-4, 1.5016868838242654, -0.0044756011451519695, 0.0034719130566674312, 2.652741816368318E-4, 7.001713024691356, 0.756321379114467, 4060.355898399267, 969.3385679138654, 5751.240388179285, 0.7059965545423299
0.0023, 0.7549131252841924, 5.490845536670391E-4, 12.225659942141196, 12.307617619450301, 13.017635399895665, -4.614208797046604E-4, 1.5015243130042581, -0.004654629784629776, 0.003911312555444028, 2.818963494810871E-4, 7.0012455555555615, 0.79069962361967, 4059.542684118856, 969.1444273050848, 5750.088520970896, 0.7059965545423302
0.0024, 0.785930206869085, 5.729577951308231E-4, 13.644291411892281, 13.109821630781587, 13.984025169809271, -1.546816431420026E-4, 1.5012937015333572, -0.004832620129818146, 0.004385923240773039, 2.92015245903104E-4, 7.00103330246913, 0.8250778681248729, 4059.1734822380913, 969.0562868486011, 5749.565569579156, 0.7059965545423297
0.0025, 0.8117620786570704, 5.968310365946075E-4, 15.354063779576226, 14.990876927717293, 14.98699984776769, 1.9004604725202535E-4, 1.501211830181037, -0.005009615468588517, 0.004896704655756754, 3.0295686008378897E-4, 7.000430462962959, 0.8594561126300759, 4058.1250001080107, 968.8059801779823, 5748.080460164192, 0.70599655454233
0.0026, 0.8366924304110149, 6.207042780583919E-4, 17.165028298721243, 16.989098126456064, 16.026883405930313, 5.784209009783332E-4, 1.5011110469869593, -0.005185655622889315, 0.00544515284268203, 3.1892368118561755E-4, 6.999782109053496, 0.8938343571352789, 4056.9975590681265, 968.5368234561689, 5746.483510387838, 0.7059965545423299
0.0027, 0.8591214205093978, 6.445775195221761E-4, 18.821771521321097, 19.336683295879375, 17.103603653934726, 0.0010096157778681511, 1.5010587876325006, -0.005360777349080229, 0.006032539423442453, 3.378537035059269E-4, 6.9990288374485585, 0.9282126016404819, 4055.687935929561, 968.2241739620335, 5744.628511053719, 0.70599655454233
0.0028, 0.8792469134885004, 6.684507609859605E-4, 20.566763991094717, 21.929382906644587, 18.217208841839152, 0.001477094293587688, 1.5010586559171277, -0.005535014678884134, 0.006660209634750617, 3.518993377212057E-4, 6.998223343621393, 0.9625908461456849, 4054.287832121163, 967.8899237991111, 5742.645351505151, 0.7059965545423298
0.0029, 0.8967043150073717, 6.923240024497446E-4, -30.936190542629898, 24.732562345710633, 19.367610220010487, 0.001991606423644288, 1.5011237351562126, -0.005708399211575585, 0.00732941847268565, 3.7058716253422227E-4, 6.997297201646086, 0.9969690906508879, 4052.678416817836, 967.5057041975928, 5740.365715304419, 0.7059965545423298
