This fits B3 to B6 into the virial expansion since maxPower is set to 4.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0012, 0.4084819469629739, 2.864788975654117E-4, -3.221286454465146, 3.643336827516007, 3.743380015413523, -0.0019905949179783635, 1.5021072848033419, -0.00261488210504646, 4.7935801258166253E-4, 1.44929174486434E-4, 7.004336039094654, 0.41253893406243664, 4064.9209365649576, 970.4283904980746, 5757.706479460212, 0.7059965545423299
0.0013, 0.4417685954455579, 3.10352139029196E-4, -2.4409093091126564, 4.061620926537243, 4.2204481268686065, -0.0020598275683294037, 1.502207303695384, -0.002807947521593494, 5.931645585666367E-4, 1.5495539469745346E-4, 7.004062242798354, 0.4469171785676397, 4064.4442674903607, 970.3145941389129, 5757.0313075043005, 0.7059965545423299
0.0014, 0.474882420772574, 3.342253804929803E-4, -1.5377546321579205, 4.527459855617667, 4.742859772266487, -0.0021071397526336542, 1.502291145340648, -0.002999174719602353, 7.248288625713797E-4, 1.672061043973189E-4, 7.003931430041154, 0.48129542307284273, 4064.2165405458973, 970.2602283355831, 5756.7087465187005, 0.7059965545423299
0.0015, 0.5072487575866582, 3.580986219567647E-4, -0.6125450395963381, 5.2423671534886935, 5.312880278394609, -0.0021332499436205214, 1.5023767075164243, -0.003188695233083918, 8.758551419489172E-4, 1.7959014751447945E-4, 7.003568693415641, 0.5156736675780458, 4063.585110673495, 970.10948555747, 5755.814365564094, 0.7059965545423296
0.0016, 0.539509891200287, 3.8197186342054886E-4, 0.35220417082064376, 5.942701218816892, 5.9344689437800735, -0.0021363866239091076, 1.5024431865100252, -0.0033766230161081877, 0.0010479932504622118, 1.9224314173686826E-4, 7.003398930041152, 0.5500519120832489, 4063.2896193762863, 970.0389422065829, 5755.395820607594, 0.7059965545423298
0.0017, 0.5718551228695231, 4.0584510488433315E-4, 1.3902951901101064, 6.524089099579677, 6.612686849921918, -0.002116433433191415, 1.502482534858124, -0.0035630577486152858, 0.00124296782498256, 2.036564904413109E-4, 7.00314655349794, 0.5844301565884519, 4062.8503575074, 969.9340761599653, 5754.7736336209, 0.7059965545423299
0.0018, 0.6027507601817358, 4.297183463481176E-4, 2.549782297361825, 7.557783560716799, 7.354571218365389, -0.0020700049183502347, 1.5025437317902157, -0.003748087361811589, 0.0014627182551744302, 2.1536418828692447E-4, 7.002795833333335, 0.618808401093655, 4062.239980939198, 969.7883594880001, 5753.909073356016, 0.70599655454233
0.0019, 0.6344483044846367, 4.535915878119019E-4, 3.799824950843485, 8.258178847891152, 8.16950464450305, -0.001994690296261412, 1.5025466770516647, -0.003931790000723226, 0.001709500222063164, 2.275994823986504E-4, 7.002608343621397, 0.6531866455988581, 4061.9137079059697, 969.7104675389463, 5753.446927994076, 0.7059965545423298
0.002, 0.6641497367825602, 4.7746482927568624E-4, 5.155010657210853, 9.473007707081164, 9.068847936557749, -0.001888576641207037, 1.5025892832044236, -0.004114235572503025, 0.0019856539689477063, 2.4000496234828143E-4, 7.002248847736629, 0.687564890104061, 4061.2881554431383, 969.5611278890119, 5752.560872022832, 0.7059965545423296
0.0021, 0.6939209150562587, 5.013380707394704E-4, 6.5920085772561805, 10.573669667578597, 10.066985016425585, -0.0017485566679254598, 1.5025912605188272, -0.0042954869843524115, 0.002293993346865343, 2.529369695616087E-4, 7.001779403292181, 0.721943134609264, 4060.4713801239222, 969.3661371448388, 5751.4039608255125, 0.7059965545423301
0.0022, 0.7227170895234504, 5.252113122032547E-4, 8.240496077332624, 11.887968936865919, 11.18170040556903, -0.001573831416214689, 1.50259500295259, -0.0044756011451519695, 0.0026379594433206255, 2.638102856166554E-4, 7.001652345679017, 0.756321379114467, 4060.2503344110232, 969.3133663680532, 5751.0908633868985, 0.7059965545423298
0.0023, 0.7563549079057584, 5.490845536670391E-4, 10.082218066557049, 12.005654105323835, 12.43340795015762, -0.0013551019626544016, 1.502364307305261, -0.004654629784629776, 0.0030211629612255757, 2.783648607497982E-4, 7.001502386831277, 0.79069962361967, 4059.9894570961487, 969.2510864967489, 5750.72134697326, 0.70599655454233
0.0024, 0.7853000274837378, 5.729577951308231E-4, 12.003086116252154, 13.24749583876745, 13.845950571541668, -0.001092440963427799, 1.5022509765792118, -0.004832620129818146, 0.0034476816981901096, 2.924974682002376E-4, 7.000816604938275, 0.8250778681248729, 4058.7965725989484, 968.9663063003482, 5749.031700629344, 0.7059965545423299
0.0025, 0.8125437947578366, 5.968310365946075E-4, 14.258381080691576, 14.860418193198155, 15.448513039661872, -7.819968163266322E-4, 1.5021520355444602, -0.005009615468588517, 0.0039231023143870385, 3.0451633787484655E-4, 7.000516059670785, 0.8594561126300759, 4058.2738622626134, 968.8415183995988, 5748.291314103416, 0.7059965545423299
0.0026, 0.8363415104139993, 6.207042780583919E-4, 16.775966468082892, 17.0428304047438, 17.272798019535426, -4.1165341458379145E-4, 1.5021166397558399, -0.005185655622889315, 0.0044528614244856045, 3.2114078381991845E-4, 6.999785113168723, 0.8938343571352789, 4057.00278252788, 968.5380704653286, 5746.490909092151, 0.7059965545423299
0.0027, 0.8586210926574592, 6.445775195221761E-4, 19.518146239313552, 19.39102604631768, 19.35623118930379, 1.8996580235151016E-5, 1.5020727043477602, -0.005360777349080229, 0.00504403383815752, 3.357400911578601E-4, 6.998982901234572, 0.9282126016404819, 4055.608081253805, 968.2051100624702, 5744.515401895832, 0.7059965545423299
0.0028, 0.8791281914879979, 6.684507609859605E-4, 22.799153343371035, 21.93131654977144, 21.740658229980916, 5.202694216093805E-4, 1.502019026938295, -0.005535014678884134, 0.0057045318842579166, 3.5075221623559775E-4, 6.998053425925923, 0.9625908461456849, 4053.9925235185106, 967.8194240633366, 5742.227065324075, 0.7059965545423298
0.0029, 0.8964276453641652, 6.923240024497446E-4, -10.896497285436268, 24.73621469185162, 24.473423907506067, 0.001107575966107435, 1.5020238263074162, -0.005708399211575585, 0.006443732718339895, 3.7224245934312414E-4, 6.99724312757202, 0.9969690906508879, 4052.584462052283, 967.4832741495455, 5740.232634250481, 0.7059965545423301
