This fits B3 to B8 into the virial expansion since maxPower is set to 6.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.06872279553311346, 4.774648292756861E-5, -14.607944370793755, 1.1702098475837839, 1.181120124063175, -4.886304211479585E-4, 1.5004898583874815, -5.213638970822166E-4, 8.707997079661985E-6, 2.4025478854596154E-5, 7.005001851851848, 0.06875648901040608, 4066.080247089059, 970.7051554988084, 5759.348570369357, 0.7059965545423298
3.0E-4, 0.10303943288937287, 7.161972439135293E-5, -8.465233954376773, 1.2793732886192966, 1.2897677408213604, -6.97477966506976E-4, 1.5007003763303923, -7.530065463303081E-4, 1.973688591728505E-5, 3.579169390604712E-5, 7.004859763374492, 0.10313473351560913, 4065.8328246995084, 970.6460877543154, 5758.9981120166085, 0.7059965545423299
4.0E-4, 0.1372932400136706, 9.549296585513724E-5, -7.935985806787949, 1.4584570586708452, 1.4245788672179251, -8.928155696284832E-4, 1.5008991822505884, -9.765371141186377E-4, 3.597226402997078E-5, 4.774928046018375E-5, 7.004772962962965, 0.13751297802081217, 4065.681681806782, 970.6100050465795, 5758.784027554364, 0.7059965545423298
5.0E-4, 0.17150746372627235, 1.1936620731892148E-4, -7.425337985549607, 1.6549999263296298, 1.5897538045817161, -0.0010763933773442036, 1.5010878620861252, -0.0011940355932402447, 5.832649768029516E-5, 5.9315718215745974E-5, 7.004944732510291, 0.1718912225260152, 4065.9807824761087, 970.6814100715877, 5759.207684960908, 0.7059965545423298
6.0E-4, 0.2057110426838331, 1.4323944878270585E-4, -6.896892158047499, 1.7893979094861585, 1.7869012620801288, -0.0012473493429869542, 1.5012640765800942, -0.001406727072591923, 8.78206010156212E-5, 7.155712858934766E-5, 7.00498585390946, 0.20626946703121826, 4066.0523889512515, 970.6985048583023, 5759.309111058077, 0.7059965545423299
7.0E-4, 0.23976493936763088, 1.6711269024649017E-4, -6.392584935050893, 2.0290163152758227, 2.0166844705224136, -0.0014056957210217002, 1.5014309646894806, -0.0016154210498813184, 1.2552891440572778E-4, 8.419641445389033E-5, 7.004714084362141, 0.24064771153642134, 4065.579160438293, 970.5855298727282, 5758.6388124427185, 0.7059965545423298
8.0E-4, 0.2736869865234259, 1.9098593171027449E-4, -5.839605163093071, 2.3320435514038635, 2.2800389904659415, -0.001552572790451394, 1.5015907597808098, -0.0018206928681456847, 1.7259159185329027E-4, 9.552848584100062E-5, 7.004562541152271, 0.2750259560416244, 4065.3152963121915, 970.5225369527677, 5758.265065397632, 0.7059965545423299
9.0E-4, 0.3075771665636083, 2.148591731740588E-4, -5.259319860427637, 2.5947060407253915, 2.5784959871507525, -0.001684516329245065, 1.5017367416143497, -0.0020229727110088343, 2.3017735747979747E-4, 1.082790242839718E-4, 7.0044573456790085, 0.30940420054682743, 4065.132138688201, 970.4788112909331, 5758.005634069232, 0.7059965545423299
0.001, 0.34148955953064103, 2.38732414637843E-4, -4.658312412391234, 2.820955501744416, 2.9146291449068773, -0.0018036868163779246, 1.5018692092145502, -0.0022225944863660013, 2.9953221272902605E-4, 1.1937545725905056E-4, 7.004507325102882, 0.3437824450520305, 4065.2191580254403, 970.4995856274325, 5758.128891522371, 0.70599655454233
0.0011, 0.3748710510716988, 2.626056561016274E-4, -3.9550531820578874, 3.3158519808755282, 3.2916730542119588, -0.001906934363314584, 1.502000098355112, -0.0024198249427019227, 3.8191470039632906E-4, 1.3097587899100934E-4, 7.004108508230454, 0.3781606895572336, 4064.5248112544878, 970.333822546207, 5757.145392712803, 0.7059965545423299
0.0012, 0.40842467336126886, 2.864788975654117E-4, -3.2172283270820574, 3.6454926439066813, 3.7142251759164493, -0.0019925266956126774, 1.5021098748377961, -0.00261488210504646, 4.7884492452343537E-4, 1.4351048491034746E-4, 7.004073364197531, 0.41253893406243664, 4064.463628702755, 970.3192162878981, 5757.058731451727, 0.7059965545423298
0.0013, 0.44178438551872123, 3.10352139029196E-4, -2.457698149609414, 4.059476402657797, 4.186829943786109, -0.0020605457007076976, 1.5022074881573102, -0.002807947521593494, 5.918606012425277E-4, 1.5554121964326878E-4, 7.004094259259265, 0.4469171785676397, 4064.500005022955, 970.3279004946551, 5757.110256236042, 0.7059965545423298
0.0014, 0.4745870328604389, 3.342253804929803E-4, -1.5880617296250452, 4.663968322674245, 4.714007627197061, -0.0021098731383541202, 1.5023032042029871, -0.002999174719602353, 7.22610596731484E-4, 1.666909845167487E-4, 7.003869279835393, 0.48129542307284273, 4064.1083486016814, 970.234399411496, 5756.555499390906, 0.7059965545423299
0.0015, 0.5074725758865076, 3.580986219567647E-4, -0.6297475191470053, 5.161684680185736, 5.300223187623896, -0.002136370062969165, 1.5023722065970049, -0.003188695233083918, 8.729700844666531E-4, 1.7935508564810034E-4, 7.003649218106991, 0.5156736675780458, 4063.7252775141787, 970.1429479257986, 5756.012903134538, 0.7059965545423301
0.0016, 0.5394509349041525, 3.8197186342054886E-4, 0.3517660922300689, 5.965372878358265, 5.949212695005873, -0.0021399413675257514, 1.5024498302280351, -0.0033766230161081877, 0.0010449142599004, 1.917673886820363E-4, 7.003471748971195, 0.5500519120832489, 4063.416366752242, 970.0692009136937, 5755.57535034487, 0.70599655454233
0.0017, 0.5714643256544161, 4.0584510488433315E-4, 1.4678173750311216, 6.69385602560601, 6.663846534059, -0.0021195744692520044, 1.5024982251575907, -0.0035630577486152858, 0.0012404791668139605, 2.030041125493207E-4, 7.003187633744856, 0.5844301565884519, 4062.9218556005685, 969.9511450723894, 5754.874906201777, 0.7059965545423299
0.0018, 0.6026716119511664, 4.297183463481176E-4, 2.6792528228279524, 7.607894997888935, 7.446516119514076, -0.0020698582502880394, 1.5025454339518245, -0.003748087361811589, 0.0014618388521602371, 2.1639025936331244E-4, 7.002854454732511, 0.618808401093655, 4062.341998557847, 969.8127144004358, 5754.053574937495, 0.7059965545423298
