This fits B3 to B8 into the virial expansion since maxPower is set to 6.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0019, 0.6335297939988577, 4.535915878119019E-4, 3.933619689091579, 8.533315224572721, 8.299511121046104, -0.0019916495700882096, 1.5025778263723897, -0.003931790000723226, 0.0017112776800164231, 2.2886275061859374E-4, 7.00259371399177, 0.6531866455988581, 4061.888249891159, 969.7043898855986, 5753.410868307032, 0.7059965545423299
0.002, 0.6648596765793608, 4.7746482927568624E-4, 5.334998815082299, 9.27525537081332, 9.225644453562378, -0.0018820417449592806, 1.502557178837481, -0.004114235572503025, 0.0019911000489361997, 2.4109377860754473E-4, 7.00231950617284, 0.687564890104061, 4061.4111018730737, 969.5904791871014, 5752.7350179576, 0.7059965545423299
0.0021, 0.6933808509309456, 5.013380707394704E-4, 6.786086950036663, 10.706234566762793, 10.229557041279374, -0.0017369221402452838, 1.5026010594283103, -0.0042954869843524115, 0.0023036443895208965, 2.5492045458623135E-4, 7.001791934156383, 0.721943134609264, 4060.493180856389, 969.3713416863415, 5751.434840200671, 0.7059965545423298
0.0022, 0.7238240709985322, 5.252113122032547E-4, 8.372640023707422, 11.595627241979491, 11.320306571435026, -0.001558029960254359, 1.5025351041963593, -0.0044756011451519695, 0.002651729161948143, 2.6584202294946765E-4, 7.001472417695479, 0.756321379114467, 4059.9373223479865, 969.2386402424336, 5750.6475013605195, 0.7059965545423301
0.0023, 0.756321002224695, 5.490845536670391E-4, 10.094223313284923, 12.019134091787999, 12.51301340732661, -0.0013371580262946598, 1.5023476443844312, -0.004654629784629776, 0.0030384073763117646, 2.790643820233514E-4, 7.001528456790127, 0.79069962361967, 4060.0348091418973, 969.2619135001393, 5750.785585311899, 0.70599655454233
0.0024, 0.7857861410979294, 5.729577951308231E-4, 12.006710368276922, 13.149632845388844, 13.83122322018032, -0.0010760662991595353, 1.5022213378787914, -0.004832620129818146, 0.003466695492807078, 2.898583378515328E-4, 7.001117685185188, 0.8250778681248729, 4059.320258376844, 969.0913270706167, 5749.773468807287, 0.7059965545423297
0.0025, 0.8123038767076003, 5.968310365946075E-4, 14.176822546946704, 14.891522513581315, 15.312667488278748, -7.638798346794647E-4, 1.5021420145077677, -0.005009615468588517, 0.003940857117394149, 3.0487851651490384E-4, 7.000384609053495, 0.8594561126300759, 4058.0452565786036, 968.7869428126552, 5747.967508438163, 0.7059965545423299
0.0026, 0.8366524902674071, 6.207042780583919E-4, 16.50158852428621, 16.990058606832235, 17.013406478667292, -3.9917288345457484E-4, 1.5020895751853418, -0.005185655622889315, 0.004466544589278034, 3.199381501567064E-4, 6.999726563786007, 0.8938343571352789, 4056.900979536256, 968.5137667913209, 5746.346711516441, 0.70599655454233
0.0027, 0.8590921444561195, 6.445775195221761E-4, 19.30030999053722, 19.33492164581893, 19.012764909806577, 2.4012980073128895E-5, 1.5020486831508122, -0.005360777349080229, 0.005050917942636386, 3.338723865169718E-4, 6.999119742798354, 0.9282126016404819, 4055.845967219742, 968.2619011535268, 5744.852352500486, 0.70599655454233
0.0028, 0.8791896400420838, 6.684507609859605E-4, 22.470112298190337, 21.934179093090535, 21.4199549881873, 5.223490380053923E-4, 1.5020161126732705, -0.005535014678884134, 0.0057032958884001735, 3.540678284893529E-4, 6.998196141975315, 0.9625908461456849, 4054.2405560332345, 967.8786374644853, 5742.578387881003, 0.7059965545423297
0.0029, 0.8963747447883932, 6.923240024497446E-4, -10.940052669382906, 24.74303799897719, 24.38286999271122, 0.0010968818132992232, 1.502036590781777, -0.005708399211575585, 0.0064367673211532805, 3.6851370372152685E-4, 6.997231131687242, 0.9969690906508879, 4052.5636191637195, 967.4782982764308, 5740.203111601358, 0.7059965545423299
