This fits B3 to B12 into the virial expansion since maxPower is set to 10.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0012, 0.4083857201147014, 2.864788975654117E-4, -3.322383802235621, 3.6760939609006584, 3.658603574711388, -0.0019973242231346943, 1.5021161686661535, -0.00261488210504646, 4.757822995368413E-4, 1.4177558237492472E-4, 7.0041362757201595, 0.41253893406243664, 4064.5731523523555, 970.3453631332271, 5757.213864856975, 0.7059965545423299
0.0013, 0.4418460890061689, 3.10352139029196E-4, -2.515569245268461, 4.021506129226809, 4.082728327588146, -0.0020669697387005136, 1.5022119544125112, -0.002807947521593494, 5.865587512180557E-4, 1.544190316749246E-4, 7.004078600823046, 0.4469171785676397, 4064.4727451506074, 970.3213926795067, 5757.071644330399, 0.7059965545423299
0.0014, 0.4748933150671171, 3.342253804929803E-4, -1.729653630977375, 4.5126093701543315, 4.571674601901989, -0.0021174338071570215, 1.5023006089033417, -0.002999174719602353, 7.138087715922964E-4, 1.679321408530349E-4, 7.003862520576136, 0.48129542307284273, 4064.096582104749, 970.2315903672715, 5756.53883288332, 0.7059965545423299
0.0015, 0.5072487433837228, 3.580986219567647E-4, -0.8394910833869186, 5.236474056544636, 5.154997591233645, -0.002149554616262582, 1.5023938099255993, -0.003188695233083918, 8.598827082792293E-4, 1.7925790854210697E-4, 7.003598395061728, 0.5156736675780458, 4063.6368110353897, 970.1218281097027, 5755.88759589583, 0.7059965545423298
0.0016, 0.5395180638301605, 3.8197186342054886E-4, 0.2399579244626293, 5.953951942952868, 5.8530940815922605, -0.002157516553837801, 1.50246412405926, -0.0033766230161081877, 0.0010278748511890028, 1.9123161108138402E-4, 7.003478384773666, 0.5500519120832489, 4063.4279170468158, 970.0719583434071, 5755.591710615328, 0.7059965545423298
0.0017, 0.5713347615302358, 4.0584510488433315E-4, 1.4248821992702116, 6.7446517093418, 6.665450313587513, -0.002138097469318892, 1.5025208175391491, -0.0035630577486152858, 0.001221114982680115, 2.0384529661627868E-4, 7.0031779732510335, 0.5844301565884519, 4062.9050419239697, 969.9471311027761, 5754.851090679604, 0.7059965545423299
0.0018, 0.6030937235426207, 4.297183463481176E-4, 2.7279736404660277, 7.445775829815527, 7.56672413045743, -0.0020894834402365495, 1.5025509124676801, -0.003748087361811589, 0.0014428153571422048, 2.1578856443283471E-4, 7.002836532921809, 0.618808401093655, 4062.3108094169966, 969.80526854153, 5754.009397468567, 0.70599655454233
0.0019, 0.6343513369708313, 4.535915878119019E-4, 4.0986565623062905, 8.28546426011648, 8.512258260612043, -0.002007846322467524, 1.5025626260538134, -0.003931790000723226, 0.0016953664947601463, 2.2857718349555617E-4, 7.002545555555551, 0.6531866455988581, 4061.8044468680573, 969.6843833875396, 5753.2921665618705, 0.7059965545423299
0.002, 0.6644716505498268, 4.7746482927568624E-4, 5.493442591241748, 9.398734316019075, 9.45478410015312, -0.0018937870046584252, 1.5025832461323605, -0.004114235572503025, 0.0019799954800966274, 2.4045308774797226E-4, 7.002364465020581, 0.687564890104061, 4061.4893320376177, 969.6091552631806, 5752.845826096875, 0.70599655454233
0.0021, 0.6937680143645772, 5.013380707394704E-4, 6.912966076349794, 10.637716898878487, 10.368240554409567, -0.0017455537595712214, 1.5025945460698455, -0.0042954869843524115, 0.0022967587239432208, 2.5317450083796957E-4, 7.001933528806585, 0.721943134609264, 4060.739527396229, 969.4301525906351, 5751.783774679535, 0.70599655454233
0.0022, 0.7239341086362792, 5.252113122032547E-4, 8.295858948237047, 11.563300167929654, 11.272833906662527, -0.0015637171879151288, 1.5025382027654466, -0.0044756011451519695, 0.002645747339096366, 2.661366181404743E-4, 7.00150962962963, 0.756321379114467, 4060.002056841351, 969.2540944643449, 5750.73919372495, 0.7059965545423299
0.0023, 0.7566848087256637, 5.490845536670391E-4, 9.853917726248863, 11.92017735874537, 12.248625740249736, -0.001349455671929704, 1.5023484581573199, -0.004654629784629776, 0.0030283435008239268, 2.768306118761445E-4, 7.00158804526749, 0.79069962361967, 4060.138472228968, 969.2866612392245, 5750.932417596567, 0.70599655454233
0.0024, 0.7849445914962782, 5.729577951308231E-4, 11.714190918014971, 13.32216691735897, 13.426088995616738, -0.0010932272734291218, 1.5022688891035605, -0.004832620129818146, 0.0034476500283097122, 2.9174282807931156E-4, 7.000968528806587, 0.8250778681248729, 4059.0608166831453, 969.0293899286223, 5749.405985861329, 0.7059965545423298
0.0025, 0.8118132825220786, 5.968310365946075E-4, 13.730820157997567, 14.981089028362787, 14.952884576272481, -7.901442552524229E-4, 1.5021856785573844, -0.005009615468588517, 0.003911236759934655, 3.0823445340143934E-4, 7.0002379320987655, 0.8594561126300759, 4057.7901809153873, 968.7260479836602, 5747.60620970154, 0.7059965545423299
0.0026, 0.8362929338975413, 6.207042780583919E-4, 16.340180014282314, 17.055164033736407, 16.928547628878732, -4.37628903173776E-4, 1.5021420869972768, -0.005185655622889315, 0.004429951619094652, 3.1807510062088675E-4, 6.999697376543211, 0.8938343571352789, 4056.8502307281115, 968.5016514058126, 5746.274829001128, 0.7059965545423298
0.0027, 0.8592922401516132, 6.445775195221761E-4, 19.586115473689368, 19.3182284602474, 19.33337899565231, -9.95812916709457E-6, 1.502069928704899, -0.005360777349080229, 0.005015667149068648, 3.3515207084448655E-4, 6.999035370370366, 0.9282126016404819, 4055.6992927266997, 968.2268851976371, 5744.644597247151, 0.70599655454233
0.0028, 0.878872275658887, 6.684507609859605E-4, 22.994336429475805, 21.960832618153717, 21.99954155580781, 4.975392249081207E-4, 1.5020540947447596, -0.005535014678884134, 0.005678306161327029, 3.542477424652255E-4, 6.998074825102875, 0.9625908461456849, 4054.029713446926, 967.8283025047474, 5742.279742533582, 0.7059965545423299
0.0029, 0.8966764682837676, 6.923240024497446E-4, -10.420437158960745, 24.71858211202796, 24.71330411573581, 0.0010879405625936409, 1.502026189040887, -0.005708399211575585, 0.00642326757809375, 3.730721960754756E-4, 6.997094578189302, 0.9969690906508879, 4052.3263620568014, 967.4216573144063, 5739.867051736204, 0.7059965545423299
