This fits B3 to B4 into the virial expansion since maxPower is set to 2.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.0E-4, 0.06872618343028085, 4.774648292756861E-5, -14.577732225038108, 1.164492941786619, 1.1983812629197157, -4.8823136791232316E-4, 1.5004893484369068, -5.213638970822166E-4, 9.317771717519699E-6, 2.3814757452373768E-5, 7.005025689300415, 0.06875648901040608, 4066.121756846217, 970.7150652233657, 5759.407366346322, 0.7059965545423298
3.0E-4, 0.10303642592008384, 7.161972439135293E-5, -8.427328072693927, 1.3048960759941168, 1.30824862597812, -6.960354428054488E-4, 1.5006992105760633, -7.530065463303081E-4, 2.1198013644995377E-5, 3.577308987986396E-5, 7.005006090534984, 0.10313473351560913, 4066.0876281732767, 970.7069176028663, 5759.3590252138865, 0.7059965545423301
4.0E-4, 0.13729719392385933, 9.549296585513724E-5, -7.899709536354904, 1.454018416255832, 1.431870737173556, -8.906066438602233E-4, 1.5008969161547767, -9.765371141186377E-4, 3.830896733853083E-5, 4.7621502919883544E-5, 7.004805030864188, 0.13751297802081217, 4065.7375202227317, 970.6233354864488, 5758.863119181072, 0.7059965545423299
5.0E-4, 0.17152150685981035, 1.1936620731892148E-4, -7.415483710120368, 1.6147293091189003, 1.5743007372538025, -0.0010732187893157691, 1.5010839248875336, -0.0011940355932402447, 6.116824956210954E-5, 5.9648554362366E-5, 7.004785483539097, 0.1718912225260152, 4065.7034832705617, 970.6152097626704, 5758.814907965379, 0.7059965545423299
6.0E-4, 0.20570182703302026, 1.4323944878270585E-4, -6.945727980737666, 1.8083545209251084, 1.7405785811059828, -0.0012446699102251486, 1.5012616751455308, -0.001406727072591923, 9.045579712334032E-5, 7.160136524343402E-5, 7.005015576131689, 0.20626946703121826, 4066.1041460688234, 970.7108609599549, 5759.382421780685, 0.7059965545423299
7.0E-4, 0.23978280489549045, 1.6711269024649017E-4, -6.4701490784354165, 1.9980899455261865, 1.9355072135362368, -0.0014048528717675957, 1.5014298003348288, -0.0016154210498813184, 1.2697488905967898E-4, 8.359328905404372E-5, 7.004710020576133, 0.24064771153642134, 4065.5720845031783, 970.5838406176524, 5758.628789822819, 0.7059965545423301
8.0E-4, 0.27365880483004174, 1.9098593171027449E-4, -5.955232879858335, 2.34499875588605, 2.1642418272969324, -0.001553596772737489, 1.501592873360128, -0.0018206928681456847, 1.7173639563731026E-4, 9.535969977088548E-5, 7.004535349794244, 0.2750259560416244, 4065.26795244998, 970.5112344382236, 5758.198005775446, 0.7059965545423299
9.0E-4, 0.3076042477512133, 2.148591731740588E-4, -5.41883681479555, 2.581171909898052, 2.431798399139198, -0.001689194296795447, 1.5017405399780084, -0.0020229727110088343, 2.2589522931512672E-4, 1.0788318489826082E-4, 7.004489783950616, 0.30940420054682743, 4065.1886169268196, 970.492294477213, 5758.0856319647655, 0.70599655454233
0.001, 0.3414308475505947, 2.38732414637843E-4, -4.874601216291558, 2.8671014583436456, 2.7431679293572486, -0.001812327172202405, 1.5018796115595965, -0.0022225944863660013, 2.907609997409273E-4, 1.1950631442266883E-4, 7.004512160493819, 0.3437824450520305, 4065.2275770061906, 970.5015955110357, 5758.140816482482, 0.7059965545423299
0.0011, 0.37509393467330965, 2.626056561016274E-4, -4.197899148804533, 3.1787059916712312, 3.10320539486721, -0.001921939360547817, 1.502009106742852, -0.0024198249427019227, 3.6776587085688876E-4, 1.3011971129721705E-4, 7.0042660493827125, 0.3781606895572336, 4064.799083558051, 970.3993002355048, 5757.533882290833, 0.7059965545423296
