This fits B3 to B4 into the virial expansion since maxPower is set to 2.
Number of particles: 108
dryVolFracMax: 0.003
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 52.648203563095535
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 3.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.0012, 0.408511478909066, 2.864788975654117E-4, -3.481231164263329, 3.6072653388614917, 3.5170755603839714, -0.0020127620922424554, 1.502127468569729, -0.00261488210504646, 4.585760397992852E-4, 1.4354397300471976E-4, 7.004148251028804, 0.41253893406243664, 4064.5940005765947, 970.3503402801407, 5757.243395063753, 0.7059965545423297
0.0013, 0.4417599160234028, 3.10352139029196E-4, -2.7256627891909084, 4.049548113111498, 3.9896365624177106, -0.002088155904899236, 1.5022345516691393, -0.002807947521593494, 5.649374090678887E-4, 1.5485420762636953E-4, 7.00386598765432, 0.4469171785676397, 4064.1026175805455, 970.2330312309819, 5756.547381757612, 0.7059965545423301
0.0014, 0.4746384422550626, 3.342253804929803E-4, -1.8516459912432797, 4.620092198576089, 4.526022556747197, -0.002142902904072868, 1.5023333030302266, -0.002999174719602353, 6.888337210535741E-4, 1.6743809447591036E-4, 7.003684506172839, 0.48129542307284273, 4063.7867033751445, 970.1576122699081, 5756.099909027941, 0.7059965545423298
0.0015, 0.5075007010946887, 3.580986219567647E-4, -0.9396077636639806, 5.1504682305216, 5.1313839288099, -0.002176565488608034, 1.5024137630947292, -0.003188695233083918, 8.324264751102561E-4, 1.7970326936562816E-4, 7.0038243930041135, 0.5156736675780458, 4064.0302101744824, 970.2157452360948, 5756.444821191847, 0.7059965545423299
0.0016, 0.5394892921003897, 3.8197186342054886E-4, 0.0773233364126664, 5.943112482085395, 5.810120053025501, -0.0021877658701192613, 1.5024945639530831, -0.0033766230161081877, 9.977638004768077E-4, 1.9109334551211873E-4, 7.003321563786007, 0.5500519120832489, 4063.154959892297, 970.0067946228162, 5755.205083863734, 0.7059965545423299
0.0017, 0.5714347268407332, 4.0584510488433315E-4, 1.2671610721498783, 6.6848321030517175, 6.567860631532955, -0.002172873571246104, 1.50255380793394, -0.0035630577486152858, 0.0011874949275677608, 2.0268924980142107E-4, 7.003180339506171, 0.5844301565884519, 4062.9091602856124, 969.9481142891954, 5754.856924081502, 0.7059965545423301
0.0018, 0.6028513391827086, 4.297183463481176E-4, 2.4790372643747793, 7.530232061870022, 7.409215491999602, -0.0021272633856213776, 1.5025970072449448, -0.003748087361811589, 0.0014040500943624996, 2.1677388182771197E-4, 7.002818353909465, 0.618808401093655, 4062.279172833892, 969.7977158636546, 5753.964586225651, 0.7059965545423298
0.0019, 0.6341551898462477, 4.535915878119019E-4, 3.8748337419812864, 8.351745126380779, 8.33942672332785, -0.002054508260825827, 1.5026165841866492, -0.003931790000723226, 0.0016502682027161246, 2.2701353718127454E-4, 7.00257670781893, 0.6531866455988581, 4061.8586564253537, 969.6973249660495, 5753.3689510120885, 0.70599655454233
0.002, 0.6636297202259295, 4.7746482927568624E-4, 5.342650610910635, 9.636486069766972, 9.363299871670831, -0.0019422537025127013, 1.5026600261852876, -0.004114235572503025, 0.0019289619726731888, 2.430198973171347E-4, 7.0022029218107065, 0.687564890104061, 4061.2082451744345, 969.5420507176099, 5752.447684121005, 0.7059965545423299
0.0021, 0.6950717359107313, 5.013380707394704E-4, 6.908038879659694, 10.277847402729565, 10.486197389129686, -0.0017994154846440184, 1.5026040140884782, -0.0042954869843524115, 0.002243363887668676, 2.5270761203971743E-4, 7.002130997942388, 0.721943134609264, 4061.083101069072, 969.512174763159, 5752.270425316331, 0.7059965545423299
0.0022, 0.7238164317886859, 5.252113122032547E-4, 8.681510055435892, 11.596334929162674, 11.712327736958148, -0.0016124191420820496, 1.5025897146547031, -0.0044756011451519695, 0.0025962940879278706, 2.668879151420493E-4, 7.001453199588481, 0.756321379114467, 4059.903890482067, 969.2306589723568, 5750.600147211688, 0.7059965545423299
0.0023, 0.7567736793480109, 5.490845536670391E-4, 10.623737951353037, 11.895651779359943, 13.047886425219236, -0.0013849039129966334, 1.5023793644326708, -0.004654629784629776, 0.0029917473193135703, 2.77978552319572E-4, 7.001499701646095, 0.79069962361967, 4059.984785890421, 969.2499713285262, 5750.714730502264, 0.7059965545423298
0.0024, 0.7857474729817573, 5.729577951308231E-4, 12.625293554208966, 13.158654386652836, 14.496693065763878, -0.001105173019360809, 1.5022495593087823, -0.004832620129818146, 0.003432630335300578, 2.94816775156759E-4, 7.000995390946504, 0.8250778681248729, 4059.107539709038, 969.0405442294128, 5749.4721661076655, 0.7059965545423299
0.0025, 0.8119769225529012, 5.968310365946075E-4, 14.788740250578954, 14.970918041629071, 16.06432207564241, -7.82090549855053E-4, 1.5021757286070148, -0.005009615468588517, 0.003922943627016074, 3.0458129171738983E-4, 7.0005592798353895, 0.8594561126300759, 4058.349028298545, 968.8594629688555, 5748.397782095999, 0.7059965545423297
0.0026, 0.8364327180907333, 6.207042780583919E-4, 17.270715577553986, 17.01611769764848, 17.755232775678422, -3.9906268546629434E-4, 1.502098494943137, -0.005185655622889315, 0.004466209527588066, 3.203834098349547E-4, 6.9996822633744875, 0.8938343571352789, 4056.8239531365207, 968.4953780929212, 5746.237608434789, 0.7059965545423302
0.0027, 0.858731460821981, 6.445775195221761E-4, 19.825773770495193, 19.381317278875024, 19.574939459945927, 4.252537661552161E-5, 1.5020408839614834, -0.005360777349080229, 0.0050667378853387676, 3.365648403569832E-4, 6.9988717489711965, 0.9282126016404819, 4055.414860525204, 968.1589820113733, 5744.241716808621, 0.7059965545423298
0.0028, 0.8788963060655168, 6.684507609859605E-4, 22.501116106303883, 21.953668426088036, 21.528444444189006, 5.475482833924919E-4, 1.50200533107742, -0.005535014678884134, 0.005728704561964006, 3.5385840031261983E-4, 6.998122345679018, 0.9625908461456849, 4054.112300933069, 967.8480188147332, 5742.396722546602, 0.70599655454233
0.0029, 0.8968556890669297, 6.923240024497446E-4, -11.467824430610362, 24.705086880068965, 23.620583447781858, 0.0011168745326363989, 1.5019929529357174, -0.005708399211575585, 0.006456329435842733, 3.6894430836925104E-4, 6.997290915637857, 0.9969690906508879, 4052.6674946805047, 967.5030967293746, 5740.350244779441, 0.7059965545423298
