This fits B3 to B7 into the virial expansion since maxPower is set to 5.
Number of particles: 108
dryVolFracMax: 0.0036
dryVolFracIncrement: 1.4E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 49.90418802469545
Number of monomers: 2916666.666666667
Number of chains: 145.83333333333334
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 5.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.8E-4, 0.07098151069050025, 6.684507609859604E-5, -8.767250563700786, 1.0026401029153813, 1.1254691346914643, -6.602709263272678E-4, 1.5006602811080287, -7.074179436530934E-4, 1.091923242339069E-5, 3.6227784902434826E-5, 6.32918638888889, 0.07097706752230473, 3201.002846026718, 764.183138694566, 4248.075795622597, 0.7535182986436285
4.2E-4, 0.10647543892933352, 1.0026761414789407E-4, -8.209810135556111, 1.0325978284672919, 1.1616801028705517, -9.470570594882205E-4, 1.500947427367097, -0.0010204718964694165, 2.2166465343513947E-5, 5.1248371637682E-5, 6.329708827160492, 0.1064656012834571, 3201.795585094422, 764.3723912063767, 4249.127845810537, 0.7535182986436285
5.6E-4, 0.1419599433197854, 1.336901521971921E-4, -7.863531944410216, 1.2999362172473086, 1.209423055433809, -0.001210240067802195, 1.5012153824401127, -0.001322168935242073, 3.660185107478609E-5, 7.5327016365092E-5, 6.330504969135794, 0.14195413504460946, 3203.0038892510165, 764.6608525752974, 4250.731395662968, 0.7535182986436286
7.0E-4, 0.17744116245792904, 1.6711269024649006E-4, -7.265761465112563, 1.5865778135119886, 1.2842503053671555, -0.0014730459703346341, 1.5014840263302907, -0.001615421049881318, 5.482506074117571E-5, 8.755001880550814E-5, 6.331119773662553, 0.17744266880576182, 3203.9371856716857, 764.8836606833767, 4251.969980608217, 0.7535182986436285
8.4E-4, 0.212938809195662, 2.0053522829578812E-4, -6.970016229313172, 1.490355870608145, 1.3967917820990043, -0.0016957974592641555, 1.5017067226390108, -0.0019019433648426623, 7.810623111980415E-5, 1.2803967445870266E-4, 6.332090504115222, 0.21293120256691417, 3205.4111601348104, 765.2355461660729, 4253.926103592593, 0.7535182986436285
9.8E-4, 0.24841545793545142, 2.3395776634508613E-4, -6.995723013905284, 1.7015100025713625, 1.5524950132386695, -0.0019385504890737364, 1.501956370211899, -0.0021828691769168102, 1.0810274581748935E-4, 1.362159420255847E-4, 6.332955185185184, 0.24841973632806652, 3206.7244879458644, 765.5490800856169, 4255.669031154429, 0.7535182986436286
0.00112, 0.2839067094197832, 2.673803043943841E-4, -5.53557103172537, 1.8626027220170007, 1.7525742292144, -0.002162805636026677, 1.5021915341564323, -0.002459003966355918, 1.4677377891911402E-4, 1.4942455141012703E-4, 6.334319783950614, 0.2839082700892189, 3208.797849488498, 766.044058693107, 4258.420605398035, 0.7535182986436285
0.00126, 0.31938374770885886, 3.0080284244368206E-4, -5.187211879761654, 2.2707819066739097, 1.9939670230091775, -0.0023078331543770463, 1.502354650334291, -0.0027309499902333227, 1.9601921968646037E-4, 2.2709761616981618E-4, 6.335538940329217, 0.3193968038503712, 3210.6509826530964, 766.4864616481372, 4260.879912846752, 0.7535182986436285
0.0014, 0.35484249221790115, 3.3422538049298007E-4, -4.988134666356266, 1.7516333919401854, 2.270938074399649, -0.002508763065755937, 1.5025386412730637, -0.0029991747196023515, 2.5769498932675777E-4, 2.327166645196569E-4, 6.3367615226337435, 0.3548853376115236, 3212.5100396174557, 766.9302788061879, 4263.347081816246, 0.7535182986436284
0.00154, 0.3902997021921663, 3.6764791854227823E-4, -4.135862055301034, 2.501439450111186, 2.5762779223610406, -0.0026403360401393954, 1.5027062147251566, -0.0032640516023416362, 3.3355492201204447E-4, 2.9016064019019635E-4, 6.338604320987652, 0.39037387137267593, 3215.313552087037, 767.5995681075183, 4267.067645038966, 0.7535182986436287
