phi0, phi, rho, Z_fit_curve, F_ex_fit_per_V, mu_kT, PV_NkT, alpha
1.3999999999999996E-4, 0.035491655055624106, 3.342253804929801E-5, 1.1052228929122667, 3.546011427939521E-6, -16.96912540666192, -8.395673880623962, 6.328723024691356
1.467334669338677E-4, 0.037198624685616556, 3.503003486930433E-5, 1.1101967873302139, 3.893802989997877E-6, -16.333171217019082, -7.38915927037088, 6.328740115168607
1.5346693386773545E-4, 0.038905594315609006, 3.663753168931065E-5, 1.1151628949336028, 4.2577170278445214E-6, -15.727501818943693, -6.472681340938894, 6.328757205645858
1.6020040080160316E-4, 0.04061256394560145, 3.824502850931696E-5, 1.1201212692403317, 4.637734869004654E-6, -15.151079926969738, -5.6364173896807825, 6.328774296123108
1.669338677354709E-4, 0.0423195335755939, 3.985252532932328E-5, 1.1250719685369097, 5.033837946264032E-6, -14.602893242852149, -4.872028514999329, 6.32879138660036
1.7366733466933862E-4, 0.04402650320558635, 4.14600221493296E-5, 1.1300150558784559, 5.446007807250849E-6, -14.081954044830322, -4.1723754375726765, 6.328808477077611
1.8040080160320636E-4, 0.0457334728355788, 4.3067518969335916E-5, 1.1349505990887003, 5.874226124017648E-6, -13.587298781067169, -3.5312978909264583, 6.328825567554862
1.871342685370741E-4, 0.04744044246557125, 4.4675015789342234E-5, 1.1398786707599833, 6.31847470262324E-6, -13.117987667243593, -2.9434415707645085, 6.328842658032112
1.9386773547094184E-4, 0.0491474120955637, 4.628251260934855E-5, 1.1447993482532555, 6.778735492714599E-6, -12.673104288288746, -2.4041210811388725, 6.328859748509363
2.0060120240480956E-4, 0.05085438172555614, 4.7890009429354864E-5, 1.149712713698078, 7.254990597108777E-6, -12.25175520422576, -1.9092104202733096, 6.328876838986615
2.073346693386773E-4, 0.05256135135554858, 4.949750624936118E-5, 1.1546188539926234, 7.74722228137482E-6, -11.853069560113159, -1.455054746116703, 6.328893929463866
2.1406813627254502E-4, 0.05426832098554103, 5.11050030693675E-5, 1.159517860803673, 8.255412983415652E-6, -11.476198700061918, -1.0383987369345866, 6.328911019941117
2.2080160320641276E-4, 0.05597529061553348, 5.271249988937382E-5, 1.1644098305666197, 8.779545323049997E-6, -11.120315785308213, -0.6563280051408311, 6.328928110418367
2.2753507014028047E-4, 0.05768226024552593, 5.431999670938013E-5, 1.1692948644854673, 9.319602111594307E-6, -10.784615416321921, -0.3062208610694133, 6.328945200895618
2.3426853707414822E-4, 0.059389229875518375, 5.592749352938645E-5, 1.1741730685328284, 9.87556636144462E-6, -10.46831325893076, 0.014291655020475887, 6.32896229137287
2.4100200400801596E-4, 0.061096199505510825, 5.7534990349392766E-5, 1.1790445534499283, 1.0447421295658524E-5, -10.170645674440282, 0.3073590891226601, 6.328979381850121
2.477354709418837E-4, 0.06280316913550327, 5.9142487169399084E-5, 1.1839094347466013, 1.1035150357537022E-5, -9.89086935372958, 0.5749395027914598, 6.328996472327372
2.5446893787575144E-4, 0.06451013876549573, 6.07499839894054E-5, 1.1887678327012923, 1.1638737220206444E-5, -9.628260955302903, 0.818823012755264, 6.329013562804622
2.612024048096192E-4, 0.06621710839548817, 6.235748080941172E-5, 1.1936198723610572, 1.2258165796200408E-5, -9.382116747276994, 1.0406517323697722, 6.329030653281873
2.679358717434869E-4, 0.06792407802548062, 6.396497762941803E-5, 1.1984656835415615, 1.2893420247041629E-5, -9.15175225328435, 1.2419367473114862, 6.329047743759125
2.7466933867735456E-4, 0.06963104765547307, 6.557247444942434E-5, 1.2033054008270825, 1.3544484992823946E-5, -8.936501902272337, 1.424072633890787, 6.329064834236376
2.8140280561122236E-4, 0.07133794437968068, 6.717997126943068E-5, 1.2081391566252302, 1.4211344255210627E-5, -8.735718682178296, 1.5883499310498466, 6.3290818565732305
2.8813627254509005E-4, 0.07304456406190588, 6.878746808943698E-5, 1.2129670746466157, 1.4893981562676589E-5, -8.548773797460472, 1.7359659002648904, 6.32909861997658
2.948697394789578E-4, 0.07475118374413108, 7.03949649094433E-5, 1.2177893295417208, 1.5592383849996038E-5, -8.375056330464963, 1.868033846518541, 6.329115383379929
3.0160320641282553E-4, 0.07645780342635629, 7.200246172944962E-5, 1.2226060749692385, 1.6306536659668594E-5, -8.213972906608669, 1.9855912247230607, 6.329132146783279
3.083366733466933E-4, 0.07816442310858149, 7.360995854945593E-5, 1.2274174693564714, 1.7036425840674288E-5, -8.064947363358236, 2.0896067167775674, 6.329148910186629
3.15070140280561E-4, 0.0798710427908067, 7.521745536946225E-5, 1.2322236758993343, 1.778203755805551E-5, -7.927420422985, 2.1809864327848896, 6.329165673589978
3.2180360721442876E-4, 0.08157766247303191, 7.682495218946857E-5, 1.2370248625623514, 1.8543358302498906E-5, -7.800849369076067, 2.260579364257208, 6.329182436993328
3.285370741482965E-4, 0.08328428215525711, 7.843244900947489E-5, 1.241821202078657, 1.932037489991726E-5, -7.68470772678142, 2.329182196183115, 6.329199200396678
3.3527054108216424E-4, 0.08499090183748233, 8.003994582948121E-5, 1.2466128719499974, 2.011307452103146E-5, -7.578484946777156, 2.3875435676610826, 6.329215963800028
3.42004008016032E-4, 0.08669752151970753, 8.164744264948753E-5, 1.2514000544467274, 2.0921444690952324E-5, -7.481686092924869, 2.436367856677181, 6.329232727203377
3.487374749498997E-4, 0.08840414120193274, 8.325493946949384E-5, 1.2561829366078134, 2.174547329876258E-5, -7.3938315336071625, 2.476318552933954, 6.329249490606727
3.554709418837674E-4, 0.09011076088415795, 8.486243628950016E-5, 1.2609617102408328, 2.2585148607098752E-5, -7.314456636719405, 2.5080212729554985, 6.329266254010077
3.6220440881763516E-4, 0.09181738056638315, 8.646993310950648E-5, 1.2657365719219722, 2.344045926173303E-5, -7.2431114682976965, 2.5320664636317294, 6.329283017413426
3.689378757515029E-4, 0.09352400024860837, 8.80774299295128E-5, 1.27050772299603, 2.431139430115524E-5, -7.17936049476291, 2.549011833627917, 6.3292997808167755
3.756713426853706E-4, 0.09523061993083355, 8.96849267495191E-5, 1.2752753695764136, 2.519794316615473E-5, -7.122782288761373, 2.559384546433341, 6.329316544220125
3.8240480961923833E-4, 0.09693723961305876, 9.129242356952542E-5, 1.2800397225451423, 2.610009570940222E-5, -7.072969238581299, 2.5636832040698705, 6.329333307623474
3.891382765531061E-4, 0.09864385929528399, 9.289992038953175E-5, 1.2848009975528452, 2.701784220503182E-5, -7.029527261126025, 2.5623796464640956, 6.329350071026824
3.9587174348697376E-4, 0.10035047897750916, 9.450741720953804E-5, 1.2895594150187617, 2.7951173358222804E-5, -6.992075518423359, 2.5559205880885822, 6.329366834430174
4.026052104208415E-4, 0.10205709865973436, 9.611491402954436E-5, 1.294315200130742, 2.890008031478167E-5, -6.960246137651249, 2.544729110588281, 6.329383597833524
4.0933867735470924E-4, 0.10376371834195958, 9.772241084955068E-5, 1.2990685828452468, 2.986455467072392E-5, -6.933683934660007, 2.52920602764781, 6.329400361236873
4.16072144288577E-4, 0.10547033802418479, 9.9329907669557E-5, 1.3038197978873476, 3.084458848185603E-5, -6.9120461409706735, 2.5097311362531767, 6.329417124640223
4.2280561122244484E-4, 0.1071771806230995, 1.0093740448956334E-4, 1.3085713585937746, 3.184040378917294E-5, -6.895002134230329, 2.4866643666995936, 6.329448734196784
4.295390781563124E-4, 0.10888433530537944, 1.0254490130956963E-4, 1.3133245419723476, 3.285211046518336E-5, -6.882233172103098, 2.460346842152341, 6.329501128367843
4.3627254509018016E-4, 0.11059148998765941, 1.0415239812957595E-4, 1.3180764644111236, 3.387939167628514E-5, -6.873432129578507, 2.431101857232091, 6.329553522538901
4.430060120240479E-4, 0.11229864466993937, 1.0575989494958227E-4, 1.322827379715315, 3.492224225272203E-5, -6.868303239675593, 2.399235783950354, 6.329605916709959
4.4973947895791564E-4, 0.11400579935221934, 1.0736739176958859E-4, 1.3275775464587434, 3.5980657532474863E-5, -6.866561837524044, 2.365038912322382, 6.329658310881018
4.564729458917834E-4, 0.1157129540344993, 1.0897488858959491E-4, 1.3323272279838425, 3.7054633370843594E-5, -6.867934107801856, 2.3287862321239685, 6.329710705052077
4.6320641282565113E-4, 0.11742010871677927, 1.1058238540960123E-4, 1.3370766924016553, 3.814416615002911E-5, -6.872156835509208, 2.2907381615087563, 6.329763099223134
4.6993987975951887E-4, 0.11912726339905924, 1.1218988222960754E-4, 1.3418262125918365, 3.9249252788715216E-5, -6.878977160059307, 2.2511412275479277, 6.329815493394193
4.766733466933866E-4, 0.1208344180813392, 1.1379737904961386E-4, 1.34657606620265, 4.0369890751650404E-5, -6.888152332666068, 2.2102287031852677, 6.329867887565252
4.8340681362725436E-4, 0.12254157276361917, 1.1540487586962018E-4, 1.3513265356509707, 4.150607805922995E-5, -6.899449477007648, 2.168221204602551, 6.329920281736309
4.901402805611221E-4, 0.12424872744589913, 1.170123726896265E-4, 1.3560779081222856, 4.265781329707772E-5, -6.912645353147638, 2.1253272525504996, 6.329972675907368
4.968737474949898E-4, 0.1259558821281791, 1.1861986950963282E-4, 1.3608304755706897, 4.382509562562804E-5, -6.927526124692221, 2.0817438008201483, 6.330025070078427
5.036072144288576E-4, 0.12766303681045907, 1.2022736632963914E-4, 1.3655845347188906, 4.5007924789707715E-5, -6.943887129164644, 2.037656734689057, 6.330077464249485
5.103406813627253E-4, 0.12937019149273904, 1.2183486314964545E-4, 1.3703403870582047, 4.620630112811774E-5, -6.961532651575901, 1.9932413418817403, 6.330129858420543
