This fits B3 to B9 into the virial expansion since maxPower is set to 7.
Number of particles: 108
dryVolFracMax: 0.0036
dryVolFracIncrement: 1.4E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 49.90418802469545
Number of monomers: 2916666.666666667
Number of chains: 145.83333333333334
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 5.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.00196, 0.49666040919455173, 4.6791553269017225E-4, 2.696545742438385, 3.7407737993805967, 3.7160098695662303, -0.0027005563817751547, 1.5028633187106308, -0.004041404021609224, 7.161543299340665E-4, 6.246933099000031E-4, 6.346401327160498, 0.49683947265613304, 3227.1934560529457, 770.4356862669654, 4282.833558072922, 0.7535182986436285
0.0021, 0.5320545248366382, 5.013380707394702E-4, 0.9440747184676477, 4.926789393053065, 4.34917502767215, -0.0026713813671387773, 1.5029248032835696, -0.00429548698435241, 8.732114086138195E-4, 7.50894208599813E-4, 6.349842386831276, 0.5323280064172854, 3232.4457180596637, 771.6895714581398, 4289.8038758690145, 0.7535182986436286
0.00224, 0.5674539474186242, 5.347606087887681E-4, 7.689906439536992, 4.478271470631448, 5.006301174497002, -0.002634055636050948, 1.5028653401122405, -0.004547340124455383, 0.0010599017291841556, 8.533827592202792E-4, 6.353775956790126, 0.5678165401784377, 3238.4567001663213, 773.1245877308071, 4297.781097016103, 0.7535182986436286
0.00238, 0.6028726759693004, 5.681831468380663E-4, 16.15289189925099, 5.483669718748159, 5.639304030034855, -0.0021538836686134204, 1.5024919533795515, -0.0047971029938343145, 0.001277009696237199, 0.001366209628983695, 6.357828734567899, 0.6033050739395901, 3244.6576359005107, 774.6049520916441, 4306.01040710101, 0.7535182986436284
0.00252, 0.638219958908208, 6.016056848873642E-4, -1.0113469135511657, 7.56230282152955, 6.217008060421512, -0.0015504305689188953, 1.5020919179357337, -0.005044898696178134, 0.0015241758085746855, 0.0019702923186845534, 6.36246552469136, 0.6387936077007424, 3251.761840184771, 776.3009559345061, 4315.438451910335, 0.7535182986436287
0.00266, 0.6736853141133748, 6.350282229366621E-4, -6.9453148175774935, 6.181214253182662, 6.737773687715716, -0.0022208624504034824, 1.5026266753982485, -0.005290836634523421, 0.0017957589784520535, 0.0012742152056678855, 6.3605243106995895, 0.6742821414618948, 3248.78637108785, 775.5906150123179, 4311.489683708852, 0.7535182986436285
0.0028, 0.7090233778858956, 6.684507609859605E-4, 13.936778871892493, 6.72601760146454, 7.276459673750231, -0.0020127722550673938, 1.502454150115877, -0.005535014678884134, 0.0020986906605950303, 0.0014235517632217101, 6.364603467078194, 0.7097706752230472, 3255.0409538105946, 777.0837866482708, 4319.7901891298925, 0.7535182986436285
0.00294, 0.7443736713066098, 7.018732990352581E-4, 24.592917884402738, 7.800367248793503, 7.972687556648576, -0.0012806693929856973, 1.501853647006792, -0.00577752089934227, 0.0024337936887581235, 0.0020630578175984495, 6.370216327160495, 0.7452592089841995, 3263.6602840257838, 779.1415001631038, 4331.228969356868, 0.7535182986436285
0.00308, 0.7795008917584799, 7.352958370845565E-4, 34.39408216944952, 9.414460157046747, 9.069089096919924, -3.5364089869036356E-4, 1.5010713252844312, -0.006018434968330649, 0.0028118062058666293, 0.002852987863773656, 6.378312345679012, 0.7807477427453519, 3276.1196329591203, 782.1159506187747, 4347.7638683178675, 0.7535182986436285
0.00322, 0.8145070620860765, 7.687183751338544E-4, 64.66688007691869, 10.967697651130656, 10.920902586223052, 0.0010458274606807393, 1.4998373550441013, -0.006257829307468573, 0.003256218012017975, 0.004047438756131337, 6.391998384773663, 0.8162362765065042, 3297.253770980062, 787.1613544198036, 4375.811147407154, 0.7535182986436284
0.00336, 0.8490346415200147, 8.021409131831523E-4, 155.82485246609147, 14.040697294779845, 13.995552205962765, 0.004016960027800454, 1.4972460272180994, -0.006495770034601285, 0.003806048029896203, 0.006706682032505536, 6.414155144032927, 0.8517248102676566, 3331.66084548744, 795.3754383975742, 4421.473043832645, 0.7535182986436284
