This fits B3 to B9 into the virial expansion since maxPower is set to 7.
Number of particles: 108
dryVolFracMax: 0.0036
dryVolFracIncrement: 1.4E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 49.90418802469545
Number of monomers: 2916666.666666667
Number of chains: 145.83333333333334
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 5.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.8E-4, 0.07098388232258818, 6.684507609859604E-5, -8.775860634704697, 1.1109608232407784, 1.1048202485849297, -6.66850442905285E-4, 1.5006676057502975, -7.074179436530934E-4, 8.218212560257996E-6, 3.234928818755043E-5, 6.3292079115226345, 0.07097706752230473, 3201.035501525504, 764.1909346206423, 4248.119132989247, 0.7535182986436286
4.2E-4, 0.10646838357842035, 1.0026761414789407E-4, -8.21030809620862, 1.5124159402918222, 1.2189669823194018, -9.473499271272444E-4, 1.5009533742294134, -0.0010204718964694165, 1.854733591734199E-5, 5.4574633424830094E-5, 6.329841121399172, 0.1064656012834571, 3201.9963469180666, 764.4203195613024, 4249.394278389554, 0.7535182986436286
5.6E-4, 0.1419579876684241, 1.336901521971921E-4, -7.830940698980527, 1.3371246716868543, 1.3806735786142241, -0.0012161408609835, 1.501220771095884, -0.001322168935242073, 3.6028778999715504E-5, 6.999929525885749E-5, 6.330305586419752, 0.14195413504460946, 3202.701257705291, 764.5886046156409, 4250.329770982758, 0.7535182986436284
7.0E-4, 0.17744898685506882, 1.6711269024649006E-4, -7.101326883281465, 1.1106690788549034, 1.551302755570214, -0.0014711730932908352, 1.501473246681268, -0.001615421049881318, 6.235411706286914E-5, 8.189383952761363E-5, 6.331032901234566, 0.17744266880576182, 3203.805299057667, 764.8521750735536, 4251.794952856063, 0.7535182986436285
8.4E-4, 0.21293183412061947, 2.0053522829578812E-4, -6.582462269491456, 1.6072813015644098, 1.6984251627230547, -0.00169133746955057, 1.5017056618277405, -0.0019019433648426623, 9.776572501711152E-5, 1.1284017027498074E-4, 6.332334763374485, 0.21293120256691417, 3205.782118931608, 765.3241060553635, 4254.418405899603, 0.7535182986436286
9.8E-4, 0.24842000636114786, 2.3395776634508613E-4, -5.7975576936595425, 1.7221473181587612, 1.8098963683823188, -0.0019117513462031778, 1.501930058814214, -0.0021828691769168102, 1.413681316737042E-4, 1.2974969903992801E-4, 6.333107078189296, 0.24841973632806652, 3206.955228895728, 765.6041654297336, 4255.97524926523, 0.7535182986436284
0.00112, 0.2838879315341764, 2.673803043943841E-4, -5.815192121094807, 2.6236925182095785, 1.8978037156997758, -0.0020792285940099266, 1.5021330789221838, -0.002459003966355918, 1.9217031231839578E-4, 1.8760506002759575E-4, 6.334311090534976, 0.2839082700892189, 3208.784637947528, 766.0409046700303, 4258.403072259165, 0.7535182986436288
0.00126, 0.3193649632065762, 3.0080284244368206E-4, -5.625863262081442, 2.046821000478767, 1.9923905083190716, -0.00230035704451167, 1.5023377262005435, -0.0027309499902333227, 2.49710545468488E-4, 1.8088240025316502E-4, 6.335418508230454, 0.3193968038503712, 3210.467892584606, 766.4427521139902, 4260.636932591568, 0.7535182986436283
0.0014, 0.35482347757344335, 3.3422538049298007E-4, -4.228463195924448, 2.0579064388659205, 2.1335457390788735, -0.002454550153271216, 1.5024957336593971, -0.0029991747196023515, 3.148748139284775E-4, 2.297497524026582E-4, 6.336825329218111, 0.3548853376115236, 3212.607083520468, 766.95344633148, 4263.475869535386, 0.7535182986436284
0.00154, 0.39030531689130693, 3.6764791854227823E-4, -4.423106988535344, 2.2483213516311724, 2.35966322186828, -0.0025814942779872506, 1.5026355517615244, -0.0032640516023416362, 3.900830765828532E-4, 2.924742477715323E-4, 6.338846553497945, 0.39037387137267593, 3215.682189975565, 767.6875739207736, 4267.556867250546, 0.7535182986436286
0.00168, 0.42575201617920866, 4.0107045659157624E-4, -4.129475171377184, 2.4106803202100973, 2.696926299645957, -0.0027481337029677125, 1.5028135133170182, -0.003525885873492983, 4.788568494588518E-4, 2.9889532106641855E-4, 6.34059340534979, 0.4258624051338283, 3218.3414443830384, 768.3224241466061, 4271.085984476047, 0.7535182986436285
0.00182, 0.4611775372475344, 4.344929946408742E-4, 0.6653169872043394, 2.9068288893890513, 3.1538268607128526, -0.0028549086689331413, 1.5029460052794033, -0.0037849317005278263, 5.860196282375935E-4, 3.4400340335709155E-4, 6.343272993827157, 0.46135093889498063, 3222.4234640535933, 769.2969345591569, 4276.503264557902, 0.7535182986436284
