This fits B3 to B4 into the virial expansion since maxPower is set to 2.
Number of particles: 108
dryVolFracMax: 0.0036
dryVolFracIncrement: 1.4E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 49.90418802469545
Number of monomers: 2916666.666666667
Number of chains: 145.83333333333334
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 5.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.8E-4, 0.07097811493053403, 6.684507609859604E-5, -8.651529505045769, 1.087403403342177, 1.1780369916425737, -6.604919907500428E-4, 1.500661230637035, -7.074179436530934E-4, 1.2997457871989226E-5, 3.392849503106144E-5, 6.329009835390942, 0.07097706752230473, 3200.7349762959448, 764.1191895069301, 4247.720303617619, 0.7535182986436284
4.2E-4, 0.10647912548162866, 1.0026761414789407E-4, -8.082160236346649, 1.3493631376017134, 1.2507593640963464, -9.385249091904246E-4, 1.5009422356734574, -0.0010204718964694165, 2.8142539446040506E-5, 5.380444783295131E-5, 6.329987932098767, 0.1064656012834571, 3202.219147878373, 764.47350937254, 4249.689959278402, 0.7535182986436286
5.6E-4, 0.1419593315924472, 1.336901521971921E-4, -7.61340974153353, 1.3120834162946369, 1.3218230398282866, -0.0012020758435602836, 1.5012069782540922, -0.001322168935242073, 4.847151539434921E-5, 7.162157628744041E-5, 6.330354125514403, 0.14195413504460946, 3202.7749306469973, 764.6061927349078, 4250.427542917216, 0.7535182986436282
7.0E-4, 0.17744753191819782, 1.6711269024649006E-4, -7.304532529588331, 1.4778219292669872, 1.398360645239923, -0.001448080955692802, 1.5014574076831437, -0.001615421049881318, 7.396310256347592E-5, 9.337699162503986E-5, 6.331050452674898, 0.17744266880576182, 3203.831944735068, 764.8585362604592, 4251.830314541968, 0.7535182986436287
8.4E-4, 0.2129310923470205, 2.0053522829578812E-4, -6.328676501274152, 1.3556336101819881, 1.487451798912692, -0.0016905689730176273, 1.5016999965074715, -0.0019019433648426623, 1.0491500825879859E-4, 1.0645938356623644E-4, 6.332190925925926, 0.21293120256691417, 3205.5636682034497, 765.271954785551, 4254.128498237705, 0.7535182986436285
9.8E-4, 0.24840243524403938, 2.3395776634508613E-4, -5.700061063979028, 1.7220940370731348, 1.595770208120071, -0.0018711024578390329, 1.5018915681558467, -0.0021828691769168102, 1.418499333739599E-4, 1.6991678570381767E-4, 6.332644763374489, 0.24841973632806652, 3206.2529600096664, 765.4365110828392, 4255.043262759626, 0.7535182986436284
0.00112, 0.2838946707577885, 2.673803043943841E-4, -6.360555748480152, 2.465103110912535, 1.7308883571954508, -0.0020712795058931634, 1.5021214465071258, -0.002459003966355918, 1.858065132782457E-4, 2.0191794718450905E-4, 6.334138899176954, 0.2839082700892189, 3208.5229630991375, 765.978434401624, 4258.0558015308225, 0.7535182986436286
0.00126, 0.31935941371577736, 3.0080284244368206E-4, -5.337251171553384, 1.7488952934493627, 1.8995189891528568, -0.002295657799239549, 1.502322317478135, -0.0027309499902333227, 2.379485763605614E-4, 1.9734361463321246E-4, 6.3356948662551416, 0.3193968038503712, 3210.8880434871226, 766.5430557534602, 4261.194518125021, 0.7535182986436285
0.0014, 0.3548456441382181, 3.3422538049298007E-4, -4.7242556080445945, 2.912562355507396, 2.1085948609054532, -0.0024272083270719014, 1.5025047313435669, -0.0029991747196023515, 2.997899106709791E-4, 2.721764818594712E-4, 6.3371787345679005, 0.3548853376115236, 3213.144615703066, 767.0817726873771, 4264.189232679407, 0.7535182986436284
0.00154, 0.3902969025107814, 3.6764791854227823E-4, -3.2407393451761717, 2.5881999861151757, 2.3652686009524926, -0.002610347151984921, 1.5026798489938358, -0.0032640516023416362, 3.7322584176963385E-4, 2.804786085870817E-4, 6.338883096707817, 0.39037387137267593, 3215.7378051536302, 767.7008510665237, 4267.630674586301, 0.7535182986436285
0.00168, 0.4257634393054312, 4.0107045659157624E-4, -2.9280275092035226, 3.482555196694756, 2.676582150358607, -0.0026424024133752965, 1.5027646521482922, -0.003525885873492983, 4.604359708196339E-4, 4.2304748929805267E-4, 6.340807201646093, 0.4258624051338283, 3218.6670098174204, 768.4001471688787, 4271.5180448984265, 0.7535182986436284
