This fits B3 to B10 into the virial expansion since maxPower is set to 8.
Number of particles: 108
dryVolFracMax: 0.0036
dryVolFracIncrement: 1.4E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 49.90418802469545
Number of monomers: 2916666.666666667
Number of chains: 145.83333333333334
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 5.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.8E-4, 0.07098585492081769, 6.684507609859604E-5, -8.758907922740589, 1.202339288688804, 1.119024171328435, -6.650312256311392E-4, 1.5006663471293975, -7.074179436530934E-4, 1.0683823483058948E-5, 3.170289453889534E-5, 6.329281872427983, 0.07097706752230473, 3201.147721373703, 764.2177251359732, 4248.268060823385, 0.7535182986436283
4.2E-4, 0.10646798675548341, 1.0026761414789407E-4, -8.114527542077107, 1.2132164785551185, 1.1732240256124769, -9.454053916467119E-4, 1.5009478360104287, -0.0010204718964694165, 2.1772778204375666E-5, 5.3293726618328866E-5, 6.329625658436217, 0.1064656012834571, 3201.6693775092385, 764.3422613648203, 4248.960354741758, 0.7535182986436286
5.6E-4, 0.14196373194278356, 1.336901521971921E-4, -7.737197972405943, 1.153291543798877, 1.2776097619724363, -0.0012080710078943562, 1.501210207991399, -0.001322168935242073, 3.74350281145322E-5, 7.66628992331847E-5, 6.3304725411522655, 0.14195413504460946, 3202.954667383655, 764.6491017200492, 4250.666072939619, 0.7535182986436284
7.0E-4, 0.1774455702229908, 1.6711269024649006E-4, -7.396653875708361, 1.575845779620832, 1.4385057790876241, -0.001462449164823742, 1.5014732996035902, -0.001615421049881318, 5.990566333728211E-5, 9.3066221720294E-5, 6.331242674897121, 0.17744266880576182, 3204.123776113965, 764.9282058702104, 4252.217606236706, 0.7535182986436284
8.4E-4, 0.21294488819086999, 2.0053522829578812E-4, -6.6649261198573955, 1.4298158345419585, 1.6379398250452513, -0.0017022417386126853, 1.5017121993731064, -0.0019019433648426623, 9.141907632962773E-5, 1.0828254990034929E-4, 6.331984526748972, 0.21293120256691417, 3205.2502202302635, 765.1971245940489, 4253.712518992408, 0.7535182986436287
9.8E-4, 0.24841564127491786, 2.3395776634508613E-4, -5.881418751854483, 1.7856032304336305, 1.8490741850113994, -0.0019078446851765922, 1.5019289606514115, -0.0021828691769168102, 1.334558327155277E-4, 1.4156865902469022E-4, 6.333031244855965, 0.24841973632806652, 3206.8400289520873, 765.5766634690222, 4255.822366523232, 0.7535182986436287
0.00112, 0.2838864199406983, 2.673803043943841E-4, -5.115837844691008, 2.130874897269766, 2.0514371052234757, -0.0020953896958625516, 1.5021313323592096, -0.002459003966355918, 1.8653055935727273E-4, 1.770837111360938E-4, 6.334207139917702, 0.2839082700892189, 3208.6266651237115, 766.0031914363533, 4258.193425294918, 0.7535182986436286
0.00126, 0.31937480048629036, 3.0080284244368206E-4, -4.6810490664930064, 2.841786054342175, 2.241119688848725, -0.00224978975353964, 1.502317566964319, -0.0027309499902333227, 2.50570541327304E-4, 2.3058969536637902E-4, 6.335382006172841, 0.3193968038503712, 3210.412400745211, 766.4295044131787, 4260.563288939522, 0.7535182986436285
0.0014, 0.3548472920016293, 3.3422538049298007E-4, -5.097140821277571, 1.9015603031441355, 2.4334577763054144, -0.0024079203500207693, 1.5024438631558321, -0.0029991747196023515, 3.256878998929885E-4, 2.655664696885937E-4, 6.337169537037038, 0.3548853376115236, 3213.1306254298956, 767.0784327556817, 4264.170666078972, 0.7535182986436286
0.00154, 0.3903146946367545, 3.6764791854227823E-4, -3.254699518085866, 2.131068353993653, 2.657030810380156, -0.002589601185616254, 1.5026353978643074, -0.0032640516023416362, 4.125465335460838E-4, 2.6190388317929816E-4, 6.338929495884772, 0.39037387137267593, 3215.8084210700417, 767.7177093747604, 4267.724389518688, 0.7535182986436288
