This fits B3 to B12 into the virial expansion since maxPower is set to 10.
Number of particles: 108
dryVolFracMax: 0.0036
dryVolFracIncrement: 1.4E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 49.90418802469545
Number of monomers: 2916666.666666667
Number of chains: 145.83333333333334
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 5.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.8E-4, 0.07098792663983655, 6.684507609859604E-5, -9.114025032108152, 1.0, 0.9981482744396957, -6.717232643169409E-4, 1.500671723264317, -7.074179436530934E-4, 1.7038012278158338E-6, 3.399087810833676E-5, 6.329240092592599, 0.07097706752230473, 3201.0843290909643, 764.2025913432456, 4248.183932431476, 0.7535182986436283
4.2E-4, 0.10647127866559185, 1.0026761414789407E-4, -8.450653284439554, 1.0464431004094898, 1.0940067655391896, -9.707469517442541E-4, 1.500971202201566, -0.0010204718964694165, 4.0364923714128885E-6, 4.568845235374952E-5, 6.329647119341562, 0.1064656012834571, 3201.7019438694615, 764.3500360106323, 4249.003573811929, 0.7535182986436285
5.6E-4, 0.14195490126718532, 1.336901521971921E-4, -7.78865951535501, 1.2245390154160958, 1.2491302936316293, -0.0012368466693044114, 1.5012399481814442, -0.001322168935242073, 1.1720183652901654E-5, 7.36020822847601E-5, 6.330436111111104, 0.14195413504460946, 3202.899371464686, 764.6359007917941, 4250.592689295096, 0.7535182986436285
7.0E-4, 0.17744191674266538, 1.6711269024649006E-4, -7.477390364799718, 1.6069052734686975, 1.4380838445205115, -0.0014913695832751849, 1.501503140966752, -0.001615421049881318, 2.726982618854556E-5, 9.678164041758746E-5, 6.331064701646094, 0.17744266880576182, 3203.853576885458, 764.8637005559556, 4251.85902273715, 0.7535182986436285
8.4E-4, 0.21293444355188929, 2.0053522829578812E-4, -6.758880718541582, 1.6812603242364441, 1.6518178771031216, -0.0017365263946662664, 1.5017523689829801, -0.0019019433648426623, 5.2509662784804485E-5, 1.1290730739159138E-4, 6.331875164609051, 0.21293120256691417, 3205.084145770939, 765.1574772373647, 4253.492120284609, 0.7535182986436286
9.8E-4, 0.24840353265753626, 2.3395776634508613E-4, -5.9785886680233435, 1.823453958761547, 1.880827413860357, -0.0019429623951639175, 1.5019680260991437, -0.0021828691769168102, 8.886096361295642E-5, 1.5104581813993608E-4, 6.333056738683127, 0.24841973632806652, 3206.8787568304347, 765.5859090689338, 4255.87376259207, 0.7535182986436285
0.00112, 0.28389614394553725, 2.673803043943841E-4, -5.180039070947208, 1.5109949286339595, 2.106702598635092, -0.002136043291400791, 1.5021515460976016, -0.002459003966355918, 1.371285724173327E-4, 1.8583210253779472E-4, 6.334423055555557, 0.2839082700892189, 3208.9547959884244, 766.0815269100034, 4258.62889031986, 0.7535182986436284
0.00126, 0.3193710951782277, 3.0080284244368206E-4, -4.828731808383782, 2.8925253083064195, 2.3083181819935996, -0.0022892801229621004, 1.5023584809736914, -0.0027309499902333227, 1.9723852504546994E-4, 2.444313422257521E-4, 6.335663827160497, 0.3193968038503712, 3210.8408524977876, 766.5317897346272, 4261.131890595711, 0.7535182986436283
0.0014, 0.35484776210697433, 3.3422538049298007E-4, -4.077864195944726, 2.717044646789353, 2.475678546189961, -0.0024588822424422194, 1.5025303343413576, -0.0029991747196023515, 2.6849051095579566E-4, 2.718019662043365E-4, 6.337350925925929, 0.3548853376115236, 3213.406541770622, 767.1443029299413, 4264.53683680266, 0.7535182986436285
0.00154, 0.3902831524155108, 3.6764791854227823E-4, -4.530867270632737, 2.382336798602942, 2.6196395701653197, -0.0025616842433124247, 1.5026269203038127, -0.0032640516023416362, 3.498714685485672E-4, 3.5249589048064444E-4, 6.338935267489713, 0.39037387137267593, 3215.8172050734047, 767.7198064010935, 4267.736046837934, 0.7535182986436285
0.00168, 0.4257662846394693, 4.0107045659157624E-4, -2.542408162195744, 2.4345728061032803, 2.773819809700376, -0.0027609401059308374, 1.5028276632270885, -0.003525885873492983, 4.412689122585597E-4, 3.236768553035857E-4, 6.341108899176955, 0.4258624051338283, 3219.1264671370786, 768.5098345242237, 4272.127794284055, 0.7535182986436285
0.00182, 0.4611851527432868, 4.344929946408742E-4, 0.8972890745291098, 3.5303077098195526, 2.982701354000704, -0.002730033377726249, 1.5028653905134832, -0.0037849317005278263, 5.436624348890938E-4, 5.112358879124835E-4, 6.343174732510291, 0.46135093889498063, 3222.2737142311607, 769.2611844224559, 4276.304530402803, 0.7535182986436285
0.00196, 0.49659784653513894, 4.6791553269017225E-4, -2.0183983753823864, 3.026830086708324, 3.2857919666931243, -0.0026984455699284185, 1.502820365399892, -0.004041404021609224, 6.600220773477117E-4, 6.829363743330939E-4, 6.345994156378595, 0.49683947265613304, 3226.572347563692, 770.2874075375738, 4282.009280161725, 0.7535182986436286
0.0021, 0.5320587267664328, 5.013380707394702E-4, 0.06879145829459299, 3.39582763467558, 3.699463874379575, -0.0028614088690969903, 1.5030107984512417, -0.00429548698435241, 7.943444722010012E-4, 6.397336430544184E-4, 6.349652829218111, 0.5323280064172854, 3232.1562385578277, 771.6204633176783, 4289.419705368635, 0.7535182986436284
0.00224, 0.5674483084102079, 5.347606087887681E-4, 3.586423517484307, 4.466790994944628, 4.209100375876056, -0.0026896943435347435, 1.5029174084666392, -0.004547340124455383, 9.505823600408497E-4, 9.070634208797897E-4, 6.353540462962962, 0.5678165401784377, 3238.0966268956054, 773.0386265694425, 4297.303240975494, 0.7535182986436285
0.00238, 0.6028622310195414, 5.681831468380663E-4, 3.448571437294868, 4.730053272001257, 4.777063963716088, -0.0026173727393164793, 1.502898391789324, -0.0047971029938343145, 0.0011320242453605953, 0.00104770600915724, 6.357529557613173, 0.6033050739395901, 3244.199611084378, 774.4956067213247, 4305.402558801961, 0.7535182986436284
