This fits B3 to B3 into the virial expansion since maxPower is set to 1.
Number of particles: 108
dryVolFracMax: 0.0036
dryVolFracIncrement: 1.4E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 49.90418802469545
Number of monomers: 2916666.666666667
Number of chains: 145.83333333333334
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 5.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.8E-4, 0.07098484533918653, 6.684507609859604E-5, -8.594739391039681, 1.2756787635802855, 1.258296375900983, -6.580684135349154E-4, 1.5006601643535973, -7.074179436530934E-4, 1.578454149722279E-5, 3.3564988620955126E-5, 6.329273539094643, 0.07097706752230473, 3201.1350771923667, 764.2147065600317, 4248.251280631902, 0.7535182986436285
4.2E-4, 0.10647510056397956, 1.0026761414789407E-4, -7.774781360616626, 1.1402480489508764, 1.4207366775378865, -9.340506083937708E-4, 1.500935762702885, -0.0010204718964694165, 3.7187097777988595E-5, 4.923419029765715E-5, 6.329648960905348, 0.1064656012834571, 3201.704738404429, 764.3507031567128, 4249.007282461039, 0.7535182986436284
5.6E-4, 0.14196013304127683, 1.336901521971921E-4, -7.110611398248893, 1.2870401860954583, 1.6054604005614563, -0.0011786602607953567, 1.5011832672226517, -0.001322168935242073, 6.90951175486404E-5, 7.441355689807596E-5, 6.33048481481482, 0.14195413504460946, 3202.9732973014357, 764.6535492853055, 4250.690796848533, 0.7535182986436284
7.0E-4, 0.1774528139452989, 1.6711269024649006E-4, -6.556972530527631, 1.462601681515976, 1.8124043395656402, -0.0014096546396332064, 1.501419375759803, -0.001615421049881318, 1.1262140294748498E-4, 9.314500730062656E-5, 6.331241543209874, 0.17744266880576182, 3204.122057936878, 764.9277956856455, 4252.215326030518, 0.7535182986436285
8.4E-4, 0.21294893194575323, 2.0053522829578812E-4, -5.853388848201165, 1.5359334293066396, 2.0416560736371108, -0.0016169604363656003, 1.5016288662811035, -0.0019019433648426623, 1.689008793427834E-4, 1.1608204913427868E-4, 6.332247849794242, 0.21293120256691417, 3205.650119193302, 765.2925934391062, 4254.243228019327, 0.7535182986436286
9.8E-4, 0.24841305290276985, 2.3395776634508613E-4, -5.304239405380337, 1.9094940508525826, 2.293168541755352, -0.0018007413065697835, 1.5018253167886704, -0.0021828691769168102, 2.3904684488349078E-4, 1.4308102546353602E-4, 6.333242623456792, 0.24841973632806652, 3207.1611453136184, 765.6533243533902, 4256.248522546395, 0.7535182986436287
0.00112, 0.2838963468106282, 2.673803043943841E-4, -4.172226632004758, 1.8744510532787664, 2.5669018517921156, -0.001971221780244001, 1.5019993447842135, -0.002459003966355918, 3.2417133606104374E-4, 1.6361085005087337E-4, 6.334151162551433, 0.2839082700892189, 3208.541598968398, 765.9828833876913, 4258.080533337992, 0.7535182986436284
0.00126, 0.3193521479466575, 3.0080284244368206E-4, -3.514890775513723, 2.153847515189049, 2.862917285554861, -0.0020792278172030013, 1.5021229309481146, -0.0027309499902333227, 4.254100946132269E-4, 2.2631207841709443E-4, 6.33513556584362, 0.3193968038503712, 3210.0377693594573, 766.3400677578586, 4260.066112711118, 0.7535182986436284
0.0014, 0.35482967931237835, 3.3422538049298007E-4, -2.723586042601448, 2.7409159897932627, 3.181415173175077, -0.0022055919083460284, 1.5022748855194192, -0.0029991747196023515, 5.439542970214469E-4, 2.4962851423487636E-4, 6.336571265432097, 0.3548853376115236, 3212.22068764291, 766.8612011106244, 4262.963080558325, 0.7535182986436284
0.00154, 0.39028986705497504, 3.6764791854227823E-4, -1.5485292227689618, 2.437243865710969, 3.522864470754116, -0.002260295031224702, 1.5023218917223227, -0.0032640516023416362, 6.811202658861806E-4, 3.226363052307536E-4, 6.33917322016461, 0.39037387137267593, 3216.1793673287716, 767.8062662708079, 4268.216675186334, 0.7535182986436286
