This fits B3 to B3 into the virial expansion since maxPower is set to 1.
Number of particles: 108
dryVolFracMax: 0.0036
dryVolFracIncrement: 1.4E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 49.90418802469545
Number of monomers: 2916666.666666667
Number of chains: 145.83333333333334
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 5.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
0.00168, 0.42574373064835513, 4.0107045659157624E-4, -1.3891211437193436, 2.2666925773440494, 3.886320200254479, -0.002307917786170364, 1.5023694231292375, -0.003525885873492983, 8.377133550748852E-4, 3.80254732247734E-4, 6.341073991769546, 0.4258624051338283, 3219.0733041608796, 768.4971427985464, 4272.057241284487, 0.7535182986436285
0.00182, 0.4612253148021837, 4.344929946408742E-4, 0.5600853903222336, 2.989784888335582, 4.2724016766473225, -0.0023517989988581316, 1.5024653513400854, -0.0037849317005278263, 0.0010151043930684742, 4.1802830860122035E-4, 6.343396718106996, 0.46135093889498063, 3222.612025920285, 769.3419503889007, 4276.753506479076, 0.7535182986436282
0.00196, 0.49663101835041995, 4.6791553269017225E-4, 1.632844410974994, 3.9795279290180514, 4.6813063154723045, -0.002268626097180744, 1.502437194698393, -0.004041404021609224, 0.0012145452203030584, 5.582327041254217E-4, 6.346330102880658, 0.49683947265613304, 3227.0848030045336, 770.4097472623603, 4282.689363766549, 0.7535182986436284
0.0021, 0.5320075961170189, 5.013380707394702E-4, 1.9184219084516445, 3.7516499208012877, 5.11297994455564, -0.0022402114292663466, 1.5024100646569722, -0.00429548698435241, 0.0014371843897076787, 6.180911653783846E-4, 6.349672602880657, 0.5323280064172854, 3232.1864347437486, 771.627672126056, 4289.459778962037, 0.7535182986436285
0.00224, 0.5674644381132561, 5.347606087887681E-4, 5.872976846158668, 4.468219905771649, 5.567702559554825, -0.002137199092696503, 1.5023719695481923, -0.004547340124455383, 0.0016843415312694054, 7.257995004894747E-4, 6.353682633744854, 0.5678165401784377, 3238.3140047655093, 773.0905217132134, 4297.591724838852, 0.7535182986436286
0.00238, 0.6028494150655546, 5.681831468380663E-4, 14.331324457016304, 5.306206684025683, 6.044971789004961, -0.0018437985325409946, 1.502146986790466, -0.0047971029938343145, 0.001956932206224615, 9.96372255068705E-4, 6.35766403292181, 0.6033050739395901, 3244.4054806606136, 774.54475446236, 4305.675769919204, 0.7535182986436285
0.00252, 0.638253180169961, 6.016056848873642E-4, 2.786905005411979, 7.47801298531643, 6.544487046369249, -0.0011751036950462678, 1.5016739778101005, -0.005044898696178134, 0.0022559556825899503, 0.001613839318541916, 6.361349516460902, 0.6387936077007424, 3250.0510145040116, 775.892526388714, 4313.168001831236, 0.7535182986436284
0.00266, 0.6737563178257222, 6.350282229366621E-4, 1.745464617713231, 5.322137283614024, 7.062085148804772, -0.0016559892778193197, 1.5019731003358192, -0.005290836634523421, 0.002579771449195926, 0.001055075907508175, 6.360313858024693, 0.6742821414618948, 3248.463900898368, 775.5136309253342, 4311.061731010074, 0.7535182986436287
0.0028, 0.7090435383827676, 6.684507609859605E-4, 18.23107641249019, 6.381226274340405, 7.60664618850856, -0.0010559957664220384, 1.5014764750821943, -0.005535014678884134, 0.0029351909989176576, 0.0015438279135444385, 6.364207366255146, 0.7097706752230472, 3254.433259630677, 776.9387103493378, 4318.983713453043, 0.7535182986436285
0.00294, 0.7443600561525261, 7.018732990352581E-4, 23.66108283607526, 7.4803443381070345, 8.175261705851797, -4.3063977071286074E-4, 1.5009661064585829, -0.00577752089934227, 0.003321631762646198, 0.0020252493659832114, 6.369419506172837, 0.7452592089841995, 3262.435728563425, 778.8491590807171, 4329.6038522700455, 0.7535182986436286
0.00308, 0.7795133831420946, 7.352958370845565E-4, 39.57519509894788, 8.840910450642081, 8.770970660931088, 5.371117666689148E-4, 1.500133920924495, -0.006018434968330649, 0.003742671615574035, 0.0028128751194255288, 6.378506337448552, 0.7807477427453519, 3276.4185644977824, 782.187315266811, 4348.1605826899, 0.7535182986436286
0.00322, 0.8145115507169742, 7.687183751338544E-4, 76.04489498965036, 11.222177178441193, 9.395252192428524, 0.0022344591875455063, 1.4986944915382856, -0.006257829307468573, 0.0042010365064002715, 0.004291251988613807, 6.392156275720164, 0.8162362765065042, 3297.4981168077065, 787.2196876892439, 4376.135420657165, 0.7535182986436285
0.00336, 0.8490745005586053, 8.021409131831523E-4, 154.32403938979078, 14.414369412394649, 10.053648998591866, 0.005654149668750685, 1.4956557538604331, -0.006495770034601285, 0.00470298429723022, 0.00744693540612175, 6.41423865226337, 0.8517248102676566, 3331.790975512832, 795.4065046527529, 4421.645740402358, 0.7535182986436286
