This fits B3 to B6 into the virial expansion since maxPower is set to 4.
Number of particles: 108
dryVolFracMax: 0.0036
dryVolFracIncrement: 1.4E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 49.90418802469545
Number of monomers: 2916666.666666667
Number of chains: 145.83333333333334
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 5.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.8E-4, 0.07098560582407237, 6.684507609859604E-5, -8.86056938143748, 1.0413779106323666, 1.1056895544213472, -6.668685432640583E-4, 1.5006672887524901, -7.074179436530934E-4, 1.000880878816609E-5, 3.0540591600868956E-5, 6.329214609053495, 0.07097706752230473, 3201.045663487496, 764.1933606103661, 4248.132619008114, 0.7535182986436286
4.2E-4, 0.10647171696917729, 1.0026761414789407E-4, -8.280263816445572, 1.1277403107928312, 1.1361492148162706, -9.518418752248875E-4, 1.500952999089325, -0.0010204718964694165, 1.985563427052374E-5, 4.877438697400522E-5, 6.329693744855965, 0.1064656012834571, 3201.7726976240974, 764.3669272253212, 4249.097471670499, 0.7535182986436285
5.6E-4, 0.14196293987246042, 1.336901521971921E-4, -7.860796227849188, 1.3797253844077504, 1.188538202233662, -0.0012214013837234194, 1.5012273712023003, -0.001322168935242073, 3.258983108389709E-5, 6.81777204347567E-5, 6.330518930041154, 0.14195413504460946, 3203.025080419651, 764.6659115941546, 4250.759518627829, 0.7535182986436286
7.0E-4, 0.1774457129787494, 1.6711269024649006E-4, -7.346774825487298, 1.171922619278917, 1.2779560903200384, -0.0014774892059167598, 1.5014801586255508, -0.001615421049881318, 4.927068359826989E-5, 8.866116036628818E-5, 6.331250349794237, 0.17744266880576182, 3204.1354284947392, 764.9309876712089, 4252.23307020194, 0.7535182986436286
8.4E-4, 0.21292679088254546, 2.0053522829578812E-4, -7.075619162862021, 1.8767655463662565, 1.4115429285418464, -0.0017122757109734102, 1.5017323244550618, -0.0019019433648426623, 7.155011516869181E-5, 1.1811753870056038E-4, 6.331853158436214, 0.21293120256691417, 3205.0507284709897, 765.1494994446571, 4253.447771925704, 0.7535182986436287
9.8E-4, 0.24841297871608659, 2.3395776634508613E-4, -6.332335035293663, 1.4216986311487332, 1.5902389138146702, -0.0019500048941288649, 1.5019600968066307, -0.0021828691769168102, 1.013968821621619E-4, 1.314674006257836E-4, 6.332781224279828, 0.24841973632806652, 3206.460237202511, 765.4859948675863, 4255.318341935828, 0.7535182986436284
0.00112, 0.2838832850138891, 2.673803043943841E-4, -5.961937064920204, 1.962063059052198, 1.810145240529936, -0.0021349454398486996, 1.502166163152384, -0.002459003966355918, 1.4081898515606756E-4, 1.832395413511508E-4, 6.334136944444443, 0.2839082700892189, 3208.519992623286, 765.9777252527513, 4258.051859389197, 0.7535182986436284
0.00126, 0.3193585297468333, 3.0080284244368206E-4, -5.504242047113273, 1.8634086721412195, 2.0640659268736354, -0.002347831280702516, 1.5023785231489086, -0.0027309499902333227, 1.9162982207276003E-4, 1.914888874580468E-4, 6.3355531069958815, 0.3193968038503712, 3210.672520358593, 766.491603396576, 4260.90849570338, 0.7535182986436284
0.0014, 0.3548193590611765, 3.3422538049298007E-4, -4.458878309477399, 2.270864624932074, 2.343433330355059, -0.0025021358903996116, 1.502550695698189, -0.0029991747196023515, 2.554095675274626E-4, 2.4162926167527716E-4, 6.337081635802466, 0.3548853376115236, 3212.996921780549, 767.0465133606273, 4263.99322692509, 0.7535182986436284
0.00154, 0.3903255349690689, 3.6764791854227823E-4, -4.917956885311508, 2.444532446283812, 2.6400347966762716, -0.002644996452120025, 1.5027099993424065, -0.0032640516023416362, 3.335140271212426E-4, 2.8554112310036833E-4, 6.339186502057615, 0.39037387137267593, 3216.199583075333, 767.8110924247982, 4268.243503660969, 0.7535182986436285
0.00168, 0.42574367993034473, 4.0107045659157624E-4, -0.8813371504278513, 2.189791309763885, 2.946512500255693, -0.00282997603814311, 1.5028840133617998, -0.003525885873492983, 4.266701110293748E-4, 2.6923972432049844E-4, 6.340701862139912, 0.4258624051338283, 3218.5065978304488, 768.3618516278921, 4271.305160901767, 0.7535182986436284
0.00182, 0.4611975617209932, 4.344929946408742E-4, -1.2412200700348794, 3.3611538192260846, 3.2607200255789883, -0.00270260709486718, 1.5028328080386968, -0.0037849317005278263, 5.361197231556326E-4, 5.462048825050134E-4, 6.343690792181069, 0.46135093889498063, 3223.060238742674, 769.4489533182613, 4277.348333204844, 0.7535182986436285
0.00196, 0.4966291739745757, 4.6791553269017225E-4, -2.544124232146122, 3.4616110175015087, 3.583365981574844, -0.0029111178492706793, 1.5030520039511712, -0.004041404021609224, 6.621616710899146E-4, 4.681245012486302E-4, 6.34653681069959, 0.49683947265613304, 3227.400143702692, 770.4850293086652, 4283.107854861889, 0.7535182986436285
0.0021, 0.5320905126532003, 5.013380707394702E-4, 2.2772554961459237, 4.066069261337194, 3.9231011794050232, -0.002870331310754254, 1.503062307803425, -0.00429548698435241, 8.057939408405476E-4, 6.193617327576082E-4, 6.349877860082303, 0.5323280064172854, 3232.499892317218, 771.7025046094569, 4289.875770947941, 0.7535182986436287
0.00224, 0.5674843064801933, 5.347606087887681E-4, 3.3745473015532417, 4.658967423077021, 4.296694122371343, -0.002755543236859166, 1.5030040772761903, -0.004547340124455383, 9.683963183893171E-4, 8.234005692069001E-4, 6.354009732510286, 0.5678165401784377, 3238.8141728288274, 773.2099280426942, 4298.255501769311, 0.7535182986436285
0.00238, 0.6028444114485992, 5.681831468380663E-4, 4.043427764088865, 5.021256094529889, 4.7290567580290555, -0.00264087714287553, 1.5029224668586925, -0.0047971029938343145, 0.0011511369090810189, 0.0010050889418777658, 6.357151409465025, 0.6033050739395901, 3243.6207470323834, 774.357413108445, 4304.634343812308, 0.7535182986436287
0.00252, 0.6382395971087738, 6.016056848873642E-4, 2.041326766356566, 6.318958260402751, 5.2603163056944275, -0.0024798934998707316, 1.5028781872850543, -0.005044898696178134, 0.0013584955393902108, 0.0012065096569171918, 6.362182695473249, 0.6387936077007424, 3251.3282099955622, 776.1974343523765, 4314.862977910582, 0.7535182986436285
0.00266, 0.6736779742441681, 6.350282229366621E-4, 6.631678443843496, 5.915823365743247, 5.934058577209279, -0.002500827539690321, 1.502863397409459, -0.005290836634523421, 0.0015904951443882227, 0.0011995139504448779, 6.361019825102886, 0.6742821414618948, 3249.5457169108754, 775.7718954741939, 4312.497417461824, 0.7535182986436285
0.0028, 0.7091022772589775, 6.684507609859605E-4, 12.68631795798104, 6.802368814946025, 6.825464426949744, -0.002032361478602755, 1.5025027961688189, -0.005535014678884134, 0.0018599957725699105, 0.0016426574277114687, 6.3642910802469155, 0.7097706752230472, 3254.5616865503757, 776.969370017982, 4319.154149817932, 0.7535182986436284
0.00294, 0.7443427503767709, 7.018732990352581E-4, 22.184370131403664, 7.477847115403494, 8.015240860528804, -0.0016428708013725064, 1.5021600383041007, -0.00577752089934227, 0.0021758638341096903, 0.0019587862638600737, 6.369912283950612, 0.7452592089841995, 3263.1929939036922, 779.0299428639206, 4330.608824998155, 0.7535182986436284
0.00308, 0.7795360476229988, 7.352958370845565E-4, 34.43641848037793, 9.44769588511883, 9.604081163319767, -5.336959878273892E-4, 1.5012760364025817, -0.006018434968330649, 0.0025519245187051905, 0.002932814461798069, 6.378294156378601, 0.7807477427453519, 3276.091605096411, 782.109259459433, 4347.726672323079, 0.7535182986436286
0.00322, 0.8144718794769051, 7.687183751338544E-4, 79.72098773414443, 10.692246640332014, 11.71509098256462, 6.844672501221906E-4, 1.5001720217787935, -0.006257829307468573, 0.0030084395150644545, 0.003933857042526309, 6.392157860082302, 0.8162362765065042, 3297.5005687654984, 787.2202730510481, 4376.138674669438, 0.7535182986436285
0.00336, 0.8490330380353995, 8.021409131831523E-4, 163.17898503453083, 14.400699626690148, 14.493138088149527, 0.004836972153224883, 1.4964651955144987, -0.006495770034601285, 0.0035714929076779423, 0.007761249280148225, 6.414101656378602, 0.8517248102676566, 3331.5774980003885, 795.3555406507363, 4421.362432733748, 0.7535182986436285
