This fits B3 to B8 into the virial expansion since maxPower is set to 6.
Number of particles: 108
dryVolFracMax: 0.0036
dryVolFracIncrement: 1.4E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 49.90418802469545
Number of monomers: 2916666.666666667
Number of chains: 145.83333333333334
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 5.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.8E-4, 0.07098364800869271, 6.684507609859604E-5, -9.046904608143818, 1.0, 1.0056720087583852, -6.706896258725651E-4, 1.5006706896258726, -7.074179436530934E-4, 4.98737138735742E-6, 3.1740946393170867E-5, 6.32928825102881, 0.07097706752230473, 3201.157399658456, 764.2200356562619, 4248.280904950422, 0.7535182986436284
4.2E-4, 0.10647434315992667, 1.0026761414789407E-4, -8.536855023263852, 1.1156557528713698, 1.0205603463111437, -9.659391138824525E-4, 1.5009675393799726, -0.0010204718964694165, 7.79859569626348E-6, 4.673418689070047E-5, 6.329725576131687, 0.1064656012834571, 3201.821001867322, 764.3784590139435, 4249.161576607713, 0.7535182986436285
5.6E-4, 0.14196404975780094, 1.336901521971921E-4, -8.033130057425574, 1.1246071315331236, 1.099985117508208, -0.0012417318458286227, 1.5012434677092497, -0.001322168935242073, 1.2445498336905197E-5, 6.799159107654518E-5, 6.330206059670785, 0.14195413504460946, 3202.550198916, 764.5525419861211, 4250.129299687552, 0.7535182986436285
7.0E-4, 0.17744731121047078, 1.6711269024649006E-4, -7.6153277220081, 1.1439141239908732, 1.2373433863476317, -0.001502690844534893, 1.5015054729097226, -0.001615421049881318, 2.163693428679488E-5, 9.109327105963007E-5, 6.331208528806588, 0.17744266880576182, 3204.071934295816, 764.9158295477844, 4252.14880655627, 0.7535182986436285
8.4E-4, 0.21293083690408177, 2.0053522829578812E-4, -7.243509905909868, 1.287946064470344, 1.4129492894697937, -0.0017504851135276922, 1.5017571329648325, -0.0019019433648426623, 3.7710112204276655E-5, 1.1374813911069327E-4, 6.331931430041153, 0.21293120256691417, 3205.1695882546446, 765.1778751278124, 4253.605511669874, 0.7535182986436285
9.8E-4, 0.24841189916612394, 2.3395776634508613E-4, -6.588388975715691, 1.7437922531617744, 1.6082635698696162, -0.0019866340598824967, 1.5020072662440878, -0.0021828691769168102, 6.2372359204103E-5, 1.3386275783021072E-4, 6.333101306584364, 0.24841973632806652, 3206.9464610374625, 765.6020722577588, 4255.9636133722715, 0.7535182986436283
0.00112, 0.28388237842131353, 2.673803043943841E-4, -5.979882525148081, 1.721013987332114, 1.8127093235452754, -0.002190662948013499, 1.502215516348213, -0.002459003966355918, 9.664243654363132E-5, 1.716985817987876E-4, 6.334047479423859, 0.2839082700892189, 3208.384040596035, 765.9452690970107, 4257.871436395493, 0.7535182986436285
0.00126, 0.3193724466416303, 3.0080284244368206E-4, -5.869145385614901, 2.0708626763520215, 2.0271689537803828, -0.002386046842455836, 1.5024260202738842, -0.0027309499902333227, 1.4134617148899565E-4, 2.0355697628849064E-4, 6.33517005144033, 0.3193968038503712, 3210.0901916017547, 766.352582646343, 4260.135682676959, 0.7535182986436285
0.0014, 0.35485405768312045, 3.3422538049298007E-4, -4.891323489855262, 2.6584745925959656, 2.2627871455569797, -0.0025823104967842717, 1.5026458540539211, -0.0029991747196023515, 1.9752724089120913E-4, 2.193369819268708E-4, 6.337114022633749, 0.3548853376115236, 3213.0461838827327, 767.0582738212318, 4264.0586030443865, 0.7535182986436284
0.00154, 0.39033456520580595, 3.6764791854227823E-4, -4.038968145368544, 2.4660540564896185, 2.5364881621631583, -0.0027118780278002083, 1.5027741630914195, -0.0032640516023416362, 2.6650383754827983E-4, 2.856697369931479E-4, 6.3391251543209926, 0.39037387137267593, 3216.106209269981, 767.7888010707826, 4268.119586557004, 0.7535182986436284
0.00168, 0.4257510103504145, 4.0107045659157624E-4, -2.498797510867159, 2.714772688453534, 2.866568489449716, -0.002850809542510411, 1.5029321817415986, -0.003525885873492983, 3.502672328871591E-4, 3.248090980954131E-4, 6.340951388888896, 0.4258624051338283, 3218.8865881424786, 768.4525676326219, 4271.80944900295, 0.7535182986436284
0.00182, 0.4611915843389057, 4.344929946408742E-4, -1.696814971698016, 3.3442202340668734, 3.2676150547041067, -0.002876909570804639, 1.502999666162213, -0.0037849317005278263, 4.517295004481302E-4, 4.56292629275057E-4, 6.343465699588475, 0.46135093889498063, 3222.717160272944, 769.3670493667724, 4276.893031096922, 0.7535182986436285
0.00196, 0.49662201237571263, 4.6791553269017225E-4, 0.29793074564085753, 2.0827214308531525, 3.744173193538211, -0.002961748233909965, 1.5030208134726029, -0.004041404021609224, 5.738925301547854E-4, 5.057632575444739E-4, 6.346064670781891, 0.49683947265613304, 3226.679906291119, 770.3130852922878, 4282.1520221862, 0.7535182986436285
0.0021, 0.5320744745922277, 5.013380707394702E-4, 3.7086216529869356, 5.178491728370975, 4.289364551733351, -0.0028540203416692316, 1.5031180231629635, -0.00429548698435241, 7.20178122946676E-4, 7.212885197365022E-4, 6.349381944444444, 0.5323280064172854, 3231.7425917411824, 771.5217124143334, 4288.870751458173, 0.7535182986436284
0.00224, 0.5674604068735072, 5.347606087887681E-4, 3.799777342158823, 5.653238014921438, 4.883463956926542, -0.0027103481412556214, 1.5030214706674392, -0.004547340124455383, 8.933403104747495E-4, 9.436516727250121E-4, 6.353129814814816, 0.5678165401784377, 3237.468804133172, 772.8887449254022, 4296.470052500093, 0.7535182986436287
0.00238, 0.6028822476667778, 5.681831468380663E-4, 2.757120443012234, 6.1587799826519465, 5.498956548123398, -0.002595899229314088, 1.5029696454675643, -0.0047971029938343145, 0.0010956039715913028, 0.0011055997929289233, 6.357686152263383, 0.6033050739395901, 3244.439344212857, 774.5528387899552, 4305.720710503002, 0.7535182986436284
0.00252, 0.6382522484376091, 6.016056848873642E-4, 9.625898069675085, 5.877989536755496, 6.106494799626087, -0.002522585183732538, 1.5028988944063129, -0.005044898696178134, 0.0013264710424882812, 0.0011958424699573154, 6.3601387345678955, 0.6387936077007424, 3248.195580854591, 775.4495742333875, 4310.705641391202, 0.7535182986436286
