This fits B3 to B5 into the virial expansion since maxPower is set to 3.
Number of particles: 108
dryVolFracMax: 0.0036
dryVolFracIncrement: 1.4E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 49.90418802469545
Number of monomers: 2916666.666666667
Number of chains: 145.83333333333334
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 5.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, rho, mu/kT, Z_measured, Z_virial_Fit, <F_total>/V, QMelting, <F_id>/V, <F_ex>/V, <F_FR>/V, <alpha>, Zeta, B2_rho, B2_phi0, B2_HS, B2*
2.8E-4, 0.07098239861255044, 6.684507609859604E-5, -8.703282385312075, 1.2274498038990176, 1.2071321241672828, -6.571470641490721E-4, 1.5006592298945236, -7.074179436530934E-4, 1.4071113818554409E-5, 3.619976568546686E-5, 6.329078364197533, 0.07097706752230473, 3200.838947499419, 764.1440108033884, 4247.858284611127, 0.7535182986436286
4.2E-4, 0.10646586617214955, 1.0026761414789407E-4, -8.01009238130336, 1.0976786508283487, 1.3065915416327634, -9.419863997422398E-4, 1.5009429279190438, -0.0010204718964694165, 3.142345732232243E-5, 4.7062039404854296E-5, 6.329426903292177, 0.1064656012834571, 3201.3677822912828, 764.2702608101945, 4248.560105380199, 0.7535182986436285
5.6E-4, 0.14196045727455384, 1.336901521971921E-4, -7.4402952327143135, 1.4793283200661114, 1.4055000891098697, -0.0011938532613024494, 1.5012014945710834, -0.001322168935242073, 5.5524653931062395E-5, 7.279102000856124E-5, 6.330516265432099, 0.14195413504460946, 3203.0210358194518, 764.6649460169828, 4250.754151007419, 0.7535182986436285
7.0E-4, 0.17744634886518967, 1.6711269024649006E-4, -7.096559743234343, 1.2486787430252013, 1.5063330074205952, -0.0014399822000839598, 1.5014447947108154, -0.001615421049881318, 8.635255644268833E-5, 8.908629335466961E-5, 6.331211100823043, 0.17744266880576182, 3204.075839203883, 764.9167617759161, 4252.153988790164, 0.7535182986436285
8.4E-4, 0.21292551997464382, 2.0053522829578812E-4, -6.298106126949303, 1.4508640393665189, 1.61268010091476, -0.001668549696348096, 1.5016792572380306, -0.0019019433648426623, 1.2403621341733893E-4, 1.0935745507722723E-4, 6.331900432098764, 0.21293120256691417, 3205.12251580434, 765.1666374080881, 4253.543041454633, 0.7535182986436285
9.8E-4, 0.24841313811622504, 2.3395776634508613E-4, -6.120171457363636, 1.6246297383738173, 1.7290340821224448, -0.0018610667842668324, 1.501878280692797, -0.0021828691769168102, 1.688774530241214E-4, 1.5292493962585634E-4, 6.332750401234568, 0.24841973632806652, 3206.4134177793494, 765.474817553643, 4255.256207514878, 0.7535182986436284
0.00112, 0.28390688428837213, 2.673803043943841E-4, -5.984509900125088, 1.6318441145626368, 1.861032102645974, -0.0020774387707430827, 1.5020970450828353, -0.002459003966355918, 2.2146185768206345E-4, 1.601033379307717E-4, 6.334522551440324, 0.2839082700892189, 3209.1060091970066, 766.1176264044134, 4258.829566546111, 0.7535182986436283
0.00126, 0.31938198747321717, 3.0080284244368206E-4, -4.584154009043332, 1.9470309768698693, 2.0143353048608756, -0.00226068713731719, 1.5022962616698279, -0.0027309499902333227, 2.823880295268354E-4, 1.8787482338929694E-4, 6.33566797325103, 0.3193968038503712, 3210.847156073517, 766.5332946024819, 4261.140256120131, 0.7535182986436286
0.0014, 0.35483761423500587, 3.3422538049298007E-4, -3.6518664861893875, 2.8893658247688085, 2.196562858119548, -0.0023831962553419726, 1.5024577450095178, -0.0029991747196023515, 3.5282606973494025E-4, 2.6315239452543874E-4, 6.337440586419756, 0.3548853376115236, 3213.542932999561, 767.1768639373613, 4264.717842664341, 0.7535182986436286
0.00154, 0.3903103372186127, 3.6764791854227823E-4, -4.511776298475933, 2.593625455009673, 2.4156098781432216, -0.002503752969808305, 1.502574239916433, -0.0032640516023416362, 4.340924273378506E-4, 3.262062051954806E-4, 6.3394697325102864, 0.39037387137267593, 3216.630695031244, 767.9140128230121, 4268.815635693711, 0.7535182986436285
