Number of particles: 108
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 53.22680157965873
Number of monomers: 2916666.666666667
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 4.0E-5
DryVolFrac increment: 1.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0,	phi, 	mu/KT,		(PV/NkT)_total,		1+(PV/NkT)_virial,		 1+(PV/NkT)_pair/calculated,		(PV/NkT)_FR,      <F_total>/V,      EntropySolid,		Freference/V,           <F_FR>/V,     <alpha>,      zeta, 		newHertzianPotential, 		SpringConstant, 		lindemannParameter, 		kT/E
0.00201, 0.47127655836714877, -1842.768580702508, -1827.824644849729, 2.589452848064999, -1832.4924363192092, 4.6677914694801155, -0.010377957958249447, 1.510481473034796, -0.004652045785769362, 3.845944674037015E-4, 6.623998034979428, 0.5820184522867763, 0.0, 0.005054548085556845, 1.2015318293930128, 0.004285720157952747
0.00202, 0.4795859621044607, -1865.1556931526613, -1838.6394380134848, 2.320621216441449, -1842.1390046094257, 3.49956659594092, -0.014930191053485316, 1.5150156013568499, -0.004738308033074495, 3.5563125655571577E-4, 6.623046779835389, 0.5849140664772577, 0.0, 0.004628281441249841, 1.2577230018557863, 0.0042858036574155225
0.00203, 0.47650741210199987, -1942.1430415587022, -1920.5373101746777, 2.743842675995725, -1926.150786945462, 5.613476770784343, -0.01928342040428654, 1.519397504274932, -0.004677741845224582, 4.0482476862645634E-4, 6.62230745884774, 0.5878096806677393, 0.0, 0.0052008380357272226, 1.1884286377459787, 0.004285760635396613
0.00204, 0.48292913477204524, -2043.9311305252309, -1986.6691283526566, 2.563003953872347, -1978.4534763372808, -8.215652015375694, -0.02420324101115319, 1.5243050153942703, -0.004697569490614274, 3.864220552015494E-4, 6.624015967078191, 0.5907052948582208, 0.0, 0.005223835132326385, 1.1877537730729186, 0.004285714550969221
0.00205, 0.48134530653820207, -2022.938570972181, -1957.899820030734, 2.442926137911691, -1957.3224840260027, -0.5773360047311913, -0.029042472687161435, 1.5291365032345048, -0.004759915692406929, 3.6938637127894214E-4, 6.623519248971194, 0.5936009090487022, 0.0, 0.00494877598658052, 1.222306580462144, 0.004285788564654443
0.00206, 0.47754016405549826, -2022.3849703281917, -1958.413459039666, 2.4986481521786406, -1964.617501044073, 6.204042004407053, -0.03386206120539752, 1.5339608285802804, -0.004771203656689118, 3.872692483081047E-4, 6.622036707818924, 0.5964965232391837, 0.0, 0.005030075048500358, 1.214356685807057, 0.004286210948036331
0.00207, 0.49092722176442927, -2020.2962434750523, -1936.1498474570126, 2.583364193111235, -1940.816678463439, 4.6668310064263965, -0.03869864963303607, 1.5388039800489262, -0.004782921649384123, 4.027683854581179E-4, 6.624370483539092, 0.5993921374296651, 0.0, 0.0051089116919968485, 1.2068973795468145, 0.00428571975402506
0.00208, 0.48197321628445244, -2027.574575383677, -1940.9899661856325, 2.6534557186823395, -1948.3063262535268, 7.31636006789419, -0.043508265215168776, 1.543620347069692, -0.004845284909699528, 4.1344320699062586E-4, 6.623455308641977, 0.6022877516201467, 0.0, 0.004844085167942815, 1.241441674605581, 0.004285852112563759
0.00209, 0.5007413340738093, -2035.2091704278519, -1927.6806463898781, 2.8550125109167386, -1923.2930379446625, -4.387608445215544, -0.04837960511782896, 1.5485039344224543, -0.004824573279856469, 4.416768470173163E-4, 6.625900946502052, 0.6051833658106281, 0.0, 0.00514012016122545, 1.2070906520839315, 0.00428572001604989
0.0021, 0.49182555680719375, -1988.155288800618, -1896.529511354234, 2.500706510399259, -1893.1559430547218, -3.373568299512189, -0.053225673206155226, 1.553326907878455, -0.004941901230377306, 3.967204925171222E-4, 6.62402244855967, 0.6080789800011096, 0.0, 0.004529231891399437, 1.2879685163729784, 0.004285719044954017
0.00211, 0.49378987244011435, -2120.6820975205887, -2037.5829541026083, 2.791655160069376, -2058.808217708254, 21.22526360564549, -0.057872347373236356, 1.5579937026342183, -0.004802208694325002, 4.2934753530047675E-4, 6.625588024691359, 0.6109745941915911, 0.0, 0.005632570998691233, 1.156783028191857, 0.004285978713182575
0.00212, 0.5130783400408973, -2257.3727071529283, -2120.2932786126494, 3.199532454031015, -2119.0152448157696, -1.278033796879802, -0.06335118436256194, 1.5635029727385452, -0.004835635923780025, 5.021333060394965E-4, 6.627979094650204, 0.6138702083820726, 0.0, 0.005553081928244113, 1.1668705354601934, 0.004285836538765138
0.00213, 0.4998615306078036, -2217.974236600198, -2098.201092508826, 2.671382443069809, -2093.661870411714, -4.539222097112183, -0.06865050811556002, 1.5687661142904015, -0.004904681277939357, 4.27982480074869E-4, 6.6264249897119365, 0.6167658225725541, 0.0, 0.005223355804104577, 1.2050252761170688, 0.0042858863514168375
0.00214, 0.4931403370697672, -2347.986869887735, -2195.586302503024, 3.1214729543215927, -2200.303837720735, 4.717535217711072, -0.07394123126472378, 1.5740884544561098, -0.004808958197061521, 4.844787318394593E-4, 6.623762458847736, 0.6196614367630355, 0.0, 0.006107502403404292, 1.1161362026178623, 0.004285729143443532
0.00215, 0.49399900833699034, -2305.880550142987, -2101.250753368732, 2.8216104414244967, -2086.6482688474803, -14.602484521252062, -0.07986131961528502, 1.5799880473308807, -0.004986244376839798, 4.550348901634556E-4, 6.624750401234576, 0.622557050953517, 0.0, 0.004985476387027691, 1.23728737633786, 0.0042862510095209765
0.00216, 0.49144873902412606, -2135.4420748935822, -1997.3308174825245, 2.544401426521919, -2006.7564787460162, 9.425661263491687, -0.08495099989676524, 1.585058570491547, -0.005089481179077412, 4.189898867492496E-4, 6.623525740740736, 0.6254526651439986, 0.0, 0.004490876283456412, 1.3056600981453719, 0.00428571865705913
0.00217, 0.5128449258839611, -2304.699173925282, -2149.217450011733, 3.131745411953655, -2152.298241081673, 3.080791069940182, -0.09005730447245683, 1.5902070787387221, -0.004906218549602757, 5.039186436117096E-4, 6.626529012345675, 0.62834827933448, 0.0, 0.005874760401080491, 1.1433238393193654, 0.004285815279497404
0.00218, 0.5112137315515268, -2412.7957406807977, -2251.73905069503, 2.6706841680953035, -2261.878914675797, 10.139863980767162, -0.09595512787286574, 1.5960723596714455, -0.005047049091482446, 4.3834399203353914E-4, 6.625469032921805, 0.6312438935249615, 0.0, 0.005041898983723011, 1.2360409379709671, 0.004285720181774342
