Number of particles: 108
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 53.22680157965873
Number of monomers: 2916666.666666667
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
x-link fraction: 5.0E-5
DryVolFrac increment: 1.0E-5
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0,	phi, 	mu/KT,		(PV/NkT)_total,		1+(PV/NkT)_virial,		 1+(PV/NkT)_pair/calculated,		(PV/NkT)_FR,      <F_total>/V,      EntropySolid,		Freference/V,           <F_FR>/V,     <alpha>,      zeta, 		newHertzianPotential, 		SpringConstant, 		lindemannParameter, 		kT/E
0.00201, 0.42954404329433027, -1787.3136453534082, -1796.605868566523, 2.056792269219524, -1802.587187635539, 5.981319069016043, -0.01016472015735575, 1.5102256152758868, -0.004671538394218904, 2.976034869137202E-4, 6.332254475308639, 0.5095139489994019, 0.0, 0.004918255738586342, 1.218066201247267, 0.003428571641759367
0.00202, 0.4306113012557784, -1908.7300040539083, -1890.6032569140848, 2.3371381642401783, -1892.875749850216, 2.2724929361310497, -0.014647150409497526, 1.5147249318869775, -0.004625389521039957, 3.167014231812278E-4, 6.333471604938269, 0.5120488442680556, 0.0, 0.0054181123641067076, 1.16244089431362, 0.0034285715586076368
0.00203, 0.4256741468177265, -1986.7578433058202, -1946.612969631636, 2.275033218908519, -1944.3434005391596, -2.2695690924764205, -0.01927823461254554, 1.5193524948295014, -0.004658861881172034, 3.1158949908678E-4, 6.332710298353911, 0.5145837395367094, 0.0, 0.005338978412277853, 1.1729532169812913, 0.0034288245786190464
0.00204, 0.4296724040449488, -2016.6073069330123, -1964.1205874487446, 2.2054065540022587, -1964.089389595278, -0.031197853466739058, -0.024133220354158963, 1.524203642111363, -0.004673033944710817, 3.089348762701847E-4, 6.333019434156374, 0.5171186348053631, 0.0, 0.005403960337701829, 1.1677908637018268, 0.00342857142858143
0.00205, 0.42944261169507714, -1980.4101745582884, -1905.2980233260366, 2.273661397349005, -1905.0516577931182, -0.2463655329184092, -0.02890682524775426, 1.5289814725743975, -0.004718681365480901, 3.144693136057539E-4, 6.332703374485595, 0.5196535300740169, 0.0, 0.005237451156681204, 1.1881439325954448, 0.0034285714800402615
0.00206, 0.43914923575942066, -1923.539749508313, -1844.2648067849175, 2.1406074149307757, -1845.3783019396024, 1.1134951546849476, -0.03358898241307201, 1.5336573539817928, -0.004795686157822809, 3.1082656080251244E-4, 6.334075185185188, 0.5221884253426706, 0.0, 0.00486436587705468, 1.2348675660019888, 0.003428601329303963
0.00207, 0.4435696269203749, -1935.7317740048832, -1872.588944085452, 2.2760633029386677, -1871.0917330280547, -1.4972110573974777, -0.038091051028794086, 1.5381672915030231, -0.004817644769828618, 3.228035949450878E-4, 6.333667499999997, 0.5247233206113244, 0.0, 0.004872979251491454, 1.2357688995949927, 0.0034285758583758193
0.00208, 0.4373426084242612, -1989.8874281184142, -1907.9715099231262, 2.074410963696448, -1905.106833926038, -2.864675997088066, -0.042831420823059636, 1.5428957886651307, -0.004775688776820499, 3.06796779896892E-4, 6.3333747016460915, 0.5272582158799781, 0.0, 0.005323168465771256, 1.1842601075412647, 0.003428640116480816
0.00209, 0.44575503009799855, -1974.35158065685, -1872.066149298073, 2.0973478328161557, -1873.196246675654, 1.1300973775809808, -0.04759206364023801, 1.5476586635869862, -0.0048428439683447615, 3.1207574362375983E-4, 6.333127901234569, 0.5297931111486319, 0.0, 0.005015013728591422, 1.2220541758933894, 0.0034285790420729824
0.0021, 0.4461858203886406, -1979.4392347577723, -1863.3098566507258, 2.14337270751673, -1864.3165784460002, 1.0067217952744114, -0.052258255226944675, 1.5523263033161836, -0.004854982295195276, 3.151789681637885E-4, 6.333603395061733, 0.5323280064172856, 0.0, 0.005089681088644591, 1.2149887030878412, 0.003428572170710245
0.00211, 0.45106880046483305, -1980.5111827961316, -1873.3223091519299, 2.164450711539213, -1878.0926776763008, 4.770368524371061, -0.05704318980309016, 1.5571142686570718, -0.004945861163055341, 3.1988419058355067E-4, 6.334016275720163, 0.5348629016859394, 0.0, 0.004649078811979002, 1.2732737665695235, 0.0034286600584869744
0.00212, 0.45196153851607407, -2029.5862522909636, -1917.3004605985222, 2.4414079121546894, -1917.1990342318556, -0.10142636666652353, -0.061714499564668096, 1.56180227491352, -0.0048729579261313875, 3.409878777303609E-4, 6.334406111111108, 0.5373977969545931, 0.0, 0.005284256743039085, 1.1961833663576384, 0.003428813940563537
0.00213, 0.44533241862263895, -2094.68200863566, -1967.2140781225082, 2.171746056644436, -1965.4690328972104, -1.7450452252978181, -0.066733750337594, 1.566805213792977, -0.004945745367806393, 3.2261678212614696E-4, 6.333445792181071, 0.5399326922232469, 0.0, 0.00494709251412043, 1.238214671434333, 0.0034285895979899936
0.00214, 0.4473350650567716, -2174.949733164026, -2048.5746397195985, 2.3241352649501223, -2052.734347988316, 4.159708268717529, -0.07171586944106886, 1.5717971304987748, -0.004901403402188085, 3.356851660844791E-4, 6.333197654320988, 0.5424675874919006, 0.0, 0.005407338383154427, 1.1861981552798626, 0.003428692595421977
0.00215, 0.4493605369167183, -2206.271815681731, -2041.6579074258261, 2.3917010687182065, -2041.570166463321, -0.08774096250526416, -0.07711837036787761, 1.5772053980998493, -0.004924707729922207, 3.456151706525913E-4, 6.3328024279835375, 0.5450024827605544, 0.0, 0.005404342498517293, 1.1883721942221719, 0.0034287290055585694
0.00216, 0.45537839016050385, -2124.0973453166007, -1949.2950694896685, 2.238987249140254, -1948.4606231068724, -0.8344463827961072, -0.08225004139917122, 1.582327692549017, -0.0050158079634344925, 3.384812586909284E-4, 6.333243395061732, 0.5475373780292081, 0.0, 0.004944052949155739, 1.244383147547582, 0.0034285736253586185
0.00217, 0.4554717070644415, -2117.3035199245433, -1956.0741212167607, 2.336310649792667, -1953.7079835542236, -2.3661376625369797, -0.0872601881313429, 1.5873435105335025, -0.005044195326697636, 3.4476506838419644E-4, 6.333878384773666, 0.5500722732978619, 0.0, 0.0049108471663606755, 1.2505070060594594, 0.0034285717083699188
0.00218, 0.45584256049091193, -2126.5638194723106, -1951.0411541606031, 2.1763653826986737, -1947.6081950990952, -3.432959061507949, -0.09235942103582703, 1.5924336016709058, -0.005027870550959727, 3.303613417740242E-4, 6.333564948559673, 0.5526071685665156, 0.0, 0.005168485142569457, 1.2208105927701254, 0.0034285953682333258
0.00219, 0.4664149947935398, -2155.7327735266963, -1972.2726431763301, 2.159107287033852, -1975.3609822719197, 3.088339095589718, -0.09741378244142487, 1.5974867389245864, -0.005081047435786052, 3.3140473425999014E-4, 6.335354372427983, 0.5551420638351694, 0.0, 0.004971860165773018, 1.2466169070672493, 0.00342868327933869
0.0022, 0.4589404032152572, -2242.2535473196017, -2067.681182924596, 2.3358914093051375, -2075.663413828874, 7.982230904277819, -0.10265228684258629, 1.60273739606204, -0.005060606824873651, 3.481336020177518E-4, 6.3345185493827145, 0.5576769591038231, 0.0, 0.005257623760518807, 1.214107760774901, 0.0034285968640669594
0.00221, 0.4554384810116791, -2380.427306061598, -2169.267806349436, 2.604846970551296, -2172.6750081531986, 3.407201803762708, -0.10811975451306242, 1.6082225985824357, -0.005027371986337069, 3.726819303469254E-4, 6.332821018518517, 0.5602118543724769, 0.0, 0.005648421459231571, 1.1731268402288113, 0.0034286269859152545
0.00222, 0.46200229627748934, -2419.601109046685, -2199.9733884950047, 2.43967182990258, -2197.2078386159183, -2.765549879086476, -0.11401799001550511, 1.6141104174066179, -0.00513585643187529, 3.677744794456264E-4, 6.333577314814813, 0.5627467496411306, 0.0, 0.005065703359458886, 1.240629798022367, 0.0034285721480811692
0.00223, 0.4665904094463481, -2375.1740960628376, -2160.797711081725, 2.4194443190284254, -2161.077908587416, 0.2801975056907757, -0.11967249881752479, 1.6197640006449985, -0.005095096984936197, 3.6279068593682046E-4, 6.334070051440327, 0.5652816449097844, 0.0, 0.00549162503007591, 1.1933347209573617, 0.00342857186795998
0.00224, 0.46673069626159935, -2405.7372962296527, -2153.577959817211, 2.540796702192912, -2154.7956054351325, 1.2176456179212602, -0.12535861095827186, 1.6254584506036267, -0.0051318282559969855, 3.723660521128015E-4, 6.3341049176954725, 0.5678165401784381, 0.0, 0.0053963714151426725, 1.2056174261219548, 0.0034285743649155047
0.00225, 0.45885679370490023, -2353.1710974811185, -2099.3042004147405, 2.484771623628114, -2096.333292641129, -2.970907773611714, -0.1311590482917892, 1.6312565328150672, -0.005225615713055968, 3.719292124014754E-4, 6.3342129835390955, 0.5703514354470919, 0.0, 0.004937747114986209, 1.2622368199271043, 0.0034286076901619508
0.00226, 0.45676515577661936, -2349.3645123272654, -2116.073610342893, 2.3086847791467813, -2119.931369827884, 3.8577594849907233, -0.13659417532142487, 1.6366806962049034, -0.005224545113073719, 3.614870498271569E-4, 6.33305414609054, 0.5728863307157456, 0.0, 0.005089514613617016, 1.2451138308877066, 0.003428575623278445
0.00227, 0.48553434209122454, -2384.383715401362, -2125.842193863214, 2.663075674735484, -2132.8452811481966, 7.0030872849824455, -0.14237643754963614, 1.6424863996596877, -0.005176934620742385, 3.935476575813012E-4, 6.336064351851846, 0.5754212259843994, 0.0, 0.005556546584959821, 1.193394136455948, 0.0034285778981150987
0.00228, 0.47446535351642366, -2338.743399723236, -2033.51816169914, 2.677816006382615, -2028.3947249138018, -5.123436785338113, -0.14797876895744325, 1.6480908328851622, -0.005250183754286475, 3.983917088194327E-4, 6.334540226337444, 0.5779561212530531, 0.0, 0.005220480704083794, 1.2330124507540576, 0.003428624736642391
