Number of particles: 108
dryVolFracMax: 0.02
dryVolFracIncrement: 1.0E-4
Initial configuration: FCC
Dry microgel radius [nm]: 50.0
Box length [units of dry radius]: 28.257430141958103
Number of monomers: 2916666.666666667
Number of chains: 87.50000000000001
Flory interaction parameter (chi): 0.0
Young's calibration factor: 1.0
Minimum x-link fraction: 3.0E-5
Maximum x-link fraction: 1.0E-4
x-link fraction increment: 3.0E-6
Reservoir swelling ratio: 7.0053187131881725
MC steps: 100000
Equilibration steps: 10000.0
Snapshot interval: 100
Displacement tolerance: 0.1
Particle radius change tolerance: 0.05
Particle radius bin width: 0.001
g(r) bin width: 0.005
phi0, phi, mu/kT, (PV/NKT)total, (PV/NKT)_Virial, (PV/NKT)_pair/calculated, (PV/NKT)_FR, <F_total_path1>/V, <F_total_path2>/V, QMelting, <F_id>/V, <F_pair>/V, <F_FR>/V,  <alpha>, Zeta, B2, B2_HS, B2*
0.00685, 0.49931234139890274, 164.8212417535803, 106.46777624164487, 104.74451620570491, 104.79035783411466, 1.7232600359399646, 0.09535150900379821, 0.09535858505888653, 1.4046555670512901, -0.012078015620828133, 0.1053898200711589, 0.002039704553467452, 6.9710938683127575, 2.3549097486064103, 4007.3195425714252, 5676.1177045250815, 0.7059965545423298
0.00695, 0.46727009858637425, 167.6496370539041, 107.83043105352085, 106.35071794727885, 106.31572704938226, 1.4797131062419984, 0.09930955906809583, 0.09931692326518762, 1.400697805128996, -0.012230290359883128, 0.10944342071838432, 0.0020964287095946313, 6.970699320987652, 2.3892879931116133, 4006.639166828662, 5675.153994803855, 0.70599655454233
0.00705, 0.43662980223377224, 171.15762196672435, 109.69788576789789, 107.79657381979217, 107.84678407300153, 1.9013119481057095, 0.10335618953720552, 0.10336384402360418, 1.3966514649491932, -0.012382221587207578, 0.11356772659065142, 0.0021706845337616768, 6.970086193415642, 2.4236662376168163, 4005.582013982737, 5673.656603861757, 0.7059965545423299
0.00715, 0.40363627188999984, 173.83931080516845, 110.80983428899265, 109.41183934493104, 109.47373550508904, 1.3979949440616086, 0.10748173354325327, 0.10748967885729091, 1.3925262117707844, -0.012533814175637476, 0.11776675834774047, 0.0022487893711502804, 6.9695178189300435, 2.4580444821220198, 4004.602190387499, 5672.268744970755, 0.70599655454233
0.00725, 0.3690135732654523, 177.48142491898273, 112.9049497774653, 111.05188116657352, 111.11731815631885, 1.853068610891784, 0.11165640522270479, 0.11166464988491723, 1.3883518394395076, -0.012685072861692175, 0.1220411410097128, 0.0023003370746841564, 6.9692209156378615, 2.4924227266272228, 4004.090420869878, 5671.543855430815, 0.70599655454233
0.00735, 0.3322395187142417, 181.2603725870182, 115.2078929402866, 112.70071212767343, 112.66958757395962, 2.5071808126131705, 0.11595584736810803, 0.11596439925280128, 1.3840527045165851, -0.012836002251215829, 0.12639112516490597, 0.002400724454417884, 6.968543786008237, 2.5268009711324257, 4002.9234217707535, 5669.890874135629, 0.70599655454233
0.00745, 0.2988682728365379, 183.45548333933505, 115.71880074298882, 114.15820060021464, 114.24963389586465, 1.5606001427741727, 0.12031095050787557, 0.12031981020822553, 1.3796979091924744, -0.012986606824711729, 0.13081218535654301, 0.002485371976044283, 6.967993323045271, 2.561179215637629, 4001.9748934544245, 5668.54734305148, 0.70599655454233
0.00755, 0.26014705863952114, 186.27957264451462, 117.11272625014388, 115.85996921299082, 115.83402175982116, 1.2527570371530568, 0.12471520147133844, 0.12472437514981043, 1.3752939722071336, -0.013136890942390215, 0.135310133395907, 0.00254195901782166, 6.9675690843621405, 2.595557460142832, 4001.243970311764, 5667.512036097139, 0.7059965545423298
0.00765, 0.22299530621846575, 190.4651491174551, 119.57827909463217, 117.3293984021853, 117.46946742255865, 2.2488806924468583, 0.12920514494290167, 0.12921464023055573, 1.3708043503447525, -0.013286858848949095, 0.13987948041059592, 0.0026125233812548552, 6.967158559670782, 2.629935704648035, 4000.53675981418, 5666.510316622682, 0.7059965545423299
0.00775, 0.18112155863847593, 193.9495841057026, 121.60140534853352, 119.13018217368135, 119.15595717987107, 2.471223174852165, 0.13380924246197182, 0.13381906052761564, 1.366200575603672, -0.01343651467810408, 0.14452812071379678, 0.0027176364262791203, 6.966450195473253, 2.6643139491532386, 3999.316657440101, 5664.78211785708, 0.7059965545423299
0.00785, 0.14037810249467045, 196.33457756126043, 122.45152285182343, 120.70599260120659, 120.70332119071865, 1.7455302506168335, 0.13846555544921363, 0.1384757066526725, 1.3615445957542454, -0.013585862456885343, 0.1492507697567796, 0.0028006481493193813, 6.9660297325102905, 2.6986921936584416, 3998.592559946419, 5663.756479007961, 0.70599655454233
0.00795, 0.0994044464959752, 199.5225214832226, 123.96754344167601, 122.22556688343256, 122.33833737865369, 1.7419765582434483, 0.14318352801759193, 0.1431940167086495, 1.3568269606734655, -0.013734906109715127, 0.15404610067774102, 0.0028723334495660414, 6.965499423868316, 2.7330704381636446, 3997.6794170884423, 5662.463069214243, 0.70599655454233
0.00805, 0.055818690820005, 203.1505469969243, 126.13061330940197, 123.97595777177806, 123.98875361908988, 2.154655537623912, 0.14799205411487776, 0.14800288155970634, 1.352018773329951, -0.013883649462280165, 0.15891962221284478, 0.002956081364313149, 6.965043960905351, 2.767448682668847, 3996.895262609977, 5661.352363399292, 0.70599655454233
0.00815, 0.011597686694532604, 206.6310783926707, 128.02444720077935, 125.52920111573803, 125.55967714959019, 2.4952460850413236, 0.1528832521415068, 0.1528944273752976, 1.347127923092284, -0.014032096245211644, 0.16386669469804802, 0.003048653688670431, 6.964498930041156, 2.80182692717405, 3995.957037024419, 5660.023425489438, 0.70599655454233
0.00825, -0.03358326492441836, 210.15017209595803, 129.9004084091688, 127.11811884130778, 127.21834552057665, 2.7822895678610258, 0.1578579613716585, 0.15786948981839255, 1.3421535670750755, -0.014180250097584534, 0.16888817729287833, 0.003150034176364692, 6.963971224279835, 2.836205171679253, 3995.04877508116, 5658.736929206397, 0.7059965545423298
0.00835, -0.0819506277744966, 213.06385545454978, 131.39425213022045, 128.8472766706505, 128.7892507906645, 2.546975459569954, 0.16291718374571207, 0.16292906870397653, 1.3370947012125525, -0.014328114570247252, 0.1739874356210559, 0.003257862694903428, 6.963246584362144, 2.8705834161844557, 3993.8017837475422, 5656.970643909966, 0.70599655454233
0.00845, -0.12615949919426112, 216.18396215530288, 132.84630160860354, 130.2623300205032, 130.30455196541342, 2.583971588100325, 0.1680310111086011, 0.1680432562189532, 1.331981234001751, -0.014475693128991772, 0.17915702830153202, 0.0033496759360608693, 6.962810421810707, 2.9049616606896587, 3993.051341703575, 5655.907689651707, 0.70599655454233
0.00855, -0.17529139566764687, 219.38597746296173, 134.38814246914373, 131.8765056265442, 132.0015334909222, 2.5116368425995184, 0.17323920760397438, 0.17325182636592548, 1.3267734111579768, -0.014622989157573681, 0.18440167624065207, 0.0034605205208959795, 6.962262057613173, 2.9393399051948617, 3992.1079838559, 5654.571482213291, 0.70599655454233
0.00865, -0.2263307685165117, 222.69016706141016, 136.24703908536017, 133.6572807193587, 133.65836751174433, 2.589758366001461, 0.17850591993608436, 0.1785189055831569, 1.3215070657109882, -0.014770005960590908, 0.18972538028654695, 0.0035505456101283107, 6.9618005658436255, 2.973718149700064, 3991.3141888879254, 5653.447121247411, 0.7059965545423299
0.00875, -0.27537450874521385, 225.40457191392068, 137.37140107449935, 135.19306448585826, 135.20331660240984, 2.1783365886410757, 0.1838718798637094, 0.18388524195881945, 1.3161414822314006, -0.014916746766229321, 0.19512236071531536, 0.00366626591462337, 6.961142407407402, 3.008096394205267, 3990.182296896857, 5651.843866976855, 0.7059965545423298
0.00885, -0.32753499473339703, 228.29220959975746, 138.67751642239224, 136.7472037416567, 136.7794590685917, 1.9303126807355258, 0.1892681954807683, 0.18928194439162468, 1.3107455534300883, -0.015063214728882815, 0.20059305632501992, 0.0037383538846311798, 6.960869989711936, 3.0424746387104697, 3989.7138592478996, 5651.180354320958, 0.7059965545423299
0.00895, -0.37992411774170387, 232.3514059913181, 141.1362330357832, 138.34558110447534, 138.4033255681665, 2.7906519313078437, 0.19477202995186113, 0.1947861703109085, 1.3052421104071863, -0.015209412931654936, 0.20613852875377311, 0.0038429141297429592, 6.960368179012344, 3.0768528832156727, 3988.851063313414, 5649.958257798059, 0.7059965545423298
0.00905, -0.43395381606343175, 235.89844285348772, 143.07871150722363, 139.9956575302331, 140.0778352481111, 3.0830539769905405, 0.20036215792012932, 0.20037668830627733, 1.2996523724660187, -0.015355344388748719, 0.21176002943336825, 0.0039574728755097975, 6.959870205761319, 3.1112311277208757, 3987.994988330088, 5648.745681082468, 0.7059965545423297
0.00915, -0.4895780194866158, 239.09832887435226, 144.78277599295413, 141.69587658510486, 141.690262510926, 3.08689940784928, 0.2060353509262052, 0.20605028207084658, 1.2939795802184362, -0.015501012047750859, 0.2174587858960363, 0.0040775770779197746, 6.959275133744857, 3.1456093722260783, 3986.9721497209985, 5647.296894112462, 0.7059965545423298
0.00925, -0.5443915860433199, 242.1851487150418, 146.26349214950477, 143.2223082901373, 143.2418534941526, 3.041183859367461, 0.21177826219773876, 0.21179359681082385, 1.2882370724153462, -0.01564641879181604, 0.2232306921563456, 0.004193988833209178, 6.958764423868318, 3.1799876167312813, 3986.094456315144, 5646.0536962523465, 0.70599655454233
0.00935, -0.6008253913482298, 245.773723724558, 148.30873404386014, 144.7989371661699, 144.77989355454852, 3.5097968776902357, 0.2175988399946386, 0.21761458058444766, 1.2824169005951704, -0.015791567441756776, 0.22907694368561776, 0.0043134637507776154, 6.958117191358025, 3.2143658612364843, 3984.9823235514564, 5644.478429692572, 0.7059965545423299
0.00945, -0.6576886012784379, 247.3071459033271, 148.22665879827747, 146.29880649015868, 146.30529585418026, 1.9278523081187746, 0.22351309310159834, 0.22352924720966055, 1.2765030610064638, -0.015936460758043863, 0.23499571796543844, 0.004453835894203757, 6.957585987654317, 3.248744105741687, 3984.0697164296084, 5643.185778735601, 0.7059965545423298
0.00955, -0.7171306271390042, 251.34442840667597, 150.6337809697364, 147.8493387260396, 147.93829567111734, 2.7844422436967826, 0.22940688641437754, 0.2294234665606578, 1.2706096937319027, -0.01608110144272213, 0.24098821486187957, 0.004499772995220088, 6.957524691358022, 3.28312235024689, 3983.9644184569656, 5643.036630737689, 0.7059965545423298
0.00965, -0.777548855022652, 256.0366454803485, 153.7499261646139, 149.56494202693972, 149.62179937483137, 4.184984137674174, 0.23551390556145718, 0.23553090203603527, 1.264503090913121, -0.016225492141245933, 0.24705837840077835, 0.004681019301924757, 6.956646748971196, 3.317500594752093, 3982.456446853047, 5640.900683197694, 0.7059965545423299
0.00975, -0.8409337270593565, 258.0492972093442, 154.2264770822997, 151.21818980072518, 151.23131999201664, 3.0082872815745194, 0.24163173573663693, 0.24164916791479574, 1.2583856964415219, -0.0163696354442386, 0.2532047639678925, 0.004796607212983035, 6.956118755144031, 3.3518788392572954, 3981.5497372371965, 5639.616385689416, 0.7059965545423301
0.00985, -0.9024632593546894, 261.49136500706965, 156.12867462862752, 152.78514956588242, 152.75413121958124, 3.343525062745102, 0.24783485192513421, 0.2478527179166858, 1.2521830140664174, -0.016513533889179623, 0.25942533943222773, 0.0049230463820860975, 6.95558940329218, 3.3862570837624983, 3980.640833687918, 5638.328980611545, 0.7059965545423299
0.00995, -0.9639455044839454, 264.9369815619307, 157.9504026612732, 154.2640788587162, 154.27148657230757, 3.6863238025569705, 0.2541170287316536, 0.2541353375557079, 1.2459012800924008, -0.0166571899620234, 0.2657180095857365, 0.005056209107940482, 6.9551567386831294, 3.4206353282677013, 3979.8980460477305, 5637.276868337897, 0.7059965545423298
0.01005, -1.0274218110545894, 268.038968426306, 159.42763065866183, 155.8192367869918, 155.86187499058965, 3.6083938716700152, 0.2604846609921625, 0.26050341384438136, 1.2395340918600564, -0.016800606098752842, 0.27208457936844677, 0.005200687722468574, 6.954548189300402, 3.455013572772904, 3978.853460274673, 5635.7972778691665, 0.7059965545423299
0.01015, -1.0925955934888256, 271.1339379476135, 160.95962456760685, 157.44500311247322, 157.46655291637762, 3.514621455133632, 0.2669149467615433, 0.266934147172627, 1.2331042536495405, -0.016943784686871168, 0.2785267379510004, 0.005331993497414069, 6.954007047325105, 3.489391817278107, 3977.924734052912, 5634.4817952144895, 0.70599655454233
0.01025, -1.1591400310006184, 274.3086705339242, 162.58038805423618, 159.02943280021262, 159.01701074874725, 3.550955254023557, 0.2734303529314627, 0.27345000830601834, 1.226589302443093, -0.01708672806683488, 0.2850435185512455, 0.005473562447052074, 6.95351291152263, 3.5237700617833094, 3977.0768076644013, 5633.280760474228, 0.7059965545423299
0.01035, -1.226212057272677, 277.56980698165376, 164.20075873619297, 160.54633926118575, 160.59052880350495, 3.6544194750072214, 0.28001222101607537, 0.280032341511021, 1.2200078994788703, -0.01722943853343086, 0.2916333192092003, 0.00560834034030593, 6.953042366255142, 3.5581483062885124, 3976.269474136993, 5632.137222984967, 0.70599655454233
0.01045, -1.2938806574522743, 280.48609858004676, 165.57340107317654, 162.17622887008656, 162.17445882165327, 3.397172203089986, 0.2866833349817207, 0.2867039205602908, 1.2133372505968494, -0.01737191833710017, 0.2982988314683125, 0.005756421850508404, 6.952468991769544, 3.5925265507937154, 3975.2858600551976, 5630.743995106635, 0.7059965545423298
0.01055, -1.3630082210782537, 283.4594717706912, 166.93925533454197, 163.71504503034953, 163.74146901659435, 3.2242103041924293, 0.2934044457333479, 0.29342550447980803, 1.2066166130131122, -0.01751416968521126, 0.3050379013005366, 0.005880714118022555, 6.952100545267486, 3.626904795298918, 3974.653882026049, 5629.84883772225, 0.7059965545423298
0.01065, -1.4349944595677695, 287.47688172104995, 169.40281079720495, 165.3102157045474, 165.30465439342456, 4.092595092657551, 0.30021752781127764, 0.30023906068057604, 1.1998040050580208, -0.017656194743284816, 0.3118518732697148, 0.006021849284847633, 6.951587088477365, 3.661283039804121, 3973.7732867494747, 5628.601529543607, 0.7059965545423299
0.01075, -1.5049308920152134, 290.54002975392405, 170.83944397306374, 166.84191200910416, 166.867624336006, 3.9975319639595708, 0.30713045575851267, 0.3071524705597087, 1.1928915590426834, -0.01779799563617267, 0.3187392438833953, 0.006189207511290014, 6.9510540432098775, 3.695661284309324, 3972.8592342034094, 5627.30683123356, 0.7059965545423299
0.01085, -1.5766472058619578, 293.371215935897, 172.04045483464438, 168.43605212346282, 168.50818722120368, 3.6044027111815544, 0.31408979238169865, 0.31411229501312077, 1.1859327102497235, -0.017939574449192804, 0.3257015014076525, 0.006327865423238913, 6.95051758230452, 3.7300395288145265, 3971.9394661365545, 5626.004037245492, 0.7059965545423298
0.01095, -1.6503531577625488, 296.74392791102446, 173.90108451475865, 170.12351173944484, 170.11894548738135, 3.777572775313804, 0.321137899511636, 0.32116088573554585, 1.1788850867122738, -0.018080933229222492, 0.3327408849964423, 0.006477947744416225, 6.950053693415634, 3.7644177733197295, 3971.1442380434437, 5624.877646347413, 0.7059965545423299
0.01105, -1.7249435237182784, 300.4100460302425, 176.00186608205425, 171.6588861918463, 171.63223532548326, 4.342979890207937, 0.32825827126956203, 0.3282817603365917, 1.1717652177974676, -0.018222073985751566, 0.3398537953377872, 0.0066265499175263915, 6.949633796296291, 3.7987960178249325, 3970.4245149913636, 5623.858203621456, 0.7059965545423298
0.01115, -1.7987421144409603, 303.0375747711205, 176.98616668366583, 173.15000876855024, 173.16902693801123, 3.8361579151156042, 0.3354814226456891, 0.3355054115942645, 1.1645425663028863, -0.01836299869189749, 0.3470391740229194, 0.006805247314667163, 6.949036522633741, 3.833174262330135, 3969.400910183236, 5622.408331378395, 0.7059965545423298
0.01125, -1.875793919573919, 306.44928013610064, 178.8791485344318, 174.73199137446014, 174.69213203065223, 4.147157159971656, 0.34272724965978313, 0.34275174767996286, 1.1572972483603967, -0.018503709285384057, 0.3542991787628327, 0.006931780182334502, 6.94868351851851, 3.867552506835338, 3968.7960161065002, 5621.551536720058, 0.7059965545423298
0.01135, -1.9525057473105902, 309.72334969881234, 180.49579800478028, 176.19655705462253, 176.21256634803845, 4.299240950157765, 0.3501132979678731, 0.35013830994939227, 1.1499117140136461, -0.018644207669485255, 0.36163101450646873, 0.007126491130889641, 6.948079002057615, 3.901930751340541, 3967.7602830224123, 5620.084485532024, 0.70599655454233
0.01145, -2.029680951348516, 312.94896839712015, 182.1239071880119, 177.77215764193184, 177.8062083126731, 4.351749546080063, 0.35751545028844683, 0.35754097806205176, 1.142510077485158, -0.018784495713935898, 0.36903731524919287, 0.007262630753189844, 6.947686800411529, 3.9363089958457436, 3967.0884105779483, 5619.132820201449, 0.7059965545423299
0.01155, -2.1102848309720166, 316.3500853729127, 183.95336967715141, 179.38412062220326, 179.3876932470285, 4.5692490549481635, 0.3650555105446464, 0.3650815583631466, 1.1349705372738537, -0.01892457525581041, 0.3765189557550652, 0.007461130045391626, 6.947009218106996, 3.9706872403509466, 3965.927837207401, 5617.488940549231, 0.70599655454233
0.01165, -2.1897903614984293, 318.983846132981, 184.99598648545756, 180.93571713265496, 180.9470025108258, 4.060269352802605, 0.3726200542388395, 0.37264663016702143, 1.1274065216893425, -0.01906444810037122, 0.38407450895696393, 0.007609993382246794, 6.946649958847741, 4.005065484856149, 3965.3125842670283, 5616.617473207906, 0.7059965545423298
0.01175, -2.2706956162901557, 323.2692940941495, 187.7693512459503, 182.50280048240825, 182.43358808360603, 5.26655076354207, 0.38028586730820496, 0.3803129746507752, 1.1197412400343654, -0.019204116021887943, 0.3917043460401518, 0.007785637289941083, 6.946088477366252, 4.039443729361352, 3964.351141135288, 5615.255649094807, 0.7059965545423299
0.01185, -2.3527067598038482, 326.00012571072017, 188.85287997469067, 183.9090803697624, 183.88493779596294, 4.943799604928267, 0.38805502607031295, 0.3880826748926631, 1.1119726227520372, -0.0193435807644288, 0.39940463269059007, 0.00799397414415166, 6.945445576131691, 4.073821973866555, 3963.250471155665, 5613.696618852319, 0.70599655454233
0.01195, -2.434014998577104, 329.22598319770754, 190.4203334457295, 185.40433176537465, 185.4536968589005, 5.016001680354872, 0.3958512267448371, 0.39587941170077623, 1.104176958211102, -0.01948284404262516, 0.4071774650592491, 0.008156605728213114, 6.945102469135801, 4.108200218371758, 3962.663143053871, 5612.864705299746, 0.70599655454233
0.01205, -2.5180857266290264, 332.6068031020562, 192.28384757154296, 187.04619443581558, 187.0101333318432, 5.23765313572739, 0.4037744088563743, 0.4038031400867577, 1.096254322374009, -0.01962190754241065, 0.41502633358627666, 0.008369982812508269, 6.944417674897122, 4.142578462876961, 3961.491090655904, 5611.2045663225435, 0.7059965545423299
0.01215, -2.6017512812431005, 334.724612347611, 192.73085739892724, 188.51802404891464, 188.56453911407058, 4.212833350012614, 0.4117320317907426, 0.41176131950114203, 1.0882972559196569, -0.019760772921735607, 0.4229471985916834, 0.008545606120794802, 6.9439542489711945, 4.176956707382163, 3960.6980500071263, 5610.081273802667, 0.7059965545423296
0.01225, -2.6913309239600958, 338.5188540717253, 195.0149392875216, 190.15441240185405, 190.1259945188432, 4.860526885667547, 0.4197563318452665, 0.4197861788701224, 1.0802735151795892, -0.01989944181125809, 0.43094397445488225, 0.008711799201642364, 6.943567942386836, 4.211334951887366, 3960.037061226417, 5609.14502450165, 0.7059965545423298
0.01235, -2.7772067065220662, 341.22568672869244, 196.1294967600914, 191.64169428809862, 191.60729821453012, 4.48780247199279, 0.4278951164773383, 0.4279255232915603, 1.0721352903368837, -0.020037915815012255, 0.4390131196512369, 0.00891991264111366, 6.9430183641975285, 4.245713196392569, 3959.096833768215, 5607.813251064297, 0.7059965545423299
0.01245, -2.8632383489186104, 344.18351019354986, 197.43819594556658, 193.1165595845948, 193.1537441374084, 4.321636360971792, 0.4360486582711059, 0.4360796320312274, 1.0639823154890156, -0.02017619651105515, 0.44715432676983063, 0.009070528012330407, 6.942666152263373, 4.280091440897772, 3958.4943420234713, 5606.959859159099, 0.7059965545423299
0.01255, -2.9537721487188615, 348.20137634084074, 199.9052727134369, 194.7340335864907, 194.7273928465433, 5.1712391269461815, 0.44432866857074527, 0.44436021746122273, 1.0557028803197321, -0.020314285452092677, 0.4553709871516252, 0.00927196687121273, 6.942219516460904, 4.314469685402975, 3957.730417248184, 5605.877807454494, 0.70599655454233
0.01265, -3.0432877249520307, 351.89828172644354, 201.98812183517546, 196.2644495853782, 196.2808156355666, 5.7236722497972545, 0.45267404934191974, 0.45270617386754386, 1.0473580751837044, -0.020452184166085643, 0.4636610365867594, 0.009465196921246016, 6.941690380658438, 4.348847929908177, 3956.8255118755187, 5604.5960655439385, 0.7059965545423299
0.01275, -3.1344872490629028, 354.9996254249845, 203.50408310261247, 197.84077417259883, 197.83991647623748, 5.663308930013637, 0.46113057387143763, 0.46116328247922583, 1.0389021347363505, -0.020589894156836593, 0.47202556855554945, 0.00969489947272476, 6.941163662551438, 4.38322617441338, 3955.9248781417887, 5603.320374142988, 0.7059965545423299
0.01285, -3.226538465022713, 357.9406293962494, 204.9181276838656, 199.38290798907417, 199.3193070380043, 5.535219694791446, 0.469624032896567, 0.46965732775873636, 1.0304092619656022, -0.02072741690455829, 0.4804637729422647, 0.009887676858860573, 6.940652139917693, 4.417604418918583, 3955.0503579209803, 5602.081670901192, 0.7059965545423299
0.01295, -3.3172789863808774, 360.7523871464672, 206.06322823848055, 200.79954194677495, 200.80397281329238, 5.263686291705604, 0.4782209800219888, 0.4782548632453469, 1.0218129032013692, -0.020864753866424474, 0.4889726533397801, 0.01011308054863321, 6.9401078292181095, 4.451982663423786, 3954.1199234200867, 5600.763768575881, 0.7059965545423298
0.01305, -3.4123446549907306, 364.0942901775165, 207.79136036115847, 202.35125728557762, 202.38545923660627, 5.440103075580851, 0.4868486905905354, 0.48688317623608957, 1.0131857950550187, -0.02100190647710357, 0.49755541112893575, 0.010295185938703235, 6.939669845679011, 4.486360907928989, 3953.371348532663, 5599.70345902818, 0.7059965545423301
0.01315, -3.5061736739360176, 367.8795613614446, 210.0170505441977, 203.9625826994102, 203.95542902007435, 6.054467844787509, 0.4956052018319748, 0.495640284467575, 1.0044298808036254, -0.021138876149276113, 0.5062134710165822, 0.010530606964668721, 6.939154547325104, 4.520739152434192, 3952.4907528287226, 5598.456150244201, 0.7059965545423299
0.01325, -3.6015023408400415, 369.8417773866617, 210.38368021640895, 205.4917170342812, 205.48696040508517, 4.891963182127741, 0.5044136457864811, 0.5044493345673692, 0.9956220429944072, -0.021275664274136373, 0.5149448832536709, 0.010744426806946454, 6.938634804526749, 4.555117396939394, 3951.6026944656996, 5597.198271069992, 0.7059965545423298
0.01335, -3.7006398367393563, 374.0927659346567, 213.05864971104742, 207.0255374893535, 207.0143768960173, 6.033112221693932, 0.5132638459418687, 0.5133001555411005, 0.9867724636573632, -0.021412272221878866, 0.5237497571352464, 0.010926361028501141, 6.93831809670781, 4.589495641444597, 3951.061616984451, 5596.431868631102, 0.7059965545423299
0.01345, -3.7971341209394036, 377.61701000246455, 215.0108591533627, 208.54647875578888, 208.4982528093404, 6.46438039757381, 0.5222752596485071, 0.5223121830309957, 0.9777616637339815, -0.02154870134217026, 0.5326277834921126, 0.01119617749856478, 6.937637633744853, 4.6238738859498, 3949.8992513832636, 5594.785450396184, 0.7059965545423299
0.01355, -3.8927953177230394, 379.78315670286065, 215.51363370211465, 209.993123359225, 210.0207386588975, 5.520510342889651, 0.5312937300631109, 0.5313312715831929, 0.9687438114569712, -0.02168495296460727, 0.5415771846601676, 0.011401498367550536, 6.937193611111112, 4.658252130455003, 3949.1408956515133, 5593.711286893727, 0.7059965545423298
0.01365, -3.996076228216677, 383.70610253418226, 217.93668374919886, 211.5907386328007, 211.52440642463952, 6.345945116398165, 0.5404085696561983, 0.5404467443220148, 0.9596296050096181, -0.02182102839916103, 0.5506015478051733, 0.01162805025018606, 6.9367283230452665, 4.692630374960206, 3948.346324391836, 5592.585826359161, 0.7059965545423298
0.01375, -4.093159397708148, 386.78628481587657, 219.29636769141723, 213.0008635104827, 213.05666633344515, 6.29550418093453, 0.5496143469369631, 0.549653148031711, 0.9504244541577848, -0.02195692893660845, 0.5596964065832215, 0.011874869290350018, 6.936206512345677, 4.727008619465408, 3947.4553563669315, 5591.323825830726, 0.7059965545423301
0.01385, -4.1965623652900765, 390.03260324229655, 220.99182239625364, 214.65429361830968, 214.66870191685345, 6.337528777943969, 0.5588762544007773, 0.558915695933991, 0.9411631871324365, -0.022092655848950992, 0.5688675464451508, 0.012101363804577488, 6.935721779835397, 4.761386863970611, 3946.6278177593995, 5590.151669108137, 0.7059965545423299
0.01395, -4.298427668181702, 394.5260636003708, 223.94521127149383, 216.22574049424415, 216.1811022115124, 7.719470777249686, 0.5682370319688665, 0.5682771108505724, 0.9318030469128393, -0.02222821038982138, 0.5781130294229326, 0.012352212935755268, 6.935152602880656, 4.795765108475814, 3945.656262670354, 5588.775522039437, 0.7059965545423299
0.01405, -4.399849078667242, 395.65763569663494, 223.44697422114322, 217.67930077821333, 217.65362956929224, 5.767673442929884, 0.5777134863609532, 0.5777542099438286, 0.9223272372219222, -0.02236359379487865, 0.5874300461130014, 0.012647034042830442, 6.934520658436211, 4.830143352981017, 3944.5777535886205, 5587.2478813239195, 0.70599655454233
0.01415, -4.505268756792724, 398.5835940301965, 224.7510646502366, 219.17015978939904, 219.19653207677717, 5.580904860837563, 0.5871282925168181, 0.5871696721923833, 0.9129130871587471, -0.022498807282191943, 0.5968194717873337, 0.012807628011676252, 6.934333209876544, 4.86452159748622, 3944.2578819776004, 5586.7948031764945, 0.7059965545423301
0.01425, -4.611339191299405, 403.29474118614974, 227.93303750497344, 220.7647429492333, 220.7133101611472, 7.168294555740157, 0.5967444511285249, 0.5967864901132396, 0.9032975878561897, -0.02263385205261343, 0.6062837740153149, 0.013094529165823455, 6.933688909465019, 4.898899841991423, 3943.158547354759, 5585.2376643834405, 0.7059965545423299
0.01435, -4.71554665849731, 405.14614450903093, 228.12369285658616, 222.20408609551407, 222.22193337590906, 5.919606761072087, 0.6063841979916408, 0.6064268925355701, 0.8936584965522886, -0.0227687292901408, 0.6158192555509947, 0.013333671730786924, 6.933239660493827, 4.9332780864966255, 3942.392139240927, 5584.152095184977, 0.70599655454233
0.01445, -4.823472160693747, 410.39480058228537, 231.81591199883627, 223.7812725454824, 223.767328934627, 8.034639453353869, 0.6160887546004956, 0.6161321166087943, 0.8839546074078031, -0.02290344016226965, 0.6254291900477127, 0.013563004715052588, 6.93280239711934, 4.9676563310018285, 3941.6462736469352, 5583.095623182116, 0.7059965545423298
0.01455, -4.930227813308577, 413.210388274419, 232.9534349438439, 225.2951242341291, 225.3393604202414, 7.658310709714787, 0.6259791063312058, 0.626023134874411, 0.8740649222119994, -0.02303798582033604, 0.635112071396615, 0.013905020754926901, 6.932088220164616, 5.0020345755070315, 3940.428262750593, 5581.370386864025, 0.70599655454233
0.01465, -5.042711264878284, 414.4821869487459, 232.7145627568539, 226.92514385195042, 226.89696569317567, 5.789418904903474, 0.6358180973497342, 0.6358628093099918, 0.8642266146105235, -0.02317236739984976, 0.6448706683270663, 0.01411979642251765, 6.931751851851846, 5.0364128200122344, 3939.854681954725, 5580.557945511193, 0.7059965545423298
0.01475, -5.150371454246755, 418.17638786618147, 234.7513993781873, 228.41093868697087, 228.44667474140886, 6.340460691216426, 0.6457691729941354, 0.6458145603856439, 0.8542762143973731, -0.02330658602081838, 0.6547015521432187, 0.014374206871735096, 6.931293281892997, 5.070791064517437, 3939.0728105670287, 5579.450473551639, 0.70599655454233
0.01485, -5.262107208433934, 421.3707583252399, 236.4535598133757, 230.02417987169852, 229.96199902041275, 6.429379941677179, 0.6557845491136991, 0.6558306219106482, 0.84426152368325, -0.02344064278806259, 0.6646077562811422, 0.014617435620619465, 6.930813323045267, 5.10516930902264, 3938.254581475171, 5578.291503176228, 0.7059965545423299
