phi0,phi,alpha,zeta,lindemannParameter
0.0011,0.2788050587917704,6.327956718106991,0.278838181751219,0.7224382320970099
0.0012,0.3041262958570233,6.327785637860078,0.3041871073649662,0.6525440885766507
0.0013,0.3294442616796917,6.327622026748973,0.3295360329787133,0.6616553876406349
0.0014,0.3547544047378391,6.327433117283943,0.3548849585924605,0.6894421419369883
0.0015,0.3800887800065536,6.32740427983539,0.3802338842062077,0.5948237765775957
0.0016,0.4053867027812161,6.327189423868315,0.4055828098199549,0.5435900352571094
0.0017,0.4306909222120291,6.327031378600827,0.4309317354337021,0.5181073422767384
0.0018,0.4559497913706588,6.326680442386833,0.4562806610474493,0.4246425454836607
0.0019,0.4812663126249624,6.3266199279835424,0.4816295866611965,0.2689655091571576
0.002,0.506554913129533,6.326448621399176,0.5069785122749437,0.1614995250465439
0.0021,0.5319014178639626,6.3265224176954735,0.5323274378886909,0.1311559325649192
0.0022,0.5571392787727903,6.32618025720164,0.557676363502438,0.1089911955982601
0.0023,0.5823788737804503,6.325875092592597,0.5830252891161851,0.0901949381413284
0.0024,0.6075273240562067,6.325280144032923,0.6083742147299323,0.0740262333090391
0.0025,0.6326343223260439,6.324595812757201,0.6337231403436794,0.0592829579825054
0.0026,0.6575932555528381,6.323490092592595,0.6590720659574265,0.0451174813383499
0.0027,0.6822627323603548,6.321575308641975,0.6844209915711736,0.0325090948458796
0.0028,0.7063128058026441,6.317959578189293,0.7097699171849208,0.0211019031690603
0.0029,0.7279521507501258,6.307667716049386,0.7351188427986679,0.0114024483589781
0.003,0.7419302752425613,6.276604927983539,0.760467768412415,0.0061912074147335
0.0031,0.7489780963612994,6.228253683127577,0.7858166940261622,0.0047437788875884
0.0032,0.753977749008224,6.176771234567902,0.8111656196399093,0.0043902313059259
0.0033,0.7583755632619866,6.126118024691354,0.8365145452536564,0.0043072509525406
0.0034,0.7624563192824753,6.076928220164609,0.8618634708674036,0.0042557533822124
0.0035,0.7663055654317068,6.029293971193417,0.8872123964811507,0.0042417144979742
0.0036,0.7699607105377927,5.983179218106996,0.9125613220948978,0.0042077574792417
0.0037,0.7734075903420097,5.938422983539094,0.937910247708645,0.0042105642975243
0.0038,0.7766825199510955,5.895009279835392,0.963259173322392,0.0041595214948912
0.0039,0.7797812555350012,5.852822037037034,0.9886080989361392,0.0041354660923253
0.004,0.78270273872786,5.811764393004112,1.0139570245498866,0.0041189331386009
0.0041,0.7855367681511729,5.771989475308643,1.0393059501636337,0.0040847976928364
0.0042,0.7881654321281326,5.733097572016463,1.064654875777381,0.004057188978452
0.0043,0.7907422241047197,5.695431872427983,1.0900038013911282,0.0040488552677092
0.0044,0.7931228253918041,5.658526152263371,1.1153527270048755,0.0040250324407986
0.0045,0.7954287312785537,5.622652438271606,1.1407016526186229,0.0040019638272791
0.0046,0.7976427334674568,5.5876997222222204,1.16605057823237,0.0039784123713498
0.0047,0.7997356202390039,5.553528693415633,1.1913995038461171,0.0039540763307778
0.0048,0.8017563128977878,5.520227962962965,1.2167484294598645,0.0039282490876852
0.0049,0.803691936976061,5.487709207818933,1.2420973550736116,0.0038907684370839
0.005,0.8055244896317796,5.455878168724278,1.267446280687359,0.0038932591070985
0.0051,0.807308899510321,5.42484324074074,1.292795206301106,0.0038811874783737
0.0052,0.8090081111915605,5.394460092592592,1.3181441319148537,0.0038272324798144
0.0053,0.8106087280524309,5.364659639917696,1.3434930575286006,0.003828690824564
0.0054,0.8121770896591461,5.335585751028807,1.368841983142348,0.003810872471079
0.0055,0.8136763944345708,5.307101862139917,1.394190908756095,0.0038000454457533
0.0056,0.8151208869716282,5.279215072016462,1.4195398343698424,0.0037446198537976
0.0057,0.8164981291903837,5.251864588477367,1.4448887599835896,0.0037449969164568
0.0058,0.81782887462506,5.225082469135802,1.470237685597337,0.0037277007916139
