#Number of particles: 108
#Initial configuration: FCC
#Dry microgel radius [nm]: 50.0
#Box length [units of dry radius]: 52.992319237152444
#Number of monomers: 2916666.666666667
#Number of chains: 291.6666666666669
#Flory interaction parameter (chi): 0.0
#Young's calibration factor: 1.0
#Minimum x-link fraction: 2.0E-5
#Maximum x-link fraction: 0.001
#x-link fraction increment: 1.75E-6
#Reservoir swelling ratio: 5.515431666374207
#Mean swelling ratio: 5.513938592592592
#Max Dry volume fraction: 10.0
#Minimum Dry volume fraction: 0.0015
#Reservoir volume fraction: 0.5100492442089981
#Actual volume fraction: 0.0
#MC steps: 150000
#Equilibration steps: 50000.0
#Snapshot interval: 100
#Displacement tolerance: 0.1
#Particle radius change tolerance: 0.05
#Particle radius bin width: 0.001
#g(r) bin width: 0.005
#phi0,		   phi,       	   <alpha>,      		zeta, 	 	 	  lindemannParameter, 			x-link, 		kT/E
0.00156, 0.5179279585509974, 6.923802101851853, 0.5184579474610342, 0.14783543959023215, 3.175E-5, 0.005399584052587595
0.00161, 0.5177007610236463, 6.850365750000003, 0.5182155091967982, 0.14841017319347885, 3.35E-5, 0.005117275207849146
0.00166, 0.517812042995498, 6.781367851851859, 0.5183199895051579, 0.14835724861855026, 3.525E-5, 0.004863227790561575
0.00171, 0.5182309619624214, 6.716426009259258, 0.5187197627094943, 0.14763210184784803, 3.7000000000000005E-5, 0.004633219385197278
0.00175, 0.5159520144900188, 6.655071749999998, 0.5164195085776857, 0.14762821887439598, 3.875000000000001E-5, 0.004423965043381087
0.00179, 0.5140419694556879, 6.596963537037039, 0.514488714888258, 0.1480059020886027, 4.050000000000001E-5, 0.004232829139349463
0.00184, 0.5152231819639027, 6.5416571666666705, 0.5156856409201426, 0.14971828175029717, 4.225000000000001E-5, 0.0040575558778514036
0.00188, 0.5138914455522516, 6.489327305555556, 0.5142979812987694, 0.14936291279338834, 4.400000000000001E-5, 0.0038961052653147072
0.00193, 0.5154300092511933, 6.439204768518516, 0.5158401756701332, 0.1489367910395255, 4.5750000000000014E-5, 0.003747171835812895
0.00197, 0.5144878245483653, 6.3914250740740775, 0.5148788057603096, 0.14704083114425578, 4.7500000000000016E-5, 0.0036090419817286913
0.00204, 0.521373562338395, 6.345526935185185, 0.5217978300402916, 0.14097096458194958, 4.925000000000002E-5, 0.003480886632546454
0.00206, 0.5156956701333503, 6.301875666666668, 0.5160609366406367, 0.14659445361511175, 5.100000000000002E-5, 0.003361345183608219
0.0021, 0.5151906676842261, 6.259559861111112, 0.5156095526096506, 0.14804459672429718, 5.275000000000002E-5, 0.0032498750420165146
0.00213, 0.5125657728935549, 6.219434629629627, 0.5129019158959801, 0.14783755607351648, 5.4500000000000024E-5, 0.003145555338919826
0.0022, 0.5195436313176942, 6.180550546296295, 0.5198747176211672, 0.14087310708758297, 5.6250000000000026E-5, 0.0030476555160682175
0.00223, 0.5170554123551635, 6.1428688333333366, 0.5174326435331714, 0.14175875719174874, 5.800000000000003E-5, 0.002955677449721916
0.00225, 0.5125576564098089, 6.106802333333334, 0.5129084522975753, 0.14897779355955051, 5.975000000000003E-5, 0.0028691936876116073
0.00231, 0.5172117157678524, 6.071730611111107, 0.5176085037508626, 0.146104428813798, 6.150000000000003E-5, 0.0027874801437969966
0.00234, 0.5152868627391125, 6.038159805555554, 0.5156403225205863, 0.146950699460261, 6.325000000000003E-5, 0.0027103899041495136
0.00237, 0.5135138864717518, 6.005666935185177, 0.5138317138466384, 0.14596470541178672, 6.500000000000003E-5, 0.0026373791442239974
0.00241, 0.5139449362148097, 5.973925898148145, 0.514301889069751, 0.14829215507786184, 6.675000000000004E-5, 0.002568218505252344
0.00246, 0.516607544348023, 5.943399648148145, 0.5169439628961543, 0.14524547036285348, 6.850000000000004E-5, 0.0025026248580017657
0.0025, 0.5171806313767542, 5.9137160370370365, 0.5175173292590711, 0.14777239870959522, 7.025000000000004E-5, 0.002440552559902415
0.00252, 0.5137542486783767, 5.884973305555557, 0.5140714417858634, 0.1484012004772855, 7.200000000000004E-5, 0.0023810333203308
0.00256, 0.514481319514899, 5.856922935185185, 0.5148189349283633, 0.14969822878492975, 7.375000000000004E-5, 0.002324474656899319
0.0026, 0.515327635121403, 5.82992010185185, 0.5156141999961842, 0.14739938913587003, 7.550000000000005E-5, 0.00227058306754893
0.00264, 0.5161400831745467, 5.803370666666667, 0.5164538134539177, 0.1478764521126636, 7.725000000000005E-5, 0.002219168144825605
0.00265, 0.5112396218867331, 5.777658953703705, 0.5115454066214868, 0.14993543216052646, 7.900000000000005E-5, 0.002169982179942542
0.0027, 0.5141487485415752, 5.752641203703703, 0.5144447988127606, 0.14623667149475897, 8.075000000000005E-5, 0.0021229793087106223
0.00274, 0.5151570517413686, 5.728247194444442, 0.5154477187040483, 0.14607161614167907, 8.250000000000005E-5, 0.0020779367743447843
0.00278, 0.5161661184615254, 5.7043607129629645, 0.5164810184367504, 0.1464617786732126, 8.425000000000006E-5, 0.0020347896270188318
0.00281, 0.5154475105254189, 5.681347037037039, 0.5157081725704827, 0.14366916885792347, 8.600000000000006E-5, 0.001993394398196718
0.00283, 0.5129013482102042, 5.6585819537037025, 0.5131906522761993, 0.14901093556034653, 8.775000000000006E-5, 0.0019536314185427174
0.00289, 0.5176469306189466, 5.636420916666667, 0.5179517798385851, 0.1440829046193035, 8.950000000000006E-5, 0.0019154873021561196
0.00289, 0.5117200204456901, 5.6148265185185195, 0.5120197832624847, 0.14992622875871114, 9.125000000000006E-5, 0.0018786707174353432
