#Number of particles: 32
#Initial configuration: FCC
#Dry microgel radius [nm]: 50.0
#Box length [units of drsoftnessy radius]: 29.92881541454596
#Number of monomers: 2916666.666666667
#Number of chains: 87.50000000000001
#Flory interaction parameter (chi): 0.0
#Young's calibration factor: 1.0
#Minimum x-link fraction: 3.0E-5
#Maximum x-link fraction: 3.0E-5
#x-link fraction increment: 0.0
#Dry volume fraction: 0.005
#Actual volume fraction: 0.0
#MC steps: 20000
#Equilibration steps: 10000.0
#Snapshot interval: 100
#Displacement tolerance: 0.1
#Particle radius change tolerance: 0.05
#Particle radius bin width: 0.001
#g(r) bin width: 0.005
#Mean pair energy <E_pair>/N [kT]: 13.271612337162214
#phi0,		  phi,			 <alpha>,      		zeta, 	 	 	  lindemannParameter
0.0011, 0.3780893344871762, 7.018934375000008, 0.3781606895572335, 0.4030162963947506
0.0012, 0.41247244901697416, 7.025421250000005, 0.4125389340624365, 0.37329057412969446
0.0013, 0.44671676835925445, 7.030078749999997, 0.44691717856763963, 0.43206667540620985
0.0014, 0.4810839246372193, 7.0328978125, 0.4812954230728427, 0.301131549999287
0.0015, 0.5153625586800414, 7.042785625000002, 0.5156736675780457, 0.3602055532457775
0.0016, 0.5496733938929053, 7.040301249999996, 0.5500519120832488, 0.34911047365542647
0.0017, 0.5839482617468265, 7.050734375000006, 0.5844301565884519, 0.3170837323726448
0.0018, 0.6182769561287429, 7.047407499999995, 0.6188084010936549, 0.2128100250896827
0.0019, 0.6527932694650572, 7.0520612499999995, 0.653186645598858, 0.16956031825872397
0.002, 0.686864188082613, 7.070623437499997, 0.687564890104061, 0.20115862995375478
0.0021, 0.7212099125741267, 7.069141562500001, 0.721943134609264, 0.14694088660037538
0.0022, 0.7555283661980136, 7.073211249999998, 0.756321379114467, 0.11594809142401179
0.0023, 0.7894449944428668, 7.0879256250000005, 0.79069962361967, 0.1068037511649842
0.0024, 0.8235242284823546, 7.103911875, 0.8250778681248729, 0.08970864396916628
0.0025, 0.8565415260642117, 7.125796874999996, 0.8594561126300759, 0.07611681396509992
0.0026, 0.8896532347600464, 7.170389687499995, 0.8938343571352789, 0.0686064612697172
0.0027, 0.9210900701348228, 7.232044375000002, 0.9282126016404819, 0.060248472075759785
0.0028, 0.9489469060888547, 7.328297812500001, 0.9625908461456849, 0.06146385034026457
0.0029, 0.9671123216141367, 7.423759687500002, 0.9969690906508879, 0.061836194057790055
0.003, 0.9733566166460292, 7.447214062499994, 1.031347335156091, 0.07546272558971305
0.0031, 0.9746246336498856, 7.3852759375000065, 1.0657255796612939, 0.06421606159662992
0.0032, 0.9755760982054171, 7.334332499999996, 1.1001038241664969, 0.06221679878027931
0.0033, 0.9759531168290482, 7.276830625000001, 1.1344820686716999, 0.08098955369092299
0.0034, 0.9764487650015299, 7.2201346875, 1.1688603131769029, 0.0729939538797695
0.0035, 0.9759261579511661, 7.138316562499996, 1.2032385576821059, 0.06880159522532843
0.0036, 0.976512344315353, 7.0861003125000055, 1.2376168021873089, 0.0796929262681785
0.0037, 0.9766139043933785, 7.023667500000003, 1.2719950466925118, 0.07312005226980696
0.0038, 0.9769677802942535, 6.966435625000003, 1.3063732911977146, 0.08240217787281166
0.0039, 0.9771502691304722, 6.922623437500002, 1.3407515357029176, 0.09048548236006249
0.004, 0.9771955340073348, 6.8652556250000005, 1.3751297802081208, 0.08808845328291776
0.0041, 0.9766894207605588, 6.794370624999999, 1.409508024713324, 0.0723493991371293
0.0042, 0.9770890383196128, 6.758049375000004, 1.443886269218527, 0.08709430967532007
0.0043, 0.9768014892541862, 6.689934999999998, 1.4782645137237302, 0.0767046871128601
0.0044, 0.9769207279904469, 6.641905625000003, 1.5126427582289335, 0.08248752223336621
0.0045, 0.9773858805398682, 6.612158437499997, 1.5470210027341365, 0.10015955383804451
0.0046, 0.9780050294641274, 6.568904374999995, 1.5813992472393397, 0.1068482020408057
0.0047, 0.9771035915801728, 6.504691874999997, 1.6157774917445427, 0.08663216758694137
0.0048, 0.9772234905613536, 6.464225937499998, 1.6501557362497459, 0.09213524030764646
